SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,33.2,33.3,32.85,32.95,33,33.05,64896,2143121.6,21-JUL-2014,626,INE144J01027,
3IINFOTECH,BE,9.7,9.95,9.65,9.85,9.9,9.8,381065,3743178.25,21-JUL-2014,646,INE748C01020,
3MINDIA,EQ,4844,4844,4700,4782.05,4814.5,4760.55,335,1591445.2,21-JUL-2014,67,INE470A01017,
8KMILES,EQ,171.55,186,171.55,184.6,184.5,170.2,10673,1945515.35,21-JUL-2014,297,INE650K01013,
A2ZMES,EQ,30.2,30.2,30.2,30.2,30.2,28.8,107683,3252026.6,21-JUL-2014,188,INE619I01012,
AARTIDRUGS,EQ,602,632,600.25,627.95,632,596.75,31743,19666588.1,21-JUL-2014,1624,INE767A01016,
AARTIIND,EQ,214,219.25,214,216.5,218,215.25,30392,6593151.85,21-JUL-2014,892,INE769A01020,
AARVEEDEN,EQ,53,53,51.05,51.45,51.05,53.05,8728,453577.7,21-JUL-2014,124,INE273D01019,
ABAN,EQ,748.7,786.4,748.7,776.9,774.95,747.2,2026091,1571601355.7,21-JUL-2014,52822,INE421A01028,
ABB,EQ,1088.8,1109.9,1085.25,1096.55,1092.5,1099.8,70856,77915731.15,21-JUL-2014,1831,INE117A01022,
ABBOTINDIA,EQ,2113.4,2173,2113.4,2134.4,2143,2113.4,1089,2324237.85,21-JUL-2014,164,INE358A01014,
ABCIL,EQ,222.4,224.9,218,219.15,219.65,218.25,24306,5393820.6,21-JUL-2014,1030,INE605B01016,
ABGSHIP,EQ,263.4,273.6,262.3,264.25,264.05,260.7,129800,34835337.05,21-JUL-2014,3259,INE067H01016,
ABIRLANUVO,EQ,1434,1449.5,1396.15,1402.15,1403.15,1428,174513,248534032.85,21-JUL-2014,12444,INE069A01017,
ACC,EQ,1455.5,1494.9,1445,1483.75,1487.25,1461.2,244009,361525314.05,21-JUL-2014,15184,INE012A01025,
ACCELYA,EQ,709,715.95,704,707.05,704.25,708.6,8907,6321286.25,21-JUL-2014,429,INE793A01012,
ACE,EQ,33.5,33.75,32.25,32.7,32.7,32.15,371550,12303037.55,21-JUL-2014,1552,INE731H01025,
ACROPETAL,EQ,3.55,3.7,3.45,3.6,3.55,3.55,95230,341700.4,21-JUL-2014,112,INE055L01013,
ADANIENT,EQ,459.45,463.6,445,447.95,445.8,455.05,2472826,1128341001.75,21-JUL-2014,42120,INE423A01024,
ADANIPORTS,EQ,290,293.85,286.1,288.1,287.6,288.3,4470445,1296548201.9,21-JUL-2014,46322,INE742F01042,
ADANIPOWER,EQ,61,62,60.05,60.4,60.2,60.55,6495258,396617225.4,21-JUL-2014,17168,INE814H01011,
ADFFOODS,EQ,62,62.8,59.25,59.6,59.3,59.6,122827,7478734.05,21-JUL-2014,1178,INE982B01019,
ADHUNIK,EQ,49.3,50.55,48.9,49.7,49.75,49.35,71721,3560921.55,21-JUL-2014,580,INE400H01019,
ADORWELD,BE,235,244.5,230,242.65,243.9,236.25,4660,1106298.7,21-JUL-2014,91,INE045A01017,
ADSL,EQ,20.5,21.55,20.15,20.7,20.8,20.85,94939,1969860.75,21-JUL-2014,237,INE102I01027,
ADVANIHOTR,EQ,86.1,90,86,87.5,87.4,85.3,65905,5793368.1,21-JUL-2014,1041,INE199C01026,
ADVANTA,BE,283.7,285.95,275,276.4,281.5,279.95,5529,1544451.85,21-JUL-2014,110,INE517H01028,
AEGISCHEM,EQ,284,294,283,290.35,290,281.4,82282,23851094.95,21-JUL-2014,5666,INE208C01017,
AFL,EQ,45,46,45,45.6,45.6,45.95,944,42919.4,21-JUL-2014,14,INE020G01017,
AFTEK,BE,6.5,6.95,6.5,6.65,6.7,6.7,30980,205378.55,21-JUL-2014,103,INE796A01023,
AGARIND,EQ,125,125,94.65,94.65,94.65,118.3,38559,3797629.4,21-JUL-2014,655,INE204E01012,
AGCNET,EQ,65.7,66.95,65.55,66.5,66.25,65.8,5140,340568.1,21-JUL-2014,60,INE676A01019,
AGRITECH,BE,8.7,8.7,8.3,8.3,8.3,8.7,2545,21820,21-JUL-2014,9,INE449G01018,
AGRODUTCH,BE,2.6,2.8,2.6,2.8,2.8,2.7,12753,33727.3,21-JUL-2014,25,INE135B01014,
AHLEAST,EQ,233.25,233.25,230.1,232,232,233.6,363,84250.1,21-JUL-2014,17,INE926K01017,
AHLUCONT,EQ,136.5,148.7,134,144.55,146.5,135.45,523331,74766216.8,21-JUL-2014,4149,INE758C01029,
AHLWEST,EQ,113.05,115,113,113.3,113.35,114.75,364,41594.9,21-JUL-2014,15,INE915K01010,
AHMEDFORGE,EQ,277.1,284.8,276.6,277.5,277,276.65,144036,40270958.6,21-JUL-2014,3050,INE425A01011,
AIAENG,EQ,729,730,703.05,716.55,720,726.15,268632,192503025.65,21-JUL-2014,16882,INE212H01026,
AIL,EQ,550,558.5,545.05,551.85,553,552.85,66270,36620180.2,21-JUL-2014,1891,INE878A01011,
AJANTPHARM,EQ,1464,1525,1464,1508.95,1516,1471.7,39378,59026882.1,21-JUL-2014,3443,INE031B01031,
AJMERA,EQ,76.95,78.6,76.8,77.35,77.4,78.3,1731,134023,21-JUL-2014,47,INE298G01027,
AKSHOPTFBR,EQ,22,23.2,22,22.4,22.35,22.1,86089,1934107.35,21-JUL-2014,545,INE523B01011,
AKZOINDIA,EQ,1103,1120,1102.4,1112.4,1115.8,1102.25,12398,13793570.35,21-JUL-2014,857,INE133A01011,
ALBK,EQ,122.9,125.1,121.15,121.8,121.5,121.7,2852313,351553987.8,21-JUL-2014,18279,INE428A01015,
ALCHEM,EQ,55.25,59.7,53.85,56.35,56.9,55.4,8018,444342.25,21-JUL-2014,69,INE964B01033,
ALEMBICLTD,EQ,24.5,26.65,24.25,26.4,26.4,24.2,1379501,35603430.8,21-JUL-2014,4387,INE426A01027,
ALICON,EQ,179.4,184.75,176.5,179.4,176.6,178.05,5895,1066410.15,21-JUL-2014,241,INE062D01024,
ALKALI,EQ,23,23,21,22.15,22.05,22.1,5820,127861.75,21-JUL-2014,35,INE773I01017,
ALKYLAMINE,EQ,600,607,591,602.9,598,594.1,2587,1549799.85,21-JUL-2014,62,INE150B01013,
ALLCARGO,EQ,247.95,252.2,245.5,248.1,246.1,243.2,40545,10074183,21-JUL-2014,264,INE418H01029,
ALLSEC,EQ,26.2,27.3,25.9,26.35,26.3,26.15,6710,180530.55,21-JUL-2014,49,INE835G01018,
ALMONDZ,EQ,9.6,10.55,9.6,10,10,10.1,4119,41098.35,21-JUL-2014,10,INE326B01027,
ALOKTEXT,EQ,13.35,14.1,13.35,13.95,13.9,13.25,24058475,331017534,21-JUL-2014,21910,INE270A01011,
ALPA,BE,10,10,10,10,10,9.55,3948,39480,21-JUL-2014,9,INE385I01010,
ALPHAGEO,EQ,243.75,261,243.7,251.85,251.25,256.5,2499,632832.3,21-JUL-2014,56,INE137C01018,
ALPSINDUS,BE,2.05,2.05,2.05,2.05,2.05,2.15,455,932.75,21-JUL-2014,3,INE093B01015,
ALSTOMT&D,EQ,335.95,339.8,329.9,334.65,335.2,334.35,43408,14487612.95,21-JUL-2014,1058,INE200A01026,
AMARAJABAT,EQ,478.2,484.85,475.2,479.4,480.45,481.8,100994,48504199.65,21-JUL-2014,7655,INE885A01032,
AMARJOTHI,EQ,79.5,80.25,78.6,80.1,80.1,82.95,677,54087.95,21-JUL-2014,15,INE484D01012,
AMBIKCO,EQ,414.95,419.75,405,411.05,413,407.9,2922,1209924.35,21-JUL-2014,211,INE540G01014,
AMBUJACEM,EQ,219.6,223,218.2,220.95,221.95,219.75,2093698,462254813.1,21-JUL-2014,34296,INE079A01024,
AMDIND,BE,21.3,22.4,20.75,22.4,22.4,21.35,3010,66713.85,21-JUL-2014,21,INE005I01014,
AMLSTEEL,BE,7.25,7.25,7.25,7.25,7.25,7.25,1,7.25,21-JUL-2014,1,INE577F01018,
AMRUTANJAN,EQ,174,178.7,174,175,174.1,173.6,27469,4827406.65,21-JUL-2014,749,INE098F01023,
