SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
20MICRONS,EQ,94.5,95.4,93,94.1,93.8,94.5,54373,5123943.2,17-OCT-2022,1673,INE144J01027,,29934,55.05
21STCENMGM,EQ,23.65,23.65,22.9,23,23.45,23.3,3912,90590.7,17-OCT-2022,78,INE253B01015,,1421,36.32
364D121023,TB,93.5,93.5,93.5,93.5,93.5,93.49,100,9350,17-OCT-2022,1,IN002022Z283,,,
3IINFOLTD,EQ,42.3,42.5,41.6,41.85,41.85,42.35,204062,8562729.95,17-OCT-2022,2421,INE748C01038,,140506,68.85
3MINDIA,EQ,22996,24200,22743.05,23414.1,23502,23003.45,5166,121502380.65,17-OCT-2022,2611,INE470A01017,,2651,51.32
3PLAND,EQ,19.9,20.7,19.1,20.7,20.7,18.85,60369,1229739.65,17-OCT-2022,350,INE105C01023,,49487,81.97
426GS2023,GS,98.91,98.91,98.9,98.9,98.9,98.9,300,29671.51,17-OCT-2022,2,IN0020210046,,300,100.00
456GS2023,GS,99,99,99,99,99,98.5,1200,118800,17-OCT-2022,2,IN0020210210,,1200,100.00
4THDIM,EQ,85.5,85.5,85.5,85.5,85.5,83.85,109,9319.5,17-OCT-2022,4,INE382T01022,,109,100.00
5PAISA,EQ,342.65,352.15,334.05,343.8,350,342.65,46438,15954454.1,17-OCT-2022,1951,INE618L01018,,22927,49.37
63MOONS,EQ,170.8,172,166.45,167.65,168.35,170.3,40201,6758940.65,17-OCT-2022,1697,INE111B01023,,20654,51.38
667GS2035,GS,94,94,94,94,94,96,1000,94000,17-OCT-2022,1,IN0020210152,,1000,100.00
667GS2050,GS,93.94,94.95,93.85,93.85,93.85,93.05,1011,95981.55,17-OCT-2022,8,IN0020200252,,1011,100.00
695GS2061,GS,97,97,97,97,97,97,1000,97000,17-OCT-2022,3,IN0020210202,,1000,100.00
699GS2051,GS,96.68,97.2,96.4,96.4,96.4,96.68,6349,612302.8,17-OCT-2022,10,IN0020210194,,6349,100.00
