SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
182D090524,TB,96.93,96.93,96.93,96.93,96.93,96.95,500,48465,05-DEC-2023,2,IN002023Y334,,,
182D110424,TB,97.2,97.5,97.2,97.5,97.5,97.39,200,19470,05-DEC-2023,2,IN002023Y292,,,
182D160524,TB,96.81,96.81,96.81,96.81,96.81,96.84,200,19362,05-DEC-2023,2,IN002023Y342,,,
182D180424,TB,97.6,97.6,97.6,97.6,97.6,97.33,100,9760,05-DEC-2023,1,IN002023Y300,,,
182D210324,TB,97.8,98.07,97.8,98.07,98.07,97.64,200,19587,05-DEC-2023,2,IN002023Y268,,,
182D230524,TB,96.6,96.65,96.43,96.65,96.65,96.6,20600,1986764,05-DEC-2023,7,IN002023Y359,,,
182D250424,TB,97.21,97.21,97.21,97.21,97.21,97.21,1600,155536,05-DEC-2023,1,IN002023Y318,,,
182D290324,TB,97.6,97.6,97.6,97.6,97.6,97.62,100,9760,05-DEC-2023,1,IN002023Y276,,,
182D300524,TB,96.3,96.3,96.3,96.3,96.3,96.05,100,9630,05-DEC-2023,1,IN002023Y367,,,
20MICRONS,EQ,177,178.7,170.45,171.6,172.5,176.85,64577,11171326.15,05-DEC-2023,3863,INE144J01027,,38503,59.62
21STCENMGM,EQ,25.2,25.2,25.2,25.2,25.2,24.75,8390,211428,05-DEC-2023,39,INE253B01015,,8390,100.00
360ONE,EQ,625.95,631.7,604,608.1,609.2,602.55,1609373,984483616.85,05-DEC-2023,47963,INE466L01038,,803643,49.94
364D010824,TB,95.5,95.5,95.5,95.5,95.5,95.5,500,47750,05-DEC-2023,1,IN002023Z190,,,
364D040424,TB,97.7,97.8,97.7,97.8,97.8,97.05,40000,3910000,05-DEC-2023,2,IN002023Z026,,,
364D040724,TB,96.01,96.01,96.01,96.01,96.01,96.01,3000,288030,05-DEC-2023,1,IN002023Z158,,,
364D110424,TB,97.32,97.5,97.32,97.5,97.5,97.25,19200,1871964,05-DEC-2023,2,IN002023Z034,,,
364D120924,TB,94.7,94.7,94.7,94.7,94.7,94.55,100,9470,05-DEC-2023,1,IN002023Z265,,,
364D130624,TB,96.35,96.35,96.35,96.35,96.35,96.3,1500,144525,05-DEC-2023,1,IN002023Z125,,,
364D140324,TB,98.5,98.5,98.5,98.5,98.5,97.45,500,49250,05-DEC-2023,2,IN002022Z507,,,
364D141124,TB,93.58,93.58,93.11,93.15,93.15,93.4,1200,112156,05-DEC-2023,4,IN002023Z356,,,
364D150224,TB,98.44,98.44,98.44,98.44,98.44,98.38,100,9844,05-DEC-2023,1,IN002022Z465,,,
364D211124,TB,92.9,93.01,92.9,93.01,93.01,93.4,400,37171,05-DEC-2023,2,IN002023Z364,,,
364D220224,TB,98.29,98.29,98.29,98.29,98.29,97.7,1000,98290,05-DEC-2023,1,IN002022Z473,,,
364D230524,TB,96.8,96.8,96.8,96.8,96.8,96.5,3000,290400,05-DEC-2023,1,IN002023Z091,,,
364D281124,TB,92.77,92.77,92.77,92.77,92.77,90,200,18554,05-DEC-2023,1,IN002023Z372,,,
3IINFOLTD,EQ,44.9,45.2,43.35,44.2,44.4,44.75,818660,36156188.25,05-DEC-2023,4309,INE748C01038,,525750,64.22
3MINDIA,EQ,31354.6,31495.55,31100.3,31395.05,31449,31354.6,4177,130593306.65,05-DEC-2023,3091,INE470A01017,,2366,56.64
3PLAND,EQ,27.45,28.65,27.1,27.6,27.85,27.3,64187,1794574,05-DEC-2023,531,INE105C01023,,37672,58.69
515GS2025,GS,97,97,97,97,97,97,4081,395857,05-DEC-2023,4,IN0020200278,,4081,100.00
563GS2026,GS,100.08,100.08,100.08,100.08,100.08,102.67,1,100.08,05-DEC-2023,1,IN0020210012,,1,100.00
574GS2026,GS,95.6,96.5,95.6,96.5,96.5,96.27,813,78196,05-DEC-2023,5,IN0020210186,,563,69.25
579GS2030,GS,91.84,91.84,91.84,91.84,91.84,91.84,999,91748.16,05-DEC-2023,3,IN0020200070,,999,100.00
5PAISA,EQ,511.3,513.8,497.1,500.05,501,508.75,117741,59446066.15,05-DEC-2023,8727,INE618L01018,,65322,55.48
610GS2031,GS,95.26,95.26,95.25,95.26,95.26,95.26,33975,3236358.5,05-DEC-2023,6,IN0020210095,,33975,100.00
618GS2024,GS,102,102,102,102,102,102,10,1020,05-DEC-2023,2,IN0020190396,,10,100.00
619GS2034,GS,91.19,91.19,91.19,91.19,91.19,89.4,1,91.19,05-DEC-2023,1,IN0020200096,,1,100.00
63MOONS,EQ,568.4,568.4,544.55,568.4,568.4,541.35,532857,301680175,05-DEC-2023,6675,INE111B01023,,255817,48.01
645GS2029,GS,96.5,96.5,96.5,96.5,96.5,95.47,1,96.5,05-DEC-2023,1,IN0020190362,,1,100.00
664GS2035,GS,95.94,96,95.94,96,96,97.5,2,191.94,05-DEC-2023,2,IN0020210020,,1,50.00
667GS2050,GS,96,96,96,96,96,96,862,82752,05-DEC-2023,3,IN0020200252,,862,100.00
669GS2024,GS,102.13,103.5,102.13,102.5,102.5,102.7,2021,207256.98,05-DEC-2023,11,IN0020220052,,2005,99.21
676GS2061,GS,96.8,96.8,96.79,96.8,96.8,92.7,5074,491163.19,05-DEC-2023,4,IN0020200401,,5074,100.00
695GS2061,GS,100,100,100,100,100,100,1,100,05-DEC-2023,1,IN0020210202,,1,100.00
699GS2026,GS,100.03,100.03,99.9,100,100,100.75,15100,1509948.95,05-DEC-2023,10,IN0020230028,,15100,100.00
699GS2051,GS,99.94,99.94,97.45,99.16,99.16,98.99,29,2874.44,05-DEC-2023,8,IN0020210194,,27,93.10
706GS2028,GS,100.05,100.65,100.01,100.58,100.57,99.8,22300,2242375,05-DEC-2023,10,IN0020230010,,22300,100.00
710GS2029,GS,100,100.65,100,100.39,100.4,100.07,15355,1538428.19,05-DEC-2023,19,IN0020220011,,15118,98.46
717GS2030,GS,101,101,101,101,101,101,339,34239,05-DEC-2023,3,IN0020230036,,339,100.00
718GS2033,GS,101.03,101.25,101.03,101.25,101.25,101.03,700,70801,05-DEC-2023,7,IN0020230085,,700,100.00
718GS2037,GS,100.5,101.5,100.5,101.47,101.5,100.98,12300,1245691,05-DEC-2023,7,IN0020230077,,12300,100.00
719GS2060,GS,105,105,105,105,105,105.33,50,5250,05-DEC-2023,1,IN0020200039,,50,100.00
725GS2063,GS,100.7,101,100.5,100.72,100.72,100.7,90800,9137776.5,05-DEC-2023,30,IN0020230044,,90800,100.00
726GS2032,GS,102.17,102.17,101.7,101.73,101.73,101.71,4700,479828.5,05-DEC-2023,10,IN0020220060,,4450,94.68
726GS2033,GS,101.6,102.35,101.6,101.71,101.71,101.95,47251,4804137.9,05-DEC-2023,5,IN0020220151,,47251,100.00
733GS2026,GS,99.61,101.2,99.61,101,101,101.09,355800,35918228.42,05-DEC-2023,21,IN0020230119,,355512,99.92
736GS2052,GS,101.25,101.25,100.55,100.55,100.55,100.74,16478,1661202.65,05-DEC-2023,44,IN0020220086,,16478,100.00
737GS2028,GS,101,101.25,100.7,101.19,101.25,101,1511,152759.25,05-DEC-2023,17,IN0020230101,,1511,100.00
738GS2027,GS,104,104,103.6,103.8,103.8,103.81,201218,20904673.71,05-DEC-2023,34,IN0020220037,,186216,92.54
73GS2053,GS,101.18,101.45,101.15,101.45,101.45,101.1,11205,1134649.75,05-DEC-2023,14,IN0020230051,,10205,91.08
741GS2036,GS,103.85,103.85,103.51,103.85,103.85,103.7,25715,2670124.9,05-DEC-2023,12,IN0020220102,,25705,99.96
744AP33,SG,90,90,89.5,89.5,89.5,93.97,200,17950,05-DEC-2023,2,IN1020230422,,,
744TS45,SG,95,95,95,95,95,100,100,9500,05-DEC-2023,1,IN4520230249,,,
746GS2073,GS,101.5,101.5,101.5,101.5,101.5,101.5,110,11165,05-DEC-2023,2,IN0020230127,,110,100.00
74GS2035,GS,100.34,100.45,100.34,100.45,100.45,100.33,400,40158,05-DEC-2023,2,IN0020050012,,200,50.00
74GS2062,GS,103.26,105.9,103,103,103,105.9,211,22158.52,05-DEC-2023,7,IN0020220094,,211,100.00
754GS2036,GS,101.5,101.74,101.5,101.58,101.57,101.57,380992,38707514.5,05-DEC-2023,169,IN0020220029,,368268,96.66
758GJ26,SG,100.8,100.8,100.8,100.8,100.8,100.11,100,10080,05-DEC-2023,1,IN1520230104,,,
768GS2023,GS,103.95,103.95,103.4,103.4,103.4,103.53,262,27114.27,05-DEC-2023,6,IN0020150010,,262,100.00
772GS2025,GS,100.06,100.9,100.06,100.9,100.9,104.8,400,40192,05-DEC-2023,3,IN0020150036,,200,50.00
772GS2055,GS,116,116,116,116,116,115.79,73,8468,05-DEC-2023,5,IN0020150077,,73,100.00
772UP34,SG,95,95,95,95,95,100,100,9500,05-DEC-2023,1,IN3320230144,,,
773BR38,SG,100,100,100,100,100,100,100,10000,05-DEC-2023,1,IN1320230114,,,
795GS2032,GS,105.5,105.5,105.5,105.5,105.5,104.11,60,6330,05-DEC-2023,3,IN0020020106,,60,100.00
817GS2044,GS,120,120,120,120,120,120.45,22,2640,05-DEC-2023,3,IN0020140078,,22,100.00
828GS2032,GS,108,108,108,108,108,106.38,7,756,05-DEC-2023,1,IN0020060086,,7,100.00
83GS2040,GS,113,113,113,113,113,113,100,11300,05-DEC-2023,1,IN0020100031,,100,100.00
91D010224,TB,98.73,98.8,98.73,98.8,98.8,98.8,400,39509,05-DEC-2023,3,IN002023X328,,,
91D040124,TB,99.33,99.58,99.33,99.58,99.58,99.32,700,69581,05-DEC-2023,4,IN002023X286,,,
91D110124,TB,99.17,99.17,99.17,99.17,99.17,99.21,1000,99170,05-DEC-2023,1,IN002023X294,,,
91D141223,TB,99.75,99.75,99.75,99.75,99.75,99.75,1000,99750,05-DEC-2023,1,IN002023X252,,,
91D150224,TB,98.43,98.6,98.43,98.5,98.5,98.43,1200,118203,05-DEC-2023,8,IN002023X344,,,
91D211223,TB,99.58,99.58,99.58,99.58,99.58,99.82,100,9958,05-DEC-2023,1,IN002023X260,,,
91D220224,TB,98.31,98.35,98.27,98.3,98.3,98.31,3500,344044,05-DEC-2023,10,IN002023X351,,,
91D290224,TB,98.2,98.2,98.2,98.2,98.2,98.2,100,9820,05-DEC-2023,1,IN002023X369,,,
91D291223,TB,99.5,99.5,99.5,99.5,99.5,99.5,400,39800,05-DEC-2023,1,IN002023X278,,,
92GS2030,GS,113,113,113,113,113,113,11610,1311930,05-DEC-2023,10,IN0020130053,,11610,100.00
A2ZINFRA,BE,10.15,10.2,10.15,10.15,10.15,10.35,413130,4209221.7,05-DEC-2023,189,INE619I01012,,-,-
AAATECH,EQ,73.5,74.4,71.8,73.2,73.4,73.5,45572,3328130.4,05-DEC-2023,788,INE0D0U01013,,30516,66.96
AAKASH,EQ,7.6,8.1,7.6,8.1,8.1,7.4,2917727,23261002.85,05-DEC-2023,2899,INE087Z01024,,2126259,72.87
AAREYDRUGS,BE,46.35,46.35,44.6,44.6,44.6,45.5,24297,1099435.95,05-DEC-2023,50,INE198H01019,,-,-
AARON,EQ,275,275.5,268.05,271.5,270.5,274.1,8308,2258041.45,05-DEC-2023,713,INE721Z01010,,5821,70.06
AARTECH,BE,147.9,151.9,145.55,151.35,150,145.95,7692,1150516,05-DEC-2023,138,INE01C001018,,-,-
AARTIDRUGS,EQ,495.85,496.6,483.75,487.7,485.3,492.65,227756,111118517.45,05-DEC-2023,11395,INE767A01016,,87942,38.61
AARTIIND,EQ,564.9,573,558.2,567.4,567,562.35,2308007,1307124343.2,05-DEC-2023,46148,INE769A01020,,924914,40.07
AARTIPHARM,EQ,465.7,481.8,462,471.7,471.25,469.25,439567,208613103.6,05-DEC-2023,24646,INE0LRU01027,,163743,37.25
AARTIPP,E1,290.05,300,280,298,298,281,358,102967.05,05-DEC-2023,46,IN909EO01012,,172,48.04
AARTISURF,EQ,618.45,625,604.85,607,609.75,613.95,18215,11101595.85,05-DEC-2023,1298,INE09EO01013,,11764,64.58
AARVEEDEN,EQ,25.95,26.45,25.05,25.4,25.05,26.1,68985,1762765.3,05-DEC-2023,583,INE273D01019,,36653,53.13
AARVI,EQ,157,157.45,152.3,155.25,155.55,157.2,71333,11100534.2,05-DEC-2023,2267,INE754X01016,,40476,56.74
AATMAJ,SM,41.9,42,41.4,41.4,41.4,43,12000,499600,05-DEC-2023,6,INE0OB201016,,10000,83.33
AAVAS,EQ,1454,1509,1443.6,1490.95,1493.95,1440,1044408,1553749174.8,05-DEC-2023,63721,INE216P01012,,801777,76.77
ABAN,BE,52.55,53.85,52.55,52.95,52.85,52.25,163786,8717997.7,05-DEC-2023,752,INE421A01028,,-,-
ABB,EQ,4662.7,4865.05,4591.65,4846.6,4855,4630.75,860640,4090352097.85,05-DEC-2023,79053,INE117A01022,,358269,41.63
ABBOTINDIA,EQ,23500,23686.95,23000.05,23110.45,23159.7,23398.75,32166,750811922.75,05-DEC-2023,7742,INE358A01014,,20098,62.48
ABCAPITAL,EQ,173,175.4,171.05,172.5,172.2,172.55,5750715,997103494.45,05-DEC-2023,34458,INE674K01013,,2095649,36.44
ABFRL,EQ,233.5,241.95,229.25,240.4,241.55,232.45,4419941,1048589983.1,05-DEC-2023,31901,INE647O01011,,2070236,46.84
ABMINTLLTD,BE,44,45.6,43.35,45.6,45.6,45.6,1342,59309.05,05-DEC-2023,19,INE251C01025,,-,-
