SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,25.55,25.55,25,25.1,25.1,25.1,12962,327994.85,30-SEP-2015,100,INE144J01027,
3IINFOTECH,EQ,3.1,3.2,3,3.2,3.2,3.05,3895377,12356994.95,30-SEP-2015,777,INE748C01020,
3MINDIA,EQ,11189.95,11189.95,10895.5,10948,10974,10930.9,576,6344145,30-SEP-2015,222,INE470A01017,
8KMILES,EQ,1390,1414.7,1389.95,1400.95,1399.9,1384.15,11028,15465195.9,30-SEP-2015,1029,INE650K01013,
A2ZINFRA,EQ,24.9,25.65,24.1,24.3,24.55,24.7,191988,4733733.5,30-SEP-2015,1048,INE619I01012,
AARTIDRUGS,EQ,594.35,614.9,590,601.65,600.4,585.75,29704,17913915.1,30-SEP-2015,2027,INE767A01016,
AARTIIND,EQ,525.7,557.8,523,550.25,554,517.2,339269,184829364.4,30-SEP-2015,14152,INE769A01020,
AARVEEDEN,EQ,56.55,56.55,55.2,55.8,56.55,56.15,784,43537.5,30-SEP-2015,23,INE273D01019,
ABAN,EQ,232,234.5,228.2,229.6,229,230.25,653384,150615453.5,30-SEP-2015,12264,INE421A01028,
ABB,EQ,1082.8,1082.8,1040.1,1059.75,1064.8,1045.45,54457,57593179,30-SEP-2015,6936,INE117A01022,
ABBOTINDIA,EQ,5734,5814.2,5644.5,5681.8,5670.05,5644.5,6070,34756799.95,30-SEP-2015,1082,INE358A01014,
ABCIL,EQ,209.05,213,207.1,211.85,212.2,209.15,4168,874312.3,30-SEP-2015,68,INE605B01016,
ABGSHIP,EQ,144.8,144.8,136.6,137.75,137.7,140.85,194310,27065870.3,30-SEP-2015,2116,INE067H01016,
ABIRLANUVO,EQ,2130,2153,2115,2144.05,2146.9,2101.25,220275,469283284.35,30-SEP-2015,16087,INE069A01017,
ACC,EQ,1340,1355,1324.65,1346.75,1352,1327.45,200741,268556661.2,30-SEP-2015,13541,INE012A01025,
ACCELYA,EQ,955.05,981.85,935,948.35,948.05,954.85,3908,3713838.9,30-SEP-2015,464,INE793A01012,
ACE,EQ,37,37.9,36.5,37.3,37.3,36.2,109970,4074591.3,30-SEP-2015,739,INE731H01025,
ACROPETAL,EQ,2.8,2.9,2.65,2.7,2.7,2.7,30907,84640.45,30-SEP-2015,28,INE055L01013,
ADANIENT,EQ,80,81.4,78.65,80.85,80.95,79.05,2706881,216892954.45,30-SEP-2015,19922,INE423A01024,
ADANIPORTS,EQ,302.95,303.5,294,299,299,297.4,5296746,1575192985.25,30-SEP-2015,74229,INE742F01042,
ADANIPOWER,EQ,24.85,24.95,24.3,24.7,24.75,24.5,3345168,82504875.1,30-SEP-2015,11306,INE814H01011,
ADANITRANS,EQ,27,27.45,26.7,26.85,26.75,27.1,190569,5142838.25,30-SEP-2015,2322,INE931S01010,
ADFFOODS,EQ,93,97.9,92.1,93.25,92.1,93.45,135118,12824037.25,30-SEP-2015,1710,INE982B01019,
ADHUNIK,EQ,15,15.25,14.75,14.85,14.8,14.9,39700,592826.5,30-SEP-2015,562,INE400H01019,
ADI,EQ,193,196,189.05,191.8,193,189.5,967,184975.95,30-SEP-2015,38,INE959A01019,
ADLABS,EQ,113.75,116.05,111.25,112.15,112,112.4,38414,4349602.65,30-SEP-2015,3131,INE172N01012,
ADORWELD,EQ,270,273.85,266,270.75,271.95,267.7,2681,727285.5,30-SEP-2015,125,INE045A01017,
ADSL,EQ,28.9,28.9,27.1,27.3,27.25,27.4,36943,1013477.45,30-SEP-2015,204,INE102I01027,
ADVANIHOTR,EQ,49.75,49.75,45,45.05,45.05,45,2191,101488.85,30-SEP-2015,41,INE199C01026,
ADVANTA,EQ,532.05,540,526.15,530.1,527.35,532.9,10499,5623823.2,30-SEP-2015,918,INE517H01028,
AEGISCHEM,EQ,87,90.2,87,88.3,87.75,86.55,255856,22686208.75,30-SEP-2015,2772,INE208C01025,
AFL,EQ,69.9,70.95,66.65,67.15,66.7,69,59294,4005492.7,30-SEP-2015,527,INE020G01017,
AGARIND,EQ,93.5,104,93.2,100.15,104,92.35,7741,763117.7,30-SEP-2015,156,INE204E01012,
AGCNET,EQ,100.05,101.6,98.25,98.45,99.35,98.2,1827,181905.55,30-SEP-2015,75,INE676A01019,
AGRITECH,EQ,5.15,5.15,5.15,5.15,5.15,5.45,20,103,30-SEP-2015,2,INE449G01018,
AGRODUTCH,EQ,3.05,3.1,2.9,3,2.95,3,5860,17775,30-SEP-2015,19,INE135B01014,
AHLEAST,EQ,144.8,161.7,144.8,150,150,144.8,476,71232.6,30-SEP-2015,26,INE926K01017,
AHLUCONT,EQ,264.25,275,262.4,268.1,267.5,261.1,189529,51319984.3,30-SEP-2015,2336,INE758C01029,
AHLWEST,EQ,122.8,122.8,110.3,111,111,112.45,712,79431.35,30-SEP-2015,29,INE915K01010,
AIAENG,EQ,946.8,1010,940.1,991.7,993.9,947.35,35837,34966914.4,30-SEP-2015,4366,INE212H01026,
AIL,EQ,638,638,606.2,619.6,619,625.05,27483,17083133.7,30-SEP-2015,3215,INE878A01011,
AJANTPHARM,EQ,1455,1489.75,1444.2,1479.75,1483,1437.55,181713,267307915.2,30-SEP-2015,11691,INE031B01049,
AJMERA,EQ,105,116.45,105,114.55,113.5,104.15,453038,51069064.6,30-SEP-2015,6402,INE298G01027,
AKSHOPTFBR,EQ,16.3,16.45,16.2,16.3,16.3,16.15,473581,7732216.95,30-SEP-2015,1734,INE523B01011,
AKZOINDIA,EQ,1385.05,1399,1369.95,1381.5,1390,1380.8,21407,29641863.4,30-SEP-2015,1798,INE133A01011,
ALANKIT,EQ,41,46.95,40.55,46.5,46.55,40.6,756137,32474285.2,30-SEP-2015,887,INE914E01032,
ALBK,EQ,78,78.2,76.15,76.75,76.9,77.3,1667608,128185768.5,30-SEP-2015,10475,INE428A01015,
ALCHEM,EQ,21.85,21.9,21,21.1,21.05,21.25,3400,72152.05,30-SEP-2015,39,INE964B01033,
ALEMBICLTD,EQ,39.8,40.45,39.2,39.55,39.7,39.25,196848,7824852.05,30-SEP-2015,1694,INE426A01027,
ALICON,EQ,354.9,356.2,348,351.8,354.4,347.8,1744,613653.6,30-SEP-2015,114,INE062D01024,
ALKALI,EQ,40,40.5,38.25,38.6,38.3,39.25,3573,138309.3,30-SEP-2015,81,INE773I01017,
ALKYLAMINE,EQ,303.05,329.9,303,308.75,308.7,303.85,5910,1855866.9,30-SEP-2015,144,INE150B01021,
ALLCARGO,EQ,300,302.9,297,299.7,299.75,300.55,15794,4730630.5,30-SEP-2015,651,INE418H01029,
ALLSEC,EQ,78.25,78.25,70.85,70.85,70.85,74.55,96337,7285745.9,30-SEP-2015,1473,INE835G01018,
ALMONDZ,EQ,9,9.8,9,9.8,9.8,9.35,6228,60063.6,30-SEP-2015,10,INE326B01027,
ALOKTEXT,EQ,6.15,6.2,6.05,6.1,6.1,6.1,1809354,11108481.5,30-SEP-2015,866,INE270A01011,
ALPA,BE,21.25,21.9,20.35,21.2,21.6,21.4,23644,487974.55,30-SEP-2015,117,INE385I01010,
ALPHAGEO,EQ,474.95,479,467.75,471.2,475,467.9,6907,3260593.1,30-SEP-2015,427,INE137C01018,
ALSTOMT&D,EQ,512.85,524.4,507,513.35,508.05,513,52129,26805477.1,30-SEP-2015,2242,INE200A01026,
AMARAJABAT,EQ,1030,1064.25,1025,1029.65,1032,1015.15,847826,884551127.75,30-SEP-2015,32299,INE885A01032,
AMBIKCO,EQ,853,861.9,850,850.3,850.1,849.4,3131,2674237.85,30-SEP-2015,359,INE540G01014,
AMBUJACEM,EQ,204,206.5,203.65,205.8,205.75,203,1873748,385434911,30-SEP-2015,27463,INE079A01024,
AMDIND,EQ,25.55,26.15,25.35,25.7,25.7,25.8,2373,60900.45,30-SEP-2015,26,INE005I01014,
AMRUTANJAN,EQ,419.45,419.5,411.3,417.75,419,412.8,9678,4033019.75,30-SEP-2015,513,INE098F01023,
AMTEKAUTO,EQ,45,45.65,42.8,43.9,43.9,44.5,4727751,209413632.6,30-SEP-2015,23856,INE130C01021,
AMTL,EQ,18.5,19.5,18.5,18.75,19.3,19.25,2169,40990.35,30-SEP-2015,39,INE436N01029,
ANANTRAJ,EQ,35.85,36.5,35.65,36,36.2,35.45,638992,23019930.95,30-SEP-2015,3009,INE242C01024,
ANDHRABANK,EQ,68,68.3,66,67,67,67.55,1778137,119159190.4,30-SEP-2015,9793,INE434A01013,
ANDHRACEMT,EQ,5.55,5.55,5.55,5.55,5.55,5.3,12578,69807.9,30-SEP-2015,26,INE666E01012,
ANDHRSUGAR,EQ,92.3,93.8,90.3,92.8,93.5,91.25,6984,648761,30-SEP-2015,95,INE715B01013,
ANGIND,EQ,32.85,35,32.65,33.6,33.6,32.95,12724,429350.7,30-SEP-2015,121,INE017D01010,
ANIKINDS,BE,29.3,29.4,29.3,29.4,29.4,28.05,225,6600,30-SEP-2015,3,INE087B01017,
ANKITMETAL,EQ,1.75,1.85,1.75,1.85,1.85,1.8,300516,540747.55,30-SEP-2015,157,INE106I01010,
ANSALAPI,EQ,17.3,17.55,16.45,16.8,16.8,17.15,123854,2102580.3,30-SEP-2015,655,INE436A01026,
ANSALHSG,EQ,24,24.25,23.4,23.45,23.65,24,13416,318265.95,30-SEP-2015,111,INE880B01015,
ANTGRAPHIC,BE,0.15,0.15,0.1,0.15,0.15,0.15,11500,1475,30-SEP-2015,5,INE414B01021,
APARINDS,EQ,415.4,418,406,413.5,414,410.45,11445,4730868.15,30-SEP-2015,756,INE372A01015,
APCOTEXIND,EQ,265,268.75,257,264,268,266.05,4368,1146427.75,30-SEP-2015,342,INE116A01024,
APLAPOLLO,EQ,492.65,505,484.2,500.05,492.05,499.3,4171,2069011.95,30-SEP-2015,428,INE702C01019,
APLLTD,EQ,686,696.2,676,683.65,687,681,267293,184511491.7,30-SEP-2015,10846,INE901L01018,
APOLLOHOSP,EQ,1430,1455,1411.7,1441.6,1439.1,1440.4,312679,449336225.8,30-SEP-2015,24642,INE437A01024,
APOLLOTYRE,EQ,184.35,185.4,177.9,179.95,179.9,182.2,2265916,409614723.65,30-SEP-2015,37989,INE438A01022,
APOLSINHOT,BE,190.7,190.7,180,180,180,181.65,16,2890.7,30-SEP-2015,3,INE451F01016,
APTECHT,EQ,57.6,58.8,57.1,57.85,57.85,57.55,66006,3825876.05,30-SEP-2015,707,INE266F01018,
ARCHIDPLY,EQ,40.75,41.45,40.1,40.6,40.85,40.8,33368,1362277.4,30-SEP-2015,576,INE877I01016,
ARCHIES,EQ,25.9,26.4,25.6,25.75,26,25.35,55409,1436496.65,30-SEP-2015,421,INE731A01020,
ARCOTECH,EQ,378,388.9,368,380.45,380,369.65,166285,62869615.2,30-SEP-2015,4577,INE574I01027,
ARIES,EQ,94.4,95.8,93,93.55,93.2,93.75,12747,1201004,30-SEP-2015,287,INE298I01015,
ARIHANT,EQ,36.15,36.15,33.85,34,34,35.2,791,27626.4,30-SEP-2015,8,INE413D01011,
AROGRANITE,EQ,45.6,48,45.6,47,47,44.65,2569,120128.4,30-SEP-2015,43,INE210C01013,
ARROWCOAT,EQ,490,499.7,470.25,483.15,480,490,7164,3439828.15,30-SEP-2015,390,INE570D01018,
ARROWTEX,EQ,23,23.7,23,23.45,23.7,22.95,11154,259431.9,30-SEP-2015,148,INE933J01015,
ARSHIYA,EQ,28.1,29.2,27.6,27.85,27.85,28,193072,5490706.9,30-SEP-2015,920,INE968D01022,
ARSSINFRA,EQ,32.9,33.9,32.15,32.55,32.6,32.45,54913,1822979.75,30-SEP-2015,492,INE267I01010,
ARVIND,EQ,281.3,287.65,274.5,279.35,279.4,278.8,1721774,484206371.2,30-SEP-2015,23663,INE034A01011,
ARVINDREM,BZ,10.9,11.9,10.9,11.65,11.85,11.45,136856,1557735.35,30-SEP-2015,412,INE211C01037,
ARVINFRA,EQ,65.8,66.8,65.7,66.8,66.8,63.65,70229,4668077,30-SEP-2015,347,INE034S01021,
ASAHIINDIA,EQ,142,146.45,141.15,143.05,143,141.95,32023,4584212.35,30-SEP-2015,429,INE439A01020,
ASAHISONG,EQ,130,130,126,127.5,126.25,126.05,2630,334121.15,30-SEP-2015,37,INE228I01012,
ASAL,EQ,35,35.5,34.95,35.35,35.35,34.55,1800,63551.5,30-SEP-2015,14,INE900C01027,
