SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIIND,EQ,55,59,54.2,56,56,55,2554,142225.4,3-MAY-2002,
ABANLLOYD,EQ,79.8,79.8,70.5,71.75,71,74.6,33427,2537855.7,3-MAY-2002,
ABB,EQ,267.8,277.9,265.35,269.9,269,267.55,23844,6484762.15,3-MAY-2002,
ABBALPO,EQ,39,39.8,38.05,38.2,38.55,38.85,26147,1010688.6,3-MAY-2002,
ABBOTTLAB,EQ,204.95,204.95,193.1,193.85,193.1,201.75,433,84309.65,3-MAY-2002,
ABSHEKINDS,EQ,5.8,7,5.8,6.25,6.25,5.95,1701,10109.1,3-MAY-2002,
ABSIND,EQ,57.3,58,56.05,56.35,56.05,58,6497,370100.1,3-MAY-2002,
ACC,EQ,150.75,154,149.55,152,153,150.4,843400,127425413.95,3-MAY-2002,
ADANIEXPO,EQ,215.55,215.6,211.5,212.8,215.5,216.95,78281,16746103.3,3-MAY-2002,
ADLABSFILM,EQ,73.05,78.5,72.5,77.1,77.4,71,528863,39985616.1,3-MAY-2002,
ADVANIORLI,EQ,19,19.4,18.45,18.6,18.55,18.3,2521,47933.05,3-MAY-2002,
AEGISCHEM,EQ,8.75,9.5,8.75,9.3,9.3,9.6,1050,9787.5,3-MAY-2002,
AFTEKINFO,EQ,499,514.75,493,500.6,497.05,495.6,2537381,1281115831.95,3-MAY-2002,
AGEEGOLD,EQ,80.1,82,74,80.1,79.5,82.15,5232,409181.5,3-MAY-2002,
AGREVOIND,EQ,172.55,174.4,168.65,170,170,172.15,9644,1653958.3,3-MAY-2002,
AGRODUTCH,EQ,28.5,29.9,28.2,29.3,29.9,28.85,7808,224839.7,3-MAY-2002,
AHMEDELEC,EQ,65,65.75,65,65,65,65,2928,190451.25,3-MAY-2002,
AHMEDFORGE,EQ,14,14.1,12.9,13,12.9,14.25,10002,135786.45,3-MAY-2002,
AJANTPHARM,EQ,49.95,50,49.1,49.9,49.55,49,9726,483921.5,3-MAY-2002,
AKSHOPTFBR,EQ,58.65,59,56.6,56.95,56.8,57.7,57265,3280020.15,3-MAY-2002,
ALEMBICLTD,EQ,134.5,136,126.25,134.8,134.5,134.25,6465,864974.9,3-MAY-2002,
ALFALAVAL,EQ,221,229,220,220.35,220,220.3,1272,280968.6,3-MAY-2002,
ALOKTEXT,EQ,10.05,10.65,9.7,10.15,10.15,9.95,241791,2430189.6,3-MAY-2002,
ALPSINDUS,EQ,32.85,33.25,31.75,32.05,32.05,32.8,637,20781.9,3-MAY-2002,
AMARAJABAT,EQ,85,85.85,84,84.25,84.7,84.3,20810,1761154.2,3-MAY-2002,
AMBUJARAJN,EQ,3.7,4.3,3.7,3.8,3.8,3.8,8951,33969.85,3-MAY-2002,
AMITSPIN,EQ,1.65,1.65,1.65,1.65,1.65,1.35,100,165,3-MAY-2002,
AMTEKAUTO,BE,0,0,0,416.9,469,422.3,2550,1067515,3-MAY-2002,
AMTREXAPPL,EQ,15.2,15.5,14.75,15.25,15.4,14.6,3351,50400.95,3-MAY-2002,
ANDHRABANK,EQ,11.5,11.6,11.3,11.45,11.55,11.4,178363,2051186.75,3-MAY-2002,
ANDHRSUGAR,EQ,25.95,25.95,24.65,25,25,24.85,1135,28805,3-MAY-2002,
ANTGRAPHIC,EQ,2.65,3.1,2.6,2.75,2.75,2.95,3001,8143.1,3-MAY-2002,
APCOTEXLAT,EQ,50,53.1,49.1,51.55,52,48.85,6412,327082.95,3-MAY-2002,
APOLLOHOSP,EQ,163,163,155.1,160.9,162.15,156.2,275875,43931189.95,3-MAY-2002,
APOLLOTYRE,EQ,74,78.65,74,76.85,76.15,73.45,105972,8159270,3-MAY-2002,
ARCHIES,EQ,130,133,127.2,128.9,128.75,128,16777,2186878.4,3-MAY-2002,
ARHAMFISCL,EQ,8.15,8.2,7.75,7.9,7.9,7.85,15071,119747.7,3-MAY-2002,
ARIHANTCRE,EQ,4.2,4.25,4,4.05,4,4,98752,402528.2,3-MAY-2002,
ARVINDMILL,EQ,18.4,18.4,17.4,18.05,18.4,17.85,737983,13186783.25,3-MAY-2002,
ASAHIINDIA,EQ,400,406,382.5,385.15,385.15,396.1,1021,400169.75,3-MAY-2002,
ASHAPURMIN,EQ,83,83,83,83,83,83,300,24900,3-MAY-2002,
ASHIMASYN,EQ,20.7,20.85,20,20.5,20.5,20.4,2207,45277.5,3-MAY-2002,
ASHKLEYFIN,EQ,39.9,42,39.9,40.85,41.5,38.6,52917,2163693.6,3-MAY-2002,
ASHOKLEY,EQ,101.4,103.1,99.8,100.05,100.6,100,264550,26800561.45,3-MAY-2002,
ASIANELEC,EQ,25,25.6,24.55,25.6,25.6,25.4,7000,176199,3-MAY-2002,
ASIANHOTEL,EQ,70.65,72.75,70.5,71.9,71.9,72.55,1083,76703.3,3-MAY-2002,
ASIANPAINT,EQ,320.05,324.95,320.05,321.9,322.2,328.25,1507,486029.95,3-MAY-2002,
ASSAMCO,EQ,17.15,17.2,16.8,16.8,16.8,16.85,520,8847.5,3-MAY-2002,
ASSAMFRONT,EQ,48.5,49,48,48.7,49,48.95,466,22619.55,3-MAY-2002,
ASTRAIDL,EQ,357.05,357.2,357.05,357.1,357.1,357.6,95,33922.25,3-MAY-2002,
ATCOIND,EQ,38.35,38.5,35.55,36,35.75,37,564553,21000286.75,3-MAY-2002,
ATLASCOPCO,EQ,120,122.75,119.1,121.45,121.3,120.4,5737,697017,3-MAY-2002,
ATLASCYCLE,EQ,66.85,68,63,65.85,65.95,65.3,3003,198414.5,3-MAY-2002,
ATULPROD,EQ,22,25.75,22,23.95,23.45,22.8,5275,125952.55,3-MAY-2002,
AUROPHARMA,EQ,231.05,238.05,231.05,236.65,238,231.7,9712,2284467.2,3-MAY-2002,
AUTOAXLES,EQ,93.8,107,91.25,104.25,99.55,90.15,3469,344692.3,3-MAY-2002,
AZTEC,EQ,60.5,60.6,57.6,58.75,58.5,60.25,418298,24620756.85,3-MAY-2002,
BAGYAMETAL,EQ,40.5,40.5,39,39,39,36.55,4873,190352,3-MAY-2002,
BAJAJAUTO,EQ,492,494,488.25,489.55,489.25,491.75,15993,7836079,3-MAY-2002,
BAJAJHIND,EQ,61.5,61.5,59.25,59.95,60,59.1,75,4533,3-MAY-2002,
BAJAUTOFIN,EQ,65.7,65.7,60.65,62.1,61.85,62.8,30491,1915011.95,3-MAY-2002,
BALAJIDIST,EQ,23.95,26.25,23.95,24.9,24.6,23.95,22268,561517.7,3-MAY-2002,
BALAJIIND,EQ,6.3,6.3,6,6,6,6,3499,21139,3-MAY-2002,
BALAJITELE,EQ,589,638,584.05,621.85,629,582.95,516048,314379641.75,3-MAY-2002,
BALMLAWRIE,EQ,50,50,48.55,49.35,49.6,48.4,8484,418828.85,3-MAY-2002,
BALRAMCHIN,EQ,126,128.5,126,127.25,128,127.35,1733,221117.4,3-MAY-2002,
