SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,41.8,41.8,38.5,38.65,38.7,39.85,79272,3126466.1,27-JUL-2017,401,INE144J01027,
3IINFOTECH,EQ,4.45,4.5,4.3,4.35,4.35,4.4,2867727,12590737.8,27-JUL-2017,832,INE748C01020,
3MINDIA,EQ,13499.95,13500,13200.15,13226.25,13299.95,13405.45,1509,20121769.75,27-JUL-2017,346,INE470A01017,
63MOONS,EQ,64.3,65.25,63,63.3,63.4,64.45,69402,4474089,27-JUL-2017,856,INE111B01023,
8KMILES,EQ,542.8,544.45,532.05,535.85,540,538.7,207896,112237802.4,27-JUL-2017,1388,INE650K01021,
A2ZINFRA,EQ,43.25,43.55,40.8,41.15,41.35,43.05,1143985,47830508.3,27-JUL-2017,4741,INE619I01012,
AARTIDRUGS,EQ,556.75,568,550.1,565.15,565,552.7,15562,8711925.2,27-JUL-2017,1317,INE767A01016,
AARTIIND,EQ,989.95,999,976.5,986.5,985,986.75,49755,49405627.25,27-JUL-2017,5147,INE769A01020,
AARVEEDEN,EQ,64.95,65,62,63.3,63.5,62.8,9187,579665.05,27-JUL-2017,115,INE273D01019,
ABAN,EQ,187.8,188.85,183,184.05,184.3,186.85,434667,80956485.6,27-JUL-2017,6289,INE421A01028,
ABB,EQ,1441,1446.8,1424,1429.3,1430,1441,43624,62446583.95,27-JUL-2017,3229,INE117A01022,
ABBOTINDIA,EQ,4350,4350,4212,4231.3,4230,4308.5,4711,19997079.65,27-JUL-2017,1765,INE358A01014,
ABFRL,EQ,178,182.3,168.6,169.7,169.5,177.1,943879,164827277.65,27-JUL-2017,9803,INE647O01011,
ABGSHIP,BZ,13.95,14,13.35,13.85,13.7,13.35,69727,960264.1,27-JUL-2017,164,INE067H01016,
ABMINTLTD,BE,80.05,80.05,80.05,80.05,80.05,84.25,1063,85093.15,27-JUL-2017,20,INE251C01017,
ACC,EQ,1712,1744.4,1707.6,1732,1733.95,1706.35,913927,1583856450.8,27-JUL-2017,44334,INE012A01025,
ACCELYA,EQ,1407.2,1428,1390,1394.25,1395,1408.2,16349,23040531.55,27-JUL-2017,1040,INE793A01012,
ACCORD,SM,64.5,65.5,63.1,63.75,63.5,65.1,24000,1539300,27-JUL-2017,11,INE113X01015,
ACE,EQ,71.95,71.95,69.3,69.7,70,71.35,220654,15481337.9,27-JUL-2017,1303,INE731H01025,
ADANIENT,EQ,140.75,141.85,137.5,138.5,138.1,140.75,4166061,580235618.45,27-JUL-2017,15778,INE423A01024,
ADANIPORTS,EQ,394.25,394.85,390.75,392.5,392.1,393.05,2847871,1118908505.65,27-JUL-2017,47239,INE742F01042,
ADANIPOWER,EQ,35.05,35.4,32.7,33.95,34.2,34.95,20081010,682626673.7,27-JUL-2017,23598,INE814H01011,
ADANITRANS,EQ,129.85,131.4,124.95,127.4,126.8,128.5,331986,42493898.8,27-JUL-2017,2792,INE931S01010,
ADFFOODS,EQ,233,236.95,230.4,233,233.8,233.25,89223,20893044.4,27-JUL-2017,2325,INE982B01019,
ADHUNIK,EQ,6.15,6.15,5.9,5.9,5.95,6.05,76691,458726.2,27-JUL-2017,512,INE400H01019,
ADHUNIKIND,EQ,99.9,101,98,98.75,98.2,100.4,159591,15907998.7,27-JUL-2017,308,INE452L01012,
ADLABS,EQ,74.35,75,71.65,72.05,72.15,74.9,318668,23187093.35,27-JUL-2017,2146,INE172N01012,
ADORWELD,EQ,398,403.8,391.4,395.85,395,402.5,6414,2538589.95,27-JUL-2017,582,INE045A01017,
ADSL,BE,25.2,25.8,25,25.1,25.1,25.95,20971,529157.45,27-JUL-2017,58,INE102I01027,
