SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
3IINFOTECH,EQ,170.4,176.5,167,175.25,175,170.2,305869,53186131.45,1-MAR-2006,
3MINDIA,EQ,1300,1325,1280,1316.95,1320,1300.95,3937,5156332.8,1-MAR-2006,
AARTIDRUGS,EQ,90,90.45,86.5,87.1,86.55,88.5,8488,745912.6,1-MAR-2006,
AARTIIND,EQ,77.35,77.35,75,75.25,75,76.25,12224,920972.05,1-MAR-2006,
ABANLOYD,EQ,828,858.9,820.1,847.05,845.1,824.1,102268,86090035.35,1-MAR-2006,
ABB,EQ,2530,2585,2530,2546.9,2544.9,2546.5,89407,228885096.65,1-MAR-2006,
ABIRLANUVO,EQ,748,748,726,736.95,740,744.4,64840,47699967.35,1-MAR-2006,
ABSHEKINDS,EQ,30.5,30.85,29.85,29.95,30.15,30.2,301140,9105980.55,1-MAR-2006,
ACC,EQ,625,695,624.05,684.25,694,626.3,3604159,2393275991.85,1-MAR-2006,
ADANIEXPO,EQ,57.1,60,57.1,57.85,57.75,57.6,480585,27919429,1-MAR-2006,
ADLABSFILM,EQ,406.95,426,385.65,412.55,413,410.85,358880,149294171.85,1-MAR-2006,
ADORWELD,EQ,387,392,383,389.3,386.5,385.8,20818,8049757.75,1-MAR-2006,
AEGISCHEM,EQ,255,263.9,251,253.9,251.5,256.3,35580,9144411.2,1-MAR-2006,
AFTEKINFO,EQ,92.5,94.5,91.15,93.75,93.6,92.25,625972,58326989.6,1-MAR-2006,
AGRODUTCH,EQ,44.7,44.9,43.1,43.5,43.3,43.85,365009,16037825.65,1-MAR-2006,
AHMEDFORGE,BE,209,210,200.15,203.8,202.5,209.55,24901,5185733.25,1-MAR-2006,
AIAENG,EQ,579.95,594.7,575,580.95,581,581.85,16553,9647988.6,1-MAR-2006,
AJANTPHARM,EQ,76.8,77.45,75.5,75.75,75.95,75.65,9345,713002.5,1-MAR-2006,
AKSHOPTFBR,EQ,73.65,75.25,71.6,72.45,72,73.65,115489,8541765.35,1-MAR-2006,
ALBK,EQ,80.9,81.35,79.4,79.9,79.85,80.9,929901,74498032.05,1-MAR-2006,
ALEMBICLTD,EQ,392,392,375.05,385.45,385,381.4,11999,4589437.25,1-MAR-2006,
ALFALAVAL,EQ,1024.9,1024.9,1000,1003.15,1004.95,1002.85,9682,9732482.95,1-MAR-2006,
ALLSEC,EQ,248,248,233,243.4,244.7,245.9,13482,3284437.4,1-MAR-2006,
ALOKTEXT,EQ,70.05,77.15,70.05,74.55,74.25,75.3,1331082,100172295.35,1-MAR-2006,
ALPSINDUS,EQ,154.1,157.9,153.1,153.9,153.5,156.4,65975,10264608.3,1-MAR-2006,
AMAR,EQ,80.1,82.7,80.1,81.55,81.5,81.15,520886,42466582,1-MAR-2006,
AMARAJABAT,EQ,240,248,236.2,238.7,236.55,241.4,21841,5275291.1,1-MAR-2006,
AMBICAAGAR,EQ,14,14.25,14,14.15,14.15,14.1,14770,208062.65,1-MAR-2006,
AMTEKAUTO,EQ,347,347,327.5,333.4,339,346.95,503107,168843730.65,1-MAR-2006,
AMTEKINDIA,EQ,107.4,107.7,103.9,106.1,106,105.75,345703,36696963.1,1-MAR-2006,
AMTREXAPPL,EQ,67.3,69.8,65.5,67.25,67.85,67.3,31951,2167291.7,1-MAR-2006,
ANDHRABANK,EQ,88.3,88.3,86.7,87.15,87.35,87.65,580284,50564526.55,1-MAR-2006,
ANDHRSUGAR,EQ,202.5,206.9,197.3,199.15,197.5,203.05,218361,44483256.85,1-MAR-2006,
ANSALINFRA,EQ,572,585,542.3,560.45,553.5,565.85,89719,51038984.4,1-MAR-2006,
ANTGRAPHIC,EQ,0.45,0.45,0.35,0.35,0.35,0.4,269988,108094.95,1-MAR-2006,
APARINDS,EQ,203.15,214,203.15,210.05,210,203.5,18772,3944305.4,1-MAR-2006,
APCOTEXLAT,EQ,51,52.95,50.55,51.95,52.95,51.55,8261,425597.65,1-MAR-2006,
APIL,EQ,332,360.8,325.15,354.15,360.8,329.25,1077437,371558668,1-MAR-2006,
APOLLOHOSP,EQ,529.9,530.1,521.1,524.8,526.5,532.6,23722,12469522.15,1-MAR-2006,
APOLLOTYRE,EQ,293.1,310,293,309.45,309.5,299.4,53964,16491553.25,1-MAR-2006,
APPAPER,EQ,113.45,115,112,113.95,114,111.95,24988,2841018.45,1-MAR-2006,
APTECHT,EQ,123.45,129,121.3,127.15,127.15,122.15,1117546,141417350.7,1-MAR-2006,
ARCHIES,EQ,169,169,162,162.85,162.5,166.2,9820,1618896.6,1-MAR-2006,
ARHAMFISCL,EQ,10.9,11,10.6,10.6,10.6,10.65,15451,166875.8,1-MAR-2006,
ARL,EQ,1.9,1.9,1.85,1.85,1.9,1.9,170000,316745,1-MAR-2006,
ARSBONDS,N1,104,104.3,104,104.25,104.25,104,48692,5073591.2,1-MAR-2006,
ARVINDMILL,EQ,99.5,102.5,97.7,100.6,100.6,98.85,2613472,263001799.15,1-MAR-2006,
ASAHIINDIA,EQ,110.5,119.25,110.5,117.8,119.25,110.9,156111,18064971.9,1-MAR-2006,
ASAL,EQ,119.5,119.5,119.15,119.15,119.15,122.45,120,14333,1-MAR-2006,
ASHAPURMIN,EQ,1060,1075,1011.4,1068,1069.75,1048.65,759,804420.25,1-MAR-2006,
ASHIMASYN,BE,13.5,14,12.7,12.75,13,13.35,22515,293527.5,1-MAR-2006,
ASHOKLEY,EQ,38.2,38.9,37.8,38.25,38.3,38.45,6056839,232253639.5,1-MAR-2006,
ASIANELEC,EQ,373,404,371.5,393.2,392.8,370.05,149314,58765155.75,1-MAR-2006,
ASIANHOTEL,EQ,570,598.7,568,589.8,598,570.15,6360,3711479.2,1-MAR-2006,
ASIANPAINT,EQ,679.95,700,662.25,682.45,700,669.55,77497,52887994.15,1-MAR-2006,
ASIL,BE,9.5,9.5,9.5,9.5,9.5,9.05,3000,28500,1-MAR-2006,
ASTRAIDL,EQ,3229,3230,3100,3146.55,3164,3152.35,437,1380330.9,1-MAR-2006,
ASTRAMICRO,EQ,192.5,198,190.6,191.75,191.7,190.35,51236,9904763.7,1-MAR-2006,
ATFL,EQ,136.85,137,132.5,133.7,133.95,136.05,140383,18869696.6,1-MAR-2006,
ATLASCYCLE,BE,123.05,128.95,123.05,127,127,128,1534,194047.55,1-MAR-2006,
ATNINT,EQ,3.1,3.1,2.9,2.95,2.95,3,55689,165368.3,1-MAR-2006,
ATUL,EQ,115,117.5,114.15,115.35,115.9,115.65,12342,1427887.3,1-MAR-2006,
AURIONPRO,EQ,97,99.9,95.5,95.95,95.6,96.8,25365,2471144,1-MAR-2006,
AUROPHARMA,EQ,564,569,554.1,565.35,564.55,555.7,139034,78539428.9,1-MAR-2006,
AUTOAXLES,EQ,590,625,580,613.45,620,597.25,11579,7022009,1-MAR-2006,
AVAYAGCL,EQ,425.15,459.8,425.15,450,450,450,23958,10735483.55,1-MAR-2006,
AVENTIS,EQ,1785,1853.9,1785,1827.4,1810.05,1819.8,3117,5632119.35,1-MAR-2006,
AXIS-IT&T,BE,11.4,11.4,10.5,10.75,10.5,10.85,3180,35093.5,1-MAR-2006,
AZTEC,EQ,217,224,216,219.1,219,216.35,73752,16261449.85,1-MAR-2006,
BAGFILMS,EQ,11.6,12.65,11.6,12.1,12,11.85,436224,5326546.4,1-MAR-2006,
BAGYAMETAL,EQ,30.7,30.7,28.55,29.4,29.15,30.6,17090,503210.55,1-MAR-2006,
BAJAJAUTO,EQ,2599,2749,2585.1,2719.7,2733,2601.25,589482,1575521262.9,1-MAR-2006,
BAJAJHIND,EQ,385.55,400.55,385.55,389.7,389.9,385.55,431086,169403347,1-MAR-2006,
BAJAUTOFIN,EQ,541,560.95,535,545.55,549.35,550.1,11010,5973126.9,1-MAR-2006,
BALAJITELE,EQ,166,169.9,166,167.85,168,168,5532,926177.7,1-MAR-2006,
BALASPONGE,EQ,39.8,40.4,38,39.65,39.25,38.8,38267,1523191.8,1-MAR-2006,
BALASTEELS,EQ,16.1,16.1,15.4,15.6,15.6,15.8,8000,124678.75,1-MAR-2006,
BALKRISIND,EQ,910.5,985,910.5,972.4,975,999,185,179214.55,1-MAR-2006,
BALMLAWRIE,EQ,560,600,560,593.35,592,577.7,14087,8349705.35,1-MAR-2006,
BALRAMCHIN,EQ,152.2,156,151.5,155.4,155,152.6,868131,133856528.2,1-MAR-2006,
BANARISUG,EQ,1271,1330,1262,1308.65,1307,1307.2,1291,1690795.35,1-MAR-2006,
BANKBARODA,EQ,221,224,219.35,220.85,220.6,223.1,1090637,241218945.7,1-MAR-2006,
BANKINDIA,EQ,133.3,135.9,132.3,134.3,134.75,134.25,765784,102695340.15,1-MAR-2006,
BANKRAJAS,EQ,48.7,48.8,48.1,48.3,48.15,48.7,168907,8171349.1,1-MAR-2006,
BARTRONICS,EQ,107.2,112,105.35,109,108.1,106.9,352295,38378286.9,1-MAR-2006,
BASF,EQ,233,236.9,230.05,231.95,234.45,231.1,17563,4093371.1,1-MAR-2006,
BASML,EQ,110.75,112,110.05,110.6,111.3,109.6,25543,2833402.85,1-MAR-2006,
BATAINDIA,EQ,195.5,198,191.2,192.55,191.75,195.75,570560,111043117.85,1-MAR-2006,
BBTC,EQ,314,332,305,317.7,316.75,312.15,447352,144371447.9,1-MAR-2006,
BCCL,EQ,65,65,63.5,63.95,64.2,64.2,7394,472649.25,1-MAR-2006,
BEL,EQ,1105,1139,1100,1125.55,1129,1100.05,370878,417349327.8,1-MAR-2006,
BELCERAMIC,EQ,27,28.9,27,28.3,28.15,27.55,30314,848101.95,1-MAR-2006,
BEML,EQ,1425,1648,1425,1609.4,1614,1480.15,308159,492272199.5,1-MAR-2006,
BEPL,BE,34.5,36,34.5,35.4,35.4,35.75,213725,7592220.15,1-MAR-2006,
BERGEPAINT,EQ,73.15,73.4,72.5,73.2,73.4,73,24584,1795290.4,1-MAR-2006,
BGFL,EQ,224.65,226.9,224.65,226.3,226.8,227.25,988,222640.85,1-MAR-2006,
BHARATFORG,EQ,416.75,437.45,416,432.05,431,416.75,1114339,479292985.6,1-MAR-2006,
BHARATGEAR,EQ,85,85,81,81.85,81.95,82.1,9647,790733.75,1-MAR-2006,
BHARATRAS,EQ,43.8,45,43.05,43.95,43.05,45,1335,58880.5,1-MAR-2006,
BHARTI,EQ,358,380,358,377.4,378.5,361.05,1209495,449745620.75,1-MAR-2006,
BHARTI,IL,395,395,395,395,0,385,311176,122914520,1-MAR-2006,
BHARTISHIP,EQ,375,385,370.05,375.7,373.5,383.85,61826,23302312.7,1-MAR-2006,
BHEL,EQ,2040,2129,2040,2112.05,2128,2027,841479,1769653078.1,1-MAR-2006,
BHUSANSTL,EQ,155.95,158,151.8,155.55,156,156,118657,18385347.75,1-MAR-2006,
BIL,EQ,149.05,154.7,143,145.2,143.1,148.85,10470,1551028.95,1-MAR-2006,
