SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,83.85,97.8,82.65,94.15,93.75,81.85,2166368,197889651.4,25-JUL-2022,27799,INE144J01027,
21STCENMGM,EQ,25,25.7,25,25.65,25.65,25.2,7063,178650,25-JUL-2022,74,INE253B01015,
364D130723,TB,89.68,89.7,89.68,89.7,89.7,94.38,600,53816,25-JUL-2022,3,IN002022Z150,
3IINFOLTD,EQ,43.1,43.1,42,42.3,42.3,43.1,161211,6869463.55,25-JUL-2022,2462,INE748C01038,
3MINDIA,EQ,22990.75,23099.9,22650,22872.2,22900.5,22990.75,1227,28028115.65,25-JUL-2022,801,INE470A01017,
3PLAND,EQ,16.45,16.45,15.25,15.75,15.75,15.7,9523,149435.5,25-JUL-2022,83,INE105C01023,
456GS2023,GS,97,97,97,97,97,99,200,19400,25-JUL-2022,1,IN0020210210,
5PAISA,EQ,286,286,280.4,283.15,284.85,286.15,10145,2873949.85,25-JUL-2022,627,INE618L01018,
63MOONS,EQ,190.85,191.7,182,184.1,184,190.85,29111,5418515.35,25-JUL-2022,1178,INE111B01023,
654GS2032,GS,95.2,95.2,95.2,95.2,95.2,94.8,14236,1355267.2,25-JUL-2022,7,IN0020210244,
667GS2050,GS,85.8,91,85.8,91,91,90.03,1496,129376,25-JUL-2022,9,IN0020200252,
695GS2061,GS,92.1,93.99,92,93.99,93.99,92.9,182,16761.96,25-JUL-2022,3,IN0020210202,
699GS2051,GS,93.75,93.75,93,93,93,92.62,1824,169635.3,25-JUL-2022,17,IN0020210194,
716GS2050,GS,105.95,105.95,105.95,105.95,105.95,105.95,5,529.75,25-JUL-2022,1,IN0020200054,
738GS2027,GS,101.1,101.1,101.1,101.1,101.1,100,1000,101100,25-JUL-2022,2,IN0020220037,
754GS2036,GS,100,101.16,100,101.14,101.07,100.89,1510,152618,25-JUL-2022,11,IN0020220029,
91D010922,TB,98,98,98,98,98,98.78,100,9800,25-JUL-2022,1,IN002022X098,
A2ZINFRA,EQ,11.3,11.35,11,11.1,11.1,11.2,195701,2187901,25-JUL-2022,286,INE619I01012,
AAATECH,SM,115.5,115.5,110.3,115,115,109.95,39000,4423200,25-JUL-2022,13,INE0D0U01013,
AAKASH,EQ,14.35,14.35,13.35,13.55,13.55,14.05,339521,4638510.75,25-JUL-2022,626,INE087Z01024,
AAREYDRUGS,EQ,35.8,36.5,35.15,35.35,35.6,35.8,17072,609695.8,25-JUL-2022,209,INE198H01019,
