SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1018GS2026,GS,122.06,122.06,122.06,122.06,122.06,116.25,100,12206,30-NOV-2022,2,IN0020010081,,100,100.00
182D130423,TB,97,97,97,97,97,96.75,500,48500,30-NOV-2022,4,IN002022Y294,,,
20MICRONS,EQ,93.6,94.25,92.55,93.25,93.95,93.2,83320,7780628.1,30-NOV-2022,1714,INE144J01027,,42395,50.88
21STCENMGM,EQ,22.4,22.95,22.25,22.35,22.45,22.7,7492,168171.9,30-NOV-2022,101,INE253B01015,,4523,60.37
364D030823,TB,95.19,95.19,95.19,95.19,95.19,95,2300,218937,30-NOV-2022,4,IN002022Z184,,,
364D070923,TB,95,95,95,95,95,94.1,200,19000,30-NOV-2022,1,IN002022Z234,,,
364D121023,TB,94.5,94.5,94.5,94.5,94.5,94.5,100,9450,30-NOV-2022,1,IN002022Z283,,,
364D150623,TB,95,95,95,95,95,96,100,9500,30-NOV-2022,1,IN002022Z119,,,
364D210923,TB,94.49,94.5,94.49,94.5,94.5,94,2300,217345,30-NOV-2022,4,IN002022Z259,,,
364D240823,TB,94.35,94.35,94.35,94.35,94.35,94.11,100,9435,30-NOV-2022,1,IN002022Z218,,,
364D270723,TB,99.25,99.25,96.35,96.35,96.35,94.55,2400,233850,30-NOV-2022,2,IN002022Z176,,,
364D290623,TB,95.5,95.5,95.5,95.5,95.5,95.59,100,9550,30-NOV-2022,1,IN002022Z135,,,
3IINFOLTD,EQ,42.9,43,42.3,42.45,42.55,42.8,267512,11399383.15,30-NOV-2022,2183,INE748C01038,,170220,63.63
3MINDIA,EQ,23390,23559.85,23167,23353.5,23400,23399.95,1930,45042800.75,30-NOV-2022,1023,INE470A01017,,1090,56.48
3PLAND,EQ,16.6,17.2,16.6,17.1,17.1,16.6,8784,149598.3,30-NOV-2022,59,INE105C01023,,8174,93.06
426GS2023,GS,98.9,100.25,98.9,98.9,98.9,100,56,5570.35,30-NOV-2022,24,IN0020210046,,28,50.00
4THDIM,EQ,84.95,86.2,84.6,86.1,86.2,84.6,181920,15660177.1,30-NOV-2022,215,INE382T01022,,154268,84.80
5PAISA,EQ,310.95,318.9,309.15,313.15,313.3,308.5,48612,15299938.3,30-NOV-2022,2343,INE618L01018,,27842,57.27
63MOONS,EQ,152.1,153.05,150.05,152.35,152.45,151.35,25094,3809638.2,30-NOV-2022,1056,INE111B01023,,13210,52.64
667GS2050,GS,94.98,94.98,94.97,94.97,94.97,94.99,31,2944.28,30-NOV-2022,3,IN0020200252,,31,100.00
669GS2024,GS,103.5,104,102,103.99,104,103,2254,233179.05,30-NOV-2022,14,IN0020220052,,2254,100.00
676GS2061,GS,97.8,97.8,97.8,97.8,97.8,97.29,500,48900,30-NOV-2022,1,IN0020200401,,500,100.00
695GS2061,GS,96.01,97.99,96.01,97.99,97.99,97.39,110,10759,30-NOV-2022,3,IN0020210202,,100,90.91
699GS2051,GS,96.5,98,96.5,97.05,97.05,100.37,25,2425.1,30-NOV-2022,4,IN0020210194,,25,100.00
710GS2029,GS,100.4,100.5,100.4,100.4,100.4,100.4,6500,653020,30-NOV-2022,16,IN0020220011,,6500,100.00
719GS2060,GS,100.5,103,100,103,103,104,2028,205847.34,30-NOV-2022,10,IN0020200039,,2028,100.00
726GS2032,GS,102.5,102.5,101,102,102,102.5,610,62260,30-NOV-2022,7,IN0020220060,,600,98.36
736GS2052,GS,101.74,101.74,100.75,100.89,100.75,101.25,100,10089.85,30-NOV-2022,2,IN0020220086,,100,100.00
738GS2027,GS,104.45,104.5,104.3,104.5,104.5,104.6,2386,249088,30-NOV-2022,3,IN0020220037,,2386,100.00
74GS2062,GS,102,102,101.26,102,102,101.25,741,75578.3,30-NOV-2022,3,IN0020220094,,741,100.00
754GS2036,GS,101.67,101.8,101.58,101.7,101.7,101.67,48701,4950683.02,30-NOV-2022,61,IN0020220029,,48494,99.57
768GS2023,GS,104.08,104.08,104.08,104.08,104.08,104.75,150000,15612000,30-NOV-2022,2,IN0020150010,,150000,100.00
915GS2024,GS,106.75,106.75,106.75,106.75,106.75,103.65,200,21350,30-NOV-2022,1,IN0020110048,,200,100.00
