SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,55.95,55.95,53.5,53.85,54,55.5,59167,3208818.8,28-SEP-2011,292,INE144J01019,
3IINFOTECH,EQ,27,27.85,26.6,26.75,26.65,27,572077,15531208.9,28-SEP-2011,2905,INE748C01020,
3MINDIA,EQ,4250,4250,4210.05,4210.05,4210.05,4208.3,27,114040.1,28-SEP-2011,5,INE470A01017,
A2ZMES,EQ,225.8,226,217.1,220.1,220.7,224.7,72149,16014509.25,28-SEP-2011,2248,INE619I01012,
AANJANEYA,EQ,451.1,470.9,433.15,439.75,440,450.15,114640,52247238,28-SEP-2011,3014,INE928K01013,
AARTIDRUGS,EQ,107,107,104.5,105.45,104.65,107.05,1767,187469.3,28-SEP-2011,60,INE767A01016,
AARTIIND,EQ,46.5,47.45,45.25,46,46,46.95,23822,1096118.8,28-SEP-2011,231,INE769A01020,
AARVEEDEN,EQ,38.45,38.95,34.3,34.7,34.3,36.95,1227,43070.35,28-SEP-2011,179,INE273D01019,
ABAN,EQ,373,374.35,357.3,359.95,359.25,369.95,593179,215237967.7,28-SEP-2011,17360,INE421A01028,
ABB,EQ,752.05,757,727.45,738.05,733,752,81029,59980573.35,28-SEP-2011,4646,INE117A01022,
ABBOTINDIA,EQ,1446.5,1449,1424.1,1426.4,1424.1,1447.15,351,503557,28-SEP-2011,79,INE358A01014,
ABCIL,EQ,100,100.5,97.5,98.6,97.5,99.45,3062,303202.8,28-SEP-2011,83,INE605B01016,
ABGSHIP,EQ,396.1,405.7,396.1,399.25,396.1,400.15,220855,88617353.2,28-SEP-2011,4530,INE067H01016,
ABHISHEK,EQ,10.05,10.45,9.9,9.9,9.9,10.2,1606,16161.85,28-SEP-2011,22,INE004I01017,
ABIRLANUVO,EQ,914.7,933.65,905.85,919.55,919.9,911.75,95563,88008638.35,28-SEP-2011,4753,INE069A01017,
ACC,EQ,1095.1,1102.5,1083.4,1088.15,1088,1091.4,314859,343141673.25,28-SEP-2011,11924,INE012A01025,
ACE,EQ,44.8,46.1,44.8,45.25,45.35,45.3,20345,926514.05,28-SEP-2011,196,INE731H01025,
ACKRUTI,EQ,197,197,190.05,190.7,191.15,193.55,2690,516534.65,28-SEP-2011,210,INE703H01016,
ACROPETAL,EQ,15.6,15.7,14.8,15,14.85,15.35,85590,1306692.65,28-SEP-2011,1159,INE055L01013,
ADANIENT,BL,560,560,560,560,560,578,1000000,560000000,28-SEP-2011,1,INE423A01024,
ADANIENT,EQ,568.35,568.35,533,541.85,547.2,562.05,222175,122626737.75,28-SEP-2011,12116,INE423A01024,
ADANIPOWER,EQ,87.05,87.15,83,83.45,83.15,86.6,350147,29461634.05,28-SEP-2011,4375,INE814H01011,
ADFFOODS,EQ,56.6,56.8,55.15,56.3,55.4,57.05,2539,143385.35,28-SEP-2011,44,INE982B01019,
ADHUNIK,EQ,49.05,49.05,46.95,48.4,48.5,49.35,241183,11613873.35,28-SEP-2011,1681,INE400H01019,
ADORWELD,EQ,151,151.85,150.2,150.7,150.3,151.75,2782,419512.7,28-SEP-2011,73,INE045A01017,
ADSL,EQ,28,29.2,27.6,28.85,29,27.85,98541,2789499.65,28-SEP-2011,934,INE102I01027,
ADVANTA,EQ,386,389,371.5,373.2,373.95,383.75,22887,8712642.3,28-SEP-2011,927,INE517H01010,
AEGISCHEM,EQ,193.1,194.8,190,193.05,190,195.05,22989,4434335.5,28-SEP-2011,398,INE208C01017,
AFL,EQ,38,38.4,37.4,37.9,37.5,37.75,2555,96514.9,28-SEP-2011,39,INE020G01017,
AFTEK,EQ,11.5,11.5,10.7,10.7,10.75,10.95,82042,894756.2,28-SEP-2011,1137,INE796A01023,
AGCNET,EQ,141,149.95,141,148.8,149.95,141.3,3644,535892.5,28-SEP-2011,194,INE676A01019,
AGRE,EQ,40.05,41.25,40,40.25,40.45,40.95,5372,217329.1,28-SEP-2011,42,INE360L01017,
AGRODUTCH,EQ,7.3,7.5,7,7.25,7.25,7.1,26603,192526.45,28-SEP-2011,122,INE135B01014,
AHLEAST,EQ,293.15,300,290.1,295.3,297.5,295.5,2384,702397.6,28-SEP-2011,34,INE926K01017,
AHLUCONT,EQ,111.95,111.95,106.4,107.15,107.1,108.95,522,56977.05,28-SEP-2011,39,INE758C01029,
AHLWEST,EQ,162,162.9,153.05,154.1,153.15,155.6,1034,160885.15,28-SEP-2011,194,INE915K01010,
AHMEDFORGE,EQ,103.5,104.7,102.15,102.8,102.15,103.7,4402,455001.8,28-SEP-2011,76,INE425A01011,
AIAENG,EQ,310.55,314.85,310.2,310.25,310.25,310.55,1743,542324.15,28-SEP-2011,45,INE212H01026,
AICHAMP,BE,41.7,41.7,41.7,41.7,41.7,39.7,1,41.7,28-SEP-2011,1,INE768E01024,
AJANTPHARM,EQ,312.65,316,301.5,304.4,301.5,309.55,4311,1324131.15,28-SEP-2011,312,INE031B01015,
AJMERA,EQ,120.95,122.9,117.1,118.25,117.25,120.55,9575,1154209.45,28-SEP-2011,403,INE298G01027,
AKSHOPTFBR,EQ,6.4,6.4,6.1,6.1,6.1,6.15,28389,174779.75,28-SEP-2011,104,INE523B01011,
AKZOINDIA,EQ,953.75,954,925.15,937.1,930,942.3,5594,5262753.15,28-SEP-2011,183,INE133A01011,
ALBK,EQ,161.9,162.45,158,158.6,158.9,160.9,405732,64968978.45,28-SEP-2011,8481,INE428A01015,
ALCHEM,EQ,261.6,261.75,259,259.45,259.1,261.5,103907,27079038.6,28-SEP-2011,760,INE964B01033,
ALEMBICLTD,EQ,19.15,19.5,19,19,19,19.3,14378,275644.85,28-SEP-2011,188,INE426A01027,
ALFALAVAL,EQ,2175.25,2230,2175.25,2202.65,2200.1,2188,5633,12456186.5,28-SEP-2011,621,INE427A01017,
ALKALI,EQ,40.8,40.8,38.3,38.65,38.5,38.95,3496,136395.1,28-SEP-2011,90,INE773I01017,
ALKYLAMINE,EQ,89,89,84.25,88.55,88.95,86.65,1614,140035,28-SEP-2011,10,INE150B01013,
ALLCARGO,EQ,143.95,144.5,142,143.15,143,143.5,1942,277955.8,28-SEP-2011,83,INE418H01029,
ALLSEC,EQ,13.25,13.6,13.05,13.35,13.3,13.1,1423,18964.75,28-SEP-2011,18,INE835G01018,
ALMONDZ,EQ,24,24,22.15,22.6,22.6,23.15,497,11139.3,28-SEP-2011,9,INE326B01027,
ALOKTEXT,EQ,17.6,17.65,17,17.1,17.25,17.35,4955242,85208623.2,28-SEP-2011,6970,INE270A01011,
ALPA,EQ,8,9,7.95,8.2,8.2,8.1,4848,41208.55,28-SEP-2011,36,INE385I01010,
ALPHAGEO,EQ,95,98.5,93.5,93.7,93.6,93.6,950,89431.55,28-SEP-2011,38,INE137C01018,
ALPSINDUS,BE,2.8,2.85,2.8,2.8,2.8,2.85,5114,14549.9,28-SEP-2011,13,INE093B01015,
AMAR,EQ,108.25,108.35,105,106.9,105.2,109.15,49193,5258622.65,28-SEP-2011,696,INE787G01011,
AMARAJABAT,EQ,210,213.35,205,205.8,205,208.7,13064,2738914.2,28-SEP-2011,429,INE885A01024,
AMARJOTHI,EQ,53,56.95,53,54,54,53.05,233,12483.05,28-SEP-2011,5,INE484D01012,
