SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
3MINDIA,EQ,410,413,409,411,411,409.95,231,94627.5,15-JUL-2004,
AARTIDRUGS,EQ,79.7,80.1,78.5,79.8,80,78.3,34899,2764539.4,15-JUL-2004,
AARTIIND,EQ,165.25,178.6,165.25,174,171.6,165.65,84219,14447230.7,15-JUL-2004,
ABANLLOYD,EQ,725,745,721,735.85,738,731.3,22305,16344109.55,15-JUL-2004,
ABB,EQ,730,755,724.7,729.55,727.5,725.9,16490,12073446.8,15-JUL-2004,
ABSHEKINDS,EQ,16.45,18.45,16.45,17.85,17.75,17.3,1003050,17966476.8,15-JUL-2004,
ABSIND,EQ,81,81.4,80.3,81.1,80.75,80.45,3291,265914.6,15-JUL-2004,
ACC,EQ,228,232.25,228,231.7,231.1,228.75,1923843,444103696,15-JUL-2004,
ADANIEXPO,EQ,523,531,516.2,527,528,519.65,46579,24364436.9,15-JUL-2004,
ADLABSFILM,EQ,71,78,71,77.35,77.6,70.15,130935,9899650.6,15-JUL-2004,
ADVANIORLI,EQ,41.5,41.5,40.6,41.35,41.5,40.65,37208,1529530.85,15-JUL-2004,
AEGISCHEM,EQ,15.55,16,15.55,15.75,15.75,15.55,1500,23585,15-JUL-2004,
AFTEKINFO,EQ,71.25,72,70.45,70.75,70.8,70.65,172605,12256602.7,15-JUL-2004,
AGEEGOLD,EQ,37,37.5,37,37.5,37.5,37,400,14900,15-JUL-2004,
AGRODUTCH,EQ,29.95,30.35,29.5,30,30.35,29.75,8742,260818.3,15-JUL-2004,
AHMEDELEC,EQ,79.9,80,78,79.2,79.65,78.15,4090,324211.9,15-JUL-2004,
AHMEDFORGE,EQ,75.45,75.5,73.35,75.15,74.5,74.6,845,63173,15-JUL-2004,
AJANTPHARM,EQ,39,39.5,38.5,39.05,39,38.7,11930,464670.9,15-JUL-2004,
AKSHOPTFBR,EQ,11.7,12.2,11.7,12.15,12.2,11.85,13260,159660.85,15-JUL-2004,
ALBK,EQ,36.6,37.9,36.5,37,37.05,36.2,1315314,48900507.65,15-JUL-2004,
ALEMBICLTD,EQ,103,105,101.25,103.75,103.75,102.35,21991,2270835.75,15-JUL-2004,
ALFALAVAL,EQ,496.95,496.95,490,491.1,490,495.45,1307,644122.8,15-JUL-2004,
ALOKTEXT,EQ,59.45,61.45,59.1,60.15,59.9,58.3,3758705,226873431.65,15-JUL-2004,
ALPSINDUS,EQ,29.55,29.8,29.2,29.4,29.5,29,11299,332654.2,15-JUL-2004,
AMARAJABAT,EQ,55,57.7,55,57.05,56.7,54.8,7919,447651.5,15-JUL-2004,
AMBICAAGAR,EQ,42,42,42,42,42,42.9,1000,42000,15-JUL-2004,
AMITSPIN,EQ,3.8,4.2,3.75,3.95,3.9,3.5,24441,98390.2,15-JUL-2004,
AMTEKAUTO,EQ,494.1,508,493,496.6,495,505.9,3856,1923988.9,15-JUL-2004,
AMTREXAPPL,EQ,31.9,32,31.9,32,32,30.8,1325,42351.25,15-JUL-2004,
ANDHRABANK,EQ,41.3,42.1,41.15,41.4,41.55,41.05,850980,35374850.95,15-JUL-2004,
ANDHRSUGAR,EQ,51,51.95,49.5,49.85,49.6,51.2,92686,4644379.25,15-JUL-2004,
ANTGRAPHIC,EQ,2,2,1.95,1.95,1.95,2,1800,3520,15-JUL-2004,
APARINDS,EQ,46.25,49.75,46.25,49.1,49,48,5490,263206.8,15-JUL-2004,
APCOTEXLAT,EQ,29.7,29.7,28.7,28.7,28.7,28.55,170,4981.5,15-JUL-2004,
APIL,EQ,125.4,125.95,121.55,124.5,124.3,122.55,164013,20354593.95,15-JUL-2004,
APOLLOHOSP,EQ,215,222,215,219.8,220,216.45,33411,7356137.4,15-JUL-2004,
APOLLOTYRE,EQ,180.6,182.8,179.3,180,179.95,179.3,20262,3664236.9,15-JUL-2004,
APPAPER,EQ,81.4,82.95,80,81.9,81,81.3,1390,112936.15,15-JUL-2004,
APTECHT,EQ,39.9,40.75,39.8,40.4,40.2,39.7,193768,7799651.1,15-JUL-2004,
ARCHIES,EQ,55.85,55.85,53.45,54.95,55.05,53.9,7431,406259.4,15-JUL-2004,
ARHAMFISCL,EQ,7.2,8.1,6.95,7.05,7.35,7.45,118211,871538.95,15-JUL-2004,
ARL,EQ,1.05,1.15,1,1.1,1.1,1.05,2797964,2981575.85,15-JUL-2004,
ARSBONDS,N1,107.35,107.45,107.25,107.29,107.26,107.39,340613,36580257.33,15-JUL-2004,
ARVINDMILL,EQ,75.25,78.65,75.25,77.7,77.45,75.2,13993105,1079615187.8,15-JUL-2004,
