SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,25.5,25.6,25.1,25.4,25.1,25.3,48708,1237855.75,16-SEP-2015,269,INE144J01027,
3IINFOTECH,EQ,3.3,3.35,3.2,3.25,3.25,3.2,2611748,8710028.6,16-SEP-2015,1075,INE748C01020,
3MINDIA,EQ,11104,11156.7,10904.6,10957.15,11000,11075.95,514,5649864.05,16-SEP-2015,182,INE470A01017,
3RDROCK,IT,215,215,215,215,0.0,214.75,5200,1118000,16-SEP-2015,1,INE768P01012,
8KMILES,EQ,1407.85,1427.95,1375.05,1393.4,1381.1,1399.5,32173,45343418.1,16-SEP-2015,2712,INE650K01013,
A2ZINFRA,EQ,21.95,22,21.2,21.5,21.6,21.65,104808,2259984.8,16-SEP-2015,591,INE619I01012,
AARTIDRUGS,EQ,567.65,573,558,564.05,565,565.15,11273,6386511.55,16-SEP-2015,648,INE767A01016,
AARTIIND,EQ,418.65,431,418.65,426.85,424,415.15,72097,30718734.6,16-SEP-2015,3840,INE769A01020,
AARVEEDEN,EQ,52.2,53.7,52.2,53.35,53.05,53.15,11076,587193.35,16-SEP-2015,86,INE273D01019,
ABAN,EQ,235,237.75,228.7,230.55,229.45,233.2,841090,195611166.9,16-SEP-2015,14669,INE421A01028,
ABB,EQ,1119.95,1133,1090,1097.3,1095,1110.85,41812,46480309.95,16-SEP-2015,3717,INE117A01022,
ABBOTINDIA,EQ,5305,5392,5280,5289.2,5297,5351,3118,16588200.15,16-SEP-2015,1086,INE358A01014,
ABCIL,EQ,213.75,213.8,211.2,213.1,213.4,212.25,3799,807464.5,16-SEP-2015,73,INE605B01016,
ABGSHIP,EQ,148.55,160.4,144,145.35,144.1,148.55,1091107,167915511.45,16-SEP-2015,12064,INE067H01016,
ABIRLANUVO,EQ,2044,2067.55,2017.5,2058.8,2057,2033.8,221668,453932586.35,16-SEP-2015,20382,INE069A01017,
