SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,49.2,49.4,48.3,48.6,48.3,48.9,43205,2109788.2,18-SEP-2018,399,INE144J01027,
21STCENMGM,EQ,33,33,32.35,32.35,32.35,33,766,24927,18-SEP-2018,7,INE253B01015,
3IINFOTECH,EQ,3.5,4.1,3.3,4,4.1,3.45,20416460,79785944.15,18-SEP-2018,4886,INE748C01020,
3MINDIA,EQ,25157.65,25750,25004.95,25270.25,25010,25143.5,1186,30217467.45,18-SEP-2018,559,INE470A01017,
3PLAND,BE,12.1,12.65,12.1,12.65,12.65,12.05,95,1201.2,18-SEP-2018,2,INE105C01023,
5PAISA,EQ,281.1,293.95,281.1,285.55,285.05,284.5,3607,1037001.9,18-SEP-2018,166,INE618L01018,
63MOONS,EQ,82.2,87.25,81.6,85.05,84,84.3,459178,38827349.45,18-SEP-2018,5171,INE111B01023,
8KMILES,BE,247.8,247.8,247.8,247.8,247.8,260.8,43447,10766166.6,18-SEP-2018,831,INE650K01021,
A2ZINFRA,EQ,19.15,20.1,18.95,19.15,19.1,19.05,513644,9939272.5,18-SEP-2018,1913,INE619I01012,
AARON,SM,41.3,41.3,39,39,39,41.3,6000,240900,18-SEP-2018,2,INE721Z01010,
AARTIDRUGS,EQ,647.5,659.9,625,629.45,628.1,647,42487,27240384.45,18-SEP-2018,4290,INE767A01016,
AARTIIND,EQ,1345,1345,1304.9,1310,1314,1336.95,13693,18154941.75,18-SEP-2018,936,INE769A01020,
AARVEEDEN,EQ,28.5,28.85,28.1,28.1,28.1,29.1,4107,116534.55,18-SEP-2018,41,INE273D01019,
ABAN,EQ,106.35,110.2,106.35,107.25,107,107,724638,78310998.75,18-SEP-2018,8551,INE421A01028,
ABB,EQ,1431.5,1459,1429.05,1443.35,1441,1441.6,73341,105712304.25,18-SEP-2018,5465,INE117A01022,
ABBOTINDIA,EQ,8439.95,8480,8350,8444.55,8365.2,8441.75,4432,37306676.65,18-SEP-2018,1573,INE358A01014,
ABCAPITAL,EQ,132,133.4,129.5,129.9,130,132.2,779081,102153759.9,18-SEP-2018,7730,INE674K01013,
ABFRL,EQ,190,195,187.3,188,187.9,190,620400,118558888.3,18-SEP-2018,11114,INE647O01011,
ABGSHIP,BZ,4.2,4.4,4,4.1,4.35,4.2,14713,61117.1,18-SEP-2018,48,INE067H01016,
ACC,EQ,1581,1595,1560.05,1570.25,1564.2,1586.75,530928,836485640.4,18-SEP-2018,20205,INE012A01025,
ACCELYA,EQ,1029.8,1050,1023.3,1034.7,1030,1023,12384,12862721.85,18-SEP-2018,2287,INE793A01012,
