SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,97.45,97.55,96,96.95,96.9,96.55,125825,12159044.1,25-JUL-2012,948,INE144J01019,
3IINFOTECH,BE,10.4,10.5,10.05,10.2,10.15,10.4,603236,6149617.8,25-JUL-2012,1178,INE748C01020,
3MINDIA,EQ,3815.35,3890,3799.4,3857.55,3840.1,3825,553,2107017.25,25-JUL-2012,173,INE470A01017,
A2ZMES,EQ,87.15,87.75,83.4,83.9,83.8,87.35,269637,22934356.35,25-JUL-2012,10862,INE619I01012,
AANJANEYA,EQ,520.75,526.15,518.65,522.05,518.65,524.65,86216,45033351.65,25-JUL-2012,495,INE928K01013,
AARTIDRUGS,EQ,120.5,120.5,119,120,120,120.4,1466,175173.5,25-JUL-2012,35,INE767A01016,
AARTIIND,EQ,74.05,74.25,72.65,73.45,74.25,74.05,23298,1703763.25,25-JUL-2012,168,INE769A01020,
AARVEEDEN,EQ,35.35,36.5,34.25,35.1,35,34.6,2125,75714.3,25-JUL-2012,89,INE273D01019,
ABAN,EQ,386.2,388,374.25,381.9,382.9,391.85,743720,283435919.75,25-JUL-2012,17918,INE421A01028,
ABB,EQ,740,755.35,733,752.45,754,742.25,55646,41562753.35,25-JUL-2012,4903,INE117A01022,
ABBOTINDIA,EQ,1460,1490,1458.25,1471.9,1460.35,1470.9,3284,4827119.6,25-JUL-2012,214,INE358A01014,
ABCIL,EQ,75.95,75.95,73.5,73.95,73.5,74,1977,147143.5,25-JUL-2012,139,INE605B01016,
ABGSHIP,EQ,364,374,364,370.2,369.3,365.1,92452,34261323.35,25-JUL-2012,1293,INE067H01016,
ABHISHEK,EQ,7.5,7.8,7.4,7.8,7.75,8,1642,12628.55,25-JUL-2012,42,INE004I01017,
ABIRLANUVO,EQ,798.7,798.7,778.5,781.4,782,795.95,73874,58099474.25,25-JUL-2012,5452,INE069A01017,
ACC,EQ,1262.15,1292,1262.15,1276.2,1280,1269.65,587058,751928850.15,25-JUL-2012,14649,INE012A01025,
ACE,EQ,28.4,28.4,27.7,27.9,27.75,28.05,200140,5586224.5,25-JUL-2012,173,INE731H01025,
ACROPETAL,EQ,14.7,14.75,14,14.1,14.05,14.7,90786,1295827,25-JUL-2012,402,INE055L01013,
