SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 16-Apr-2024"," 116.00"," 114.00"," 114.00"," 113.00"," 113.00"," 113.00"," 113.00"," 7802"," 8.82"," 18"," 7802"," 100.00"
20MICRONS," EQ"," 16-Apr-2024"," 152.75"," 150.45"," 153.60"," 147.15"," 151.90"," 151.15"," 150.40"," 121161"," 182.22"," 4228"," 44790"," 36.97"
21STCENMGM," BE"," 16-Apr-2024"," 50.40"," 49.40"," 51.40"," 49.40"," 51.40"," 51.30"," 51.22"," 12059"," 6.18"," 79"," -"," -"
360ONE," EQ"," 16-Apr-2024"," 739.90"," 735.30"," 763.00"," 735.30"," 750.00"," 750.80"," 750.81"," 787154"," 5910.04"," 17336"," 675133"," 85.77"
3IINFOLTD," EQ"," 16-Apr-2024"," 40.05"," 39.60"," 40.90"," 39.55"," 39.80"," 39.80"," 40.15"," 914615"," 367.18"," 4246"," 467867"," 51.15"
3MINDIA," EQ"," 16-Apr-2024"," 29186.30"," 29186.30"," 29959.05"," 28907.05"," 29850.00"," 29759.60"," 29688.39"," 4399"," 1305.99"," 3168"," 2155"," 48.99"
3PLAND," BE"," 16-Apr-2024"," 30.80"," 30.80"," 31.40"," 30.20"," 31.30"," 30.85"," 30.84"," 6758"," 2.08"," 52"," -"," -"
515GS2025," GS"," 16-Apr-2024"," 98.50"," 99.55"," 99.55"," 98.45"," 98.45"," 98.45"," 98.51"," 28"," 0.03"," 7"," 18"," 64.29"
522GS2025," GS"," 16-Apr-2024"," 98.65"," 98.95"," 98.95"," 98.95"," 98.95"," 98.95"," 98.95"," 100"," 0.10"," 1"," 100"," 100.00"
563GS2026," GS"," 16-Apr-2024"," 96.77"," 96.77"," 97.13"," 96.77"," 97.13"," 97.11"," 96.88"," 6502"," 6.30"," 14"," 4501"," 69.22"
574GS2026," GS"," 16-Apr-2024"," 98.45"," 98.45"," 98.45"," 98.45"," 98.45"," 98.45"," 98.45"," 100"," 0.10"," 1"," 100"," 100.00"
585GS2030," GS"," 16-Apr-2024"," 93.90"," 95.25"," 95.25"," 95.25"," 95.25"," 95.25"," 95.25"," 1100"," 1.05"," 1"," 1100"," 100.00"
5PAISA," EQ"," 16-Apr-2024"," 538.25"," 550.90"," 550.90"," 535.80"," 540.00"," 540.60"," 543.19"," 66259"," 359.91"," 7417"," 18371"," 27.73"
610GS2031," GS"," 16-Apr-2024"," 94.72"," 94.72"," 96.00"," 94.72"," 96.00"," 96.00"," 95.64"," 1841"," 1.76"," 5"," 1741"," 94.57"
622GS2035," GS"," 16-Apr-2024"," 92.30"," 92.50"," 92.55"," 92.50"," 92.50"," 92.50"," 92.52"," 328"," 0.30"," 5"," 164"," 50.00"
63MOONS," EQ"," 16-Apr-2024"," 418.70"," 405.00"," 426.00"," 405.00"," 415.00"," 414.60"," 414.47"," 117730"," 487.95"," 3697"," 67445"," 57.29"
654GS2032," GS"," 16-Apr-2024"," 98.10"," 98.25"," 98.25"," 97.99"," 97.99"," 97.99"," 98.00"," 19803"," 19.41"," 8"," 19803"," 100.00"
664GS2035," GS"," 16-Apr-2024"," 97.75"," 97.99"," 97.99"," 97.99"," 97.99"," 97.99"," 97.99"," 8898"," 8.72"," 1"," 8898"," 100.00"
667GS2035," GS"," 16-Apr-2024"," 97.41"," 97.41"," 97.41"," 97.41"," 97.41"," 97.41"," 97.41"," 200"," 0.19"," 2"," 200"," 100.00"
669GS2024," GS"," 16-Apr-2024"," 101.83"," 101.75"," 101.99"," 101.75"," 101.99"," 101.99"," 101.75"," 128"," 0.13"," 5"," 128"," 100.00"
676GS2061," GS"," 16-Apr-2024"," 94.20"," 94.80"," 94.80"," 94.20"," 94.20"," 94.27"," 94.26"," 3314"," 3.12"," 12"," 3100"," 93.54"
689GS2025," GS"," 16-Apr-2024"," 101.05"," 101.21"," 101.23"," 101.05"," 101.23"," 101.23"," 101.08"," 1392"," 1.41"," 5"," 1392"," 100.00"
68GS2060," GS"," 16-Apr-2024"," 97.00"," 96.70"," 96.70"," 96.70"," 96.70"," 96.70"," 96.70"," 12462"," 12.05"," 18"," 12462"," 100.00"
695GS2061," GS"," 16-Apr-2024"," 98.00"," 98.50"," 99.00"," 98.00"," 99.00"," 99.00"," 98.86"," 3739"," 3.70"," 6"," 3739"," 100.00"
699GS2026," GS"," 16-Apr-2024"," 100.60"," 99.90"," 99.90"," 99.80"," 99.85"," 99.88"," 99.88"," 14616"," 14.60"," 18"," 14616"," 100.00"
699GS2051," GS"," 16-Apr-2024"," 99.03"," 99.00"," 99.00"," 99.00"," 99.00"," 99.00"," 99.00"," 2"," 0.00"," 2"," 2"," 100.00"
706GS2028," GS"," 16-Apr-2024"," 100.14"," 100.08"," 100.39"," 100.07"," 100.14"," 100.37"," 100.16"," 47165"," 47.24"," 27"," 47165"," 100.00"
710GS2029," GS"," 16-Apr-2024"," 103.89"," 103.89"," 103.89"," 101.00"," 103.69"," 103.69"," 103.45"," 2201"," 2.28"," 6"," 2201"," 100.00"
716GS2050," GS"," 16-Apr-2024"," 102.99"," 100.00"," 101.00"," 100.00"," 101.00"," 101.00"," 100.18"," 49"," 0.05"," 2"," 49"," 100.00"
717GS2028," GS"," 16-Apr-2024"," 102.10"," 101.90"," 101.90"," 101.90"," 101.90"," 101.90"," 101.90"," 285"," 0.29"," 1"," 285"," 100.00"
717GS2030," GS"," 16-Apr-2024"," 103.10"," 102.00"," 102.00"," 100.70"," 100.90"," 100.80"," 100.83"," 49050"," 49.46"," 26"," 49050"," 100.00"
718GS2033," GS"," 16-Apr-2024"," 101.29"," 101.39"," 101.39"," 101.02"," 101.10"," 101.10"," 101.36"," 10025"," 10.16"," 13"," 10025"," 100.00"
718GS2037," GS"," 16-Apr-2024"," 101.65"," 101.10"," 101.70"," 101.10"," 101.53"," 101.53"," 101.63"," 1631"," 1.66"," 6"," 1630"," 99.94"
71GS2034," GS"," 16-Apr-2024"," 100.25"," 100.25"," 100.25"," 100.10"," 100.10"," 100.10"," 100.24"," 1100"," 1.10"," 2"," 1100"," 100.00"
723GS2039," GS"," 16-Apr-2024"," 100.00"," 99.00"," 100.50"," 99.00"," 100.01"," 100.01"," 99.51"," 400"," 0.40"," 4"," 200"," 50.00"
725GS2063," GS"," 16-Apr-2024"," 102.35"," 102.50"," 102.50"," 102.00"," 102.17"," 102.04"," 102.15"," 96345"," 98.42"," 32"," 96345"," 100.00"
