SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,32.8,32.8,31.5,31.65,31.55,32,68791,2200563.95,17-SEP-2014,217,INE144J01027,
3IINFOTECH,EQ,8.95,9.1,7.95,8.45,8.45,8.75,2566450,21412102.35,17-SEP-2014,7747,INE748C01020,
3MINDIA,EQ,6112,6140,6020,6033,6020,6167.25,666,4035994.15,17-SEP-2014,162,INE470A01017,
8KMILES,EQ,327.05,358.5,327.05,355,358.5,325.95,146615,50718491.95,17-SEP-2014,4174,INE650K01013,
A2ZMES,EQ,26.85,27.1,25.65,25.8,26,26.85,206921,5445961.75,17-SEP-2014,1078,INE619I01012,
AARTIDRUGS,EQ,719.55,740,716.25,722.2,720,726.1,7611,5551059.45,17-SEP-2014,716,INE767A01016,
AARTIIND,EQ,290.9,295.05,283.25,289.5,287.6,289.7,30166,8709148.7,17-SEP-2014,989,INE769A01020,
AARVEEDEN,EQ,52.4,52.5,49.3,52,52.5,52.3,8939,461205.4,17-SEP-2014,121,INE273D01019,
ABAN,EQ,692,703,668,682.2,680.5,687,733348,502813383.25,17-SEP-2014,23387,INE421A01028,
ABB,EQ,1152,1243,1152,1223.85,1236,1151.5,397116,479499759.4,17-SEP-2014,19421,INE117A01022,
ABBOTINDIA,EQ,3199,3210,3096.9,3111.9,3100,3144.55,2559,8095521.3,17-SEP-2014,643,INE358A01014,
ABCIL,EQ,289.45,310,288.75,302.95,302.5,289.45,131343,39776194.45,17-SEP-2014,3736,INE605B01016,
ABGSHIP,EQ,254.3,261,246.55,252.55,252.6,252.25,214725,54437574.9,17-SEP-2014,3629,INE067H01016,
ABIRLANUVO,EQ,1580,1621,1572.15,1597.95,1599,1571.55,185482,296958349.95,17-SEP-2014,13482,INE069A01017,
ACC,EQ,1490,1499.65,1468.8,1495.35,1494.8,1483,233042,346463174.7,17-SEP-2014,11931,INE012A01025,
ACCELYA,EQ,679.2,689,675,677.7,675.15,678.05,5933,4038310.55,17-SEP-2014,515,INE793A01012,
ACE,EQ,32.5,33.7,31.55,32.1,32.15,32.45,288771,9296032.1,17-SEP-2014,1110,INE731H01025,
ACROPETAL,EQ,4.2,4.2,3.75,3.85,3.9,3.85,32480,126451.35,17-SEP-2014,68,INE055L01013,
ADANIENT,EQ,493.5,500,484.15,494.8,495.75,493.65,2470640,1220710329.8,17-SEP-2014,19820,INE423A01024,
ADANIPORTS,EQ,280,284,271.8,282.45,280.85,279.7,2458969,687496850.2,17-SEP-2014,27856,INE742F01042,
ADANIPOWER,EQ,49.5,49.5,48.3,49.2,49.15,48.6,2605731,127675087.85,17-SEP-2014,9194,INE814H01011,
ADFFOODS,EQ,67.8,69.65,65,67.25,67.5,66.55,122019,8258938.25,17-SEP-2014,1427,INE982B01019,
ADHUNIK,EQ,40,41.95,39.7,40.8,40.2,40.3,63695,2582808.2,17-SEP-2014,585,INE400H01019,
ADORWELD,EQ,246,246,233.65,237.25,236.5,245.9,4690,1102609.95,17-SEP-2014,156,INE045A01017,
ADSL,EQ,22.35,22.8,22,22.55,22.8,22.4,17418,388066.55,17-SEP-2014,138,INE102I01027,
ADVANIHOTR,EQ,73,73,73,73,73,73,2009,146657,17-SEP-2014,14,INE199C01026,
ADVANTA,EQ,315.8,324,310.1,317.4,319.5,315.85,17321,5491953.05,17-SEP-2014,590,INE517H01028,
AEGISCHEM,EQ,369,375,358,366.1,368.55,365.05,183559,67415917.25,17-SEP-2014,2170,INE208C01017,
AFL,EQ,76,76,69.4,70.45,69.4,73.05,11601,817285.05,17-SEP-2014,125,INE020G01017,
AFTEK,BE,6.05,6.05,5.75,5.85,5.8,6,26639,157007.3,17-SEP-2014,68,INE796A01023,
AGARIND,EQ,100,101.45,90.1,93.9,94.5,98.65,6604,622173.7,17-SEP-2014,108,INE204E01012,
AGCNET,EQ,64,64.5,60,63.75,63.95,62.4,7875,498544.35,17-SEP-2014,121,INE676A01019,
AGRITECH,BE,7.85,7.85,7.85,7.85,7.85,7.65,200,1570,17-SEP-2014,1,INE449G01018,
AGRODUTCH,EQ,4,4,3.75,3.8,3.8,3.9,7623,29223.4,17-SEP-2014,17,INE135B01014,
AHLEAST,EQ,192,192,186,190,190,190.75,316,59680.45,17-SEP-2014,15,INE926K01017,
AHLUCONT,EQ,182.15,185,171.1,174.05,173.55,180.4,64434,11281823.05,17-SEP-2014,1188,INE758C01029,
AHLWEST,EQ,107.25,108.9,107.05,107.4,107.4,108.8,265,28555.9,17-SEP-2014,50,INE915K01010,
AHMEDFORGE,EQ,391,404.7,376.55,389.35,392,387.45,390622,151878273.4,17-SEP-2014,8562,INE425A01011,
AIAENG,EQ,963.1,966.05,928.85,952.1,951.05,952.25,59484,56635832.6,17-SEP-2014,1652,INE212H01026,
AICHAMP,BE,17.3,17.35,17.3,17.35,17.35,17.4,66,1141.9,17-SEP-2014,3,INE768E01024,
AIL,EQ,510,516,500.1,504.6,504.9,506.15,19844,10053365.05,17-SEP-2014,1279,INE878A01011,
AJANTPHARM,EQ,1682,1709.8,1629.7,1694.15,1699,1676.2,17499,29334046.7,17-SEP-2014,1736,INE031B01031,
AJMERA,EQ,75,90.8,75,87.2,86.75,75.75,425478,37122214.85,17-SEP-2014,4588,INE298G01027,
AKSHOPTFBR,EQ,19,20.75,18.3,19.7,19.5,18.85,462022,9068729.15,17-SEP-2014,1163,INE523B01011,
AKZOINDIA,EQ,1276,1290,1255.05,1277.3,1280,1259.15,17914,22803306.4,17-SEP-2014,1723,INE133A01011,
ALBK,EQ,120.9,121.8,118,120.8,120.85,119.85,2544031,305488123.65,17-SEP-2014,19478,INE428A01015,
ALCHEM,EQ,56.7,60.7,52.15,56.5,57.5,55.7,38854,2175846.8,17-SEP-2014,593,INE964B01033,
ALEMBICLTD,EQ,56.8,60.3,56.1,60.3,60.3,54.85,4968893,295394230.7,17-SEP-2014,24807,INE426A01027,
ALICON,EQ,165.8,171,161.5,165.3,166.2,164.75,11087,1837131.65,17-SEP-2014,412,INE062D01024,
ALKALI,EQ,23.3,24.4,21.15,22.3,22.5,22.8,4293,97327.8,17-SEP-2014,62,INE773I01017,
ALKYLAMINE,EQ,384,384,355,378.85,381.9,366.6,4210,1568887.35,17-SEP-2014,185,INE150B01021,
ALLCARGO,EQ,229.8,237.9,220.35,225.55,224.9,226.5,53548,12299219.65,17-SEP-2014,1236,INE418H01029,
