SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 03-Apr-2025"," 105.01"," 105.75"," 106.00"," 105.01"," 106.00"," 106.00"," 105.67"," 6045"," 6.39"," 11"," 5273"," 87.23"
20MICRONS," EQ"," 03-Apr-2025"," 207.32"," 207.32"," 212.00"," 203.35"," 207.45"," 207.35"," 207.19"," 74816"," 155.01"," 3176"," 38772"," 51.82"
21STCENMGM," EQ"," 03-Apr-2025"," 69.00"," 69.34"," 70.38"," 68.10"," 70.38"," 70.38"," 70.07"," 8367"," 5.86"," 74"," 6289"," 75.16"
360ONE," EQ"," 03-Apr-2025"," 890.55"," 890.00"," 919.95"," 886.40"," 911.80"," 912.50"," 906.51"," 355479"," 3222.45"," 26071"," 138286"," 38.90"
3IINFOLTD," EQ"," 03-Apr-2025"," 22.55"," 22.48"," 22.95"," 22.16"," 22.94"," 22.85"," 22.72"," 480625"," 109.18"," 1735"," 206886"," 43.05"
3MINDIA," EQ"," 03-Apr-2025"," 28671.15"," 28600.00"," 29000.00"," 28083.05"," 29000.00"," 28970.00"," 28783.87"," 1915"," 551.21"," 1171"," 844"," 44.07"
3PLAND," EQ"," 03-Apr-2025"," 38.83"," 38.50"," 40.75"," 38.50"," 40.67"," 39.92"," 40.06"," 6351"," 2.54"," 108"," 4208"," 66.26"
563GS2026," GS"," 03-Apr-2025"," 101.74"," 101.99"," 101.99"," 101.99"," 101.99"," 101.99"," 101.99"," 2"," 0.00"," 1"," 2"," 100.00"
585GS2030," GS"," 03-Apr-2025"," 98.40"," 98.40"," 98.40"," 98.40"," 98.40"," 98.40"," 98.40"," 4"," 0.00"," 1"," 4"," 100.00"
5PAISA," EQ"," 03-Apr-2025"," 367.10"," 369.00"," 378.00"," 360.00"," 374.00"," 374.70"," 373.77"," 32732"," 122.34"," 3240"," 15465"," 47.25"
601GS2028," GS"," 03-Apr-2025"," 99.00"," 96.95"," 96.95"," 96.95"," 96.95"," 96.95"," 96.95"," 999"," 0.97"," 1"," 999"," 100.00"
610GS2031," GS"," 03-Apr-2025"," 98.00"," 96.20"," 96.20"," 96.20"," 96.20"," 96.20"," 96.20"," 1"," 0.00"," 1"," 1"," 100.00"
622GS2035," GS"," 03-Apr-2025"," 93.86"," 93.96"," 93.97"," 93.96"," 93.97"," 93.97"," 93.96"," 500"," 0.47"," 5"," 400"," 80.00"
