SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.25,30.75,30.2,30.6,30.7,30.35,15006,457092.75,05-JUL-2013,112,INE144J01027,
3IINFOTECH,EQ,5.3,5.45,5,5.1,5.1,5.25,909227,4745376.45,05-JUL-2013,1152,INE748C01020,
3MINDIA,EQ,3500.05,3510,3452,3455.65,3452,3525,209,731634.8,05-JUL-2013,25,INE470A01017,
A2ZMES,EQ,13,13.45,12.7,12.85,12.8,13,42128,546315.9,05-JUL-2013,322,INE619I01012,
AANJANEYA,EQ,46.85,49,41.55,47.05,47.7,45.25,50547,2373011.4,05-JUL-2013,1005,INE928K01013,
AARTIDRUGS,EQ,202,203,195.05,195.25,195.25,198,2072,410908.3,05-JUL-2013,62,INE767A01016,
AARTIIND,EQ,79.8,79.8,78.7,79,79,78.65,2059,162797.2,05-JUL-2013,45,INE769A01020,
AARVEEDEN,EQ,37,37.25,34.5,35.1,35.1,36.95,987,35964.5,05-JUL-2013,21,INE273D01019,
ABAN,EQ,251.1,254.6,247.35,248.75,247.9,249.15,167547,42071195.1,05-JUL-2013,4866,INE421A01028,
ABB,EQ,609.2,613.7,592.1,596.1,592.1,603.2,41490,25021647.3,05-JUL-2013,2658,INE117A01022,
ABBOTINDIA,EQ,1431.1,1464,1423.1,1450.35,1446,1431.8,2302,3310315.2,05-JUL-2013,318,INE358A01014,
ABCIL,EQ,75,76.9,74.6,74.9,74.75,75.8,1255,94446.45,05-JUL-2013,95,INE605B01016,
ABGSHIP,EQ,285,292.7,284,289.25,287,284.2,5364,1543419.55,05-JUL-2013,445,INE067H01016,
ABIRLANUVO,EQ,1034.85,1053,1020,1048.5,1047.25,1026,104912,109652559.8,05-JUL-2013,15549,INE069A01017,
ACC,EQ,1245.1,1245.85,1230.55,1238.45,1242,1236,148224,183524407.4,05-JUL-2013,7268,INE012A01025,
ACCELYA,EQ,455.1,519.9,455.1,490.4,488,454.9,80551,40362352.4,05-JUL-2013,5962,INE793A01012,
ACE,EQ,12.6,12.8,12.1,12.25,12.25,12.35,77302,960335.35,05-JUL-2013,317,INE731H01025,
ACROPETAL,EQ,4.95,5.15,4.85,5,4.95,5.05,39372,197825.15,05-JUL-2013,88,INE055L01013,
ADANIENT,EQ,206.5,210.5,201.15,204.05,203.6,205.95,1727845,353730400.85,05-JUL-2013,27324,INE423A01024,
ADANIPORTS,EQ,149.2,151.3,147.35,148.4,148,148.9,1000475,149130629,05-JUL-2013,16403,INE742F01042,
ADANIPOWER,EQ,41.15,41.65,39.7,40.25,39.95,40.6,2555757,103924709,05-JUL-2013,11346,INE814H01011,
ADFFOODS,EQ,45,45.95,44.45,44.45,44.6,44.7,1267,56632.4,05-JUL-2013,61,INE982B01019,
ADHUNIK,EQ,23.1,23.9,22.9,23.4,23.8,23.15,58832,1370481.65,05-JUL-2013,790,INE400H01019,
ADORWELD,EQ,119.95,120.85,119.8,120.2,120.5,120.95,2052,246734.05,05-JUL-2013,123,INE045A01017,
ADSL,EQ,11.05,11.05,11.05,11.05,11.05,10.55,10000,110500,05-JUL-2013,34,INE102I01027,
ADVANIHOTR,EQ,28.7,28.7,28.7,28.7,28.7,28.7,200,5740,05-JUL-2013,1,INE199C01026,
ADVANTA,EQ,154.5,164,149.6,151.35,150.5,755.95,220989,34338923.35,05-JUL-2013,6893,INE517H01010,
AEGISCHEM,EQ,129.7,129.7,127,127.35,127.5,127.35,1127,144460.4,05-JUL-2013,147,INE208C01017,
AFL,EQ,22.5,23.85,22.5,23.75,23.75,22.95,308,7248.3,05-JUL-2013,13,INE020G01017,
AFTEK,EQ,4.8,4.95,4.7,4.7,4.75,4.9,67943,324924.05,05-JUL-2013,132,INE796A01023,
AGCNET,EQ,79,79.2,72.05,78.15,79.2,75.45,11141,872361.1,05-JUL-2013,150,INE676A01019,
AGRODUTCH,EQ,2.35,2.65,2.3,2.35,2.45,2.5,4156,9987,05-JUL-2013,54,INE135B01014,
AHLEAST,EQ,159,159,158,158,158,157,3,475,05-JUL-2013,2,INE926K01017,
AHLUCONT,BE,28,29.4,27.85,28.9,28.9,28.6,1698,48422.75,05-JUL-2013,9,INE758C01029,
