SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
20THCENFIN,EQ,50,50,46,46.5,0.0,46.75,6650,312550,13-SEP-1996,
21STCENMGM,EQ,11.5,11.55,10.6,10.6,0.0,11.7,3000,33645,13-SEP-1996,
ABB,EQ,809,823,805.15,815.3,0.0,809.85,11600,9476427.5,13-SEP-1996,
ABGHEAVY,EQ,26.6,26.6,26,26,0.0,26.55,1200,31495,13-SEP-1996,
ABSIND,EQ,61,62,61,62,0.0,60.75,1000,61565,13-SEP-1996,
ACC,EQ,2032.5,2032.5,1971.1,1981,0.0,2027,104005,207807216.5,13-SEP-1996,
ADANIEXPO,EQ,619.95,620,619.95,620,0.0,624.9,200,123995,13-SEP-1996,
ADVANIORLI,EQ,125.25,126,125.05,126,0.0,125,400,50230,13-SEP-1996,
AEC,EQ,23,23,21.1,21.1,0.0,21.2,300,6525,13-SEP-1996,
AEGISCHEM,EQ,25.75,25.95,25.5,25.65,0.0,25.95,850,21872.5,13-SEP-1996,
AHMEDELEC,EQ,70.75,71,69.6,71,0.0,70.55,1300,91560,13-SEP-1996,
AHMEDFORGE,EQ,66,66,65.75,65.75,0.0,64,400,26325,13-SEP-1996,
AIMCOPEST,EQ,20,21.25,20,20.25,0.0,19.5,1600,32850,13-SEP-1996,
AKAIMPEX,EQ,10.25,10.4,10.15,10.25,0.0,10,1000,10305,13-SEP-1996,
AKARLAMIN,EQ,9.7,9.7,8.9,9,0.0,9.5,4700,43960,13-SEP-1996,
AKGACOUST,EQ,17.65,17.65,17.6,17.6,0.0,17.9,300,5290,13-SEP-1996,
ALFALAVAL,EQ,203,203,201.05,201.05,0.0,201,250,50382.5,13-SEP-1996,
ALKYLAMINE,EQ,53,53,53,53,0.0,50,250,13250,13-SEP-1996,
ALMBICHEM,EQ,955,960,955,956,0.0,950,20,19130,13-SEP-1996,
ALPHADRUG,EQ,6.25,6.4,6.25,6.25,0.0,6.25,8400,52610,13-SEP-1996,
ALPICFIN,EQ,59.5,60.4,58.1,58.45,0.0,60,4900,291130,13-SEP-1996,
ALPINEIND,EQ,22.1,22.7,22.05,22.5,0.0,22.6,3650,81997.5,13-SEP-1996,
ALSAMARINE,EQ,5.8,5.8,5.25,5.25,0.0,5.65,11300,61020,13-SEP-1996,
ALTOS,EQ,35.8,35.9,35.35,35.6,0.0,35.65,3800,135430,13-SEP-1996,
AMARAJABAT,EQ,78,78,76,76.25,0.0,78.1,144600,11088745,13-SEP-1996,
