SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.35,31,30.2,30.35,30.2,30.4,71859,2186090.45,05-SEP-2013,1689,INE144J01027,
3IINFOTECH,EQ,4.1,4.2,4.05,4.1,4.1,4.05,367710,1512535.95,05-SEP-2013,659,INE748C01020,
3MINDIA,EQ,3090,3138.2,3001.5,3022.1,3001.55,3090.75,389,1177421.4,05-SEP-2013,55,INE470A01017,
A2ZMES,EQ,8.8,9.05,8.8,8.8,8.8,8.8,55099,490634.25,05-SEP-2013,223,INE619I01012,
AARTIDRUGS,EQ,188.55,193,188.55,189.85,190,190.7,1552,297510.9,05-SEP-2013,36,INE767A01016,
AARTIIND,EQ,65.65,68,65.65,67.3,67.95,64.85,11824,789902.5,05-SEP-2013,134,INE769A01020,
AARVEEDEN,EQ,33,35,30.4,31.55,31.45,32.8,4736,151726.9,05-SEP-2013,105,INE273D01019,
ABAN,EQ,214.15,219,214.15,217.2,216.7,213.1,135463,29402049.1,05-SEP-2013,4892,INE421A01028,
ABB,EQ,464.2,473,464.2,468.85,470,462.75,20157,9449448.15,05-SEP-2013,1315,INE117A01022,
ABBOTINDIA,EQ,1425,1425,1375.1,1383.95,1378.4,1400.7,867,1207789.95,05-SEP-2013,174,INE358A01014,
ABCIL,BE,81.75,82.45,81.2,82,82,81.65,13431,1100690.25,05-SEP-2013,23,INE605B01016,
ABGSHIP,EQ,267,283,267,282.1,282,269.55,4832,1345049.05,05-SEP-2013,1352,INE067H01016,
ABIRLANUVO,EQ,1102.25,1133,1099.05,1124.9,1126.7,1079,147101,164628770.5,05-SEP-2013,10652,INE069A01017,
ACC,EQ,946,959.9,930,938.7,940,931.6,615330,582392846.9,05-SEP-2013,19158,INE012A01025,
ACCELYA,EQ,623,631.85,616,619.2,623,621.95,9447,5877239.5,05-SEP-2013,470,INE793A01012,
ACE,EQ,8.05,8.85,8,8.25,8.25,7.9,112661,923860.05,05-SEP-2013,399,INE731H01025,
ACROPETAL,BE,5,5.35,5,5.1,5.3,5.1,6039,31730.55,05-SEP-2013,36,INE055L01013,
ADANIENT,EQ,135.35,138.5,133,135.3,135.1,133.05,1596174,216261370.4,05-SEP-2013,32642,INE423A01024,
ADANIPORTS,EQ,126,128.4,121.85,122.55,122.65,123.7,1712545,211889159.6,05-SEP-2013,34389,INE742F01042,
ADANIPOWER,EQ,32.95,34.45,32.85,33.35,33.5,32.15,2543195,85488650,05-SEP-2013,9286,INE814H01011,
ADFFOODS,EQ,39.3,39.85,38.55,39.5,39.45,38.95,7313,285651.85,05-SEP-2013,110,INE982B01019,
ADHUNIK,EQ,21.6,21.75,20.3,20.35,20.4,20.75,56204,1169693.95,05-SEP-2013,378,INE400H01019,
ADORWELD,EQ,97.9,97.9,94.15,95.2,95.2,93.7,2627,249554.95,05-SEP-2013,121,INE045A01017,
