SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
20MICRONS,EQ,39.45,40.95,39.1,39.4,39.1,39.25,17999,721748.05,23-OCT-2009,
3IINFOTECH,EQ,95.7,96.5,93.3,93.7,93.75,94.1,2148896,203630437.4,23-OCT-2009,
3MINDIA,EQ,1899.9,1899.9,1742.65,1774.1,1770,1739.35,598,1070350.1,23-OCT-2009,
AARTIDRUGS,EQ,92.9,92.9,88,88.45,88.2,88.55,66026,5959920.55,23-OCT-2009,
AARTIIND,EQ,51.6,52.75,50.55,50.75,50.95,50.9,46667,2392198.3,23-OCT-2009,
AARVEEDEN,EQ,60.25,61.5,56.35,56.55,56.4,58.9,4644,271046.55,23-OCT-2009,
ABAN,EQ,1585,1597,1533,1541,1539,1568.05,1022674,1599555288.2,23-OCT-2009,
ABB,EQ,798,804.7,782.15,787.75,786.1,791.4,230936,183268537.35,23-OCT-2009,
ABCIL,EQ,87,93.9,87,92.3,93.2,87,195040,17770817.5,23-OCT-2009,
ABGSHIP,EQ,208,214.85,208,213,214,207.75,201162,42638875.5,23-OCT-2009,
ABHISHEK,EQ,23,23,21.05,21.75,21.5,22.2,10373,223521.05,23-OCT-2009,
ABIRLANUVO,EQ,955.5,963.5,932.25,936.95,937.45,942.5,527715,497338432.9,23-OCT-2009,
ABSHEKINDS,EQ,16,16.5,15.5,15.7,15.5,15.7,159957,2530600.4,23-OCT-2009,
ACC,EQ,774,779,761,763.45,765,765.6,366018,280774136.35,23-OCT-2009,
ACE,EQ,42.1,42.1,38.4,39,39.05,40.15,101211,4038088,23-OCT-2009,
ACKRUTI,EQ,545,551.75,536.1,538.2,542,540.8,116416,63392793.4,23-OCT-2009,
ADANIENT,EQ,716.8,731,715,721.4,717,707.45,155403,112491431.05,23-OCT-2009,
ADANIPOWER,EQ,100,102.35,100,100.45,100.35,99.9,640381,64691655.85,23-OCT-2009,
ADHUNIK,EQ,113.5,118.95,109.6,115.7,115.5,112.2,1782978,203965052.2,23-OCT-2009,
ADORWELD,EQ,153,170.9,152.3,161.65,162.5,154.1,244600,40543363,23-OCT-2009,
ADSL,EQ,498,509,488.15,490.1,490,489.2,63611,31745931.3,23-OCT-2009,
ADVANIHOTR,BE,60.8,60.8,58.3,59.9,59.9,58.15,280,16871,23-OCT-2009,
ADVANTA,EQ,588.05,594.9,571.25,574.55,578.5,579.4,2685,1567986.1,23-OCT-2009,
AEGISCHEM,EQ,148,153.85,144,145.65,145,143.6,227846,34315452.05,23-OCT-2009,
AFL,EQ,50.5,52.55,50.05,50.3,50.15,51.1,6043,307925.8,23-OCT-2009,
AFTEK,EQ,19.6,19.6,18.6,18.7,18.6,18.65,1204318,22887023.2,23-OCT-2009,
AGRODUTCH,EQ,15.3,15.45,14.3,14.55,14.3,14.85,42906,638367.05,23-OCT-2009,
AHMEDFORGE,EQ,68.4,69.15,67.35,67.4,67.6,67.6,8865,604120,23-OCT-2009,
AIAENG,EQ,340.45,348.9,336.6,339.45,340,336.55,40070,13753067.65,23-OCT-2009,
AICHAMP,EQ,27,27.05,25.1,25.9,25.9,26,361,9283.55,23-OCT-2009,
AJANTPHARM,EQ,99,100,96.1,97.05,98,97.4,6565,643564.95,23-OCT-2009,
AJMERA,EQ,309,318,293.65,306.35,307.2,306.65,2667683,811269693.7,23-OCT-2009,
AKSHOPTFBR,BE,26.85,26.85,24.55,24.8,24.6,25.8,26316,659601.95,23-OCT-2009,
ALBK,EQ,129,133,128,130.3,130.35,125.7,4019452,526092976.75,23-OCT-2009,
ALCHEM,EQ,124,125.9,120.2,121.5,121,123.5,203299,24959423.15,23-OCT-2009,
ALEMBICLTD,EQ,47.35,47.5,46.3,46.55,46.6,46.7,181167,8484728.2,23-OCT-2009,
ALFALAVAL,EQ,1205,1222.95,1171.2,1193.75,1190,1195.05,454,544548.9,23-OCT-2009,
ALKALI,EQ,194.3,196.1,188.1,189.5,188.5,191.15,143471,27615042.55,23-OCT-2009,
ALKYLAMINE,EQ,70,70,70,70,70,70,220,15400,23-OCT-2009,
ALLCARGO,EQ,854.85,854.85,839.1,843.1,843,832.85,2651,2237575.05,23-OCT-2009,
ALLSEC,BE,38.5,40,38.3,39,39,38.3,1511,58887.5,23-OCT-2009,
ALMONDZ,EQ,45,45.75,45,45,45,45.5,3777,169995,23-OCT-2009,
ALOKTEXT,EQ,21.45,21.8,21.15,21.25,21.25,21.2,2155678,46134216.3,23-OCT-2009,
ALPA,BE,13,13.5,12.75,12.8,12.8,12.85,7463,96520,23-OCT-2009,
ALPHAGEO,BE,259.8,268.05,254,268.05,268.05,255.25,28640,7588888.7,23-OCT-2009,
ALPSINDUS,EQ,11.6,11.8,11.25,11.35,11.4,11.25,79168,904715.65,23-OCT-2009,
AMAR,EQ,40.6,41.25,40.2,40.85,40.75,40,54997,2241201.2,23-OCT-2009,
AMARAJABAT,EQ,157.35,161.5,156.5,157.35,157.3,155.45,159940,25325210.1,23-OCT-2009,
AMBIKCO,EQ,103.3,106.5,99.1,100.5,99.1,103.3,3135,322012.8,23-OCT-2009,
AMBUJACEM,EQ,91,91.5,89.7,90.2,90,89.9,9824378,884929853.25,23-OCT-2009,
AMDIND,EQ,28,29,26.55,26.8,26.55,26.7,9124,247649.05,23-OCT-2009,
AMTEKAUTO,EQ,198.65,202,188.8,189.95,191,195.6,401497,78377235.3,23-OCT-2009,
AMTEKINDIA,EQ,54.35,55.6,54,54.2,54.1,53.05,170522,9364788.45,23-OCT-2009,
ANANTRAJ,EQ,147.6,153.4,147.4,149.25,150.35,145.45,895471,134699485.1,23-OCT-2009,
ANDHRABANK,EQ,118.5,120.7,117.6,119.1,119.5,117,892117,106367283.7,23-OCT-2009,
ANDHRSUGAR,EQ,130.5,133.45,129.1,130.55,131.3,129.05,67304,8836569.4,23-OCT-2009,
ANGAUTO,BE,48.1,49,47.5,49,49,48.9,7025,337146.05,23-OCT-2009,
ANIKINDS,EQ,57,58.65,55.15,58.65,58.65,55.85,8311,484747.65,23-OCT-2009,
ANKURDRUGS,EQ,211.9,214.85,205.3,206.05,206.75,206.8,30272,6311350,23-OCT-2009,
ANSALHSG,EQ,57.75,57.8,56,56.4,56.5,56.6,32892,1871450.5,23-OCT-2009,
ANSALINFRA,EQ,80.4,80.8,77.2,77.9,78.15,78.85,917352,72443921.95,23-OCT-2009,
ANTGRAPHIC,EQ,0.45,0.5,0.45,0.5,0.5,0.45,256304,124887.7,23-OCT-2009,
APARINDS,EQ,168.1,176,167,169.95,168,168.35,16530,2836996.25,23-OCT-2009,
APCOTEXIND,EQ,74.05,77.5,74.05,77.5,77.5,73.8,3635,279580.25,23-OCT-2009,
APIL,EQ,579,580,562.15,565.5,565,569.35,94354,53956022.45,23-OCT-2009,
APOLLOHOSP,EQ,555,563,546.05,547.1,546.1,554.6,12201,6724239.6,23-OCT-2009,
APOLLOTYRE,EQ,53,54,52,52.55,52.5,52.2,4271318,226858285.5,23-OCT-2009,
APPAPER,EQ,74.75,86.05,74.75,85.5,86.05,78.2,6413,533088.9,23-OCT-2009,
APTECHT,EQ,261,267.7,258.1,263.3,264.5,257.5,813906,214729240.65,23-OCT-2009,
ARCHIDPLY,EQ,31.9,32.9,31.75,32.2,32.6,32.25,2615,84358.15,23-OCT-2009,
ARCHIES,BE,88.1,89.95,87.5,87.95,87.65,88.75,9779,863090.5,23-OCT-2009,
AREVAT&D,EQ,321.75,321.75,313.1,315.6,315.9,316.3,222364,70502480.55,23-OCT-2009,
ARIES,BE,58.6,58.6,57,57.75,57.3,58.05,8558,493841.2,23-OCT-2009,
ARIHANT,BE,165,165,159,159,159,165,153,25135,23-OCT-2009,
ARL,EQ,2.05,2.1,2,2,2,2.05,537866,1104978,23-OCT-2009,
AROGRANITE,EQ,44,46.5,44,44.4,44.5,44.7,8445,378135.45,23-OCT-2009,
ARROWTEX,BE,9,9.3,8.9,9.2,9.2,9.25,10462,94454.05,23-OCT-2009,
ARVIND,EQ,37.25,38.1,36.95,37.7,38.05,36.75,1921950,72374801.85,23-OCT-2009,
ASAHIINDIA,EQ,73.7,74.55,71.1,71.5,71.65,71.35,189094,13769025.55,23-OCT-2009,
ASAL,EQ,55.75,60.65,54.65,55.9,54.65,55.1,3149,181851.85,23-OCT-2009,
ASHAPURMIN,BE,45,45,43.1,43.35,43.7,43.9,28402,1243720.4,23-OCT-2009,
ASHCO,BE,12,12,11.2,11.3,11.25,11.6,13405,153557.55,23-OCT-2009,
ASHIMASYN,EQ,4.6,4.7,4.1,4.3,4.2,4.35,23575,101896.65,23-OCT-2009,
ASHOKLEY,EQ,43.5,45.7,43.5,44.55,44.4,43.85,5672908,254587595.65,23-OCT-2009,
ASIANELEC,EQ,42.5,43,40.7,41.35,41.2,42.05,118062,4933610.1,23-OCT-2009,
ASIANHOTEL,EQ,407.75,418,407.75,410.45,413.45,407.75,6042,2497615.3,23-OCT-2009,
ASIANPAINT,EQ,1560,1708,1560,1678.6,1674,1530.75,168347,276835341.8,23-OCT-2009,
ASIANTILES,EQ,60,63.5,59.05,60.55,60.25,60.2,32861,2015562.6,23-OCT-2009,
ASIL,EQ,2.5,2.5,2.25,2.25,2.3,2.4,20736,47286.75,23-OCT-2009,
ASSAMCO,EQ,18.7,18.85,18.1,18.2,18.15,18.45,301366,5557880.25,23-OCT-2009,
ASTRAL,EQ,141.95,143.45,139.05,142.7,142.65,138.9,15983,2236843.6,23-OCT-2009,
ASTRAMICRO,EQ,77.95,79,75.15,75.55,75.65,75.85,390661,29889551.05,23-OCT-2009,
ASTRAZEN,EQ,931,1030,931,981.9,975,930.65,14606,14452118.2,23-OCT-2009,
ATFL,EQ,219.75,240.4,218.6,232.15,232,216,179195,41719989.3,23-OCT-2009,
ATLANTA,EQ,128.55,132.9,126,127.1,127.05,127,26813,3448489.25,23-OCT-2009,
ATLASCYCLE,EQ,200.2,202.85,195,195.9,195,196.05,5248,1040728.35,23-OCT-2009,
ATNINTER,EQ,1.5,1.5,1.3,1.4,1.4,1.4,7145,9995.95,23-OCT-2009,
ATUL,EQ,79,81.5,78.3,78.9,78.5,78.6,28818,2295081.15,23-OCT-2009,
AURIONPRO,EQ,230,230,230,230,230,241,35,8050,23-OCT-2009,
AUROPHARMA,EQ,806,833.8,806,822.1,828.9,803.15,114382,93912430.45,23-OCT-2009,
AUSTRAL,EQ,15.4,15.5,14.3,14.5,14.35,14.9,8947132,132670156.8,23-OCT-2009,
AUTOAXLES,BE,309.5,321,296.25,302.75,309.95,307.3,2037,627689.7,23-OCT-2009,
AUTOIND,BE,123.9,123.9,119,120.45,119,120.25,3992,483895.5,23-OCT-2009,
AUTOLITIND,BE,32.15,32.45,30.85,31.85,31.05,32.2,1331,41905.8,23-OCT-2009,
AVAYAGCL,EQ,168,173.6,160.75,168.85,167.55,169.2,5168,874955.3,23-OCT-2009,
AVENTIS,EQ,1600,1608.85,1600,1601.05,1606,1600,913,1461345.5,23-OCT-2009,
AVTNPL,EQ,74.9,74.9,72.5,74.85,74.85,71.05,13,947.25,23-OCT-2009,
AXIS-IT&T,BE,71.8,71.8,67,68.3,69,68.35,7810,541178.35,23-OCT-2009,
AXISBANK,EQ,1000,1000,972.45,994.05,995.15,966.15,1660805,1645545381,23-OCT-2009,
BAGFILMS,EQ,17.2,17.2,16.65,16.7,16.8,16.85,74178,1257658.6,23-OCT-2009,
BAJAJ-AUTO,EQ,1465.3,1490,1460.3,1471.2,1470,1453.8,269035,395767830.65,23-OCT-2009,
BAJAJELEC,EQ,794.9,799.8,766,779.6,780,779.05,2513,1967201.7,23-OCT-2009,
BAJAJFINSV,EQ,334.8,335,316,318.95,317,328.25,54343,17671847.9,23-OCT-2009,
BAJAJHIND,EQ,222.5,235.9,222.5,232.45,234.45,219.55,8257706,1894367205,23-OCT-2009,
BAJAJHLDNG,EQ,528,529.9,518.5,520.4,521,522.05,25907,13578310.05,23-OCT-2009,
BAJAUTOFIN,EQ,284,285,263.1,265.6,265,278.15,60671,16510958.9,23-OCT-2009,
BALAJITELE,EQ,67,67.45,62.55,63.05,63.1,65.2,360095,23379113.35,23-OCT-2009,
BALAMINES,EQ,139.95,140,135.5,136.3,136,135.65,1526,212102.9,23-OCT-2009,
BALKRISIND,EQ,415,428.5,410,412.9,413.5,410.6,8289,3484206.65,23-OCT-2009,
BALLARPUR,EQ,23.95,23.95,23.25,23.35,23.3,23.3,283018,6644680.25,23-OCT-2009,
BALMLAWRIE,EQ,495,510,487,492.55,487,493.95,12936,6468363.6,23-OCT-2009,
BALPHARMA,BE,23.8,25.05,23.8,24.05,24.05,24.5,5435,132100.5,23-OCT-2009,
BALRAMCHIN,EQ,134.5,139.45,134.5,137.55,137.6,133.8,3891545,536633029.6,23-OCT-2009,
BANARISUG,EQ,1256.15,1270,1240,1252.95,1252,1263.45,1601,2018805.15,23-OCT-2009,
BANCOINDIA,EQ,72.8,74.9,70.15,71.45,72.2,71.55,190520,13939517.95,23-OCT-2009,
BANG,EQ,61.8,61.8,59.1,61.8,61.8,58.85,617194,37908955.55,23-OCT-2009,
BANKBARODA,EQ,494.9,514.6,494.9,498.75,498.25,503.45,290762,146721110.1,23-OCT-2009,
BANKBARODA,IL,500.5,500.5,500.5,500.5,0.0,535,109435,54772217.5,23-OCT-2009,
BANKBEES,EQ,920.5,928.9,920,921,921,912.14,664,614319.5,23-OCT-2009,
BANKINDIA,EQ,470,470,435.2,438.75,438.9,447.8,1349907,604479111.25,23-OCT-2009,
BANKRAJAS,EQ,90.6,92.25,89.1,90.35,90.9,89.4,881893,80037408.85,23-OCT-2009,
BANSWRAS,EQ,67.95,70.5,67.8,68.5,68.5,67.35,9459,653548.75,23-OCT-2009,
BARTRONICS,EQ,166.7,167.3,161.05,161.85,162,164.35,180595,29712517.4,23-OCT-2009,
BASF,EQ,362.35,375,350.1,357.6,358,360.15,30982,11240148.85,23-OCT-2009,
BASML,EQ,93.5,97.4,93.5,96.7,97,95.1,4254,409206.4,23-OCT-2009,
BATAINDIA,EQ,184,187,178.2,179.8,180.95,181.15,471349,86295535.8,23-OCT-2009,
BATLIBOI,EQ,26,26.5,25.2,25.8,25.2,25.35,2884,75764.2,23-OCT-2009,
BBL,EQ,1049,1063,1008.15,1016.1,1020,1016.25,15453,15951728.15,23-OCT-2009,
BBTC,BE,320,330,320,326.25,326.2,327.5,1040,340798.2,23-OCT-2009,
BEL,EQ,1525,1559,1520.15,1530.05,1530.95,1519.6,17171,26494825.55,23-OCT-2009,
BELCERAMIC,EQ,6.65,7.95,6.6,7.95,7.95,7.2,27017,204678.05,23-OCT-2009,
BEML,EQ,1084.4,1084.4,1044,1052.1,1058.85,1066.2,54718,57808680.25,23-OCT-2009,
BEPL,EQ,12.1,12.9,12.1,12.4,12.35,12.5,3034,38065,23-OCT-2009,
BERGEPAINT,EQ,56.5,60.8,56.5,59.4,59.9,56.15,697285,41386296.55,23-OCT-2009,
BFUTILITIE,EQ,870,885,865,869.2,873,857.65,6016,5269068.45,23-OCT-2009,
BGRENERGY,EQ,489,503,482.1,484.85,484.5,487.35,29465,14460679.8,23-OCT-2009,
BHAGWATIHO,EQ,46.3,48,45.5,45.6,45.5,46,15857,733032.55,23-OCT-2009,
BHAGYNAGAR,EQ,26.5,26.5,25.3,25.45,25.4,25.75,84769,2196315.7,23-OCT-2009,
BHARATFORG,EQ,282.1,284,267.1,272.55,273.3,276.7,776639,213590315.9,23-OCT-2009,
BHARATGEAR,BE,36,36.25,35.2,35.5,35.5,35.7,2365,85130.5,23-OCT-2009,
BHARATRAS,EQ,71,71,66.2,66.4,66.4,67.6,652,44209.6,23-OCT-2009,
BHARTIARTL,EQ,341,342.7,329.35,331.05,331.45,337.05,8543829,2879279383.25,23-OCT-2009,
BHARTISHIP,EQ,189.8,190,183,183.8,183.7,185.7,97877,18208984.3,23-OCT-2009,
BHEL,EQ,2434.2,2463.3,2361.25,2384.8,2382,2415.05,1251974,3006081211.15,23-OCT-2009,
BHUSANSTL,EQ,1360,1388,1331,1338.1,1335,1338.45,213590,288795265.2,23-OCT-2009,
BIL,EQ,43.9,44,43.5,43.5,43.5,43.75,847,37203,23-OCT-2009,
BILPOWER,EQ,175,175.85,173.25,175.2,175,173.95,15672,2746944.1,23-OCT-2009,
BINANICEM,EQ,67.9,68,64.5,65.55,66.5,63.95,314485,20908807.95,23-OCT-2009,
BINANIIND,EQ,78.95,80.95,75.15,78.2,78.35,77,143370,11248809.1,23-OCT-2009,
BINDALAGRO,EQ,19.6,19.85,19.1,19.15,19.1,19.55,395021,7694695.4,23-OCT-2009,
BIOCON,EQ,275.5,280,273.05,274.3,274,272.75,1100403,304084475.45,23-OCT-2009,
BIRLACORPN,EQ,302.6,305.2,294.1,301.05,303,300,77951,23410295.4,23-OCT-2009,
BIRLACOT,BE,0.95,0.95,0.9,0.95,0.95,8.8,13134871,12474637.45,23-OCT-2009,
BIRLAERIC,EQ,13,13.35,12.15,12.35,12.55,12.9,8391,106330.95,23-OCT-2009,
BIRLAMONEY,EQ,36.25,40.5,36.25,38.65,38.95,38.45,19145,745095.45,23-OCT-2009,
BIRLAPOWER,EQ,3.7,3.7,3.65,3.65,3.7,3.7,1126279,4141282.15,23-OCT-2009,
BLBLIMITED,BE,20,20.25,19.4,20,20,20.35,5480,108940.2,23-OCT-2009,
BLKASHYAP,EQ,455,463,442.25,447.15,448,446.6,20591,9324213.4,23-OCT-2009,
BLUEBIRD,EQ,33.6,34.9,33.25,33.6,33.5,33.05,93249,3172085.5,23-OCT-2009,
BLUECHIP,EQ,1.1,1.15,1.1,1.15,1.15,1.1,29668,33419.55,23-OCT-2009,
BLUECOAST,EQ,106.05,106.05,106.05,106.05,106.05,110.25,20,2121,23-OCT-2009,
BLUEDART,EQ,555.5,575,555.5,568.15,560,565,1466,830593.4,23-OCT-2009,
BLUESTARCO,EQ,381,381,362,366,367,375.4,21003,7846453.85,23-OCT-2009,
BLUESTINFO,EQ,93,98.95,92,93.5,93.15,92.05,25616,2446037.75,23-OCT-2009,
BOC,EQ,167,181,167,175.55,176,169.85,63158,11180673.5,23-OCT-2009,
BOMDYEING,EQ,444.5,451,437.6,442.6,440.9,437.8,556997,247276645.65,23-OCT-2009,
BOSCHLTD,EQ,4300,4300,4225,4225.6,4233,4252.95,3400,14441265.55,23-OCT-2009,
BPCL,EQ,521,533.1,516,519.05,517,521.85,462611,243117727.9,23-OCT-2009,
BPL,EQ,33,33.65,32.45,32.6,32.55,32.5,31558,1045711.25,23-OCT-2009,
BRABOURNE,EQ,9.85,9.85,9.3,9.3,9.3,9.4,54111,528580.05,23-OCT-2009,
BRANDHOUSE,EQ,31.4,31.7,30.25,30.55,30.85,31,244726,7604983.3,23-OCT-2009,
BRFL,EQ,210.1,216,210.1,213.15,214.5,211.55,209666,44764833.5,23-OCT-2009,
BRIGADE,EQ,136,145.7,136,139.2,140.4,134.9,1699767,241506086,23-OCT-2009,
BRITANNIA,EQ,1710,1769.9,1710,1730.5,1730,1700.15,4594,8000186.55,23-OCT-2009,
BROADCAST,BE,21,21.75,21,21.25,21.25,21.65,1865,39681.25,23-OCT-2009,
BSELINFRA,EQ,20.7,21,20.2,20.3,20.3,20.55,65767,1343051.2,23-OCT-2009,
BSL,EQ,20.4,20.4,19,19.25,19.05,19.95,5377,103467.5,23-OCT-2009,
BURNPUR,EQ,12.65,12.9,12.5,12.55,12.5,12.6,41753,529805.4,23-OCT-2009,
BVCL,BE,29.5,31.3,28.55,30,30,29.95,7862,238891.15,23-OCT-2009,
CADILAHC,EQ,553,569,545,560.95,555.6,541.05,55758,31160126.1,23-OCT-2009,
CAIRN,EQ,288.6,290.9,284,285.45,284.7,283.85,2056421,589050709.4,23-OCT-2009,
CALSOFT,EQ,37,39.2,36,39.2,39.2,35.6,37390,1445487.5,23-OCT-2009,
CAMBRIDGE,EQ,99.8,103.75,94.55,96.35,94.75,97.8,1056367,104926559,23-OCT-2009,
CAMLIN,EQ,23.65,24.45,23.55,24.1,24.3,23.5,175892,4217143.25,23-OCT-2009,
CANBK,EQ,375.5,383,375.35,378.55,378.5,372.25,713315,270406460.8,23-OCT-2009,
CANDC,EQ,262,283.9,262,265.8,269.4,257.6,363248,99708845.7,23-OCT-2009,
CANFINHOME,EQ,88,89,87.1,87.6,87.35,87.7,9312,816911.05,23-OCT-2009,
CARBORUNIV,EQ,144,148.5,144,145.95,145.5,145.25,8592,1259390.2,23-OCT-2009,
