SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,17.5,17.5,17,17.4,17.4,16.8,3400,58320,7-JUL-1999,
AARTIIND,EQ,37.35,38,37.35,37.45,37.45,37.9,2100,79220,7-JUL-1999,
ABANLLOYD,EQ,36,37.75,35.1,36.4,36.1,34.95,12200,448220,7-JUL-1999,
ABB,EQ,438.05,438.05,438.05,438.05,438.05,405.6,2677,1172659.85,7-JUL-1999,
ABBOTTLAB,EQ,750,757,750,757,757,764,150,112850,7-JUL-1999,
ABGHEAVY,EQ,21,21.35,20.9,21.15,21.2,21.2,13600,286610,7-JUL-1999,
ABSIND,EQ,51,52,49.5,50.3,51,48.75,13150,663575,7-JUL-1999,
ACC,EQ,191.7,195.9,187.6,190.7,187.75,189.25,3761181,724368855.4,7-JUL-1999,
ADANIEXPO,EQ,770,785,770,770,770,740.5,13700,10597725,7-JUL-1999,
ADVANIORLI,EQ,29,29.15,28.5,29.15,29.15,26.95,7500,217800,7-JUL-1999,
AEGISCHEM,EQ,13.5,14,13.5,13.95,14,12.8,3950,54482.5,7-JUL-1999,
AGREVOIND,EQ,857,860,854.95,859.65,860,850,1600,1374165,7-JUL-1999,
AHMEDELEC,EQ,46.75,47.95,46,46.7,46.7,45.5,1900,87950,7-JUL-1999,
AHMEDFORGE,EQ,14.45,15.65,14,15.35,15.35,12.5,4000,60745,7-JUL-1999,
AIMCOPEST,EQ,8.5,8.9,8.45,8.9,8.9,8,2200,19125,7-JUL-1999,
AKAIMPEX,EQ,1.3,1.3,1.3,1.3,1.3,2.5,100,130,7-JUL-1999,
AKARLAMIN,EQ,5.75,5.8,5.5,5.5,5.5,5.4,6800,38600,7-JUL-1999,
ALBRMORARJ,EQ,266,266,264,265.45,264.25,246.3,5850,1555087.5,7-JUL-1999,
ALFALAVAL,EQ,235,235,219,219.85,220,231,3100,702130,7-JUL-1999,
ALKYLAMINE,EQ,68.7,69.4,67.7,67.9,67.7,67.05,7100,487222.5,7-JUL-1999,
ALMBICHEM,EQ,2100,2175,2025,2127.15,2175,2066,375,796594.25,7-JUL-1999,
ALOKTEXT,EQ,15.4,15.5,15.3,15.3,15.3,15.25,700,10785,7-JUL-1999,
ALPHADRUG,EQ,24.2,24.6,23.5,23.7,23.75,23.4,78400,1885970,7-JUL-1999,
ALPICFIN,EQ,14.9,15.75,14.9,15.35,15.25,14.15,11400,174520,7-JUL-1999,
ALPSINDUS,EQ,20.5,20.5,20.5,20.5,20.5,22.25,100,2050,7-JUL-1999,
ALTOS,EQ,6,8,6,7.2,7,6.25,6000,43760,7-JUL-1999,
