SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1003ISFL28,N4,980.01,1000,980.01,1000,1000,980.01,58,57300.35,16-MAY-2024,5,INE413U07269,,,
1015ECL29,NR,1009.9,1009.9,1005,1005,1005,1005,199,200480.1,16-MAY-2024,10,INE804IA7014,,,
1015IHF28B,AZ,1020.2,1020.2,1020.2,1020.2,1020.2,1020.2,100,102020,16-MAY-2024,2,INE148I07OW4,,,
1018GS2026,GS,112,112,112,112,112,110,1051,117712,16-MAY-2024,4,IN0020010081,,1051,100.00
1025NFL25,N5,1000,1000,975,990,990,990,117,116710,16-MAY-2024,6,INE342T07379,,,
1025UCL25,N8,985,985,980.57,980.57,980.57,980.57,50,49041.09,16-MAY-2024,5,INE583D07414,,,
1035UCL26,NA,910,910,910,910,910,910,33,30030,16-MAY-2024,5,INE583D07448,,,
1040UCL25,N4,1009.8,1009.8,1009.8,1009.8,1009.8,991,12,12117.6,16-MAY-2024,1,INE583D07265,,,
1049DLS25A,Y5,998,998,998,998,998,982,1,998,16-MAY-2024,1,INE614X07456,,,
1050NFL26,N7,1008.99,1010,1000,1000,1000,998,288,289903.13,16-MAY-2024,5,INE342T07387,,,
1050UCL25,N7,999,999,999,999,999,999,10,9990,16-MAY-2024,1,INE583D07315,,,
105IIFL29,N7,1000,1000,1000,1000,1000,1000,100,100000,16-MAY-2024,2,INE866I08295,,,
1060ECL29,NS,999,999.9,999,999.9,999.9,995.01,2,1998.9,16-MAY-2024,2,INE804IA7022,,,
1061DLSL24,NG,1068.3,1068.3,1068.3,1068.3,1068.3,1084,155,165586.5,16-MAY-2024,1,INE614X07191,,,
1065NFL27,NC,1001.5,1001.5,960,960,960,1001,9,8889,16-MAY-2024,2,INE342T07460,,,
10CAGL27,N5,1024,1024,1022.9,1022.9,1022.9,1010,175,179048,16-MAY-2024,3,INE741K07496,,,
10IIFL28,N4,986.02,986.02,986.02,986.02,986.02,986,56,55217.12,16-MAY-2024,2,INE477L08147,,,
10IIFL28A,NE,959.99,959.99,932,932,932,930.05,96,89639.94,16-MAY-2024,3,INE530B08094,,,
10IIFL29,N6,995,995,995,995,995,970.19,20,19900,16-MAY-2024,2,INE866I08279,,,
10NIDO26,N6,1042,1042.01,1042,1042.01,1042.01,1049,25,26050.2,16-MAY-2024,2,INE530L07228,,,
1119NFL27,ND,1000,1000,1000,1000,1000,1000,1,1000,16-MAY-2024,1,INE342T07445,,,
182D010824,TB,98.54,98.54,98.54,98.54,98.54,98.23,1300,128102,16-MAY-2024,1,IN002023Y458,,,
182D031024,TB,97.1,97.33,97.1,97.33,97.33,97.2,900,87574,16-MAY-2024,2,IN002024Y019,,,
182D040724,TB,98.9,98.9,98.9,98.9,98.9,98.86,100,9890,16-MAY-2024,1,IN002023Y417,,,
182D050924,TB,97.5,97.89,97.5,97.89,97.89,97.5,2600,254475,16-MAY-2024,2,IN002023Y516,,,
182D071124,TB,96.68,96.68,96.68,96.68,96.68,96.33,100,9668,16-MAY-2024,1,IN002024Y068,,,
182D080824,TB,98.18,98.18,98.18,98.18,98.18,98.05,100,9818,16-MAY-2024,1,IN002023Y466,,,
