SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
182D010623,TB,98,98,98,98,98,98,100,9800,02-MAR-2023,1,IN002022Y369,,,
20MICRONS,EQ,70.35,70.7,69.6,69.95,70,70.05,162575,11351883.25,02-MAR-2023,994,INE144J01027,,133220,81.94
21STCENMGM,EQ,17.15,17.2,16.7,16.9,16.9,17,1130,19333.6,02-MAR-2023,43,INE253B01015,,1077,95.31
360ONE,EQ,489.95,489.95,435.55,441.05,440,1773.3,215418,97385591,02-MAR-2023,15907,INE466L01038,,68725,31.90
364D100823,TB,96.5,96.5,96.5,96.5,96.5,96.66,1000,96500,02-MAR-2023,4,IN002022Z192,,,
364D150623,TB,96.5,96.5,96.5,96.5,96.5,96.63,10000,965000,02-MAR-2023,1,IN002022Z119,,,
364D161123,TB,94.42,94.42,94.42,94.42,94.42,94.42,500,47210,02-MAR-2023,2,IN002022Z333,,,
364D210923,TB,95.8,95.8,95.8,95.8,95.8,95.8,1700,162860,02-MAR-2023,1,IN002022Z259,,,
3IINFOLTD,EQ,33.45,33.7,32.9,32.95,33,33.3,339740,11268113.05,02-MAR-2023,2067,INE748C01038,,221762,65.27
3MINDIA,EQ,22748.95,23360.1,22689.6,23315.3,23200,22655.9,4282,99272764.05,02-MAR-2023,2245,INE470A01017,,1677,39.16
3PLAND,EQ,21.3,22.3,21.3,21.9,22,21.9,6140,134191.35,02-MAR-2023,193,INE105C01023,,5452,88.79
4THDIM,BE,38,38.6,37.9,38.55,38.6,37.85,745546,28729479.45,02-MAR-2023,2691,INE382T01030,,-,-
5PAISA,EQ,285,285,270.1,272.8,272.6,277.35,32147,8888312.85,02-MAR-2023,1373,INE618L01018,,17762,55.25
610GS2031,GS,92.22,94,92.22,94,94,92.78,2002200,184702800,02-MAR-2023,15,IN0020210095,,1002200,50.05
618GS2024,GS,98.5,98.5,98.5,98.5,98.5,98.1,1500,147750,02-MAR-2023,1,IN0020190396,,1500,100.00
63MOONS,EQ,203,204.8,197.35,198.15,198,201.65,184240,36785752.55,02-MAR-2023,4472,INE111B01023,,46673,25.33
667GS2035,GS,92.5,96,92.5,96,96,96.15,12,1148.5,02-MAR-2023,4,IN0020210152,,11,91.67
667GS2050,GS,95.7,95.7,95.7,95.7,95.7,95.7,21,2009.7,02-MAR-2023,3,IN0020200252,,21,100.00
669GS2024,GS,100.51,100.75,100.51,100.51,100.51,100.5,2900,291719,02-MAR-2023,6,IN0020220052,,2900,100.00
676GS2061,GS,95,95.1,95,95.1,95.1,95.15,504,47880.4,02-MAR-2023,4,IN0020200401,,504,100.00
699GS2051,GS,98,98,97.99,97.99,97.99,98,940,92119.61,02-MAR-2023,3,IN0020210194,,940,100.00
710GS2029,GS,101.29,101.29,101.15,101.22,101.15,101,12538,1269833.24,02-MAR-2023,10,IN0020220011,,12538,100.00
716GS2050,GS,103,103,103,103,103,105,209,21527,02-MAR-2023,2,IN0020200054,,209,100.00
726GS2032,GS,99.9,100,99.9,99.9,99.9,99.9,4210,420611,02-MAR-2023,5,IN0020220060,,4210,100.00
726GS2033,GS,99.45,99.45,99.45,99.45,99.45,99.4,500,49725,02-MAR-2023,1,IN0020220151,,500,100.00
727GS2026,GS,102.7,103,102.7,103,103,103,19580,2011400,02-MAR-2023,4,IN0020190016,,19580,100.00
736GS2052,GS,103.1,103.1,103.1,103.1,103.1,102.3,900,92790,02-MAR-2023,1,IN0020220086,,900,100.00
738GS2027,GS,101.5,101.8,101.45,101.59,101.54,101.53,55951,5682106.05,02-MAR-2023,65,IN0020220037,,55951,100.00
741GS2036,GS,101,101.5,101,101.5,101.5,101.47,3264,331164.2,02-MAR-2023,8,IN0020220102,,3264,100.00
74GS2062,GS,104,104,104,104,104,104.39,500,52000,02-MAR-2023,1,IN0020220094,,500,100.00
754GS2036,GS,102.9,103.8,102.8,102.82,102.81,102.85,131663,13562878.44,02-MAR-2023,109,IN0020220029,,131361,99.77
764HR31,SG,95.25,95.25,95.25,95.25,95.25,100,2700,257175,02-MAR-2023,1,IN1620220377,,,
768GS2023,GS,102.25,102.25,102.2,102.22,102.2,102.25,1135,116028.75,02-MAR-2023,2,IN0020150010,,1135,100.00
795GS2032,GS,104.04,106.5,104.02,105.51,105,109.5,859,89442.6,02-MAR-2023,6,IN0020020106,,859,100.00
824GS2027,GS,128.42,128.42,128.42,128.42,128.42,122.31,1,128.42,02-MAR-2023,1,IN0020060078,,1,100.00
82GS2025,GS,106.2,106.2,106.1,106.1,106.1,106.2,2,212.3,02-MAR-2023,2,IN0020120047,,0,0.00
883GS2041,GS,116.5,116.5,115.9,116,116,116.5,4041,468706,02-MAR-2023,8,IN0020110063,,4041,100.00
91D110523,TB,98.5,98.5,98.5,98.5,98.5,98.28,100,9850,02-MAR-2023,1,IN002022X452,,,
91D130423,TB,99,99,99,99,99,98.9,900,89100,02-MAR-2023,3,IN002022X411,,,
92GS2030,GS,114.25,114.25,114.1,114.1,114.1,114.1,3632,414936.5,02-MAR-2023,3,IN0020130053,,3632,100.00
A2ZINFRA,EQ,7.2,7.45,7.1,7.15,7.15,7.2,133196,965545.6,02-MAR-2023,474,INE619I01012,,99260,74.52
AAATECH,EQ,57.55,58.45,55.25,56.1,55.3,56.4,6153,349342.2,02-MAR-2023,1004,INE0D0U01013,,998,16.22
AAKASH,EQ,7.05,7.1,6.8,6.9,7,6.9,458606,3176465.5,02-MAR-2023,821,INE087Z01024,,361826,78.90
AAREYDRUGS,EQ,28.6,29.4,28.1,28.55,28.75,28.5,15154,435389.15,02-MAR-2023,323,INE198H01019,,11289,74.50
AARON,EQ,201.9,202.15,195.95,201.3,202.15,192.55,22126,4426143.55,02-MAR-2023,732,INE721Z01010,,11899,53.78
AARTIDRUGS,EQ,367,367.4,363,364.95,364.75,366.3,78744,28748814.4,02-MAR-2023,4004,INE767A01016,,33579,42.64
AARTIIND,EQ,538,544.25,535,539.75,537.45,538.15,472591,254950780.8,02-MAR-2023,18945,INE769A01020,,165654,35.05
AARTIPHARM,EQ,302.85,303,296.4,297.9,297.5,299.9,101327,30209658.5,02-MAR-2023,4214,INE0LRU01027,,80740,79.68
AARTIPP,E1,205,225,205,224,224,224.1,758,168072.35,02-MAR-2023,18,IN909EO01012,,725,95.65
AARTISURF,EQ,521.45,525,520,521.25,522,519.95,3185,1663583.8,02-MAR-2023,341,INE09EO01013,,2223,69.80
AARTISURF,P1,150.05,150.05,150.05,150.05,150.05,150.05,15,2250.75,02-MAR-2023,1,INE09EO04017,,15,100.00
AARVEEDEN,EQ,20.65,21.65,20.6,20.85,21.65,20.65,3401,70720.1,02-MAR-2023,134,INE273D01019,,2377,69.89
AARVI,EQ,116,116,113.1,115,115.2,112.35,9923,1140514.25,02-MAR-2023,376,INE754X01016,,6211,62.59
AAVAS,EQ,1840.85,1875,1821.5,1836.3,1844.8,1851.95,42550,78792119.8,02-MAR-2023,7299,INE216P01012,,15131,35.56
ABAN,EQ,40.85,41.1,39.15,39.85,39.5,40.65,103684,4140147.55,02-MAR-2023,2239,INE421A01028,,39616,38.21
ABB,EQ,3318,3339.85,3286,3323.4,3323,3311.45,351509,1164477099.85,02-MAR-2023,30909,INE117A01022,,159877,45.48
ABBOTINDIA,EQ,20460,20460,20051.05,20094.85,20065.1,20460.6,6727,135914353.2,02-MAR-2023,2778,INE358A01014,,2344,34.84
ABCAPITAL,EQ,152.5,154,150.65,152.3,152.25,152,3748862,570465967.8,02-MAR-2023,25181,INE674K01013,,1270108,33.88
ABFRL,EQ,236.5,238,232.95,236.6,236.2,235.4,2248411,529654195.05,02-MAR-2023,16377,INE647O01011,,926655,41.21
ABMINTLLTD,EQ,33,36.3,33,36.3,36.3,33,349,12109.2,02-MAR-2023,13,INE251C01025,,349,100.00
ABSLAMC,EQ,382,384,378.2,378.8,379,380.05,48134,18264782.05,02-MAR-2023,1894,INE404A01024,,36497,75.82
ABSLBANETF,EQ,41.7,41.7,40.41,40.45,40.41,40.81,8454,342797.43,02-MAR-2023,169,INF209KB17D5,,7009,82.91
ABSLNN50ET,EQ,38.56,38.69,38.5,38.55,38.5,38.5,31517,1213606.96,02-MAR-2023,134,INF209KB16D7,,30365,96.34
ACC,EQ,1768.95,1806.7,1733.1,1801.35,1794,1769.45,1273916,2268827637.3,02-MAR-2023,63532,INE012A01025,,426179,33.45
ACCELYA,EQ,1152,1179.95,1143,1171.3,1174,1144.85,19699,22986528.75,02-MAR-2023,3306,INE793A01012,,9729,49.39
