SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,110,114,109,113.85,113.15,108.55,203302,22877272.3,19-DEC-2003,
AARTIIND,EQ,238.55,249.7,233,242.45,243.6,237.6,269907,65086060,19-DEC-2003,
ABANLLOYD,EQ,494.95,506,489,504.1,499,488.45,11333,5647698.55,19-DEC-2003,
ABB,EQ,615,630,613,614.6,616,612.75,26182,16132096.95,19-DEC-2003,
ABSHEKINDS,EQ,28.85,28.85,27.9,28.85,28.85,27.45,686538,19682247.65,19-DEC-2003,
ABSIND,EQ,137.2,137.45,132,133.1,133.5,134.35,34933,4707913.7,19-DEC-2003,
ACC,EQ,231,233.9,229,231.05,230.4,227.65,2901007,672786949.9,19-DEC-2003,
ADANIEXPO,EQ,422,478.7,422,452.45,442.9,416.6,406644,187011798.75,19-DEC-2003,
ADLABSFILM,EQ,126,136,126,127.8,128,126.9,545662,71424857.05,19-DEC-2003,
ADVANIORLI,EQ,46,47,44.7,45.25,44.7,45.75,19533,893640.25,19-DEC-2003,
AEGISCHEM,BE,15.5,15.6,15.2,15.6,15.6,15.25,5925,91435,19-DEC-2003,
AFTEKINFO,BE,299.9,309.9,299.9,303.65,304.7,301,19324,5871710.95,19-DEC-2003,
AGEEGOLD,EQ,30,30,29.6,29.65,29.6,29.95,10900,325542.5,19-DEC-2003,
AGRODUTCH,EQ,37,37.25,35,35.1,35.3,35.9,41996,1512500.4,19-DEC-2003,
AHMEDELEC,EQ,103.5,106,101.05,102.05,102.2,102.85,82133,8496743.15,19-DEC-2003,
AHMEDFORGE,EQ,101.3,101.3,100,101.3,101.3,99.3,19245,1948381,19-DEC-2003,
AJANTPHARM,EQ,71.3,73.5,68,68.85,68,70.6,341207,24272061.4,19-DEC-2003,
AKSHOPTFBR,EQ,26.5,26.8,25.1,25.35,25.2,26.1,81439,2107141.65,19-DEC-2003,
ALBK,EQ,25.25,25.45,24.75,24.8,24.75,24.95,728791,18226727.15,19-DEC-2003,
ALEMBICLTD,EQ,402.5,408,395,399.1,399,400,21513,8595561,19-DEC-2003,
ALFALAVAL,EQ,610,617.9,602,608.4,602,606.5,5376,3281183.05,19-DEC-2003,
