SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,29.5,29.8,28,29.35,29.6,29.8,51841,1491026.1,09-SEP-2020,641,INE144J01027,
21STCENMGM,EQ,10.5,10.5,10.15,10.45,10.45,10.3,537,5622.3,09-SEP-2020,21,INE253B01015,
3IINFOTECH,EQ,3.6,3.6,3.55,3.55,3.55,3.7,2285253,8126418.4,09-SEP-2020,1221,INE748C01020,
3MINDIA,EQ,19145,19299,18532.1,18807.35,18850,19130.7,2475,46700732,09-SEP-2020,1142,INE470A01017,
3PLAND,EQ,7,7,7,7,7,7,180,1260,09-SEP-2020,2,INE105C01023,
5PAISA,BE,344,359.9,343.05,347.7,350,361.1,7253,2512384.4,09-SEP-2020,229,INE618L01018,
618GS2024,GS,99,99,99,99,99,102.15,10,990,09-SEP-2020,1,IN0020190396,
63MOONS,EQ,76.65,77.15,73.05,73.15,73.55,76.85,34210,2548383.6,09-SEP-2020,1045,INE111B01023,
719GS2060,GS,112.5,112.5,112.5,112.5,112.5,112.5,350,39375,09-SEP-2020,3,IN0020200039,
8KMILES,BE,27.8,27.8,27.8,27.8,27.8,26.5,3350,93130,09-SEP-2020,43,INE650K01021,
A2ZINFRA,EQ,4.7,4.7,4.55,4.55,4.55,4.75,229969,1047666.45,09-SEP-2020,323,INE619I01012,
AAKASH,SM,53.5,53.5,53.5,53.5,53.5,51,3000,160500,09-SEP-2020,1,INE087Z01016,
AARON,SM,29,29,29,29,29,30,6300,182700,09-SEP-2020,1,INE721Z01010,
AARTIDRUGS,EQ,2774,2900,2680.1,2869.9,2877,2802,336056,947822655.95,09-SEP-2020,36862,INE767A01016,
AARTIIND,EQ,1026.45,1026.45,1002.45,1012.25,1021.7,1026.45,241741,244842612.45,09-SEP-2020,18030,INE769A01020,
AARTISURF,BE,512.75,530,506.7,521.6,523,533.35,38478,19633548.15,09-SEP-2020,1739,INE09EO01013,
AARVEEDEN,EQ,11.75,11.9,11.25,11.7,11.7,11.75,5991,69918.3,09-SEP-2020,47,INE273D01019,
AARVI,EQ,38.95,38.95,37.05,37.05,37.05,38.95,939,34828.45,09-SEP-2020,27,INE754X01016,
AAVAS,EQ,1368.5,1369.85,1283.05,1324.4,1324,1372,61367,80589086.7,09-SEP-2020,6224,INE216P01012,
ABAN,EQ,25.6,25.6,24.65,25,24.9,25.65,37837,942469.8,09-SEP-2020,448,INE421A01028,
ABB,EQ,899,914.5,894.7,901.8,902.9,901.15,366227,330096968.05,09-SEP-2020,5083,INE117A01022,
ABBOTINDIA,EQ,16500,16720,16303,16631.45,16525,16723,6526,107711065.35,09-SEP-2020,2613,INE358A01014,
ABCAPITAL,EQ,70.5,70.65,68,68.65,68.45,71,4049741,280819762.55,09-SEP-2020,15083,INE674K01013,
ABFRL,EQ,135,136.8,128.6,129.95,130.6,137.8,2403185,313551230.8,09-SEP-2020,32931,INE647O01011,
ABFRLPP,E1,75.75,78.75,72.5,75.3,76.4,79.15,99215,7372269.45,09-SEP-2020,1244,IN9647O01019,
ABMINTLTD,BE,35.95,35.95,35.95,35.95,35.95,37.8,6035,216958.25,09-SEP-2020,25,INE251C01017,
ABSLBANETF,EQ,238.64,238.64,218.71,230.99,235.4,228.11,190,42836.53,09-SEP-2020,32,INF209KB1O58,
ABSLRIF6RG,MF,6.07,6.07,6.07,6.07,6.07,6.01,4834,29342.38,09-SEP-2020,1,INF209KB1LL4,
ACC,EQ,1304.45,1321.7,1290,1315.9,1319,1308.5,778883,1019740696.45,09-SEP-2020,48457,INE012A01025,
ACCELYA,EQ,1030,1052,1027.2,1043.8,1035,1039.15,27322,28231670.45,09-SEP-2020,1272,INE793A01012,
ACCORD,SM,26.3,26.3,26.3,26.3,26.3,26.5,14000,368200,09-SEP-2020,1,INE113X01015,
ACCURACY,SM,37,38.5,35.75,38.5,38.5,39.7,12800,479680,09-SEP-2020,7,INE648Z01015,
ACE,EQ,60,61.5,58.25,60.2,61.45,60.75,212201,12600512.35,09-SEP-2020,3562,INE731H01025,
ADANIENT,EQ,276.9,286.9,274.4,283.05,285.2,277.7,6661093,1868451346.85,09-SEP-2020,50783,INE423A01024,
ADANIGAS,EQ,190,200,186.35,198.2,197.95,191.05,5317277,1038343804.6,09-SEP-2020,44997,INE399L01023,
ADANIGREEN,EQ,542.5,592.6,536.2,590.05,592.6,564.4,1658865,947813756.4,09-SEP-2020,43187,INE364U01010,
ADANIPORTS,EQ,344.4,346.3,335.35,343.85,344.75,345.6,3413215,1165021539.65,09-SEP-2020,46303,INE742F01042,
ADANIPOWER,EQ,36.9,37.2,36.7,37.1,37.2,37.15,1810077,66975524.3,09-SEP-2020,4618,INE814H01011,
ADANITRANS,EQ,260,263.7,255.05,261.7,261,262.6,327152,85171559.4,09-SEP-2020,7046,INE931S01010,
ADFFOODS,EQ,342.2,364.45,338,358.9,364.4,350.05,149739,52298113.3,09-SEP-2020,2069,INE982B01019,
ADHUNIKIND,EQ,21.3,21.3,19.45,19.45,19.45,20.45,35798,703294.1,09-SEP-2020,190,INE452L01012,
ADORWELD,EQ,255,256.85,251,253.95,253.5,258.15,8192,2079159.35,09-SEP-2020,926,INE045A01017,
ADSL,EQ,20.6,20.8,19.6,20.2,20.75,20.25,21296,427783.5,09-SEP-2020,208,INE102I01027,
ADVANIHOTR,EQ,40.2,43.9,40.2,43,43.75,42.95,7428,312098.85,09-SEP-2020,149,INE199C01026,
ADVENZYMES,EQ,227.9,234.5,223.55,232,230.1,229.95,526851,121097150.45,09-SEP-2020,14714,INE837H01020,
AEGISCHEM,EQ,202,205.45,195,198.8,199,203.9,359105,71334872.15,09-SEP-2020,7693,INE208C01025,
AFFLE,EQ,2705.6,2749,2629,2712.4,2720.9,2766.6,85477,228974142.55,09-SEP-2020,14082,INE00WC01019,
AGARIND,EQ,97.45,99.1,96.55,98.1,99,100.45,9409,921260.3,09-SEP-2020,255,INE204E01012,
AGCNET,EQ,322,325,310.3,319.55,319,327.2,6025,1917011.85,09-SEP-2020,132,INE676A01019,
AGRITECH,EQ,31.3,31.3,30.05,30.25,30.45,30.9,8235,248853.7,09-SEP-2020,85,INE449G01018,
AGROPHOS,EQ,9.15,9.75,8.9,9.05,9.25,9.35,36378,328782.6,09-SEP-2020,203,INE740V01019,
AHLADA,SM,44.7,45,44.7,44.8,45,42.1,4000,179150,09-SEP-2020,4,INE00PV01013,
AHLEAST,EQ,147.3,157.9,147.25,151.3,151.8,155,859,129204.95,09-SEP-2020,73,INE926K01017,
AHLUCONT,EQ,246.7,246.7,239.75,241.2,242,246.4,26280,6367325.8,09-SEP-2020,1562,INE758C01029,
AHLWEST,EQ,258.95,267.1,249.05,262.4,264.8,261.85,740,192098.55,09-SEP-2020,99,INE915K01010,
AIAENG,EQ,1773.95,1773.95,1714.1,1734.8,1738.05,1775.05,63192,109886974.2,09-SEP-2020,8955,INE212H01026,
AIONJSW,EQ,18.85,18.85,18.05,18.6,18.8,18.95,197373,3609556,09-SEP-2020,195,INE743C01021,
AIRAN,EQ,11.5,12.15,11.05,12.05,12.15,11.6,37139,432728.8,09-SEP-2020,190,INE645W01026,
AIROLAM,SM,24.5,24.5,24.5,24.5,24.5,23,3000,73500,09-SEP-2020,1,INE801L01010,
AJANTPHARM,EQ,1480,1509.8,1441.4,1498.7,1499,1505.05,200140,294262313.3,09-SEP-2020,16084,INE031B01049,
AJMERA,EQ,84,84.3,82.05,84,83.7,84.5,26469,2210810.35,09-SEP-2020,540,INE298G01027,
AJOONI,SM,33.5,33.55,31.9,32.35,32,33.3,68000,2208400,09-SEP-2020,16,INE820Y01013,
AKASH,BE,241,248.9,237,243.85,245.9,242.9,5335,1310346.45,09-SEP-2020,128,INE737W01013,
AKG,SM,40,47,40,41.6,41.6,40.1,60000,2588600,09-SEP-2020,8,INE00Y801016,
AKSHARCHEM,EQ,230.25,233.45,226.15,229.4,229.1,233.1,16309,3739572.3,09-SEP-2020,786,INE542B01011,
AKSHOPTFBR,EQ,6.7,6.7,6.55,6.55,6.55,6.85,149219,982215.25,09-SEP-2020,311,INE523B01011,
AKZOINDIA,EQ,2115,2123.95,2020,2050.4,2060,2105.65,9351,19227993.7,09-SEP-2020,2089,INE133A01011,
ALANKIT,EQ,17.7,18.35,17.7,17.85,17.75,18.1,457156,8219460.7,09-SEP-2020,558,INE914E01040,
ALBERTDAVD,EQ,412.55,424,412.5,419.95,422.75,424.1,5894,2468754.5,09-SEP-2020,628,INE155C01010,
ALCHEM,EQ,5.35,5.6,5.35,5.5,5.5,5.35,46971,258484.7,09-SEP-2020,227,INE964B01033,
ALEMBICLTD,EQ,92.2,106.45,91.7,102.3,104,94.05,2666721,268658476.25,09-SEP-2020,16260,INE426A01027,
ALICON,EQ,337.1,345,325.5,330.2,335.9,335.05,2476,825116.55,09-SEP-2020,136,INE062D01024,
ALKALI,EQ,44.1,47.85,41.1,43.35,43,45.15,35094,1511598,09-SEP-2020,832,INE773I01017,
ALKEM,EQ,2800,2880,2799.05,2861.55,2863,2841.9,285581,815438857.45,09-SEP-2020,23190,INE540L01014,
ALKYLAMINE,EQ,3200,3211,3069.1,3147.1,3179.9,3243.45,62464,194823062.15,09-SEP-2020,10800,INE150B01021,
ALLCARGO,EQ,115.1,116.7,112.6,114.85,115.6,115.1,417430,47672439.45,09-SEP-2020,14602,INE418H01029,
ALLSEC,EQ,245.3,257,241.15,252.9,252.5,258.9,2318,581802.95,09-SEP-2020,112,INE835G01018,
ALMONDZ,EQ,12.3,12.6,11.75,11.9,11.8,12.3,12759,152285.45,09-SEP-2020,82,INE326B01027,
ALOKINDS,EQ,27.65,28.25,27.4,27.4,27.5,28.8,13510661,371750059,09-SEP-2020,21345,INE270A01029,
ALPA,EQ,26.65,27.6,26.45,26.6,26.5,27.8,29850,798031.6,09-SEP-2020,234,INE385I01010,
ALPHAGEO,EQ,166,166,160,161.7,161.45,165.25,12472,2012003.8,09-SEP-2020,745,INE137C01018,
ALPSINDUS,EQ,1.5,1.5,1.45,1.45,1.45,1.5,27450,39829,09-SEP-2020,45,INE093B01015,
AMARAJABAT,EQ,705,745.6,705,740.75,743,717.9,1219017,890753674.15,09-SEP-2020,23838,INE885A01032,
AMBANIORG,SM,47.85,47.85,42.35,42.35,42.35,50.65,6000,270600,09-SEP-2020,3,INE00C501018,
AMBER,EQ,1881.95,1973.75,1881.95,1933.35,1947.2,1879.6,226301,434203369.85,09-SEP-2020,20552,INE371P01015,
AMBIKCO,EQ,690,707,671,693.6,694,683.2,4095,2790627.75,09-SEP-2020,558,INE540G01014,
AMBUJACEM,EQ,205.75,210.5,204.3,209.45,209.35,206.5,2844517,591206028.9,09-SEP-2020,23779,INE079A01024,
AMDIND,EQ,16.55,16.65,16.05,16.35,16.5,16.6,4905,79867.65,09-SEP-2020,80,INE005I01014,
AMJLAND,EQ,18.5,18.5,17.15,17.8,18,18.25,11510,204680.25,09-SEP-2020,57,INE606A01024,
AMJUMBO,SM,7.4,7.4,7.4,7.4,7.4,7.45,16000,118400,09-SEP-2020,2,INE749Y01014,
AMRUTANJAN,EQ,428,435.9,421.1,425.15,425.5,433.6,51617,21965960.05,09-SEP-2020,3504,INE098F01031,
ANANTRAJ,EQ,29.5,29.85,28.45,28.95,28.8,29.9,312130,9032585.15,09-SEP-2020,1156,INE242C01024,
ANDHRACEMT,EQ,4.95,5,4.8,4.9,4.9,5.05,214287,1042472.95,09-SEP-2020,485,INE666E01012,
ANDHRAPAP,EQ,207,207.8,202.8,203.8,204.9,207.9,62458,12761666.25,09-SEP-2020,1996,INE435A01028,
