SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.5,30.5,29.65,29.8,29.8,30.05,22863,686019.7,04-JUL-2016,137,INE144J01027,
3IINFOTECH,EQ,5.05,5.2,5,5.05,5.05,5,1356860,6875230.85,04-JUL-2016,717,INE748C01020,
3MINDIA,EQ,13640,14270.95,13286,13986.85,14050,13285.25,4030,55548899.65,04-JUL-2016,1239,INE470A01017,
8KMILES,EQ,1845.95,1894.7,1834,1852.2,1858,1829.85,11917,22199381.75,04-JUL-2016,1585,INE650K01013,
A2ZINFRA,EQ,41.95,44.6,41.3,43.3,43.75,41.45,2223489,95180091.9,04-JUL-2016,7793,INE619I01012,
AARTIDRUGS,EQ,471,476.8,470.05,472.2,472.9,469.7,11461,5413875.85,04-JUL-2016,501,INE767A01016,
AARTIIND,EQ,528.95,544,527,536.3,536.05,526.4,24529,13161790.9,04-JUL-2016,1138,INE769A01020,
AARVEEDEN,EQ,78.65,79,76.5,77.1,76.7,77.65,20977,1640777.85,04-JUL-2016,394,INE273D01019,
ABAN,EQ,215.1,217.1,213.5,214.6,214,213.25,915940,197160458.65,04-JUL-2016,10501,INE421A01028,
ABB,EQ,1222.55,1233.4,1214.1,1215.3,1217.85,1222.5,33559,41011464.85,04-JUL-2016,2097,INE117A01022,
ABBOTINDIA,EQ,4734.4,4815,4701,4745.75,4724,4716.8,2013,9604446.75,04-JUL-2016,469,INE358A01014,
ABFRL,EQ,150,150.9,142.05,143.75,143.25,142.95,686627,100239655.45,04-JUL-2016,10475,INE647O01011,
ABGSHIP,EQ,34.1,34.2,32.75,33.2,33.4,33.6,303085,10107188.1,04-JUL-2016,1428,INE067H01016,
ABIRLANUVO,EQ,1238.7,1274.1,1230.05,1266.95,1261.35,1237.35,304167,381428369.7,04-JUL-2016,12879,INE069A01017,
ABMINTLTD,BE,102.5,102.5,102.5,102.5,102.5,97.65,48,4920,04-JUL-2016,1,INE251C01017,
ACC,EQ,1618,1625.95,1600.25,1605.6,1601.6,1617.4,150330,242664281.15,04-JUL-2016,13105,INE012A01025,
ACCELYA,EQ,1135,1147,1125,1128.45,1133,1125.35,2890,3275788.8,04-JUL-2016,176,INE793A01012,
ACE,EQ,45.7,46.85,45.5,46.1,46.05,45.55,207539,9590564.35,04-JUL-2016,979,INE731H01025,
ACROPETAL,BE,2.4,2.5,2.4,2.4,2.4,2.4,2411,5806.5,04-JUL-2016,12,INE055L01013,
ADANIENT,EQ,85,86.85,84.75,86,85.7,84.65,2391858,204758851.9,04-JUL-2016,8890,INE423A01024,
ADANIPORTS,EQ,206,213.95,205.5,213.25,213.5,204.3,5170996,1088117523.1,04-JUL-2016,49747,INE742F01042,
ADANIPOWER,EQ,30.45,31,30.2,30.3,30.25,30.15,9312466,283531934.9,04-JUL-2016,10130,INE814H01011,
ADANITRANS,EQ,39.85,40,38.5,38.7,38.7,39.15,935735,36627580.8,04-JUL-2016,2956,INE931S01010,
ADFFOODS,EQ,91.05,91.7,89.25,89.65,89.7,90.75,41927,3788317.75,04-JUL-2016,425,INE982B01019,
ADHUNIK,EQ,8.35,8.35,7.9,8,8,8,88886,723936.9,04-JUL-2016,696,INE400H01019,
ADHUNIKIND,EQ,93,94,85.1,93.7,93,92.05,36488,3356929.45,04-JUL-2016,132,INE452L01012,
ADI,EQ,345.1,345.1,334.2,337.3,337,348,10820,3667676.7,04-JUL-2016,264,INE959A01019,
ADLABS,EQ,82,84.65,81.3,81.8,81.7,81.1,1021158,84527637.45,04-JUL-2016,5731,INE172N01012,
ADORWELD,EQ,296.95,296.95,285,291.55,290.3,293.75,7941,2316478.3,04-JUL-2016,297,INE045A01017,
ADSL,EQ,35.5,36.55,34.7,35.2,35.1,36.1,143385,5075490.55,04-JUL-2016,1198,INE102I01027,
ADVANIHOTR,EQ,57.5,57.5,56,56.85,57.5,56.25,5165,293770.9,04-JUL-2016,32,INE199C01026,
ADVANTA,EQ,587.1,593.7,581.95,586.4,585.05,587.5,5302,3114192.5,04-JUL-2016,628,INE517H01028,
AEGISCHEM,EQ,125.85,128,125.1,126.35,126.8,126,198623,25147513.3,04-JUL-2016,2000,INE208C01025,
AFL,EQ,61.3,62,57.25,58.6,58.55,57.85,16544,961663.6,04-JUL-2016,122,INE020G01017,
AGARIND,EQ,129,129,123,125,125,122.5,793,99346.45,04-JUL-2016,55,INE204E01012,
AGCNET,EQ,62.1,66.8,61.35,65.2,65,62.1,6870,436057.25,04-JUL-2016,218,INE676A01019,
