SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,25.5,25.5,23,23.2,23.2,24,1250,29745,18-DEC-2000,
AARTIIND,EQ,42.55,42.55,42.5,42.5,42.5,42.55,100,4253.35,18-DEC-2000,
ABANLLOYD,EQ,30.1,32,30,31.4,31,32.25,7074,221415.2,18-DEC-2000,
ABB,EQ,247.5,261,247,259.05,260,253.05,39943,10260002.45,18-DEC-2000,
ABBALPO,EQ,25.5,26,25.05,25.5,25.5,27.2,13872,351870.65,18-DEC-2000,
ABBOTTLAB,EQ,278.5,282.9,266.1,277.55,279.35,279.95,3319,916101.7,18-DEC-2000,
ABSIND,EQ,29.6,29.9,29.6,29.7,29.7,30.1,550,16347.5,18-DEC-2000,
ACC,EQ,161,165.65,156.35,164.6,164.45,162.85,9372246,1507489558.6,18-DEC-2000,
ADANIEXPO,EQ,607,613,600,601.45,600,609.95,14543,8773834.5,18-DEC-2000,
ADVANIORLI,EQ,16.05,17,15,17,17,17.2,601,9945,18-DEC-2000,
AEGISCHEM,EQ,9,9,9,9,9,8.95,200,1800,18-DEC-2000,
AFTEKINFO,BE,865.25,895,835.25,854,857.5,903.5,4349,3750676.85,18-DEC-2000,
AGREVOIND,EQ,197.8,197.8,188.05,189,189,197.8,435,84183.7,18-DEC-2000,
AGRODUTCH,EQ,50,51.65,49,50.7,51.5,52.5,6325,314821,18-DEC-2000,
AHMEDELEC,EQ,46,47.5,46,47.5,47.5,48.1,1211,56750.25,18-DEC-2000,
AJANTPHARM,EQ,101.6,105.25,101.6,105.1,105.1,105.6,2305,242183,18-DEC-2000,
AKARLAMIN,EQ,3.1,3.25,3.1,3.25,3.25,3.15,300,960,18-DEC-2000,
AKSHOPTFBR,EQ,148.6,154.9,142,153.6,154,150.2,333921,49949840.9,18-DEC-2000,
ALBRMORARJ,EQ,125,133,125,133,133,123.9,2,258,18-DEC-2000,
ALEMBICLTD,EQ,150.1,153.65,149.5,150.2,149.65,152.7,20162,3045188.65,18-DEC-2000,
ALFALAVAL,EQ,152,158,152,156,156,159,5592,874289,18-DEC-2000,
ALKYLAMINE,EQ,19,19,19,19,19,20,200,3800,18-DEC-2000,
ALOKTEXT,EQ,21.6,22.5,20.15,22.25,22.2,21.55,178651,3853413.45,18-DEC-2000,
ALPICFIN,EQ,31.9,32.25,30.7,31.85,32,32.5,7407,234324.85,18-DEC-2000,
ALPSINDUS,EQ,133,140,120.5,136.7,140,130.35,196900,24759540,18-DEC-2000,
AMARAJABAT,EQ,177.2,182,177.2,180.5,181.2,175.95,439435,79196403.6,18-DEC-2000,
AMBASARABH,EQ,7.7,9,7.7,8.9,8.9,8.8,1720,13704.4,18-DEC-2000,
AMERICADRY,EQ,7,7,6.7,6.7,6.7,6.85,700,4800,18-DEC-2000,
AMFORGEIND,EQ,5.6,6.4,5.6,6.4,6.4,5.9,1026,6231.25,18-DEC-2000,
AMTEKAUTO,EQ,201.1,203,198,201.95,201.9,203,56600,11396840,18-DEC-2000,
AMTREXAPPL,EQ,18.95,19,17.6,18.8,18.8,19.4,813,15330.05,18-DEC-2000,
ANAMALFIN,EQ,4.75,4.75,4.75,4.75,4.75,4.75,700,3325,18-DEC-2000,
ANDHRAPET,EQ,5.5,5.5,5.5,5.5,5.5,5.5,1,5.5,18-DEC-2000,
ANDHRSUGAR,EQ,24,24,22.65,22.65,22.65,23.95,400,9415,18-DEC-2000,
ANSALHOUS,EQ,7.95,7.95,7.4,7.4,7.4,7.75,300,2238.75,18-DEC-2000,
ANSALPROP,BE,15.5,15.5,15.5,15.5,15.5,15.45,1,15.5,18-DEC-2000,
ANTGRAPHIC,EQ,8.2,8.4,7.75,7.9,7.75,8,11100,89032.15,18-DEC-2000,
APOLLOHOSP,EQ,195,195.5,187,194.2,193.5,194.6,15735,3060560.1,18-DEC-2000,
APOLLOTYRE,EQ,88.5,95.2,85,94.35,94.6,88.8,198583,18174285.15,18-DEC-2000,
APOWERTOOL,EQ,2.2,2.2,2.05,2.2,2.2,2.2,23622,50737.3,18-DEC-2000,
APPAPER,EQ,610,655,609,640,640,660,215,134112.75,18-DEC-2000,
APPLECREDT,EQ,7.5,7.65,7.35,7.65,7.65,7.6,7101,53262.6,18-DEC-2000,
APPLEIND,EQ,3.8,3.9,3.7,3.85,3.85,3.9,9930,37961,18-DEC-2000,
APTECH,EQ,422.05,434,413.1,431.75,432.5,429.5,497608,210537398.9,18-DEC-2000,
ARCHIES,BE,199,205,197,202.55,200,199,1350,268774.75,18-DEC-2000,
ARHAMFISCL,EQ,20.25,20.25,17.15,18.4,18.4,19.1,6768,122159.1,18-DEC-2000,
ARIHANTCRE,BE,19.5,19.5,14,17.1,17,17.7,37328,614602.25,18-DEC-2000,
ARVINDMILL,EQ,13,15,13,14.8,14.85,14.35,523190,7551921.8,18-DEC-2000,
ASHAPURMIN,EQ,76,76,76,76,76,72.5,2000,152000,18-DEC-2000,
ASHIMASYN,EQ,47,47,45,45,45,47.3,3100,144450,18-DEC-2000,
ASHKLEYFIN,BE,27.75,27.75,27,27.5,27.5,27,1701,46364.75,18-DEC-2000,
ASHOKLEY,EQ,44.4,46.6,44.35,46.25,46.25,45.35,181868,8324108.95,18-DEC-2000,
ASIANELEC,EQ,29.75,30.75,29.7,30.1,30.1,31.7,560,16851.25,18-DEC-2000,
ASIANHOTEL,EQ,82.1,84.9,82,84,84,87.15,1690,140841,18-DEC-2000,
ASIANPAINT,EQ,255,283.8,255,278.05,276.5,273.05,22342,6226342.25,18-DEC-2000,
ASSAMCO,EQ,39,40,38.15,40,40,40.05,2705,106935,18-DEC-2000,
ASSAMFRONT,EQ,80.6,80.6,80.6,80.6,80.6,85.5,25,2015,18-DEC-2000,
ASTRAIDL,EQ,346,375,321,367.95,365,347.85,4986,1781064,18-DEC-2000,
ATCOIND,BE,58.5,58.5,55.9,57.05,57.1,57.9,5153,295417.7,18-DEC-2000,
