SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1018GS2026,GS,106.46,117.55,106.45,117.55,117.55,112,1461,156654.76,08-SEP-2022,7,IN0020010081,,1330,91.03
20MICRONS,EQ,105.5,109,105,105.45,105.05,104.65,185612,19768174.45,08-SEP-2022,2798,INE144J01027,,94572,50.95
21STCENMGM,EQ,26.85,27.65,26.75,26.95,26.85,27.2,9897,269938.1,08-SEP-2022,82,INE253B01015,,5831,58.92
364D060723,TB,94.36,94.36,94.35,94.35,94.35,94.36,3100,292486,08-SEP-2022,2,IN002022Z143,,,
364D200723,TB,94.35,94.35,94.35,94.35,94.35,94.35,2000,188700,08-SEP-2022,1,IN002022Z168,,,
3IINFOLTD,EQ,47,48.65,46.7,47,47.2,46.6,639492,30470134.25,08-SEP-2022,5068,INE748C01038,,324106,50.68
3MINDIA,EQ,22825,22990,22601,22739.5,22720,22780.6,1659,37722392,08-SEP-2022,891,INE470A01017,,896,54.01
3PLAND,EQ,18.6,18.6,17.4,17.7,17.6,18.05,12126,216158.95,08-SEP-2022,67,INE105C01023,,6157,50.78
4THDIM,BE,20.85,21.85,20.85,21.85,21.85,7.2,1100,23035,08-SEP-2022,6,INE382T01022,,-,-
563GS2026,GS,98.55,98.55,98.55,98.55,98.55,98.2,49,4828.95,08-SEP-2022,2,IN0020210012,,49,100.00
579GS2030,GS,88.41,88.41,88.41,88.41,88.41,93,100,8841,08-SEP-2022,1,IN0020200070,,100,100.00
5PAISA,EQ,360,361,348,350.6,351.95,354.45,33459,11819570.8,08-SEP-2022,1745,INE618L01018,,20697,61.86
63MOONS,EQ,186.85,187.6,182.95,184.5,183,186.05,42973,7976746.8,08-SEP-2022,820,INE111B01023,,31998,74.46
654GS2032,GS,96.75,97,96.5,96.62,96.5,96.7,3199,309713.65,08-SEP-2022,7,IN0020210244,,3199,100.00
667GS2050,GS,93.2,93.2,91.5,91.5,91.5,92,146,13432.4,08-SEP-2022,8,IN0020200252,,100,68.49
669GS2024,GS,103.3,103.3,103.3,103.3,103.3,101,10,1033,08-SEP-2022,1,IN0020220052,,10,100.00
699GS2051,GS,96.4,96.49,95.52,95.99,95.99,97.49,2869,274445.19,08-SEP-2022,21,IN0020210194,,2098,73.13
738GS2027,GS,103.7,104,103.7,103.89,103.89,103.72,52,5402.2,08-SEP-2022,3,IN0020220037,,51,98.08
754GS2036,GS,103.5,104.55,103,104.5,104.5,104.37,7185,748202.5,08-SEP-2022,8,IN0020220029,,7185,100.00
768GS2023,GS,103.4,103.65,103.4,103.65,103.65,103.5,52,5389.4,08-SEP-2022,3,IN0020150010,,50,96.15
795GS2032,GS,106.42,106.42,106.42,106.42,106.42,112,100,10642,08-SEP-2022,4,IN0020020106,,100,100.00
82GS2025,GS,103.4,103.5,103.4,103.5,103.5,103.9,2,206.9,08-SEP-2022,2,IN0020120047,,0,0.00
91D290922,TB,99.4,99.4,99.4,99.4,99.4,99.4,200,19880,08-SEP-2022,2,IN002022X130,,,
A2ZINFRA,EQ,12.9,13.1,12.65,12.7,12.65,12.9,147780,1895449.4,08-SEP-2022,435,INE619I01012,,99408,67.27
AAATECH,SM,136,138,130,137,137,132.4,30000,4039050,08-SEP-2022,10,INE0D0U01013,,15000,50.00
AAKASH,EQ,12.7,13.3,12.2,13.3,13.3,12.7,535050,7058187.7,08-SEP-2022,785,INE087Z01024,,346523,64.76
AAREYDRUGS,EQ,40.2,41.8,40.1,40.95,41.15,40.15,84247,3442067.3,08-SEP-2022,927,INE198H01019,,46238,54.88
AARON,EQ,185.9,195.7,185,187.75,187,184.2,32600,6200424.1,08-SEP-2022,1152,INE721Z01010,,15882,48.72
AARTIDRUGS,EQ,440,470,439.6,466.15,467.1,438.25,986818,456840147.15,08-SEP-2022,22652,INE767A01016,,178079,18.05
AARTIIND,EQ,852,857,847.7,854.85,853.5,848.5,421835,360193439.95,08-SEP-2022,13232,INE769A01020,,203498,48.24
AARTISURF,EQ,842,858.15,827,830.1,831,832.25,17071,14292926.75,08-SEP-2022,1849,INE09EO01013,,9378,54.94
AARVEEDEN,EQ,27.45,27.7,27,27.4,27.7,27.35,23127,630858.8,08-SEP-2022,280,INE273D01019,,16033,69.33
AARVI,EQ,111,113.15,109.85,110.15,110.05,110.75,11318,1254140.8,08-SEP-2022,220,INE754X01016,,8095,71.52
AAVAS,EQ,2300,2318,2265,2290.7,2302,2286.3,57072,130609995.75,08-SEP-2022,13580,INE216P01012,,32846,57.55
ABAN,EQ,55.95,58.8,55.05,56,56,55.8,638601,36385382.05,08-SEP-2022,6014,INE421A01028,,148862,23.31
ABB,EQ,3336.65,3379,3312,3318.25,3317,3310.3,363161,1214907087.2,08-SEP-2022,30125,INE117A01022,,194804,53.64
ABBOTINDIA,EQ,18382.3,18382.3,18101,18138,18121,18272.3,9264,168659519.05,08-SEP-2022,2812,INE358A01014,,4447,48.00
ABCAPITAL,EQ,115.5,116.7,114.95,115.3,115.25,114.9,3168825,366122969.65,08-SEP-2022,15616,INE674K01013,,1721366,54.32
ABCOTS,SM,39.5,39.5,36.2,39,39,41.4,20000,760000,08-SEP-2022,5,INE08PH01015,,12000,60.00
ABFRL,EQ,324,324.4,319.25,322.45,322.1,322,2955114,951713513.8,08-SEP-2022,24987,INE647O01011,,1336271,45.22
ABINFRA,SM,16.15,16.15,16.15,16.15,16.15,16.95,4000,64600,08-SEP-2022,1,INE00YB01017,,4000,100.00
ABMINTLLTD,BE,80.4,80.4,79.2,79.25,79.25,80.4,383,30619,08-SEP-2022,20,INE251C01025,,-,-
