SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
3IINFOTECH,EQ,282.7,304.8,282.7,302.55,304,281.6,1764269,525425301.65,30-APR-2007,
3MINDIA,EQ,1695,1703,1677.05,1696,1696.5,1672.05,623,1054417.8,30-APR-2007,
AARTIDRUGS,EQ,68.55,70,68.55,69.9,69.95,69.8,2116,146417.45,30-APR-2007,
AARTIIND,EQ,26.55,27.7,26,27.45,27.25,26.7,16716,453584.6,30-APR-2007,
AARVEEDEN,EQ,96.4,96.45,90.6,91.4,90.8,95.35,12180,1139014.3,30-APR-2007,
ABAN,EQ,2610,2698,2590,2606.7,2610.45,2594.25,205993,543506820,30-APR-2007,
ABB,EQ,4081,4148.95,4015,4087.15,4084.95,4141.65,62155,255259501.55,30-APR-2007,
ABGSHIP,EQ,380,393,375,390.05,392,377.45,125834,47424816.9,30-APR-2007,
ABIRLANUVO,EQ,1150,1154.9,1125,1147.45,1148,1139.7,134369,153736715.8,30-APR-2007,
ABSHEKINDS,EQ,20.85,21.25,20.6,20.95,20.95,20.9,81272,1703256.8,30-APR-2007,
ACC,EQ,824.7,841.1,810.25,839.2,841.1,822.45,375419,312035123,30-APR-2007,
ACE,EQ,225,231.9,222,229,228,227.6,42118,9605183.35,30-APR-2007,
ADANIENT,EQ,222.8,223.05,218.2,222.9,223,220.05,78161,17387146.9,30-APR-2007,
ADHUNIK,EQ,45.9,49.1,45.2,47.95,47.95,45.95,1262861,60005256.2,30-APR-2007,
ADLABSFILM,EQ,422.7,435,417.15,431.3,432,423.4,95914,41001755.65,30-APR-2007,
ADORWELD,EQ,235,240,230.1,237.7,239,234.05,17109,4023711.4,30-APR-2007,
ADVANTA,EQ,680,713,680,703.45,710,711.4,113090,78922263.15,30-APR-2007,
AEGISCHEM,EQ,128.05,133.95,128,131.45,131.75,133.1,5858,765519.7,30-APR-2007,
AFL,BE,64.1,66.3,63.55,65.15,64.55,64.95,8527,550261.95,30-APR-2007,
AFTEK,EQ,70.65,74.4,70.15,73.2,73.5,70.2,2665877,193655842.35,30-APR-2007,
AGRODUTCH,EQ,27.1,29,27.1,28.3,28.25,28.05,34465,981629.55,30-APR-2007,
AHMEDFORGE,EQ,254.8,254.8,237.05,244.15,244,244.95,15399,3775002.85,30-APR-2007,
AIAENG,EQ,1324.3,1324.3,1270,1286.75,1294.95,1299.1,1025,1314463.8,30-APR-2007,
AICHAMP,EQ,104.8,104.8,104.8,104.8,104.8,110.3,1131,118528.8,30-APR-2007,
AIRDECCAN,EQ,104,107.75,103.7,104,103.75,109.15,231889,24320566.3,30-APR-2007,
AJANTPHARM,EQ,79.8,82,77,79.05,79,74.4,36159,2875114.5,30-APR-2007,
AKRUTI,EQ,370.9,375.95,368,371.75,373,372.45,109459,40709196.85,30-APR-2007,
AKSHOPTFBR,EQ,47.05,53,47.05,51,50.05,49.4,190016,9521536,30-APR-2007,
ALBK,EQ,78,79.45,76.6,79.05,79,79.4,217079,16954293.8,30-APR-2007,
ALCHEMIST,EQ,9.1,9.1,8.6,8.65,8.7,8.8,156523,1373871.4,30-APR-2007,
ALEMBICLTD,EQ,56.25,57.45,56.15,56.4,56.4,56.4,22613,1278651.9,30-APR-2007,
ALFALAVAL,EQ,980,985,980,984.9,985,982.25,5435,5349116.75,30-APR-2007,
ALLCARGO,EQ,1031.1,1050,1030,1048.4,1050,1055.55,2348,2457571.7,30-APR-2007,
ALLSEC,EQ,285,294,285,288.95,290.95,290.1,2362,685787.9,30-APR-2007,
ALOKTEXT,EQ,60.5,64.9,60.4,64.05,64.15,60,1951987,125217448.55,30-APR-2007,
ALPSINDUS,EQ,54.5,55.95,54.25,54.95,54.9,54.4,77336,4256191.75,30-APR-2007,
AMAR,EQ,34.8,36,34.4,35.1,35.25,34.8,90048,3181075.8,30-APR-2007,
AMARAJABAT,EQ,378,378,364,369.95,369.15,380.45,4140,1526832.7,30-APR-2007,
AMBICAAGAR,EQ,11.95,13.4,11.95,12.3,12.1,11.6,161841,2035935.2,30-APR-2007,
AMDMET,EQ,63.1,66.9,63.1,65.35,66,63.8,36746,2370297.55,30-APR-2007,
AML,EQ,63.5,65,63.05,63.6,63.55,63.8,23157,1484574.05,30-APR-2007,
AMTEKAUTO,EQ,380,393,376.5,386.85,382,382.45,103780,39990988,30-APR-2007,
AMTEKINDIA,EQ,168,174.9,166,170.65,169,167.75,239193,40965059,30-APR-2007,
ANANTRAJ,EQ,1200.05,1230,1180,1185.85,1182,1240.4,1367,1621344.65,30-APR-2007,
ANDHRABANK,EQ,82.5,83,80.2,81.55,81.75,82.45,455507,37095195.25,30-APR-2007,
ANDHRSUGAR,EQ,95,97,94,95.6,95.3,92.6,74647,7150535.6,30-APR-2007,
ANGAUTO,EQ,257,280,257,280,280,270.05,772,208384.15,30-APR-2007,
ANSALHSG,EQ,289,292.1,276.15,287.15,292.1,289.45,12149,3462413.65,30-APR-2007,
ANSALINFRA,EQ,307.65,307.65,285.35,287.65,286.15,300.25,150294,43799036.25,30-APR-2007,
ANTGRAPHIC,EQ,0.45,0.45,0.4,0.4,0.4,0.4,38271,16896.95,30-APR-2007,
