SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
20THCENFIN,EQ,15,15,15,15,15,14.85,200,3000,27-OCT-1998,
AARTIDRUGS,EQ,12.85,13.5,12.85,13.5,13.5,13.7,700,9375,27-OCT-1998,
AARTIIND,EQ,29.1,29.1,29.1,29.1,29.1,30.25,200,5820,27-OCT-1998,
ABANLLOYD,EQ,31.5,31.5,29.8,30.2,30.1,31.3,2900,88255,27-OCT-1998,
ABB,BE,520,520,520,520,520,520,1,520,27-OCT-1998,
ABB,EQ,510,513,502,505.45,505.5,512.9,2100,1065407.5,27-OCT-1998,
ABBOTTLAB,EQ,480,480,461,461,461,500,300,140700,27-OCT-1998,
ABGHEAVY,EQ,23.25,23.25,22.25,22.25,22.25,23.2,300,6875,27-OCT-1998,
ABSIND,EQ,30.55,30.55,30.5,30.5,30.5,31.15,250,7630,27-OCT-1998,
ACC,EQ,899.9,930,887,903.2,914,889.1,258045,232919570.25,27-OCT-1998,
ACELAB,EQ,14,14.1,13.65,13.95,14,13.8,3400,47430,27-OCT-1998,
ADANIEXPO,EQ,275,284,275,279.5,284,279,200,55900,27-OCT-1998,
ADVANIORLI,EQ,18.85,19.4,18.7,18.85,18.9,20,2300,43600,27-OCT-1998,
AGRODUTCH,EQ,8,8.1,8,8.1,8.1,8.25,600,4810,27-OCT-1998,
AHMEDELEC,EQ,50.5,52,50.5,52,52,49.9,700,36235,27-OCT-1998,
AHMEDFORGE,EQ,11,11,10.5,10.55,10.5,11.95,800,8525,27-OCT-1998,
AIMCOPEST,EQ,8.5,9.7,8.5,8.8,9.7,10.15,1300,11420,27-OCT-1998,
AKARLAMIN,EQ,2.5,2.5,2.5,2.5,2.5,2.6,300,750,27-OCT-1998,
AKGACOUST,EQ,4.4,4.4,4.4,4.4,4.4,4,100,440,27-OCT-1998,
ALBRMORARJ,EQ,197,199,197,199,199,198.05,200,39600,27-OCT-1998,
ALFALAVAL,EQ,133.05,135,130,131.75,134.5,131.7,750,99715,27-OCT-1998,
ALKYLAMINE,EQ,21.8,21.9,21.8,21.9,21.9,21.7,600,13130,27-OCT-1998,
ALMBICHEM,EQ,958,958,865,940,940,940,30,27915,27-OCT-1998,
ALOKTEXT,EQ,12.2,12.2,12.1,12.1,12.1,12.25,300,3640,27-OCT-1998,
ALPHADRUG,EQ,9.15,10,9.15,9.7,9.75,10.15,2600,25070,27-OCT-1998,
ALPICFIN,EQ,22,23,22,22.75,22.75,22.15,2200,49910,27-OCT-1998,
ALPINEIND,EQ,4,4,4,4,4,3.55,100,400,27-OCT-1998,
ALTOS,EQ,8.3,8.6,8.1,8.5,8.6,8.05,7500,62265,27-OCT-1998,
AMARAJABAT,EQ,208.9,214,204.9,207.85,205,205.45,192800,40210460,27-OCT-1998,
AMBASARABH,EQ,7.5,7.5,7.1,7.15,7.15,7,1650,12167.5,27-OCT-1998,
AMERICADRY,EQ,6,6.95,6,6.85,6.95,5.55,2400,15885,27-OCT-1998,
AMTEKAUTO,EQ,16.05,16.25,16.05,16.25,16.25,16.05,200,3230,27-OCT-1998,
AMTREXAPPL,EQ,28,28,27.05,27.35,27.5,28.5,7600,209310,27-OCT-1998,
ANAGRAMFIN,EQ,7.9,7.9,7.9,7.9,7.9,8,100,790,27-OCT-1998,
ANAMALFIN,EQ,6.25,6.25,6,6,6,6.25,600,3625,27-OCT-1998,
ANDHRAPET,EQ,3.3,3.4,3,3.1,3.1,3.2,2000,6360,27-OCT-1998,
ANDHRSUGAR,EQ,29,30,29,29.85,29.5,29.75,3000,88860,27-OCT-1998,
ANDRAVALLY,EQ,71,73,66.6,68,66.6,70.9,8800,605520,27-OCT-1998,
ANSALHOUS,EQ,7.75,7.75,7.75,7.75,7.75,8.2,100,775,27-OCT-1998,
ANSALPROP,EQ,11.25,11.25,10.75,10.75,10.75,12,600,6700,27-OCT-1998,
ANTFRIBEAR,EQ,22,22,22,22,22,22.95,50,1100,27-OCT-1998,
ANTGRAPHIC,EQ,3.1,3.1,3.1,3.1,3.1,3,2000,6200,27-OCT-1998,
APCOTEXLAT,EQ,32.95,32.95,30.7,30.7,30.7,32,300,9652.5,27-OCT-1998,
APOLLOHOSP,EQ,25,25.95,24.5,25,25,25.95,3350,85232.5,27-OCT-1998,
APOLLOTYRE,EQ,67.8,67.8,65,66.85,67.8,62.75,89300,5925420,27-OCT-1998,
APOWERTOOL,EQ,1,1,1,1,1,1.3,300,300,27-OCT-1998,
APPAPER,EQ,694.2,694.2,641,641,641,651.25,40,25906,27-OCT-1998,
APPLECREDT,EQ,15.95,15.95,12.1,12.1,12.1,14.5,200,2805,27-OCT-1998,
APPLEIND,EQ,10,10.15,10,10.1,10.1,10.1,8200,82560,27-OCT-1998,
APRAYON,EQ,14.05,16,14.05,16,16,15,400,6205,27-OCT-1998,
APTECH,BE,475,475,470,470,470,510,26,12320,27-OCT-1998,
APTECH,EQ,448,453,442.3,448.7,449,450.35,13400,6006380,27-OCT-1998,
ARCHIES,EQ,334,334,325.05,329.45,327.5,334,5300,1747905,27-OCT-1998,
ARIHANTIND,EQ,1.2,1.2,0.95,0.95,0.95,1.15,2200,2590,27-OCT-1998,
ARUNASUGAR,EQ,6.7,7.8,6.7,7.8,7.8,7.1,2500,17232.5,27-OCT-1998,
ARVINDMILL,EQ,35.45,35.45,33.8,34.4,35,32.8,134700,4678970,27-OCT-1998,
ARVINDPOLY,EQ,7.1,7.95,7,7.1,7.1,7.95,5400,39185,27-OCT-1998,
ARYAFINFAB,EQ,2.1,2.3,2.1,2.25,2.25,1.75,3800,8530,27-OCT-1998,
ASHAPURMIN,EQ,74,74,71,71.1,71,75.05,500,35850,27-OCT-1998,
ASHIMASYN,EQ,36.25,36.5,36,36,36,36.9,1600,58025,27-OCT-1998,
ASHKLEYFIN,EQ,27.3,27.4,27,27,27,27.8,1300,35405,27-OCT-1998,
ASHOKLEY,EQ,25.75,26,24.75,25.15,24.9,25.5,80200,2032840,27-OCT-1998,
ASIANCOFFE,EQ,19.25,19.25,18.25,18.35,18.35,18.95,1500,27935,27-OCT-1998,
ASIANELEC,EQ,80.05,88.5,80,88.5,88.5,83,1250,106432.5,27-OCT-1998,
ASIANHOTEL,EQ,143.45,143.7,140.15,142.8,142.75,145.8,2950,420770,27-OCT-1998,
ASIANPAINT,EQ,293.1,298,292.45,297.45,295.55,293.65,3200,945355,27-OCT-1998,
ASOCALCHOL,EQ,4,4,4,4,4,4.6,200,800,27-OCT-1998,
ASSAMCO,EQ,28.1,28.15,28.1,28.1,28.1,30.5,650,18275,27-OCT-1998,
ASSAMFRONT,EQ,114,114,105,107.9,107.9,107.5,700,75015,27-OCT-1998,
ASTRAIDL,EQ,180,190,180,186.9,190,179.6,3800,713245,27-OCT-1998,
ATCOIND,EQ,19.5,20.05,19.5,19.5,19.5,19.25,600,11905,27-OCT-1998,
ATLASCOPCO,EQ,145,145.9,144,145.5,145.9,144.25,650,94140,27-OCT-1998,
ATLASCYCLE,EQ,51,51,48.2,50,50,48.8,450,22285,27-OCT-1998,
ATULPROD,EQ,17.5,17.5,15.6,16.4,16.4,17.8,5200,83835,27-OCT-1998,
ATVPETRO,EQ,1.85,1.85,1.7,1.85,1.85,1.85,2000,3590,27-OCT-1998,
AURANPAPER,EQ,1.5,1.5,1.5,1.5,1.5,2.05,500,750,27-OCT-1998,
AUROPHARMA,EQ,240.5,243,236,239.95,240.8,237.85,90500,21670825,27-OCT-1998,
AUTOAXLES,EQ,19.45,19.75,19.45,19.45,19.45,20.15,550,10792.5,27-OCT-1998,
AUTOLEC,EQ,39.5,39.55,39.5,39.5,39.5,39.9,400,15805,27-OCT-1998,
AUTOLITIND,EQ,19.7,19.7,18.1,18.2,18.15,18.3,4200,77415,27-OCT-1998,
AUTOPALIND,EQ,2.15,2.15,2,2.05,2,2.5,2000,4100,27-OCT-1998,
AUTORIDFIN,EQ,5,5.2,5,5.2,5.2,5.35,1900,9580,27-OCT-1998,
AVERY,EQ,51,51,48.1,49.05,48.75,49.3,450,22217.5,27-OCT-1998,
BAGWATIGAS,EQ,4.55,5,4.55,5,5,7,200,955,27-OCT-1998,
BAJAJAUTO,AE,570,570,565,568.75,565,580,42700,24230087.5,27-OCT-1998,
BAJAJAUTO,BE,590,590,590,590,590,580,1,590,27-OCT-1998,
BAJAJAUTO,EQ,578,578,562,565.1,564,576.75,130300,73932080,27-OCT-1998,
BAJAJHIND,EQ,106,106,95.7,100,100,104,1650,163490,27-OCT-1998,
BAJAJTEMPO,EQ,123,126.5,123,124.85,125,132.4,300,37275,27-OCT-1998,
BAJAUTOFIN,EQ,24.5,24.55,24.05,24.25,24.05,24.5,700,17030,27-OCT-1998,
BALAJHOTEL,EQ,50.7,53,49,50.9,52,49.85,5400,277665,27-OCT-1998,
BALAJIDIST,EQ,109,111,108,108.75,109.5,110,600,65550,27-OCT-1998,
BALAJIFOOD,EQ,2.75,2.75,2.75,2.75,2.75,2.95,900,2475,27-OCT-1998,
BALAJIIND,EQ,100.85,103,95.4,95.4,95.4,103,3200,312015,27-OCT-1998,
BALKRISIND,EQ,30,30,30,30,30,32.4,50,1500,27-OCT-1998,
BALRAMCHIN,EQ,108.5,108.5,100,101.8,101.2,107.65,64000,6573447.5,27-OCT-1998,
BANARBEADS,EQ,8.5,8.5,8.5,8.5,8.5,9.5,100,850,27-OCT-1998,
BANARISUG,EQ,43,43,41.05,41.05,41.05,43.2,250,10652.5,27-OCT-1998,
BANKBARODA,EQ,57.95,58.15,55.15,55.9,56.95,57.35,213600,12008550,27-OCT-1998,
BANKINDIA,EQ,25.5,25.5,23.7,24,24,24.55,170500,4124360,27-OCT-1998,
BANKMADURA,EQ,77,77,73.75,76.3,76,77,2700,204422.5,27-OCT-1998,
BANKPUNJAB,EQ,12.25,12.85,12.25,12.55,12.75,12.8,19700,249000,27-OCT-1998,
BANKRAJAS,EQ,56,56,52,52.85,52.65,54.35,33100,1755727.5,27-OCT-1998,
BARATBIJLE,EQ,250,250,241.1,241.1,241.1,248,20,4930.5,27-OCT-1998,
BARODARAYN,EQ,7.5,8.1,7.5,8.1,8.1,7.5,500,3990,27-OCT-1998,
BASF,EQ,157.75,157.8,150,152.25,151.7,157,4000,608510,27-OCT-1998,
BATAINDIA,BE,245,245,245,245,245,260,5,1225,27-OCT-1998,
BATAINDIA,EQ,258.5,262,239.2,239.2,239.2,260,324400,79956830,27-OCT-1998,
BAUSCHLOMB,EQ,143.4,143.4,138.9,140.85,142.2,144.65,81600,11478220,27-OCT-1998,
BAYER,EQ,1400,1430,1400,1421,1430,1396.5,130,183970,27-OCT-1998,
BBTC,EQ,47,47,46,46,46,46,250,11600,27-OCT-1998,
BEL,EQ,26,26.85,26,26.5,26.5,27,3300,87030,27-OCT-1998,
BELCONTROL,EQ,8,8.85,8,8.5,8.85,8,700,5855,27-OCT-1998,
BELLARYSTL,EQ,7.5,7.5,7.15,7.4,7.4,6.8,7900,57805,27-OCT-1998,
BEML,EQ,29,29,27.25,27.3,27.25,28,4000,110485,27-OCT-1998,
BENTOLCHEM,EQ,2.5,2.5,2,2,2,2,200,450,27-OCT-1998,
BERGEPAINT,EQ,56.45,56.95,54.6,56.1,56.2,55.15,22500,1248980,27-OCT-1998,
BESTAVISON,EQ,3.1,3.1,3.1,3.1,3.1,3.75,100,310,27-OCT-1998,
BESTCROMP,EQ,7.75,7.95,7.35,7.45,7.4,7.75,1600,12085,27-OCT-1998,
BETANAPTOL,EQ,1.5,2,1.5,2,2,2.1,1100,2150,27-OCT-1998,
BFLSOFTWAR,EQ,541,548,525.1,534.8,541,545.9,160600,85799690,27-OCT-1998,
BGFL,EQ,14.6,14.6,14.6,14.6,14.6,14.75,900,13140,27-OCT-1998,
BHARATFORG,EQ,51.1,53,50,50.5,51,50.5,1050,53740,27-OCT-1998,
