SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
20THCENFIN,EQ,70,73,70,73,73,72,2150,156500,18-AUG-1995,
ABANLLOYD,EQ,154.95,154.95,154,154,154,155.25,200,30895,18-AUG-1995,
ABB,EQ,612,615,612,612.05,612.05,612.05,250,153165,18-AUG-1995,
ABSIND,EQ,108,108,108,108,108,106,100,10800,18-AUG-1995,
ACC,EQ,3263,3350,3256,3317.85,3332,3242.7,11230,37062208.75,18-AUG-1995,
ADANIEXPO,EQ,685,685,684,684,684,692,200,136900,18-AUG-1995,
ADITYASPIN,EQ,8.5,8.5,8.5,8.5,8.5,8.5,500,4250,18-AUG-1995,
ADVANIORLI,EQ,140,140,139,139,139,142.5,600,83900,18-AUG-1995,
AEGISCHEM,EQ,46.05,46.05,46.05,46.05,46.05,46.5,200,9210,18-AUG-1995,
AHMEDELEC,EQ,64,65.5,63.8,65.25,65.35,64.95,31750,2065657.5,18-AUG-1995,
AKARLAMIN,EQ,18.15,19,18.15,18.15,18.15,18.15,1100,20050,18-AUG-1995,
ALFALAVAL,EQ,268,268,268,268,268,270,100,26800,18-AUG-1995,
ALPHADRUG,EQ,12.25,12.25,12.25,12.25,12.25,12,1000,12250,18-AUG-1995,
ALPICFIN,EQ,158,160.9,158,159.5,159.5,157,400,63795,18-AUG-1995,
ALPINEIND,EQ,41.05,41.05,40.75,40.95,40.75,41.5,6200,254215,18-AUG-1995,
ALTOS,EQ,70,70.5,69,70.5,70.5,70,500,34850,18-AUG-1995,
AMARAJABAT,EQ,75,77,75,77,77,75.5,300,22800,18-AUG-1995,
AMBASARABH,EQ,15.75,16,15.25,15.95,15.95,15.5,2300,36327.5,18-AUG-1995,
AMERICADRY,EQ,38,38.5,38,38,38,38.55,600,22850,18-AUG-1995,
AMRUTIND,EQ,49.9,51,49.9,51,51,50.25,700,35205,18-AUG-1995,
ANAGRAMFIN,EQ,140,143,140,143,143,141,100,14150,18-AUG-1995,
ANDHRACEM,EQ,10.05,11.5,10.05,11.5,11.5,11.3,4200,44230,18-AUG-1995,
ANDHRAPET,EQ,19.2,20,19.2,19.75,19.75,18.75,10700,208035,18-AUG-1995,
ANDRAVALLY,EQ,83.5,85.5,82.5,83.5,83.5,84.5,350,29177.5,18-AUG-1995,
ANSALHOUS,EQ,22.25,23,22.25,23,23,23,400,9075,18-AUG-1995,
APOLLOHOSP,EQ,35,35,35,35,35,36.5,300,10500,18-AUG-1995,
APOLLOTYRE,EQ,127,127,127,127,127,130,450,57150,18-AUG-1995,
APPLEIND,EQ,51.7,52,51.45,52,52,51.7,2800,144635,18-AUG-1995,
APRAYON,EQ,84,84,78,78,78,77,200,16200,18-AUG-1995,
ARVINDMILL,EQ,134.95,135,132,133.5,133.5,133.7,4200,560197.5,18-AUG-1995,
ARVINDPOLY,EQ,22,23.25,22,22.75,22,23.5,5800,131790,18-AUG-1995,
ARYAFINFAB,EQ,18.25,21.5,18.25,21,21,20.5,1000,19200,18-AUG-1995,
ASHKLEYFIN,EQ,86.85,86.85,86.8,86.8,86.8,86,300,26045,18-AUG-1995,
ASHOKLEY,EQ,136,136,134,136,136,137.05,300,40600,18-AUG-1995,
ASIANCABLE,EQ,31,31,31,31,31,29.75,50,1550,18-AUG-1995,
ASIANCONSO,EQ,17.25,17.25,17.25,17.25,17.25,17.25,500,8625,18-AUG-1995,
ASIANHOTEL,EQ,206,206,205.5,205.8,205.5,207,10350,2128425,18-AUG-1995,
ASIANPAINT,EQ,660,664.5,660,664,664,661,200,132625,18-AUG-1995,
ATASHIND,EQ,15.05,15.05,15.05,15.05,15.05,15,100,1505,18-AUG-1995,
ATCOIND,EQ,220,224,220,223.5,224,225,700,155100,18-AUG-1995,
ATULPROD,EQ,77,77,69.3,69.3,69.3,73,150,10780,18-AUG-1995,
ATVPETRO,EQ,23,23,23,23,23,23,200,4600,18-AUG-1995,
ATVPROJ,EQ,33,33.25,33,33.25,33.25,33.05,200,6625,18-AUG-1995,
AUTOLITIND,EQ,224,229,224,229,229,225,300,68100,18-AUG-1995,
AUTORIDFIN,EQ,138.95,138.95,138,138,138,139.4,500,69335,18-AUG-1995,
BAJAJAUTO,EQ,755,762,755,758,758,758.1,2100,1593852.5,18-AUG-1995,
BAJAJTEMPO,EQ,351,351,351,351,351,351,50,17550,18-AUG-1995,
BAJAUTOFIN,EQ,124.15,124.15,121,121,121,121,1100,135140,18-AUG-1995,
BALAJIDIST,EQ,238,238,236.05,236.05,236.05,238,200,47405,18-AUG-1995,
BALAJIFOOD,EQ,16.5,16.6,16.5,16.6,16.6,16.4,300,4970,18-AUG-1995,
BALURTRANS,EQ,13,13.95,13,13.45,13.95,13.05,10000,132855,18-AUG-1995,
BANARBEADS,EQ,90,90,90,90,90,90,100,9000,18-AUG-1995,
BANKPUNJAB,EQ,20.25,20.5,20.25,20.5,20.5,20.35,3800,77810,18-AUG-1995,
BANKRAJAS,EQ,353,358.75,351.5,357.45,358,354.6,75250,26763765,18-AUG-1995,
BARATBIJLE,EQ,2325,2325,2325,2325,2325,2370,10,23250,18-AUG-1995,
BARODARAYN,EQ,479.95,479.95,475,477.5,477.5,474.7,45,21482,18-AUG-1995,
BATAINDIA,EQ,80.5,80.5,80.5,80.5,80.5,80.4,50,4025,18-AUG-1995,
BAUSCHLOMB,EQ,45,45,45,45,45,44,100,4500,18-AUG-1995,
BBTC,EQ,4100.25,4200,4100,4200,4200,4005,40,166501.25,18-AUG-1995,
BELLARYSTL,EQ,23.15,23.15,23.15,23.15,23.15,24.75,100,2315,18-AUG-1995,
BEML,EQ,76,76,75,75.1,75.1,79.95,300,22610,18-AUG-1995,
BETANAPTOL,EQ,58.75,58.75,55,55,55,56,300,16875,18-AUG-1995,
BHANSALENG,EQ,23,23.75,23,23.25,23.25,22.5,1200,28190,18-AUG-1995,
BHARATFORG,EQ,103,104,103,104,104,102,200,20700,18-AUG-1995,
BHARATPIPE,EQ,15.5,15.5,15.5,15.5,15.5,15.45,200,3100,18-AUG-1995,
BHARTITELE,EQ,71,73,71,73,73,70,1000,72500,18-AUG-1995,
