SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 13-Feb-2025"," 110.46"," 110.35"," 110.35"," 110.29"," 110.29"," 110.29"," 110.32"," 2"," 0.00"," 2"," 1"," 50.00"
20MICRONS," EQ"," 13-Feb-2025"," 171.14"," 171.45"," 178.78"," 170.01"," 173.00"," 173.53"," 174.59"," 112430"," 196.29"," 4329"," 58822"," 52.32"
21STCENMGM," BE"," 13-Feb-2025"," 76.07"," 74.54"," 74.54"," 74.54"," 74.54"," 74.54"," 74.54"," 1019"," 0.76"," 42"," -"," -"
360ONE," EQ"," 13-Feb-2025"," 954.50"," 960.00"," 998.00"," 945.10"," 950.00"," 953.10"," 967.70"," 437231"," 4231.09"," 36765"," 165302"," 37.81"
3IINFOLTD," EQ"," 13-Feb-2025"," 27.07"," 27.05"," 27.70"," 26.81"," 26.92"," 26.96"," 27.27"," 359843"," 98.13"," 2299"," 168973"," 46.96"
3MINDIA," EQ"," 13-Feb-2025"," 27664.80"," 27500.00"," 27644.50"," 26990.10"," 27299.00"," 27196.50"," 27180.17"," 12432"," 3379.04"," 7133"," 6532"," 52.54"
3PLAND," BE"," 13-Feb-2025"," 45.19"," 45.19"," 47.44"," 45.19"," 47.40"," 46.76"," 47.09"," 5318"," 2.50"," 93"," -"," -"
515GS2025," GS"," 13-Feb-2025"," 99.51"," 99.51"," 99.51"," 99.51"," 99.51"," 99.51"," 99.51"," 542"," 0.54"," 1"," 542"," 100.00"
563GS2026," GS"," 13-Feb-2025"," 99.89"," 100.83"," 100.83"," 100.83"," 100.83"," 100.83"," 100.83"," 41"," 0.04"," 6"," 41"," 100.00"
574GS2026," GS"," 13-Feb-2025"," 100.00"," 100.00"," 100.00"," 98.62"," 98.62"," 98.62"," 99.31"," 20"," 0.02"," 2"," 20"," 100.00"
5PAISA," EQ"," 13-Feb-2025"," 375.80"," 377.70"," 384.35"," 371.30"," 376.15"," 377.55"," 378.38"," 14746"," 55.80"," 1556"," 7238"," 49.08"
63MOONS," EQ"," 13-Feb-2025"," 711.10"," 686.00"," 714.30"," 675.55"," 676.40"," 677.55"," 692.51"," 164210"," 1137.18"," 6299"," 64512"," 39.29"
654GS2032," GS"," 13-Feb-2025"," 99.79"," 99.45"," 99.45"," 99.36"," 99.36"," 99.36"," 99.44"," 5700"," 5.67"," 5"," 5200"," 91.23"
664GS2027," GS"," 13-Feb-2025"," 100.18"," 100.22"," 100.22"," 100.22"," 100.22"," 100.22"," 100.22"," 100"," 0.10"," 1"," 100"," 100.00"
68GS2060," GS"," 13-Feb-2025"," 99.81"," 97.05"," 97.05"," 97.05"," 97.05"," 97.05"," 97.05"," 200"," 0.19"," 1"," 200"," 100.00"
695GS2061," GS"," 13-Feb-2025"," 99.53"," 100.50"," 100.50"," 100.50"," 100.50"," 100.50"," 100.50"," 1"," 0.00"," 1"," 1"," 100.00"
699GS2051," GS"," 13-Feb-2025"," 100.75"," 100.90"," 100.90"," 99.40"," 99.40"," 99.40"," 100.87"," 30004"," 30.26"," 4"," 30000"," 99.99"
702GS2027," GS"," 13-Feb-2025"," 101.41"," 101.31"," 101.31"," 96.84"," 100.90"," 100.90"," 99.82"," 31048"," 30.99"," 10"," 30348"," 97.75"
704GS2029," GS"," 13-Feb-2025"," 102.70"," 103.00"," 103.00"," 102.70"," 103.00"," 103.00"," 102.99"," 6751"," 6.95"," 3"," 6751"," 100.00"
706GS2028," GS"," 13-Feb-2025"," 103.26"," 102.40"," 103.25"," 102.40"," 103.25"," 103.25"," 102.48"," 30000"," 30.74"," 3"," 30000"," 100.00"
709GS2054," GS"," 13-Feb-2025"," 101.50"," 101.35"," 101.35"," 101.20"," 101.20"," 101.22"," 101.25"," 5261"," 5.33"," 10"," 5261"," 100.00"
710GS2029," GS"," 13-Feb-2025"," 103.50"," 104.20"," 104.20"," 103.90"," 103.94"," 103.92"," 103.99"," 503"," 0.52"," 5"," 501"," 99.60"
716GS2050," GS"," 13-Feb-2025"," 103.40"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 30000"," 31.05"," 3"," 30000"," 100.00"
718GS2037," GS"," 13-Feb-2025"," 103.21"," 103.21"," 103.75"," 103.00"," 103.60"," 103.60"," 103.25"," 14910"," 15.40"," 9"," 13940"," 93.49"
71GS2034," GS"," 13-Feb-2025"," 103.85"," 103.75"," 103.75"," 103.75"," 103.75"," 103.75"," 103.75"," 10000"," 10.38"," 1"," 10000"," 100.00"
725GS2063," GS"," 13-Feb-2025"," 103.21"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 103.50"," 600"," 0.62"," 5"," 600"," 100.00"
726GS2032," GS"," 13-Feb-2025"," 106.05"," 106.44"," 106.50"," 106.00"," 106.50"," 106.27"," 106.29"," 38295"," 40.70"," 10"," 24150"," 63.06"
726GS2033," GS"," 13-Feb-2025"," 103.40"," 103.41"," 103.41"," 103.41"," 103.41"," 103.41"," 103.41"," 4880"," 5.05"," 1"," 4880"," 100.00"
733GS2026," GS"," 13-Feb-2025"," 102.90"," 102.90"," 102.99"," 102.90"," 102.99"," 102.98"," 102.98"," 6690"," 6.89"," 5"," 6590"," 98.51"
734GS2064," GS"," 13-Feb-2025"," 106.00"," 106.00"," 106.42"," 105.05"," 105.05"," 105.05"," 105.49"," 3652"," 3.85"," 17"," 3652"," 100.00"
736GS2052," GS"," 13-Feb-2025"," 106.91"," 107.50"," 107.50"," 107.30"," 107.30"," 107.30"," 107.48"," 22"," 0.02"," 2"," 22"," 100.00"
737GS2028," GS"," 13-Feb-2025"," 103.98"," 103.60"," 103.67"," 103.60"," 103.67"," 103.67"," 103.60"," 10300"," 10.67"," 6"," 10300"," 100.00"
738GS2027," GS"," 13-Feb-2025"," 102.89"," 102.89"," 102.89"," 102.70"," 102.77"," 102.74"," 102.82"," 290235"," 298.43"," 42"," 178758"," 61.59"
73GS2053," GS"," 13-Feb-2025"," 104.10"," 104.00"," 104.10"," 104.00"," 104.00"," 104.00"," 104.00"," 6290"," 6.54"," 6"," 6290"," 100.00"
740IIFCL33," N1"," 13-Feb-2025"," 1318.00"," 1100.00"," 1100.00"," 1100.00"," 1100.00"," 1100.00"," 1100.00"," 450"," 4.95"," 3"," 450"," 100.00"
