SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
182D020524,TB,97.01,97.01,97.01,97.01,97.01,97,100,9701,23-NOV-2023,1,IN002023Y326,,,
182D040424,TB,97.39,97.39,97.39,97.39,97.39,97.39,400,38956,23-NOV-2023,2,IN002023Y284,,,
182D160524,TB,96.64,96.64,96.64,96.64,96.64,96.74,100,9664,23-NOV-2023,1,IN002023Y342,,,
182D180424,TB,97.2,97.2,97.14,97.14,97.14,97.22,1100,106860,23-NOV-2023,3,IN002023Y300,,,
182D211223,TB,98.3,99.48,98.3,99.48,99.48,99.3,1900,187242,23-NOV-2023,3,IN002023Y128,,,
182D290224,TB,98.01,98.17,97.91,98.01,98.01,97.8,2100,205742,23-NOV-2023,5,IN002023Y235,,,
182D290324,TB,97.62,97.62,97.62,97.62,97.62,97.25,27500,2684550,23-NOV-2023,1,IN002023Y276,,,
20MICRONS,BE,174,178.85,170.05,178.7,178.75,170.35,126035,22263053.1,23-NOV-2023,712,INE144J01027,,-,-
21STCENMGM,EQ,22.1,22.1,21.75,22.1,22.1,21.7,33346,735224.2,23-NOV-2023,117,INE253B01015,,26148,78.41
360ONE,EQ,541.95,547.35,534.3,540.3,540,540,232403,125554282.25,23-NOV-2023,16817,INE466L01038,,138581,59.63
364D010224,TB,98.46,98.46,98.46,98.46,98.46,97.35,100,9846,23-NOV-2023,1,IN002022Z440,,,
364D031024,TB,94.15,94.15,94.15,94.15,94.15,94.1,300,28245,23-NOV-2023,2,IN002023Z299,,,
364D071124,TB,93.65,93.65,93.65,93.65,93.65,93.54,900,84285,23-NOV-2023,1,IN002023Z349,,,
364D110424,TB,97.25,97.25,97.25,97.25,97.25,97.37,100,9725,23-NOV-2023,1,IN002023Z034,,,
364D141124,TB,93.42,93.42,93.4,93.4,93.4,93.3,1000,93410,23-NOV-2023,2,IN002023Z356,,,
364D150224,TB,98.2,98.2,98.2,98.2,98.2,98,3000,294600,23-NOV-2023,1,IN002022Z465,,,
364D281223,TB,99.21,99.21,99.21,99.21,99.21,98.75,500,49605,23-NOV-2023,1,IN002022Z390,,,
