SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
3MINDIA,EQ,500,535,500,522,522,520.9,2234,1176609.3,23-NOV-2004,
AARTIDRUGS,EQ,153.9,157,149,149.95,150.5,149.8,184438,28244751.9,23-NOV-2004,
AARTIIND,EQ,246.5,250,241.6,243.65,243.5,242.25,108516,26816917.35,23-NOV-2004,
ABANLLOYD,EQ,1165,1172.95,1159,1170.9,1171,1149.95,25808,30143913.7,23-NOV-2004,
ABB,EQ,900,960,900,925.45,932,894,52065,47884637.45,23-NOV-2004,
ABSHEKINDS,EQ,33.6,33.6,32.5,32.75,32.85,32.35,1001681,33004683.75,23-NOV-2004,
ABSIND,EQ,108.5,110.5,106.2,106.9,107,108.8,25274,2755479.85,23-NOV-2004,
ACC,EQ,276.8,285.9,276.8,283.95,285.3,276.85,2369117,669642700.35,23-NOV-2004,
ADANIEXPO,EQ,61.95,62.25,60.5,60.7,60.5,60.9,462346,28147767.75,23-NOV-2004,
ADLABSFILM,EQ,109,112.15,107,107.95,108.5,107.85,97165,10656573.85,23-NOV-2004,
ADORWELD,EQ,84,88.35,83.75,85.4,86.1,82.9,182379,15719363.55,23-NOV-2004,
AEGISCHEM,EQ,48.5,51.5,46.6,46.95,46.8,47,57543,2837399.8,23-NOV-2004,
AFTEKINFO,EQ,135,137.3,133.05,134.2,133.4,133.65,791381,106654421.85,23-NOV-2004,
AGEEGOLD,EQ,23.8,24.15,23.6,24,23.65,23.05,73388,1760988.5,23-NOV-2004,
AGRODUTCH,BE,37.25,37.25,34.75,35,35,35.95,43372,1538470.5,23-NOV-2004,
AHMEDELEC,EQ,115.6,118.8,113.55,114.05,114.15,115.25,38481,4461129.3,23-NOV-2004,
AHMEDFORGE,EQ,161.5,168.5,152.45,168.15,168.5,160.45,270202,43764101.6,23-NOV-2004,
AJANTPHARM,EQ,63.6,64.9,63.1,64.3,64.7,62.55,88690,5696246.8,23-NOV-2004,
AKSHOPTFBR,EQ,24.75,26.75,24.3,25.7,26.2,24.4,324582,8344154.95,23-NOV-2004,
ALBK,EQ,58.5,59.7,57.9,58.35,58.7,57.75,1420162,83519283.85,23-NOV-2004,
ALEMBICLTD,EQ,229.4,233,228,229.1,228.1,226.7,136769,31494160.3,23-NOV-2004,
ALFALAVAL,EQ,660.05,685,656.6,684.35,680,673.55,1849,1251676.65,23-NOV-2004,
ALOKTEXT,EQ,61.65,64.85,61.4,63.7,64,61.05,3893188,247296086.7,23-NOV-2004,
ALPSINDUS,EQ,86.5,87.45,84.5,84.95,85.7,84.7,55505,4770973,23-NOV-2004,
AMARAJABAT,EQ,117.45,120.85,115.1,116.3,115.45,115.85,154029,18172252.35,23-NOV-2004,
AMBICAAGAR,EQ,34.6,34.6,30.5,30.65,30.55,31.05,162152,5097257.6,23-NOV-2004,
AMITSPIN,EQ,7,7.3,6.6,6.65,6.7,6.8,69336,477100.65,23-NOV-2004,
AMTEKAUTO,EQ,177.75,184.5,174.55,183.2,183.5,176.05,652511,118176810.35,23-NOV-2004,
AMTREXAPPL,EQ,48.9,49,45.5,45.8,46.25,46.95,527060,24823066.05,23-NOV-2004,
ANDHRABANK,EQ,63.45,64.2,62.5,63.25,63.25,62.65,1609771,102300171.75,23-NOV-2004,
ANDHRSUGAR,EQ,120,121.85,117.3,118.4,118.65,119.55,138619,16540189.35,23-NOV-2004,
ANTGRAPHIC,EQ,3.5,3.65,3.3,3.45,3.45,3.45,15001,52068.55,23-NOV-2004,
APARINDS,EQ,74,74.9,72,72.3,73,72.8,24896,1835475.3,23-NOV-2004,
APCOTEXLAT,EQ,42,50.55,42,48.9,49.25,42.1,216392,10586963.6,23-NOV-2004,
APIL,EQ,132.5,141.3,132.5,139.7,141,128.9,210201,28958872.55,23-NOV-2004,
APOLLOHOSP,EQ,283.25,284.8,272.65,275.45,275.5,281.95,299949,83683160.65,23-NOV-2004,
APOLLOTYRE,EQ,204.1,217.4,204.1,215.15,215.25,206.65,188211,40401761.75,23-NOV-2004,
APPAPER,EQ,100.5,103.75,99.1,99.5,99.1,99.05,15777,1591603.45,23-NOV-2004,
APTECHT,EQ,41.7,41.95,41.5,41.65,41.9,41.35,160111,6682843.8,23-NOV-2004,
ARCHIES,EQ,88.6,90.75,88.6,89.35,89,88.4,26775,2396414.7,23-NOV-2004,
ARHAMFISCL,EQ,11.15,12.25,11.15,12,11.75,11.1,119271,1418806.75,23-NOV-2004,
ARL,EQ,2.65,2.9,2.65,2.7,2.7,2.6,2685387,7448349.35,23-NOV-2004,
ARSBONDS,N1,104.2,104.75,104.2,104.45,104.5,104.51,563926,58849879.45,23-NOV-2004,
ARVINDMILL,EQ,96.85,100.4,96.5,99.3,99.55,95.9,3552326,352613167.2,23-NOV-2004,
ASAHIINDIA,EQ,138,138.25,133,134.65,135.3,136.9,72848,9862744.35,23-NOV-2004,
ASAL,EQ,108.3,111.9,105.6,106.85,107.3,107.65,68861,7508224.6,23-NOV-2004,
ASHAPURMIN,EQ,158,161.9,158,159.45,159.05,158.3,2701,430577.85,23-NOV-2004,
ASHIMASYN,EQ,22.2,23.2,22.1,22.65,22.6,22.1,1045713,23832085.3,23-NOV-2004,
ASHOKLEY,EQ,19.1,20.3,19.05,20.1,20.25,19,8190322,162619534.45,23-NOV-2004,
ASIANELEC,EQ,87.4,88,83,83.25,83.2,85.1,28991,2456372.1,23-NOV-2004,
ASIANHOTEL,EQ,290,294,282.05,283.6,283.5,290,3286,946693.15,23-NOV-2004,
ASIANPAINT,EQ,293.05,293.05,290,290.2,290.1,292,40442,11756839.1,23-NOV-2004,
ASTRAIDL,EQ,1500,1500,1425,1471.6,1498,1435.15,519,763567.1,23-NOV-2004,
ASTRAMICRO,EQ,430,445.2,430,438.5,436,424,1706,752314.05,23-NOV-2004,
ATCOM,EQ,9.25,9.65,9.25,9.45,9.5,9.3,71710,680461.7,23-NOV-2004,
ATFL,BE,75.05,76,74,75.65,76,75.65,24203,1817558.5,23-NOV-2004,
ATLASCYCLE,BE,106.95,108.9,105,106.15,107.75,104.8,10931,1168058.3,23-NOV-2004,
ATNINT,EQ,4.15,4.35,3.95,4.3,4.35,4.05,517306,2165216.5,23-NOV-2004,
ATULPROD,EQ,59.45,61.45,58.55,60.35,61.05,58.25,103573,6197466.95,23-NOV-2004,
AUROPHARMA,EQ,346.95,351,344,348.1,346,344.05,73855,25679084.3,23-NOV-2004,
AUTOAXLES,EQ,246.5,251.9,243.5,245.55,246,249.1,6146,1518803.75,23-NOV-2004,
AUTORIDFIN,EQ,2.8,2.8,2.55,2.6,2.6,2.65,31851,82782.55,23-NOV-2004,
AVAYAGCL,EQ,315,332,314.3,330.25,331,313.7,31105,10089607.7,23-NOV-2004,
AVENTIS,EQ,1081,1138.4,1081,1095.05,1082.1,1090.85,10417,11537248.25,23-NOV-2004,
AZTEC,EQ,69.75,73.6,69.7,71.1,71,68.75,461710,33198347.2,23-NOV-2004,
BAGFILMS,EQ,10,10.3,9.9,10.05,10.2,9.85,174739,1765256.85,23-NOV-2004,
