SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,18,20.75,18,20.75,20.75,18,100,1937.5,10-SEP-2001,
AARTIIND,BE,31,31,31,31,31,32,100,3100,10-SEP-2001,
ABANLLOYD,BE,43.3,43.3,42.25,42.5,42.5,43,12160,524104.7,10-SEP-2001,
ABANLLOYD,EQ,42.5,42.75,42.25,42.5,42.5,42.8,464,19694.75,10-SEP-2001,
ABB,EQ,225,225,220,222.05,220.75,225.15,5224,1159188.65,10-SEP-2001,
ABBALPO,BE,32,32.5,32,32.45,32.45,31.45,2192,70709,10-SEP-2001,
ABBALPO,EQ,31.9,32.9,31.9,32.7,31.95,31.2,780,25438.5,10-SEP-2001,
ABBOTTLAB,BE,136,139,135.25,138.5,138.5,135,685,93773.25,10-SEP-2001,
ABBOTTLAB,EQ,137,137,136.9,136.9,136.9,135.5,195,26714.5,10-SEP-2001,
ABSIND,BE,29.5,29.5,29.5,29.5,29.5,29.5,216,6372,10-SEP-2001,
ABSIND,EQ,30.45,30.45,30.45,30.45,30.45,29.75,50,1522.5,10-SEP-2001,
ACC,EQ,129.8,132.35,126.9,128.9,127.3,128.3,1742509,227407150.95,10-SEP-2001,
ADANIEXPO,EQ,146.5,148.3,141.1,143.6,144.15,145.9,68259,9860684.9,10-SEP-2001,
ADLABSFILM,BE,60,62,59,60.3,60.05,57.75,82429,5005104.85,10-SEP-2001,
ADLABSFILM,EQ,62.4,62.4,59.85,60.8,60.8,58.8,8182,498862.9,10-SEP-2001,
ADVANIORLI,BE,16.25,16.25,15.05,15.15,15.15,15.45,5200,79570,10-SEP-2001,
ADVANIORLI,EQ,15.05,15.75,15,15.15,15.15,15.85,3247,50089.85,10-SEP-2001,
AEGISCHEM,BE,9,9,9,9,9,8.5,200,1800,10-SEP-2001,
AEGISCHEM,EQ,9,9,9,9,9,9.3,50,450,10-SEP-2001,
AFTEKINFO,EQ,108.9,122.9,105,120.25,118.55,106.3,371954,43287281.95,10-SEP-2001,
AGEEGOLD,EQ,298.25,298.25,298.25,298.25,298.25,290,25,7456.25,10-SEP-2001,
AGREVOIND,EQ,121.9,121.9,119.1,120,119.1,118.6,225,27048,10-SEP-2001,
AGRODUTCH,BE,15,15.2,14.75,15,15,14.1,3200,47790,10-SEP-2001,
AGRODUTCH,EQ,14.5,15,14.5,15,15,14,1850,27075,10-SEP-2001,
AHMEDELEC,EQ,29.95,31.5,29.95,30,30,30.25,400,12123.1,10-SEP-2001,
AJANTPHARM,BE,55,55.2,54.35,55.2,55.2,53.55,1550,84902.5,10-SEP-2001,
AKSHOPTFBR,BE,78.5,81,77.5,79.75,79.55,76.95,240886,19163238.55,10-SEP-2001,
AKSHOPTFBR,EQ,82.6,82.6,77.9,79.9,79.65,76.45,8421,670035.35,10-SEP-2001,
ALBRMORARJ,BE,198.85,198.85,191,191,191,191,101,19298.85,10-SEP-2001,
ALEMBICLTD,BE,75.95,76.7,74,75.3,75.7,72.55,9332,702097.1,10-SEP-2001,
ALEMBICLTD,EQ,76.25,76.9,73.65,75.1,75,72.45,806,60686.2,10-SEP-2001,
ALFALAVAL,EQ,168.9,172,160.3,164.65,168,152.05,1758,290176.65,10-SEP-2001,
ALKYLAMINE,BE,10.3,10.7,10.3,10.7,10.7,10.55,370,3899,10-SEP-2001,
ALOKTEXT,BE,7.4,7.45,6,6.05,6.15,7.15,318615,1973033.5,10-SEP-2001,
ALOKTEXT,EQ,7.35,7.35,6.1,6.15,6.25,7.2,34450,227622.5,10-SEP-2001,
ALPICFIN,BE,7.45,7.45,6.75,6.95,6.9,7,2175,15370,10-SEP-2001,
ALPICFIN,EQ,6.7,6.7,6.7,6.7,6.7,6.5,100,670,10-SEP-2001,
ALPSINDUS,BE,40.15,40.15,38.3,38.4,38.5,40.15,2200,86240,10-SEP-2001,
AMARAJABAT,EQ,70.15,71.9,70.1,71.4,71.45,70.35,3855,274290.75,10-SEP-2001,
AMBASARABH,BE,6,6,4.1,4.2,4.1,4.15,2109,8771.5,10-SEP-2001,
AMBASARABH,EQ,4.1,4.1,4.1,4.1,4.1,4.2,300,1230,10-SEP-2001,
AMBUJARAJN,BE,4.2,4.4,4.15,4.3,4.3,4.25,1800,7671.25,10-SEP-2001,
AMBUJARAJN,EQ,4.1,4.35,4.1,4.35,4.35,4.25,650,2802.5,10-SEP-2001,
AMTEKAUTO,BE,416,416.4,410,414.2,415,418.5,22738,9422776.7,10-SEP-2001,
ANAMALFIN,BE,6.3,6.3,6.3,6.3,6.3,6.75,1000,6300,10-SEP-2001,
ANDHRABANK,BE,8,8.2,8,8.15,8.2,8.1,8226,67208,10-SEP-2001,
ANDHRABANK,EQ,8.1,8.2,8.1,8.2,8.2,8.1,16350,133455,10-SEP-2001,
ANDHRAPET,BE,2.4,3,2.2,2.2,2.2,2.15,301,703,10-SEP-2001,
ANDHRAPET,EQ,2.2,2.2,2.15,2.15,2.15,2.15,87,187.55,10-SEP-2001,
APCOTEXLAT,BE,14.5,14.5,14.5,14.5,14.5,14.8,1,14.5,10-SEP-2001,
APOLLOHOSP,EQ,75.2,83.95,75,81.2,81,73.85,54001,4320053.3,10-SEP-2001,
APOLLOTYRE,EQ,47.5,47.5,45.1,46.55,46.3,45.55,6441,296953.15,10-SEP-2001,
APPLEIND,BE,1.05,1.05,1,1.05,1.05,1,1290,1350,10-SEP-2001,
APPLEIND,EQ,1.35,1.35,1.35,1.35,1.35,0.9,1,1.35,10-SEP-2001,
APTECH,EQ,48.1,50.45,48.1,49.7,49.4,48.35,37432,1864821.9,10-SEP-2001,
ARCHIES,EQ,56,56,53.6,53.7,53.7,54,780,42130,10-SEP-2001,
ARHAMFISCL,BE,4.5,4.5,4.5,4.5,4.5,4,1000,4500,10-SEP-2001,
ARIHANTCRE,EQ,4.15,4.25,4.1,4.1,4.1,4.2,9311,38993.45,10-SEP-2001,
ARVINDMILL,EQ,8.7,8.7,8.4,8.65,8.55,8.45,34772,297254.7,10-SEP-2001,
ASAHIINDIA,BE,178.95,178.95,178.9,178.9,178.9,178,15,2684,10-SEP-2001,
ASHAPURMIN,BE,81,81,80.55,80.55,80.55,81.9,150,12105,10-SEP-2001,
ASHIMASYN,BE,23,23,23,23,23,23.05,250,5750,10-SEP-2001,
ASHKLEYFIN,EQ,26.25,26.4,26,26,26,26.45,1735,45175,10-SEP-2001,
ASHOKLEY,EQ,62.1,63,60.75,61.15,61.25,62.45,27174,1681581.85,10-SEP-2001,
ASIANELEC,BE,10.55,13.85,10.55,13.85,13.85,13,3,37.4,10-SEP-2001,
ASIANHOTEL,EQ,81.15,81.15,79.1,79.1,79.1,81.05,320,25795.6,10-SEP-2001,
ASIANPAINT,EQ,264.05,275.45,264,273.85,275.45,264.35,5593,1514296.55,10-SEP-2001,
ASSAMCO,BE,14.25,15.45,14.25,15.45,15.45,15.1,3201,48125.75,10-SEP-2001,
ASSAMCO,EQ,15,15,15,15,15,14.95,100,1500,10-SEP-2001,
ASSAMFRONT,EQ,61.5,62,59.5,59.5,59.5,60,102,6073.5,10-SEP-2001,
ASTRAIDL,BE,275,275,265,267,267,275,90,23995,10-SEP-2001,
ASTRAIDL,EQ,270,270,270,270,270,279,50,13500,10-SEP-2001,
ATCOIND,EQ,17,17.75,16.75,16.75,16.75,16.6,1550,26497.5,10-SEP-2001,
