SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,20.1,20.5,19.5,20.25,20.25,21.1,9655,193352.5,5-JUN-2001,
AARTIIND,EQ,31,32,31,32,32,31.5,550,17471.65,5-JUN-2001,
ABANLLOYD,EQ,36,39.25,35.1,35.6,35.5,36.5,2695,98193,5-JUN-2001,
ABB,EQ,260,264.75,257.1,258.15,260,261.75,26885,6999281.05,5-JUN-2001,
ABBALPO,EQ,36,36.9,35.15,35.5,35.35,36.5,17158,619791.55,5-JUN-2001,
ABBOTTLAB,EQ,169.95,169.95,158,160.1,158,167.1,1208,196704.5,5-JUN-2001,
ABGHEAVY,EQ,15.75,15.95,15.75,15.95,15.95,16.8,3600,56810.1,5-JUN-2001,
ABSIND,EQ,28.25,28.5,27.3,27.85,28,27.25,4050,113267.55,5-JUN-2001,
ACC,EQ,142.5,143.7,138.5,139.15,139.6,141.15,3426584,483842547.4,5-JUN-2001,
ADANIEXPO,EQ,422,427,406,420.95,424,421.8,73954,30990617.6,5-JUN-2001,
ADLABSFILM,EQ,60.6,63.2,59.3,60.25,60.5,61.55,17645,1089760.2,5-JUN-2001,
ADVANIORLI,EQ,12.8,13,12.55,12.85,13,13,1957,24966.2,5-JUN-2001,
AEGISCHEM,EQ,8,8,8,8,8,8.35,100,800,5-JUN-2001,
AFTEKINFO,BE,179.1,187,177,179.15,178,180.05,9927,1803712.5,5-JUN-2001,
AGEEGOLD,BE,246.95,248.3,236.05,240,240,229.9,317,76953.35,5-JUN-2001,
AGREVOIND,EQ,121.9,127,115,119.65,119.25,118.75,6622,795481.7,5-JUN-2001,
AGRODUTCH,EQ,22.35,23.5,22.35,23,23,23.05,7310,168208.35,5-JUN-2001,
AHMEDELEC,EQ,38.3,38.55,37.6,37.85,37.85,39,406,15522.55,5-JUN-2001,
AHMEDFORGE,EQ,5.3,5.3,5.3,5.3,5.3,5.75,5,26.5,5-JUN-2001,
AJANTPHARM,EQ,72,73,70.6,71.05,71.05,73.05,1610,115955,5-JUN-2001,
AKSHOPTFBR,EQ,143.25,146,134.6,135.65,134.65,145,413565,57596389.15,5-JUN-2001,
ALEMBICLTD,EQ,123.5,125.95,120.35,122.35,123.4,126.65,4346,532708.45,5-JUN-2001,
ALFALAVAL,EQ,143.65,147.9,142,142.5,142.25,145.2,34311,4928835.55,5-JUN-2001,
ALKYLAMINE,EQ,8.05,9,8.05,9,9,8.25,26,210.25,5-JUN-2001,
ALOKTEXT,EQ,10.5,10.6,9.95,10.15,10.15,10.6,117940,1193321,5-JUN-2001,
ALPICFIN,EQ,16,16,14.05,14.35,14.05,14.65,1660,24172.5,5-JUN-2001,
ALPSINDUS,EQ,63.45,63.45,57.15,59.8,59.5,62,101675,6301873.25,5-JUN-2001,
