SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1018GS2026,GS,115,116.87,115,116.87,116.87,111.31,2,231.87,05-FEB-2024,2,IN0020010081,,0,0.00
182D060624,TB,97.35,97.6,97.35,97.6,97.6,97.4,200100,19529735,05-FEB-2024,9,IN002023Y375,,,
182D070324,TB,99.14,99.14,99.14,99.14,99.14,99.14,100,9914,05-FEB-2024,1,IN002023Y243,,,
182D090524,TB,98,98,98,98,98,97.9,100,9800,05-FEB-2024,1,IN002023Y334,,,
182D110424,TB,98.78,98.78,98.78,98.78,98.78,98.15,500,49390,05-FEB-2024,2,IN002023Y292,,,
182D110724,TB,96.7,96.7,96.64,96.64,96.64,96.93,800,77354,05-FEB-2024,4,IN002023Y425,,,
182D130624,TB,97.3,97.3,97.3,97.3,97.3,97.3,200,19460,05-FEB-2024,2,IN002023Y383,,,
182D180724,TB,96.61,96.61,96.61,96.61,96.61,96.61,700,67627,05-FEB-2024,3,IN002023Y433,,,
182D200624,TB,97.06,97.07,97.06,97.06,97.06,97.06,300,29119,05-FEB-2024,3,IN002023Y391,,,
182D220224,TB,99.66,99.66,99.66,99.66,99.66,99.27,1000,99660,05-FEB-2024,1,IN002023Y227,,,
182D230524,TB,97.6,97.6,97.6,97.6,97.6,97.6,300,29280,05-FEB-2024,2,IN002023Y359,,,
182D250424,TB,98.52,98.52,98.52,98.52,98.52,98,100,9852,05-FEB-2024,1,IN002023Y318,,,
182D250724,TB,96.55,96.55,96.55,96.55,96.55,96.55,200,19310,05-FEB-2024,1,IN002023Y441,,,
182D270624,TB,96.92,96.92,96.92,96.92,96.92,97.04,2300,222916,05-FEB-2024,3,IN002023Y409,,,
182D290224,TB,99.31,99.31,99.31,99.31,99.31,99.31,100,9931,05-FEB-2024,1,IN002023Y235,,,
182D300524,TB,97.6,97.83,97.6,97.83,97.83,97.5,11000,1073646,05-FEB-2024,4,IN002023Y367,,,
20MICRONS,EQ,165.95,165.95,156.5,157.6,157,163.5,118150,18940360.45,05-FEB-2024,5654,INE144J01027,,72096,61.02
21STCENMGM,BE,42.1,42.1,42.1,42.1,42.1,42.95,803,33806.3,05-FEB-2024,10,INE253B01015,,-,-
360ONE,EQ,610,621.3,597.25,615.5,615.5,604.95,381313,233127799.95,05-FEB-2024,20887,INE466L01038,,254128,66.65
364D020125,TB,93.55,93.55,93.55,93.55,93.55,93.55,100,9355,05-FEB-2024,1,IN002023Z422,,,
364D020524,TB,98.04,98.04,97.96,97.96,97.96,97.96,14600,1431016,05-FEB-2024,2,IN002023Z067,,,
364D040724,TB,97.1,97.1,97.1,97.1,97.1,97,75100,7292210,05-FEB-2024,4,IN002023Z158,,,
364D060624,TB,97.35,97.35,97.35,97.35,97.35,97.34,4000,389400,05-FEB-2024,1,IN002023Z117,,,
364D071124,TB,94.7,94.7,94.7,94.7,94.7,94.39,25000,2367500,05-FEB-2024,1,IN002023Z349,,,
364D121224,TB,93.73,93.73,93.73,93.73,93.73,93.73,200,18746,05-FEB-2024,1,IN002023Z398,,,
364D160524,TB,97.75,97.75,97.75,97.75,97.75,97.72,26200,2561050,05-FEB-2024,4,IN002023Z083,,,
364D200624,TB,97.06,97.06,97.06,97.06,97.06,96.85,900,87354,05-FEB-2024,1,IN002023Z133,,,
364D220224,TB,99.66,99.66,99.66,99.66,99.66,99.18,29900,2979834,05-FEB-2024,2,IN002022Z473,,,
364D220324,TB,99.1,99.1,99.1,99.1,99.1,98.78,5700,564870,05-FEB-2024,1,IN002022Z515,,,
364D230125,TB,93,93,93,93,93,92.95,100,9300,05-FEB-2024,1,IN002023Z455,,,
364D300125,TB,93,93.35,93,93.35,93.35,93.35,400,37235,05-FEB-2024,4,IN002023Z463,,,
3IINFOLTD,EQ,57.15,58.15,55.5,56.1,56.2,56.9,1970706,112106725.65,05-FEB-2024,8855,INE748C01038,,867038,44.00
3MINDIA,EQ,32975,32975,32201,32380.95,32370.05,32868.8,6870,223214670.5,05-FEB-2024,3590,INE470A01017,,4017,58.47
3PLAND,BE,40,40,38,39.15,39.9,38.1,39863,1574420.3,05-FEB-2024,351,INE105C01023,,-,-
515GS2025,GS,97,97,97,97,97,97,1,97,05-FEB-2024,1,IN0020200278,,1,100.00
563GS2026,GS,97.51,99,97.5,99,99,97.28,20139,1963590.95,05-FEB-2024,5,IN0020210012,,20114,99.88
574GS2026,GS,98,98,97.09,97.6,97.5,98,1148,111526.09,05-FEB-2024,10,IN0020210186,,1063,92.60
577GS2030,GS,93.25,93.25,93.25,93.25,93.25,91.25,300,27975,05-FEB-2024,1,IN0020200153,,300,100.00
579GS2030,GS,92.75,94.75,92.75,94.75,94.75,94.25,710,67270.5,05-FEB-2024,3,IN0020200070,,709,99.86
585GS2030,GS,94,94,94,94,94,91.85,99,9306,05-FEB-2024,1,IN0020200294,,99,100.00
5PAISA,EQ,625.75,632.95,606,609.35,610.1,624.2,69144,42574793.05,05-FEB-2024,7726,INE618L01018,,32375,46.82
618GS2024,GS,99.8,100,99.8,100,100,99.8,48,4799.8,05-FEB-2024,2,IN0020190396,,48,100.00
619GS2034,GS,95.3,95.3,95.3,95.3,95.3,92.41,210,20013,05-FEB-2024,2,IN0020200096,,210,100.00
