SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
20THCENFIN,EQ,46.2,44.5,43.5,44,0.0,46.2,1350,58965,21-DEC-1995,
AARTIIND,EQ,49.75,48,48,48,0.0,49.75,100,4800,21-DEC-1995,
ABANLLOYD,EQ,107,108,107,108,0.0,115,500,53900,21-DEC-1995,
ABB,EQ,515,527,520,520,0.0,515,400,208975,21-DEC-1995,
ACC,EQ,2699.65,2727,2705,2722.6,0.0,2699.65,12565,34128436.5,21-DEC-1995,
ADANIEXPO,EQ,450,450,450,450,0.0,431,100,45000,21-DEC-1995,
ADITYASPIN,EQ,6.2,6.25,6,6.25,0.0,6.2,1000,6135,21-DEC-1995,
ADVANIORLI,EQ,154.35,156.9,155,156.85,0.0,154.35,1300,202020,21-DEC-1995,
AEC,EQ,31.95,32.35,31.95,32.3,0.0,32.25,400,12860,21-DEC-1995,
AEGISCHEM,EQ,40,40.45,39.25,39.25,0.0,40,800,31555,21-DEC-1995,
AGRIHATCH,EQ,12,12,12,12,0.0,12,300,3600,21-DEC-1995,
AHMEDELEC,EQ,101.9,102.35,100,101.65,0.0,101.9,13650,1384542.5,21-DEC-1995,
AHMEDFORGE,EQ,76,76,74.6,74.6,0.0,76,400,30210,21-DEC-1995,
AIMCOPEST,EQ,24.5,24.5,24.5,24.5,0.0,24.5,200,4900,21-DEC-1995,
AKAIMPEX,EQ,27.95,28.7,27.95,28.7,0.0,26.1,400,11265,21-DEC-1995,
AKARLAMIN,EQ,17,17.3,17,17.3,0.0,17.3,3000,51340,21-DEC-1995,
AKGACOUST,EQ,31.75,31.75,31.75,31.75,0.0,31.75,100,3175,21-DEC-1995,
ALFALAVAL,EQ,198,205,190,190,0.0,198,1200,235700,21-DEC-1995,
ALMBICHEM,EQ,1325,1350,1325,1350,0.0,1350,10,13375,21-DEC-1995,
ALPHADRUG,EQ,9,9.1,8.95,8.95,0.0,8.85,1900,17215,21-DEC-1995,
ALPICFIN,EQ,118,125,116.5,122.9,0.0,115.25,8800,1063905,21-DEC-1995,
ALPINEIND,EQ,34.8,35,34.5,35,0.0,34.8,1400,48560,21-DEC-1995,
ALTOS,EQ,77.15,82,75,78.3,0.0,77.15,69400,5411445,21-DEC-1995,
AMARAJABAT,EQ,57,57,56,57,0.0,57,1500,85155,21-DEC-1995,
AMBASARABH,EQ,18.95,19.35,18.15,19.35,0.0,18.95,25000,473680,21-DEC-1995,
AMERICADRY,EQ,33,33,32.5,32.5,0.0,32.75,300,9850,21-DEC-1995,
AMRUTIND,EQ,27.65,28,27.75,27.8,0.0,27.65,1500,41830,21-DEC-1995,
AMTEKAUTO,EQ,70.5,71.5,70.5,71,0.0,71.3,1200,85310,21-DEC-1995,
ANAGRAMFIN,EQ,100.25,105.25,100.25,103,0.0,104.5,800,82945,21-DEC-1995,
ANDHRAPET,EQ,12.35,12.4,12,12.25,0.0,12.1,6800,82825,21-DEC-1995,
ANDRAVALLY,EQ,92.95,94.5,92,92.25,0.0,92.95,7300,679390,21-DEC-1995,
ANSALHOUS,EQ,20,20.5,20,20.5,0.0,20.9,300,6100,21-DEC-1995,
APOLLOHOSP,EQ,36,36.1,35.75,35.9,0.0,36,1400,50395,21-DEC-1995,
APOLLOTYRE,EQ,138,138.7,136.5,137.05,0.0,138,2650,365682.5,21-DEC-1995,
APPLECREDT,EQ,71.9,71.5,70,70,0.0,71.9,1400,98870,21-DEC-1995,
APPLEIND,EQ,40.05,40.75,39,39.55,0.0,40.05,2700,106480,21-DEC-1995,
APRAYON,EQ,72.95,75,73.5,74,0.0,72.95,350,26050,21-DEC-1995,
ARAVALISEC,EQ,12,12,11.5,12,0.0,12.25,950,11300,21-DEC-1995,
ARIHANTCRE,EQ,27.25,27.25,26.75,27,0.0,27.25,2100,56475,21-DEC-1995,
ARIHANTRED,EQ,5,5,5,5,0.0,5,1000,5000,21-DEC-1995,
ARUNASUGAR,EQ,27.6,27.95,27.7,27.7,0.0,27.6,300,8360,21-DEC-1995,
ARVINDMILL,EQ,121.65,125.75,121.55,122.6,0.0,121.65,5050,618590,21-DEC-1995,
ARVINDPOLY,EQ,18,19,18,18.75,0.0,18.55,2700,49695,21-DEC-1995,
ARYAFINFAB,EQ,14.9,14.95,14.9,14.95,0.0,14.2,300,4475,21-DEC-1995,
ASHIMASYN,EQ,48.45,48.5,48.45,48.5,0.0,48.55,400,19395,21-DEC-1995,
ASHKLEYFIN,EQ,75.1,76.5,75,76,0.0,75.1,1100,83585,21-DEC-1995,
ASHOKLEY,EQ,106,107,106,106.1,0.0,106,2450,260295,21-DEC-1995,
ASIANCABLE,EQ,22.9,22.9,22,22,0.0,22.75,2100,46770,21-DEC-1995,
ASIANCOFFE,EQ,42.75,43,42.75,43,0.0,42,800,34225,21-DEC-1995,
ASIANCONSO,EQ,13.5,14,13.5,14,0.0,14.05,600,8290,21-DEC-1995,
ASIANELEC,EQ,500,500,500,500,0.0,500,100,50000,21-DEC-1995,
ASIANHOTEL,EQ,216.5,221,210,220,0.0,216.5,7100,1560515,21-DEC-1995,
ASIANPAINT,EQ,315,315.7,313.2,315.25,0.0,313,2050,646365,21-DEC-1995,
ASILIND,EQ,45,45,44,44,0.0,45,500,22100,21-DEC-1995,
