SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,123.9,123.9,100,108.85,110,123.05,964444,104875131.2,26-SEP-2012,12993,INE144J01019,
3IINFOTECH,BE,8.35,8.7,8.2,8.35,8.35,8.35,869499,7335639.8,26-SEP-2012,1556,INE748C01020,
3MINDIA,EQ,4150,4150,4058,4086.5,4086,4120.25,387,1580991.4,26-SEP-2012,64,INE470A01017,
A2ZMES,EQ,70.2,70.65,68.2,69.15,69.2,70.85,698835,48367835.5,26-SEP-2012,7441,INE619I01012,
AANJANEYA,EQ,711.95,719,700.1,710.85,700.1,713.9,17297,12289587.2,26-SEP-2012,546,INE928K01013,
AARTIDRUGS,EQ,157,163,154,156.1,154,157.5,14461,2294769.55,26-SEP-2012,449,INE767A01016,
AARTIIND,EQ,76.6,82.45,76.5,79.15,78.4,77.2,60599,4867299.25,26-SEP-2012,1138,INE769A01020,
AARVEEDEN,EQ,41.5,43.3,41.1,42.4,43.3,41.2,5971,251393.55,26-SEP-2012,218,INE273D01019,
ABAN,EQ,430.65,451.9,428.5,447.25,445.25,433.1,1380228,612941035.65,26-SEP-2012,34656,INE421A01028,
ABB,EQ,766,785,760.05,782.1,779,771.8,43045,33541277.3,26-SEP-2012,2354,INE117A01022,
ABBOTINDIA,EQ,1598,1599.5,1571,1580.15,1571,1596.15,2446,3876805.95,26-SEP-2012,255,INE358A01014,
ABCIL,EQ,82,87.9,81.4,82.6,82.65,83.5,760,62945.25,26-SEP-2012,25,INE605B01016,
ABGSHIP,EQ,384,388,373,377.75,378.95,388.3,227211,87104508.3,26-SEP-2012,1261,INE067H01016,
ABHISHEK,EQ,7,7.65,7,7.45,7.45,7.55,1403,10555.1,26-SEP-2012,9,INE004I01017,
ABIRLANUVO,EQ,884,932.8,877,899.8,898,884.75,268623,244313079.05,26-SEP-2012,12699,INE069A01017,
ACC,EQ,1377,1437.25,1373.4,1428.3,1430,1376.6,571975,812492003.3,26-SEP-2012,20511,INE012A01025,
ACCELYA,BE,210.05,221,207.5,213.2,212.05,215.2,16899,3632681.85,26-SEP-2012,230,INE793A01012,
ACE,EQ,26.85,26.85,26.3,26.35,26.3,26.7,22027,584568.2,26-SEP-2012,188,INE731H01025,
ACROPETAL,EQ,16.25,16.75,16,16.1,16.15,16.25,102858,1657826.9,26-SEP-2012,476,INE055L01013,
