SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 21-Jan-2025"," 110.70"," 110.70"," 110.70"," 107.00"," 107.06"," 107.06"," 107.27"," 2517"," 2.70"," 8"," 2517"," 100.00"
20MICRONS," EQ"," 21-Jan-2025"," 231.76"," 230.00"," 254.95"," 229.62"," 243.80"," 239.28"," 242.77"," 399496"," 969.87"," 9269"," 144018"," 36.05"
21STCENMGM," BE"," 21-Jan-2025"," 86.71"," 88.43"," 88.43"," 85.10"," 88.35"," 88.35"," 87.64"," 13870"," 12.16"," 74"," -"," -"
360ONE," EQ"," 21-Jan-2025"," 1216.50"," 1230.00"," 1233.15"," 1191.10"," 1200.00"," 1201.85"," 1204.34"," 316825"," 3815.66"," 26644"," 152715"," 48.20"
3IINFOLTD," EQ"," 21-Jan-2025"," 28.59"," 28.90"," 29.30"," 26.96"," 27.73"," 27.65"," 27.98"," 831316"," 232.63"," 5304"," 353374"," 42.51"
3MINDIA," EQ"," 21-Jan-2025"," 29613.00"," 29505.15"," 29629.95"," 28800.10"," 28904.20"," 28841.05"," 29126.81"," 8185"," 2384.03"," 3358"," 4305"," 52.60"
3PLAND," BE"," 21-Jan-2025"," 56.22"," 56.22"," 57.88"," 54.31"," 55.34"," 55.55"," 55.71"," 7956"," 4.43"," 114"," -"," -"
563GS2026," GS"," 21-Jan-2025"," 99.32"," 99.08"," 99.44"," 99.08"," 99.44"," 99.44"," 99.26"," 2"," 0.00"," 2"," 1"," 50.00"
574GS2026," GS"," 21-Jan-2025"," 97.93"," 98.35"," 99.70"," 98.18"," 98.18"," 98.18"," 98.65"," 4"," 0.00"," 3"," 2"," 50.00"
5PAISA," EQ"," 21-Jan-2025"," 426.65"," 426.65"," 429.70"," 414.65"," 418.00"," 416.45"," 419.75"," 24872"," 104.40"," 2544"," 12324"," 49.55"
622GS2035," GS"," 21-Jan-2025"," 99.00"," 96.53"," 96.53"," 96.53"," 96.53"," 96.53"," 96.53"," 2"," 0.00"," 1"," 2"," 100.00"
63MOONS," EQ"," 21-Jan-2025"," 857.95"," 872.20"," 877.30"," 815.05"," 817.00"," 816.35"," 834.94"," 283975"," 2371.02"," 7867"," 149407"," 52.61"
654GS2032," GS"," 21-Jan-2025"," 98.85"," 98.99"," 99.00"," 98.16"," 99.00"," 99.00"," 98.99"," 1975"," 1.95"," 4"," 1955"," 98.99"
664GS2027," GS"," 21-Jan-2025"," 100.50"," 100.00"," 100.00"," 100.00"," 100.00"," 100.00"," 100.00"," 100"," 0.10"," 1"," 100"," 100.00"
667GS2035," GS"," 21-Jan-2025"," 100.78"," 97.81"," 100.00"," 97.81"," 100.00"," 99.93"," 99.94"," 103"," 0.10"," 2"," 103"," 100.00"
