SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1003ISFL28,N4,994.29,994.29,994.29,994.29,994.29,994.29,115,114343.35,03-JUN-2024,7,INE413U07269,,,
1015ECL29,NR,996.35,1000,996.26,999.78,1000,998,190,189771.8,03-JUN-2024,9,INE804IA7014,,,
1018GS2026,GS,117,117,114.99,115,115,114.98,6185,711676.99,03-JUN-2024,6,IN0020010081,,6184,99.98
1025IHF34,Z8,980,980,960,965,965,950,366,354211,03-JUN-2024,18,INE148I07SQ7,,,
1035UCL26,NA,920,920,917,917,917,917,95,87190,03-JUN-2024,2,INE583D07448,,,
1040NFL26,NA,1000,1000,1000,1000,1000,1000,80,80000,03-JUN-2024,2,INE342T07437,,,
1049DLS25A,Y5,998,998,990,990,990,998,479,474636,03-JUN-2024,9,INE614X07456,,,
1049DLSL25,NX,988,988,988,988,988,975,100,98800,03-JUN-2024,2,INE614X07381,,,
1050ISFL28,N5,1015,1015,1015,1015,1015,1015,130,131950,03-JUN-2024,3,INE413U07251,,,
1050NFL26,N7,1009,1010,1009,1009,1009,1000,127,128202,03-JUN-2024,4,INE342T07387,,,
1050UCL25,N7,993,993,993,993,993,993,10,9930,03-JUN-2024,3,INE583D07315,,,
105IIFL29,N7,980,980,980,980,980,980,10,9800,03-JUN-2024,1,INE866I08295,,,
105UCL2026,NB,1002,1002,1002,1002,1002,1001.49,80,80160,03-JUN-2024,1,INE583D07463,,,
1060ECL29,NS,1006,1006,1006,1006,1006,999.5,9,9054,03-JUN-2024,1,INE804IA7022,,,
1065NFL27,NC,1000,1000,1000,1000,1000,1000,230,230000,03-JUN-2024,6,INE342T07460,,,
10CAGL27,N5,1024,1024,1004,1009.09,1008.1,1060,603,608422.45,03-JUN-2024,7,INE741K07496,,,
10IHFL30A,BV,973.79,973.8,973.79,973.79,973.79,972,51,49663.63,03-JUN-2024,3,INE148I07PO8,,,
10IIFL28,N4,1020,1020,995.01,1010,1010,992,15,15187.01,03-JUN-2024,4,INE477L08147,,,
10IIFL29,N6,980,995,980,980,980,980,63,62415,03-JUN-2024,3,INE866I08279,,,
10NIDO26,N6,1019,1019,1015,1018,1018,1019,1155,1176825,03-JUN-2024,23,INE530L07228,,,
182D010824,TB,98.64,98.88,98.64,98.88,98.88,98.55,200,19752,03-JUN-2024,2,IN002023Y458,,,
182D031024,TB,97.7,97.7,97.7,97.7,97.7,97.32,400,39080,03-JUN-2024,1,IN002024Y019,,,
182D050924,TB,97.87,97.87,97.87,97.87,97.87,97.87,400,39148,03-JUN-2024,1,IN002023Y516,,,
182D060624,TB,99.9,99.9,99.88,99.9,99.9,99.87,1200,119870,03-JUN-2024,5,IN002023Y375,,,
182D080824,TB,98.61,98.61,98.55,98.55,98.55,98.55,5100,502617,03-JUN-2024,3,IN002023Y466,,,
182D120924,TB,97.91,97.91,96.55,96.55,96.55,97.02,500,48541,03-JUN-2024,3,IN002023Y524,,,
182D130624,TB,99.75,99.75,99.75,99.75,99.75,99.57,100,9975,03-JUN-2024,1,IN002023Y383,,,
182D150824,TB,98.31,98.33,98.31,98.33,98.33,98.26,200,19664,03-JUN-2024,2,IN002023Y474,,,
182D190924,TB,97.49,97.49,97.49,97.49,97.49,97.56,100,9749,03-JUN-2024,1,IN002023Y532,,,
182D200624,TB,99.52,99.56,99.51,99.56,99.56,99.5,600,59712,03-JUN-2024,3,IN002023Y391,,,
182D220824,TB,98.1,98.11,98.09,98.11,98.11,98.4,500,49051,03-JUN-2024,4,IN002023Y490,,,
182D221124,TB,96.49,96.49,96.41,96.41,96.41,96.41,500,48227,03-JUN-2024,3,IN002024Y084,,,
182D250724,TB,98.59,98.59,98.59,98.59,98.59,98.51,100,9859,03-JUN-2024,1,IN002023Y441,,,
182D270624,TB,99.16,99.16,99.16,99.16,99.16,99.04,100,9916,03-JUN-2024,1,IN002023Y409,,,
182D281124,TB,96,96,96,96,96,96.05,100,9600,03-JUN-2024,1,IN002024Y092,,,
182D290824,TB,98.1,98.1,98.1,98.1,98.1,98.1,100,9810,03-JUN-2024,1,IN002023Y508,,,
20MICRONS,EQ,179,183.05,175,176.35,176,174.15,223671,39954242.65,03-JUN-2024,7316,INE144J01027,,125553,56.13
