SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.45,30.8,30.25,30.6,30.55,30.3,135341,4135841.15,27-SEP-2013,949,INE144J01027,
3IINFOTECH,EQ,5.35,6,4.8,5.55,5.5,5,5819850,31497742.6,27-SEP-2013,9421,INE748C01020,
3MINDIA,EQ,3086.55,3140,3086.55,3104,3100,3109.55,225,701274.45,27-SEP-2013,29,INE470A01017,
A2ZMES,EQ,10,10,9.75,9.75,9.8,9.9,28624,280793.65,27-SEP-2013,144,INE619I01012,
AARTIDRUGS,EQ,182.4,183.95,171,177.5,177,181.95,158691,27201659.3,27-SEP-2013,338,INE767A01016,
AARTIIND,EQ,72.5,72.5,68.15,70.25,70.4,68.85,14439,1009966.7,27-SEP-2013,239,INE769A01020,
AARVEEDEN,EQ,30.15,31,30,31,31,30.85,1200,36735.4,27-SEP-2013,27,INE273D01019,
ABAN,EQ,225.4,231,220,221.55,220.5,224,482273,108889859.45,27-SEP-2013,12050,INE421A01028,
ABB,EQ,561.2,566.35,546.35,549.1,551,561.2,30311,16802055.55,27-SEP-2013,1954,INE117A01022,
ABBOTINDIA,EQ,1356.15,1373.8,1355.55,1358,1355.65,1361.8,2356,3211898.05,27-SEP-2013,111,INE358A01014,
ABCIL,BE,82.5,83.5,82.5,83.5,83.5,83,1285,106605,27-SEP-2013,14,INE605B01016,
ABGSHIP,EQ,321.3,356,317.6,342.05,339.15,297.6,2836790,962100653.65,27-SEP-2013,80185,INE067H01016,
ABIRLANUVO,EQ,1220.25,1246,1216,1228.05,1225.5,1209.55,147596,181815902.8,27-SEP-2013,8821,INE069A01017,
ACC,EQ,1100,1115,1093.1,1099.55,1099,1095.3,173613,191389012.3,27-SEP-2013,10101,INE012A01025,
ACCELYA,EQ,581,583,571.1,574.35,571.2,581.15,2044,1176987.75,27-SEP-2013,188,INE793A01012,
ACE,EQ,8.4,8.55,8.25,8.3,8.35,8.35,53501,445731.55,27-SEP-2013,213,INE731H01025,
ACROPETAL,BE,5.7,5.8,5.3,5.5,5.5,5.55,27666,154868.75,27-SEP-2013,65,INE055L01013,
ADANIENT,EQ,142,149.8,141.5,145.55,146.2,142.6,1688743,245304617.15,27-SEP-2013,19859,INE423A01024,
ADANIPORTS,EQ,142,143,138.6,140.6,140.65,141.05,632896,88953835.8,27-SEP-2013,18907,INE742F01042,
ADANIPOWER,EQ,33.25,33.8,32.8,33.05,33,33.25,1509473,50408762.35,27-SEP-2013,4698,INE814H01011,
ADFFOODS,EQ,43.9,45,43.3,44.1,44,43.05,1938,85862.3,27-SEP-2013,63,INE982B01019,
ADHUNIK,BE,28.8,29.9,28.25,29.1,29.35,29.65,23712,686515.55,27-SEP-2013,101,INE400H01019,
ADORWELD,EQ,96.4,96.65,94.8,95.8,95.2,95.3,847,81515.35,27-SEP-2013,43,INE045A01017,
ADSL,BE,19.1,20.6,19,19.25,20.15,19.9,18732,359914.15,27-SEP-2013,54,INE102I01027,
ADVANTA,EQ,115,115,111.25,111.75,112.5,114.2,4713,531769.3,27-SEP-2013,264,INE517H01028,
AEGISCHEM,EQ,126,129.9,126,128.05,128,126.95,7187,917785.35,27-SEP-2013,92,INE208C01017,
AFL,EQ,20.6,20.7,20.05,20.6,20.65,20.6,657,13387.85,27-SEP-2013,25,INE020G01017,
AFTEK,BE,3.2,3.25,3.15,3.15,3.15,3.2,32100,102364.75,27-SEP-2013,31,INE796A01023,
AGCNET,EQ,78.2,80,77.9,79,79,79.8,280,21958.3,27-SEP-2013,22,INE676A01019,
AGRODUTCH,EQ,1.9,1.9,1.9,1.9,1.9,1.9,100,190,27-SEP-2013,1,INE135B01014,
AHLEAST,EQ,120,120,120,120,120,120,339,40680,27-SEP-2013,2,INE926K01017,
AHLUCONT,EQ,18.1,18.1,17.7,17.7,17.7,18.2,7104,127228.9,27-SEP-2013,29,INE758C01029,
AHLWEST,EQ,100,100,100,100,100,98.95,1058,105800,27-SEP-2013,4,INE915K01010,
AHMEDFORGE,EQ,88.05,88.9,87.6,88.1,88.9,88,55118,4864305.4,27-SEP-2013,77,INE425A01011,
AIAENG,EQ,325,325,320,320.05,320,323.7,19056,6113365.6,27-SEP-2013,341,INE212H01026,
AIL,EQ,338.9,348.35,333,345.1,348,337.3,25353,8661491.35,27-SEP-2013,1442,INE878A01011,
AJANTPHARM,EQ,737,747.9,716,719.3,718.6,734.35,55998,40710182.5,27-SEP-2013,3360,INE031B01031,
AJMERA,EQ,58,59.5,58,58.6,59.2,58.35,2461,144078.35,27-SEP-2013,81,INE298G01027,
AKSHOPTFBR,EQ,16,16,15.75,15.85,16,16,6675,106354.95,27-SEP-2013,38,INE523B01011,
AKZOINDIA,EQ,826.95,860,817.1,829.8,826,823.75,8276,6902122.45,27-SEP-2013,628,INE133A01011,
ALBK,EQ,79.95,80.9,78.3,79.05,78.7,79.4,1513662,120487187.7,27-SEP-2013,13116,INE428A01015,
ALCHEM,EQ,35,35,34,34.4,34.05,35.55,581,20021,27-SEP-2013,37,INE964B01033,
ALEMBICLTD,EQ,14.15,14.6,13.1,14.05,13.95,26.65,456614,6470965.1,27-SEP-2013,2670,INE426A01027,
ALKALI,EQ,15.8,16.2,15.55,15.75,15.9,15.8,6742,106791.05,27-SEP-2013,59,INE773I01017,
ALLCARGO,EQ,91,101.35,88.05,99.25,99.4,89.5,103224,10166999.45,27-SEP-2013,2515,INE418H01029,
ALLSEC,EQ,23.05,23.05,23.05,23.05,23.05,22,20,461,27-SEP-2013,1,INE835G01018,
ALOKTEXT,EQ,8.15,8.25,8.05,8.15,8.05,8.05,2971168,24322659.9,27-SEP-2013,6509,INE270A01011,
ALPA,BE,6.65,6.65,6.65,6.65,6.65,6.35,1000,6650,27-SEP-2013,2,INE385I01010,
ALPHAGEO,BE,36.6,36.6,35,35.1,35.1,34.9,1244,45207.4,27-SEP-2013,11,INE137C01018,
ALPSINDUS,EQ,1.6,1.6,1.6,1.6,1.6,1.65,10,16,27-SEP-2013,1,INE093B01015,
ALSTOMT&D,EQ,143.8,146,141.65,145.1,145.7,142.15,13649,1960042.25,27-SEP-2013,170,INE200A01026,
AMAR,BE,6.85,6.9,6.7,6.9,6.9,6.65,6973,47044.15,27-SEP-2013,27,INE787G01011,
AMARAJABAT,EQ,302.55,309.5,293.15,296.9,295,305.8,102261,31095519.1,27-SEP-2013,3688,INE885A01032,
AMBUJACEM,EQ,185.7,187.9,183.5,184.5,185,184.75,1017182,188511314.75,27-SEP-2013,10352,INE079A01024,
AMDIND,EQ,10,10,10,10,10,10.1,600,6000,27-SEP-2013,4,INE005I01014,
AMRUTANJAN,EQ,115,115,110.1,110.8,110.95,112.9,13461,1510691.45,27-SEP-2013,325,INE098F01023,
AMTEKAUTO,EQ,60.5,61.95,60.05,60.4,60.15,60.55,61705,3772989.55,27-SEP-2013,865,INE130C01021,
AMTEKINDIA,EQ,64.4,64.9,61.5,62.75,61.8,62.7,44499,2849381.4,27-SEP-2013,952,INE068D01021,
ANANTRAJ,EQ,43.8,43.8,41.7,41.85,41.75,42.3,315535,13338304.2,27-SEP-2013,4027,INE242C01024,
ANDHRABANK,EQ,53.55,54.2,52.75,53,52.8,53.85,1147330,61347320.75,27-SEP-2013,5178,INE434A01013,
ANDHRACEMT,EQ,5.05,5.05,5.05,5.05,5.05,6.3,12300,62115,27-SEP-2013,23,INE666E01012,
ANDHRSUGAR,EQ,100.25,101.9,100.25,100.55,100.5,100.75,1118,112767.8,27-SEP-2013,31,INE715B01013,
ANGIND,BE,7.2,7.2,7.2,7.2,7.2,7.4,75000,540000,27-SEP-2013,2,INE017D01010,
ANIKINDS,BE,22.3,22.3,22.3,22.3,22.3,21.25,500,11150,27-SEP-2013,4,INE087B01017,
ANKITMETAL,EQ,11.65,13,11.5,12.15,12.9,11.75,6911,85189.95,27-SEP-2013,31,INE106I01010,
ANSALAPI,EQ,16.4,16.5,15.95,16,16.15,16.4,51341,825178,27-SEP-2013,295,INE436A01026,
ANSALHSG,EQ,15.15,15.15,14.6,14.75,14.6,15.2,4014,59595.75,27-SEP-2013,96,INE880B01015,
ANTGRAPHIC,EQ,0.25,0.25,0.2,0.2,0.25,0.25,14654,3038.15,27-SEP-2013,153,INE414B01021,
APARINDS,EQ,88.4,88.4,86.6,86.6,86.6,86.85,575,50228.1,27-SEP-2013,29,INE372A01015,
