SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,16.75,16.75,16.75,16.75,16.75,16.4,200,3350,14-AUG-2001,
AARTIIND,BE,29,29,28.5,28.5,28.5,30,600,17225,14-AUG-2001,
ABANLLOYD,BE,43.5,43.5,42.35,42.65,42.65,42.4,1143,48890.1,14-AUG-2001,
ABANLLOYD,EQ,45.8,45.8,42,42,42,42.5,250,11057.5,14-AUG-2001,
ABB,EQ,243.65,245,243.6,244.05,244,245,1643,400830.75,14-AUG-2001,
ABBALPO,BE,27.4,27.8,27.25,27.8,27.8,28,1862,51249.35,14-AUG-2001,
ABBALPO,EQ,28,28,27.95,28,28,28.75,860,24077.5,14-AUG-2001,
ABBOTTLAB,BE,140,140,139.95,139.95,139.95,140,65,9098.25,14-AUG-2001,
ABBOTTLAB,EQ,150,150,131.1,140,140,133.5,100,13664,14-AUG-2001,
ABSIND,BE,30,30.1,29.65,29.95,30.1,29.5,400,11987.5,14-AUG-2001,
ABSIND,EQ,29,31.9,29,29,29,29.1,450,13447.5,14-AUG-2001,
ACC,EQ,144.2,144.95,142.5,144,143.5,143.95,586469,84346089.15,14-AUG-2001,
ADANIEXPO,EQ,176.4,177.35,170,171,171,176,36361,6315875.65,14-AUG-2001,
ADLABSFILM,BE,69.3,70.05,65.3,68.5,68.9,69.1,7991,547211.35,14-AUG-2001,
ADLABSFILM,EQ,68,68,68,68,68,69,100,6800,14-AUG-2001,
ADVANIORLI,BE,12.85,12.85,12.8,12.8,12.8,12.7,650,8330,14-AUG-2001,
ADVANIORLI,EQ,12.75,12.75,12.7,12.7,12.7,12.75,1150,14630,14-AUG-2001,
AFTEKINFO,EQ,95,97,93.55,95,94.8,93.95,7225,686082,14-AUG-2001,
AGREVOIND,EQ,120.95,121,114.5,114.7,115.5,115,1055,122333.25,14-AUG-2001,
AGRODUTCH,BE,13.15,13.85,13.15,13.5,13.5,13.3,800,10790,14-AUG-2001,
AHMEDELEC,EQ,30.05,32,29.05,31.2,32,30.05,3700,113765.65,14-AUG-2001,
AJANTPHARM,BE,54,54.3,53,54.3,54.3,53.65,320,17172.5,14-AUG-2001,
AJANTPHARM,EQ,53,54,53,54,54,54,250,13300,14-AUG-2001,
AKSHOPTFBR,BE,82.8,84.5,77.6,81.95,82.4,83.85,1231286,99679330.75,14-AUG-2001,
AKSHOPTFBR,EQ,82,84.65,77.6,81.65,83.6,83.85,45946,3709578.05,14-AUG-2001,
ALBRMORARJ,BE,195.15,200,195.15,198.35,198.35,198.55,57,11385.15,14-AUG-2001,
ALBRMORARJ,EQ,205,212,205,212,212,202,208,43411.95,14-AUG-2001,
ALEMBICLTD,BE,84,84,75.65,79.5,78.8,79.1,15838,1252438.65,14-AUG-2001,
ALEMBICLTD,EQ,83,83,76.1,78.35,77.45,79,1402,110950.6,14-AUG-2001,
ALFALAVAL,EQ,150,151.5,149,149.55,151.5,148.9,515,77222.5,14-AUG-2001,
ALKYLAMINE,BE,10.55,10.55,10.55,10.55,10.55,10.4,72,759.6,14-AUG-2001,
ALOKTEXT,BE,8.2,8.25,8,8.25,8.2,8.1,16100,132340,14-AUG-2001,
ALOKTEXT,EQ,8.1,8.1,7.95,7.95,7.95,8.25,510,4100.75,14-AUG-2001,
ALPICFIN,BE,10.1,10.35,10.1,10.35,10.35,10.15,700,7170,14-AUG-2001,
ALPICFIN,EQ,10,10,10,10,10,10.3,100,1000,14-AUG-2001,
