SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,32.8,33.45,32.75,33.05,32.9,33.1,81976,2709105.1,18-JUL-2014,344,INE144J01027,
3IINFOTECH,BE,9.95,10,9.55,9.8,9.95,9.95,470764,4609462.25,18-JUL-2014,623,INE748C01020,
3MINDIA,EQ,4760,4799.7,4749.9,4760.55,4775,4795.75,410,1955569.1,18-JUL-2014,55,INE470A01017,
8KMILES,EQ,164.25,171.55,160.6,170.2,171.4,164.25,8273,1383304.45,18-JUL-2014,139,INE650K01013,
A2ZMES,EQ,28.8,28.8,27.75,28.8,28.8,27.45,2391338,68567490.65,18-JUL-2014,4536,INE619I01012,
AARTIDRUGS,EQ,594.35,605,585,596.75,591,586.7,34828,20829889.65,18-JUL-2014,1514,INE767A01016,
AARTIIND,EQ,213.95,221.1,208.4,215.25,216.25,214.25,67181,14480429.4,18-JUL-2014,1809,INE769A01020,
AARVEEDEN,EQ,52.05,54.85,52.05,53.05,52.7,53.2,13325,714502.55,18-JUL-2014,247,INE273D01019,
ABAN,EQ,761,763.9,745,747.2,746.25,765.5,680244,512588968.8,18-JUL-2014,21223,INE421A01028,
ABB,EQ,1104.8,1116.85,1092.05,1099.8,1095,1099.85,54577,60346906.5,18-JUL-2014,2135,INE117A01022,
ABBOTINDIA,EQ,2172.9,2173,2101.05,2113.4,2109.9,2136.25,733,1551982.45,18-JUL-2014,164,INE358A01014,
ABCIL,EQ,219.7,223.9,213.15,218.25,218.6,213.85,41516,9095011,18-JUL-2014,1153,INE605B01016,
ABGSHIP,EQ,262,267.5,256.85,260.7,260.9,261.8,79026,20692316.65,18-JUL-2014,1951,INE067H01016,
ABIRLANUVO,EQ,1400,1436.5,1391.35,1428,1421,1406.95,161674,229695417.85,18-JUL-2014,8561,INE069A01017,
ACC,EQ,1478,1479,1450,1461.2,1464,1477,119965,175310652.25,18-JUL-2014,6932,INE012A01025,
ACCELYA,EQ,720.2,725.05,705,708.6,710,720.55,10438,7446810.5,18-JUL-2014,662,INE793A01012,
ACE,EQ,31,32.6,30.3,32.15,32.3,31.4,415176,13253267.7,18-JUL-2014,1362,INE731H01025,
ACROPETAL,EQ,3.55,3.7,3.45,3.55,3.6,3.55,86030,303095.65,18-JUL-2014,91,INE055L01013,
ADANIENT,EQ,449.75,463,435,455.05,455,451.6,3177473,1430138793.3,18-JUL-2014,59381,INE423A01024,
