SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,57.4,57.4,55.8,56.85,56.65,56.25,145422,8250808.45,20-SEP-2011,335,INE144J01019,
3IINFOTECH,EQ,28.1,29.1,28.1,28.95,28.9,28.3,566272,16324949.3,20-SEP-2011,3327,INE748C01020,
3MINDIA,EQ,4440,4440,4316,4356,4350.1,4361.4,247,1076703.95,20-SEP-2011,58,INE470A01017,
A2ZMES,EQ,231,242.5,230.9,239.55,238.65,227.75,682993,162775237.35,20-SEP-2011,16657,INE619I01012,
AANJANEYA,EQ,479.4,513,478.5,509.25,510,476.45,542887,271770916.45,20-SEP-2011,15748,INE928K01013,
AARTIDRUGS,EQ,112,112,107.2,108.25,109.9,109.85,7799,854850.95,20-SEP-2011,194,INE767A01016,
AARTIIND,EQ,48.1,48.55,47.55,47.75,48,48.1,30631,1475354.95,20-SEP-2011,177,INE769A01020,
AARVEEDEN,EQ,36.5,37.75,36.5,36.65,36.5,36.8,1234,45168,20-SEP-2011,17,INE273D01019,
ABAN,EQ,377,395.8,376.05,393.55,393.55,377.4,800485,309447671.25,20-SEP-2011,20170,INE421A01028,
ABB,EQ,815,820.85,805,815.35,816,818.95,71488,58206811.85,20-SEP-2011,4156,INE117A01022,
ABBOTINDIA,EQ,1490.05,1518.5,1481,1514.7,1502,1500.45,2571,3882354.8,20-SEP-2011,217,INE358A01014,
ABCIL,EQ,102,104.6,101.65,104.2,104,103.35,3047,315027,20-SEP-2011,116,INE605B01016,
ABGSHIP,EQ,382.75,383.15,375.3,380.8,382.45,378.95,135137,51362196.15,20-SEP-2011,4384,INE067H01016,
ABHISHEK,EQ,10.2,10.85,10.2,10.8,10.8,10.3,2550,26833.55,20-SEP-2011,22,INE004I01017,
ABIRLANUVO,EQ,944.85,944.9,925,933.2,932,949.3,43025,40252878.25,20-SEP-2011,2735,INE069A01017,
ACC,EQ,1052,1069.8,1052,1066.7,1066.15,1049.9,229243,244449519.5,20-SEP-2011,9771,INE012A01025,
ACE,EQ,46,50.4,46,48.95,49.6,49.3,71962,3541102.85,20-SEP-2011,761,INE731H01025,
ACKRUTI,EQ,192.5,197,192.5,195.75,194.6,195.35,3762,735158.35,20-SEP-2011,744,INE703H01016,
ACROPETAL,EQ,17.3,18.25,17.15,17.3,17.2,18.05,186565,3277583.4,20-SEP-2011,1052,INE055L01013,
ADANIENT,BL,590,590,588,588,588,548,900000,529400000,20-SEP-2011,9,INE423A01024,
ADANIENT,EQ,579.95,611.95,578.05,603.9,609,578.1,434575,259260742,20-SEP-2011,13860,INE423A01024,
ADANIPOWER,EQ,86,88.25,86,87.8,88.15,86,405312,35375501.1,20-SEP-2011,3958,INE814H01011,
ADFFOODS,EQ,57.75,59.2,57.75,58.8,59,57.55,5926,346678.35,20-SEP-2011,118,INE982B01019,
ADHUNIK,EQ,53.7,54.85,51.3,52.6,52.05,54.45,466608,24704459.1,20-SEP-2011,6438,INE400H01019,
ADORWELD,EQ,170.8,176.85,165.3,167.65,167.3,164.15,155079,26595120.7,20-SEP-2011,4355,INE045A01017,
ADSL,EQ,27.45,30.35,27.45,30.35,30.35,29.4,257937,7768251.65,20-SEP-2011,2270,INE102I01027,
ADVANIHOTR,EQ,36,36,35.5,35.75,35.75,35.75,3900,139390,20-SEP-2011,21,INE199C01026,
ADVANTA,EQ,398.05,411.4,398,404.4,403.65,397.3,80537,32669623.9,20-SEP-2011,2985,INE517H01010,
AEGISCHEM,EQ,195.35,203.7,195.35,199.25,199,197,6149,1231242,20-SEP-2011,377,INE208C01017,
AFL,EQ,40,40.2,39.8,39.9,39.8,40,9984,399149.4,20-SEP-2011,48,INE020G01017,
AFTEK,EQ,11.45,11.75,11.15,11.5,11.45,11.4,64132,739554,20-SEP-2011,353,INE796A01023,
AGCNET,EQ,122.95,125.5,117.4,125.4,125.4,121.2,5119,634002.4,20-SEP-2011,83,INE676A01019,
AGRE,EQ,41.25,43,41.25,42.5,42.5,41.7,1581,67192.95,20-SEP-2011,21,INE360L01017,
AGRODUTCH,EQ,7.7,8.1,7.7,7.95,7.9,7.9,14983,119677.95,20-SEP-2011,64,INE135B01014,
AHLEAST,EQ,302,302,297.5,297.5,297.5,299.95,106,31985,20-SEP-2011,3,INE926K01017,
AHLUCONT,EQ,115.55,119.9,113,113.8,113,116.75,3337,382094.9,20-SEP-2011,201,INE758C01029,
AHLWEST,EQ,161.55,167,160.5,162.4,160.8,163.65,884,143867.1,20-SEP-2011,111,INE915K01010,
AHMEDFORGE,EQ,107.8,109.15,107.75,108.85,108.95,107.7,2432,263701.7,20-SEP-2011,74,INE425A01011,
AIAENG,EQ,310.1,315,309,310.95,310,309.85,2413,750816.15,20-SEP-2011,180,INE212H01026,
AICHAMP,BE,41.75,41.75,41.75,41.75,41.75,39.75,1,41.75,20-SEP-2011,1,INE768E01024,
AJANTPHARM,EQ,323,328.8,320.4,323.9,324.7,321.75,5276,1709997.7,20-SEP-2011,331,INE031B01015,
AJMERA,EQ,128.55,133.4,128,130.1,130.2,127.85,26277,3439013.7,20-SEP-2011,736,INE298G01027,
AKSHOPTFBR,EQ,6.6,6.9,6.5,6.55,6.6,6.65,70968,468718.35,20-SEP-2011,199,INE523B01011,
AKZOINDIA,EQ,901.15,962,901.15,951.55,952,947.4,14620,13932392.25,20-SEP-2011,266,INE133A01011,
ALBK,EQ,162.9,167.7,162.9,165.9,165.1,164.7,857694,142258606.1,20-SEP-2011,21285,INE428A01015,
ALCHEM,EQ,264.6,265.95,264.05,264.65,264.4,264.35,104691,27685243.85,20-SEP-2011,785,INE964B01033,
ALEMBICLTD,EQ,20.5,20.9,19.85,20,20,20.05,46513,933700.5,20-SEP-2011,334,INE426A01027,
ALFALAVAL,EQ,2406.2,2480,2224.55,2252.65,2240,2354.75,149186,342104288.8,20-SEP-2011,18247,INE427A01017,
ALKALI,EQ,41,41.9,39.5,41.1,40.9,40.35,11962,488834.2,20-SEP-2011,196,INE773I01017,
ALKYLAMINE,EQ,86,90,84,87,88.95,87.55,11788,1027254.05,20-SEP-2011,84,INE150B01013,
ALLCARGO,EQ,152,154.95,150,150.95,152.7,149.5,2508,381662.95,20-SEP-2011,100,INE418H01029,
ALLSEC,EQ,15.5,15.5,14,14.15,14.5,15.85,18838,273847.9,20-SEP-2011,292,INE835G01018,
ALMONDZ,EQ,24.1,25,22.55,23.35,23.75,23.95,13425,314733.35,20-SEP-2011,78,INE326B01027,
ALOKTEXT,EQ,18.45,18.5,18.1,18.3,18.25,18.3,5903232,107997983.7,20-SEP-2011,9853,INE270A01011,
ALPA,EQ,8.65,8.7,8.2,8.2,8.4,8.35,8089,68171.6,20-SEP-2011,82,INE385I01010,
ALPHAGEO,EQ,102,103.85,98.3,99.35,100.3,102.3,4179,419721,20-SEP-2011,116,INE137C01018,
ALPSINDUS,BE,2.95,3.15,2.95,2.95,2.95,3,6239,19272.5,20-SEP-2011,20,INE093B01015,
AMAR,EQ,112.1,115.85,108.8,113.9,113.8,111.85,165497,18844377.85,20-SEP-2011,1981,INE787G01011,
AMARAJABAT,EQ,218,220,212.55,214.9,213.6,218.65,28604,6180511.8,20-SEP-2011,764,INE885A01024,
AMBIKCO,EQ,177,178,171.4,174.7,176,171.7,1336,234255.3,20-SEP-2011,82,INE540G01014,
AMBUJACEM,EQ,145.2,147.65,144.9,146.65,146.2,144.35,1687374,247267989.6,20-SEP-2011,13332,INE079A01024,
AMDIND,EQ,20,20.7,20,20.65,20.7,20.4,3082,63309.6,20-SEP-2011,49,INE005I01014,
AMLSTEEL,EQ,12.75,12.75,12.5,12.5,12.5,13,700,8822.5,20-SEP-2011,16,INE577F01018,
AMRUTANJAN,EQ,805.8,826.85,795.1,819.8,817.45,798.3,185129,150650334.3,20-SEP-2011,9786,INE098F01015,
AMTEKAUTO,EQ,132.1,135.85,132.1,132.65,132.95,133.45,753570,100704382.45,20-SEP-2011,4134,INE130C01021,
AMTEKINDIA,EQ,109,113.8,107.5,111.95,110.8,108.25,78540,8813239.45,20-SEP-2011,1926,INE068D01021,
ANANTRAJ,EQ,61.2,62.5,61.2,61.8,61.8,62.35,229781,14261784.3,20-SEP-2011,2446,INE242C01024,
ANDHRABANK,EQ,120,122.75,118.1,122.25,122,120.05,711673,86701577.45,20-SEP-2011,3028,INE434A01013,
ANDHRACEMT,BE,12.15,12.15,11.5,11.7,11.55,11.55,113346,1344809.55,20-SEP-2011,265,INE666E01012,
ANDHRSUGAR,EQ,101.25,101.8,100.1,100.4,100.1,100.55,10931,1102378.75,20-SEP-2011,168,INE715B01013,
ANGIND,EQ,21.75,22.65,21.35,21.7,22.65,21.9,2104,45394.3,20-SEP-2011,16,INE017D01010,
ANIKINDS,EQ,33.55,34.15,33.5,33.5,33.5,33.5,652,22057.6,20-SEP-2011,53,INE087B01017,
ANKURDRUGS,BE,32.2,32.8,31.15,32.35,31.9,31.85,17759,567855,20-SEP-2011,144,INE238D01012,
ANSALAPI,EQ,32.45,35.65,31.3,34.8,34.8,31.95,357403,12242700.5,20-SEP-2011,3293,INE436A01026,
ANSALHSG,EQ,40.2,42.45,40.2,41.2,41.2,40.2,12762,529287.15,20-SEP-2011,204,INE880B01015,
ANTGRAPHIC,BE,0.2,0.3,0.2,0.3,0.3,0.25,28950,7364.95,20-SEP-2011,15,INE414B01021,
APARINDS,EQ,169.7,171,167,169.4,168.25,166,937,158819,20-SEP-2011,85,INE372A01015,
APCOTEXIND,EQ,171.5,171.5,169.85,170,170,171.8,246,42039.75,20-SEP-2011,66,INE116A01016,
APIL,EQ,532.5,554.7,527.95,551,552.1,529.75,91292,49675822.35,20-SEP-2011,4677,INE878A01011,
APLAB,EQ,31.2,35.95,31.2,35.95,35.95,34.05,2,67.15,20-SEP-2011,2,INE273A01015,
APLLTD,BE,52.8,52.8,43.5,45.6,46.2,70.35,292260,13700692.85,20-SEP-2011,666,INE901L01018,
APOLLOHOSP,EQ,525.45,525.5,519.2,520.1,520.7,520.6,12174,6339509.3,20-SEP-2011,784,INE437A01024,
APOLLOTYRE,EQ,59.05,60.5,58.75,59.55,59.5,60.15,1277605,76211156.4,20-SEP-2011,9139,INE438A01022,
APPAPER,EQ,362,373.5,362,372.4,372,369.25,83661,31046716.5,20-SEP-2011,467,INE435A01028,
APTECHT,EQ,131.8,133.4,129.35,132.35,132.9,130.7,647605,85477979.7,20-SEP-2011,9868,INE266F01018,
AQUA,EQ,12,14.25,12,14.1,14,14.3,30208,427455.3,20-SEP-2011,106,INE544K01026,
ARCHIDPLY,BE,14.1,14.4,13.75,14.2,14.2,13.7,5158,73620.9,20-SEP-2011,28,INE877I01016,
ARCHIES,EQ,42.3,42.8,41.5,41.7,41.55,41.3,60186,2533310.95,20-SEP-2011,775,INE731A01020,
AREVAT&D,EQ,223.65,228.5,222.15,224.6,224,219.95,105614,23834515.45,20-SEP-2011,3313,INE200A01026,
ARIES,EQ,95.7,99.55,92.15,94.35,95.65,97.35,43726,4170993.85,20-SEP-2011,1139,INE298I01015,
ARIHANT,EQ,64,67,64,67,67,66.95,200,13100,20-SEP-2011,5,INE413D01011,
ARL,EQ,2.2,2.25,2.15,2.15,2.15,2.2,92737,201281.45,20-SEP-2011,68,INE211C01029,
AROGRANITE,EQ,37.65,37.85,37.65,37.75,37.7,38,3,113.2,20-SEP-2011,3,INE210C01013,
ARROWTEX,EQ,10.05,10.2,9.5,10.2,10.2,9.7,467,4746.95,20-SEP-2011,8,INE933J01015,
ARSHIYA,EQ,125.9,132.9,123.7,129.9,132.5,124.75,294937,37411509.4,20-SEP-2011,2187,INE968D01022,
ARSSINFRA,EQ,376,395,372.2,380.75,380,374.25,1140720,439374736.1,20-SEP-2011,31505,INE267I01010,
ARVIND,EQ,91.4,93.9,91.4,93.2,93.2,91.4,1423000,132120470.3,20-SEP-2011,11999,INE034A01011,
ASAHIINDIA,EQ,70.5,72,70.5,71.5,71.75,70.5,5965,425381.2,20-SEP-2011,111,INE439A01020,
ASAL,EQ,55.5,56.2,54.4,55.9,56.2,55.8,1174,65544.05,20-SEP-2011,26,INE900C01027,
ASHAPURMIN,EQ,17.2,18,17.2,17.95,18,17.3,33817,597643.8,20-SEP-2011,231,INE348A01023,
ASHCONIUL,EQ,2.2,2.45,2.1,2.1,2.1,2.25,11483,26040.25,20-SEP-2011,23,INE714F01033,
ASHIANA,EQ,145.2,152.9,145.2,151.15,152,148.55,2418,363804.8,20-SEP-2011,32,INE365D01013,
ASHIMASYN,EQ,4.7,4.7,4.7,4.7,4.7,4.6,1,4.7,20-SEP-2011,1,INE440A01010,
ASHOKA,EQ,259.5,265,259.5,263.3,260,263,172,45098.5,20-SEP-2011,15,INE442H01011,
ASHOKLEY,EQ,26.7,26.7,25.85,26.15,26.25,26.6,6574799,172061804.5,20-SEP-2011,16518,INE208A01029,
ASIANELEC,BE,7.8,8.2,7.8,8.05,8.1,7.85,9867,79120.15,20-SEP-2011,51,INE441A01026,
