SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
1018GS2026,GS,122.71,122.71,118,119.31,119.31,116.87,1511,179365.12,06-FEB-2024,5,IN0020010081,,1511,100.00
182D010824,TB,96.34,96.6,96.34,96.36,96.36,97,1700,163936,06-FEB-2024,5,IN002023Y458,,,
182D040724,TB,96.77,96.77,96.77,96.77,96.77,97,100,9677,06-FEB-2024,1,IN002023Y417,,,
182D060624,TB,97.6,97.6,97.5,97.5,97.5,97.6,10200,994520,06-FEB-2024,3,IN002023Y375,,,
182D070324,TB,99.44,99.44,99.44,99.44,99.44,99.14,100,9944,06-FEB-2024,1,IN002023Y243,,,
182D090524,TB,97.9,98,97.9,98,98,98,1500,146890,06-FEB-2024,3,IN002023Y334,,,
182D130624,TB,97.25,97.38,97.2,97.38,97.38,97.3,1400,136182,06-FEB-2024,4,IN002023Y383,,,
182D140324,TB,98.97,98.97,98.97,98.97,98.97,98.98,1000,98970,06-FEB-2024,1,IN002023Y250,,,
182D180724,TB,96.61,96.68,96.61,96.68,96.68,96.61,200,19329,06-FEB-2024,2,IN002023Y433,,,
182D200624,TB,97.06,97.06,97.06,97.06,97.06,97.06,200,19412,06-FEB-2024,2,IN002023Y391,,,
182D230524,TB,97.6,97.6,97.6,97.6,97.6,97.6,100,9760,06-FEB-2024,1,IN002023Y359,,,
182D250424,TB,98.53,98.53,98.53,98.53,98.53,98.52,100,9853,06-FEB-2024,1,IN002023Y318,,,
182D250724,TB,96.4,96.5,96.25,96.26,96.26,96.55,2500,240921,06-FEB-2024,8,IN002023Y441,,,
182D290224,TB,99.56,99.56,99.56,99.56,99.56,99.31,10000,995600,06-FEB-2024,1,IN002023Y235,,,
182D290324,TB,98.61,98.61,98.61,98.61,98.61,98.41,200,19722,06-FEB-2024,1,IN002023Y276,,,
182D300524,TB,97.46,97.46,97.46,97.46,97.46,97.83,100,9746,06-FEB-2024,1,IN002023Y367,,,
20MICRONS,EQ,159.95,159.95,151.85,155.25,154.55,157.6,170963,26404248.95,06-FEB-2024,8991,INE144J01027,,98482,57.60
21STCENMGM,BE,41.25,41.25,41.25,41.25,41.25,42.1,83,3423.75,06-FEB-2024,7,INE253B01015,,-,-
360ONE,EQ,623.45,639,615,628.5,628.25,615.5,1281972,807552605,06-FEB-2024,19661,INE466L01038,,1168962,91.18
364D020125,TB,93.56,93.56,93.34,93.34,93.34,93.55,400,37358,06-FEB-2024,3,IN002023Z422,,,
364D020524,TB,98.46,98.46,98.46,98.46,98.46,97.96,100,9846,06-FEB-2024,1,IN002023Z067,,,
364D040724,TB,101.95,101.95,101.95,101.95,101.95,97.1,100,10195,06-FEB-2024,1,IN002023Z158,,,
364D071124,TB,94.97,94.97,94.97,94.97,94.97,94.7,100,9497,06-FEB-2024,1,IN002023Z349,,,
364D090125,TB,93.4,93.5,93.4,93.42,93.42,93.22,25000,2335142,06-FEB-2024,8,IN002023Z430,,,
364D110424,TB,98.5,98.5,98.5,98.5,98.5,98.5,100,9850,06-FEB-2024,1,IN002023Z034,,,
364D121224,TB,93.73,93.73,93.73,93.73,93.73,93.73,1000,93730,06-FEB-2024,1,IN002023Z398,,,
364D130624,TB,97.28,97.28,97.28,97.28,97.28,97.28,200,19456,06-FEB-2024,1,IN002023Z125,,,
364D211124,TB,94.12,94.12,94.12,94.12,94.12,94.12,100,9412,06-FEB-2024,1,IN002023Z364,,,
364D230125,TB,92.95,92.95,92.95,92.95,92.95,93,1100,102245,06-FEB-2024,2,IN002023Z455,,,
3IINFOLTD,EQ,56.4,59.75,56.1,58.4,58.5,56.1,3709747,217098032.7,06-FEB-2024,12179,INE748C01038,,1172595,31.61
3MINDIA,EQ,32580.95,33769,32411.25,33123.25,33266.25,32380.95,6875,228509445.6,06-FEB-2024,3744,INE470A01017,,2186,31.80
3PLAND,BE,39.9,40,37.2,38.35,39,39.15,17742,679441.4,06-FEB-2024,213,INE105C01023,,-,-
515GS2025,GS,97.67,97.67,92.18,92.18,92.18,97,2,189.85,06-FEB-2024,2,IN0020200278,,1,50.00
563GS2026,GS,98.35,99.3,98.35,99.29,99.3,99,644,63579,06-FEB-2024,18,IN0020210012,,524,81.37
574GS2026,GS,97.5,98,97.5,98,98,97.6,108,10555.5,06-FEB-2024,3,IN0020210186,,108,100.00
5PAISA,EQ,609.35,609.35,595.85,598.05,600,609.35,78344,47019873.9,06-FEB-2024,7694,INE618L01018,,39373,50.26
