SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIDRUGS,EQ,28,29.5,28,29.5,29.5,28.15,1900,54775,7-JUN-2000,
AARTIIND,EQ,42.1,44.75,42.1,44,44,44.9,1100,48435,7-JUN-2000,
ABANLLOYD,EQ,18.5,19.35,17.9,19.3,19.35,17.95,700,13165,7-JUN-2000,
ABB,EQ,182,203.8,182,194.7,194,183.15,57893,11165485.5,7-JUN-2000,
ABBALPO,EQ,33.5,33.5,32.15,32.55,33,33.45,3500,116965,7-JUN-2000,
ABBOTTLAB,EQ,400,415,396.25,400.5,400.5,417,1150,461062.5,7-JUN-2000,
ABGHEAVY,EQ,19.15,19.25,19,19.25,19.25,18.3,800,15320,7-JUN-2000,
ABSIND,EQ,38.9,38.9,35.6,35.6,35.6,38.65,4050,147422.5,7-JUN-2000,
ACC,AE,113,113,113,113,113,113,600,67800,7-JUN-2000,
ACC,EQ,112,114.5,111.65,112.45,112.1,111.65,637840,72218756.75,7-JUN-2000,
ADANIEXPO,EQ,670,722,670,713.95,714,669.3,2100,1487555,7-JUN-2000,
ADVANIORLI,EQ,18.5,18.5,18,18,18,18.75,542,10006,7-JUN-2000,
AEGISCHEM,EQ,7.9,11.9,7.9,8.25,8.25,8.5,1200,9795,7-JUN-2000,
AGREVOIND,EQ,280,296.1,280,294.55,296.1,274.15,2600,758205,7-JUN-2000,
AHMEDELEC,EQ,56,57,56,56.1,56.1,58.55,200,11305,7-JUN-2000,
AHMEDFORGE,EQ,11.95,12,11.95,12,12,10,300,3595,7-JUN-2000,
AJANTPHARM,EQ,189.75,189.9,172,175.1,176,185.1,5637,993659.2,7-JUN-2000,
AKAIMPEX,EQ,2,2,2,2,2,2.3,100,200,7-JUN-2000,
AKARLAMIN,EQ,4.95,4.95,4.05,4.05,4.05,3.6,3400,14920,7-JUN-2000,
ALEMBICLTD,EQ,201.1,205,200,200.75,200,200.4,400,80755,7-JUN-2000,
ALFALAVAL,EQ,180,183,178.5,180.75,183,180.35,186,33481,7-JUN-2000,
ALKYLAMINE,EQ,27.5,30,27.5,30,30,28,1400,40150,7-JUN-2000,
ALOKTEXT,EQ,26.4,28.85,25.75,28.55,28.85,25.75,153379,4165495.5,7-JUN-2000,
