SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AARTIIND,EQ,64,67,64,64.9,64.75,63.25,3706,243233.3,17-JUN-2002,
ABANLLOYD,EQ,84.95,90.4,83.9,90.4,90.4,82.15,57565,5119916.05,17-JUN-2002,
ABB,EQ,263,270,262.5,263.9,262.5,263.25,31583,8401152.5,17-JUN-2002,
ABBALPO,EQ,44.5,45.25,41.7,43.4,43.5,42.45,341649,14947028.75,17-JUN-2002,
ABBOTTLAB,EQ,160,162.9,159.6,161.2,161.9,164,186,29989.2,17-JUN-2002,
ABSHEKINDS,EQ,9.9,10,9.75,9.9,9.75,9.75,4464,44165.85,17-JUN-2002,
ABSIND,EQ,63,68.9,63,66.4,65.5,64.35,26445,1777093.65,17-JUN-2002,
ACC,EQ,155.85,157.8,154.25,155.1,155.15,155.5,555245,86355013.55,17-JUN-2002,
ADANIEXPO,EQ,188.35,198,187.3,195.05,198,188.15,78033,14904843.3,17-JUN-2002,
ADLABSFILM,EQ,87.1,87.8,82.1,83,83,84.5,238266,20208887.3,17-JUN-2002,
ADVANIORLI,EQ,25,29.9,25,28.3,28.75,24.95,42905,1197887.1,17-JUN-2002,
AEGISCHEM,EQ,13.25,13.3,11.5,13.3,13.3,11.05,20133,258019.05,17-JUN-2002,
AFTEKINFO,EQ,425.1,441.5,423.55,430.55,437.9,428.25,2110984,916202118.9,17-JUN-2002,
AGEEGOLD,EQ,70,70,62,62.95,64.1,67.2,1402,90407.45,17-JUN-2002,
AGREVOIND,EQ,153,154.45,152.25,153.9,154.2,153.95,8845,1358143.3,17-JUN-2002,
AGRODUTCH,EQ,33.2,37.6,33,36.2,35.65,32.05,373505,13304819.4,17-JUN-2002,
AHMEDELEC,EQ,62,62,60.25,60.45,60.45,61,1238,75354.5,17-JUN-2002,
AHMEDFORGE,EQ,12,12,11,12,12,12,12900,153695,17-JUN-2002,
AJANTPHARM,EQ,54.95,56.4,52.55,53,52.55,52.1,10265,557821.9,17-JUN-2002,
AKSHOPTFBR,EQ,49.5,51.35,49.5,49.85,49.5,49.2,34724,1749826.95,17-JUN-2002,
ALEMBICLTD,EQ,130,137.75,130,133,132.5,135.25,16333,2218691.75,17-JUN-2002,
ALFALAVAL,EQ,209,215,205,211.9,215,205.05,2565,538280.7,17-JUN-2002,
ALOKTEXT,EQ,14.9,15,14,14.2,14.2,14,961549,14005022.85,17-JUN-2002,
ALPSINDUS,EQ,30.25,31.65,30.25,31.3,31.65,28.75,491,15321.35,17-JUN-2002,
AMARAJABAT,EQ,82.9,88.2,82,86.8,86.5,82.8,122297,10513227.7,17-JUN-2002,
AMBUJARAJN,EQ,6.1,6.75,6.1,6.35,6.35,6,131229,828391.1,17-JUN-2002,
AMITSPIN,EQ,4,4,4,4,4,3.35,600,2400,17-JUN-2002,
AMTEKAUTO,BE,0,0,0,407.5,469,412.4,3500,1429061,17-JUN-2002,
AMTREXAPPL,EQ,17,18.5,16.3,17.8,17.55,16.4,13582,231300.1,17-JUN-2002,
ANDHRABANK,EQ,16.4,17.3,16.3,16.7,16.75,16,1518281,25561139.55,17-JUN-2002,
ANDHRSUGAR,EQ,27.5,32.95,27.5,32.95,32.95,27.45,18051,550115.25,17-JUN-2002,
