SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,41.4,41.4,39.5,39.75,39.65,41.1,128698,5156707.95,14-JUL-2017,478,INE144J01027,
3IINFOTECH,EQ,4.5,4.55,4.45,4.5,4.5,4.45,1530338,6882321.3,14-JUL-2017,445,INE748C01020,
3MINDIA,EQ,13639.65,13724.5,13570,13664.3,13630,13504.7,464,6340884.8,14-JUL-2017,215,INE470A01017,
63MOONS,EQ,64.2,64.5,61.6,62.65,62.75,64.2,49049,3101655.3,14-JUL-2017,964,INE111B01023,
8KMILES,EQ,545,545.05,539.2,540.45,540.5,543,33012,17878431.1,14-JUL-2017,1004,INE650K01021,
A2ZINFRA,EQ,43.6,44.2,42.85,43.1,42.9,43.6,402060,17452138.5,14-JUL-2017,2382,INE619I01012,
AARTIDRUGS,EQ,561.35,562.8,545.15,549.45,550,558.3,7879,4340285.45,14-JUL-2017,714,INE767A01016,
AARTIIND,EQ,993,998.4,981.35,988.85,984,987.15,63484,62770098.35,14-JUL-2017,3361,INE769A01020,
AARVEEDEN,EQ,66,66.8,64.5,64.95,65,66.95,9274,605773.6,14-JUL-2017,112,INE273D01019,
ABAN,EQ,189.6,192.6,188.6,189.2,188.7,189.6,474007,90212017.8,14-JUL-2017,5943,INE421A01028,
ABB,EQ,1488.85,1488.85,1460.05,1466.5,1464,1473.6,28880,42497513.15,14-JUL-2017,2999,INE117A01022,
ABBOTINDIA,EQ,4400.05,4580,4397.95,4551.65,4550,4407.75,7977,36048066.15,14-JUL-2017,2997,INE358A01014,
ABFRL,EQ,179.4,184.25,177.15,182.35,182.35,177.15,683440,123300882.75,14-JUL-2017,9596,INE647O01011,
ABGSHIP,BZ,14,14,13.15,13.3,13.15,13.8,31507,420842.95,14-JUL-2017,181,INE067H01016,
ABMINTLTD,BE,98.5,99.6,94.9,99.6,99.6,94.9,1079,105314.6,14-JUL-2017,30,INE251C01017,
ACC,EQ,1701,1769.65,1698.8,1755.1,1769.45,1703.55,787831,1363078932.2,14-JUL-2017,26165,INE012A01025,
ACCELYA,EQ,1392.8,1427.5,1371.95,1383.25,1378.65,1379.3,2491,3438241.55,14-JUL-2017,290,INE793A01012,
ACCORD,SM,75.8,75.8,71.2,71.3,71.25,71.3,34000,2481500,14-JUL-2017,17,INE113X01015,
ACE,EQ,72.35,72.35,70,70.6,70.5,71.8,300864,21315733.95,14-JUL-2017,2023,INE731H01025,
ACEINTEG,SM,39.8,39.8,37,37,37,39.55,30000,1127700,14-JUL-2017,9,INE543V01017,
