SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,57,58.15,55.75,56.65,56.9,57.1,60066,3428563.45,16-SEP-2011,330,INE144J01019,
3IINFOTECH,EQ,29,29.4,28.55,28.75,28.8,29,789155,22777315.15,16-SEP-2011,3875,INE748C01020,
3MINDIA,EQ,4330.05,4454,4330.05,4424.05,4440,4361.45,85,372818.15,16-SEP-2011,38,INE470A01017,
A2ZMES,EQ,225.8,230.25,222.05,225,225,224.9,344802,77934823.15,16-SEP-2011,7896,INE619I01012,
AANJANEYA,EQ,434.4,456.65,429.1,447.5,451,426.45,215654,96833767,16-SEP-2011,5307,INE928K01013,
AARTIDRUGS,EQ,112.1,113.4,112.1,113.25,113.4,112.45,381,42939.05,16-SEP-2011,26,INE767A01016,
AARTIIND,EQ,49.65,49.65,48,48.15,48,49.85,18804,918899.25,16-SEP-2011,177,INE769A01020,
AARVEEDEN,EQ,35.15,38.5,35,36.7,36.7,35.05,1252,45255.4,16-SEP-2011,16,INE273D01019,
ABAN,EQ,402,406.7,385.2,387.6,385.85,400.55,813558,321712666.4,16-SEP-2011,20613,INE421A01028,
ABB,EQ,868.05,877,821,832.9,827.95,865.95,190769,161558299.3,16-SEP-2011,8061,INE117A01022,
ABBOTINDIA,EQ,1515,1515,1490,1504.55,1505,1513.5,1523,2295165.25,16-SEP-2011,206,INE358A01014,
ABCIL,EQ,105.35,105.35,102.55,103.4,102.65,103.5,2616,271878.2,16-SEP-2011,86,INE605B01016,
ABGSHIP,EQ,383.2,388.9,376.05,384.4,385.5,379.55,280907,107623695.8,16-SEP-2011,5913,INE067H01016,
ABHISHEK,EQ,10.85,10.85,10.25,10.65,10.5,10.5,2136,22554.25,16-SEP-2011,32,INE004I01017,
ABIRLANUVO,EQ,931,959.8,905.05,937.75,944.8,922.3,177831,165936343.6,16-SEP-2011,10696,INE069A01017,
ACC,EQ,1062.15,1073.2,1027.5,1037.9,1042.7,1064.85,437667,463383781.2,16-SEP-2011,15219,INE012A01025,
ACE,EQ,47.4,48.5,46.85,47.9,48.25,47,98612,4686249.35,16-SEP-2011,801,INE731H01025,
ACKRUTI,EQ,194,202.75,194,199.25,201,194,23228,4627372.1,16-SEP-2011,1006,INE703H01016,
ACROPETAL,EQ,19.35,19.75,18.8,19.3,19.3,19.35,211278,4057770.1,16-SEP-2011,1330,INE055L01013,
ADANIENT,EQ,586,602,582.25,599.5,596.1,586.2,425703,253587440.85,16-SEP-2011,10425,INE423A01024,
ADANIPOWER,EQ,86.5,87.5,85.3,86.6,86.4,85.7,386059,33340462.4,16-SEP-2011,4541,INE814H01011,
ADFFOODS,EQ,57.3,58.4,57,57.55,57,57.15,2984,171318.95,16-SEP-2011,82,INE982B01019,
