SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1394.00,1417.00,1382.00,1392.85,1400.85,1393.90,995,6964,9756144.00,
500003,AEGIS LOGIS ,A ,Q,285.50,289.00,282.95,287.20,286.00,283.65,342,4298,1226916.00,
500008,AMAR RAJA BA,A ,Q,804.00,815.75,798.80,800.75,800.75,800.15,3675,118384,95922260.00,
500009,A.SARABHAI  ,X ,Q,20.20,22.40,20.20,21.55,21.55,20.20,775,289599,6236436.00,
500010,HDFC        ,A ,Q,2535.05,2540.00,2406.20,2414.90,2414.90,2493.75,12674,107824,264577122.00,
500012,ANDHRA PETRO,X ,Q,62.00,62.75,60.35,60.70,60.70,61.40,440,90168,5533468.00,
500013,ANSAL INFRAS,B ,Q,6.16,6.16,5.99,6.04,6.04,6.04,16,2950,17893.00,
500014,UTIQUE      ,X ,Q,1.92,2.12,1.92,2.09,2.12,2.02,33,13604,28381.00,
500016,ARUNAHTEL   ,XT,Q,4.62,4.84,4.42,4.84,4.84,4.61,4,864,4118.00,
500020,BOM DYEING  ,A ,Q,66.00,66.90,65.50,65.95,66.10,65.60,682,105812,7010425.00,
500023,ASIANHOTNR  ,B ,Q,61.55,62.50,61.10,61.10,61.10,63.30,25,803,49829.00,
500027,ATUL LTD.   ,A ,Q,7612.00,7876.85,7463.90,7582.10,7582.10,7649.85,1098,1994,15276598.00,
500028,ATV PROJECTS,XT,Q,4.10,4.10,3.98,4.08,4.08,4.16,18,2180,8916.00,
500031,BAJAJ ELECT.,A ,Q,1133.00,1168.95,1107.90,1116.10,1116.10,1120.90,1547,12033,13578997.00,
500032,BAJAJHIND   ,A ,Q,6.23,6.46,6.22,6.26,6.26,6.23,959,784042,4950987.00,
500033,FORCE MOTR  ,A ,Q,1115.00,1115.00,1079.00,1086.15,1081.30,1092.85,188,904,994703.00,
500034,BAJFINANCE  ,A ,Q,4588.00,4697.95,4560.05,4610.00,4610.00,4478.05,10053,154527,715888795.00,
500038,BALRAM.CHINI,A ,Q,251.95,257.00,246.50,250.45,250.45,247.15,1685,108145,27209852.00,
500039,BANCO PROD. ,B ,Q,145.00,145.00,140.25,141.30,141.45,142.30,156,4577,651570.00,
500040,CENTURY TEXT,A ,Q,444.50,459.80,439.45,446.05,442.00,448.80,2084,100896,45324611.00,
500041,BANNARI AMAN,A ,Q,1601.00,1698.95,1571.00,1634.75,1679.70,1588.85,20,116,186582.00,
500042,BASF INDIA  ,A ,Q,2094.95,2094.95,2004.50,2026.45,2019.00,2057.20,433,2064,4204223.00,
500043,BATA INDIA  ,A ,Q,1295.00,1329.60,1288.00,1298.20,1298.20,1286.25,1708,26453,34674711.00,
500048,BEML LTD    ,A ,Q,1170.10,1188.00,1137.20,1159.85,1159.85,1155.30,2340,60855,71337486.00,
500049,BHARAT ELECT,A ,Q,124.80,127.65,123.65,124.25,124.25,123.35,1997,361780,45547743.00,
500052,BHANSALI ENG,A ,Q,163.75,165.55,156.35,157.80,157.80,159.80,2713,203228,32707375.00,
500055,TATASTLBSL  ,B ,Q,58.00,58.35,56.85,57.60,57.60,57.15,1066,214759,12380934.00,
500058,BIHAR SPONGE,XT,Q,3.34,3.34,3.34,3.34,3.34,3.19,10,15595,52087.00,
500060,BIRLACABLE  ,B ,Q,59.60,59.60,55.05,57.55,57.65,55.45,279,10040,568920.00,
500067,BLUE STAR   ,A ,Q,830.50,839.90,822.45,832.20,832.20,827.85,675,5791,4832383.00,
500068,DISA INDIA  ,X ,Q,4650.00,4999.95,4560.05,4618.35,4618.35,4650.00,157,432,2012427.00,
500069,BNK CAPITAL ,X ,Q,185.40,185.95,185.40,185.55,185.50,185.80,23,4804,891175.00,
500074,BPL LTD.    ,B ,Q,21.50,24.60,21.50,24.55,24.60,22.40,387,74490,1802163.00,
500078,OAL         ,B ,Q,732.00,740.05,707.85,716.25,719.00,726.10,381,3103,2258779.00,
500083,CENTURY EXT ,B ,Q,4.65,5.21,4.49,4.87,4.91,4.35,221,55056,276268.00,
500084,CESC LTD.   ,A ,Q,598.00,603.00,580.30,583.50,583.50,590.15,2139,37371,22046396.00,
500085,CHAMBAL FERT,A ,Q,220.00,221.10,215.30,216.50,216.10,218.25,984,31637,6891543.00,
500086,EXIDE IND.  ,A ,Q,174.90,175.95,172.60,173.40,173.40,173.10,4168,186381,32478878.00,
500087,CIPLA LTD.  ,A ,Q,960.00,966.00,941.05,949.30,949.30,946.60,14886,618043,588143144.00,
500089,DIC INDIA   ,B ,Q,395.00,395.00,380.00,383.20,383.40,379.35,49,368,141018.00,
500092,CRISIL LTD  ,A ,Q,1856.00,1902.40,1825.00,1826.10,1825.00,1858.80,897,4966,9256913.00,
500093,CGPOWER     ,B ,Q,69.20,71.50,67.00,67.70,67.70,68.35,2471,398226,27575204.00,
500096,DABUR (I)   ,A ,Q,565.20,575.85,565.20,568.15,568.65,568.60,5237,98006,55713835.00,
500097,DALMIASUG   ,A ,Q,231.00,233.70,224.00,225.20,225.95,224.40,1423,67771,15472355.00,
500101,ARVIND Ltd  ,A ,Q,60.50,61.75,60.30,60.65,60.30,59.30,663,180098,10963323.00,
500102,BALARPUR IND,Z ,Q,1.10,1.10,1.06,1.07,1.07,1.06,131,818043,870738.00,
500103,BHEL        ,A ,Q,44.95,45.35,43.90,44.20,44.20,44.05,3617,2175477,97426271.00,
500104,HIND.PETRO  ,A ,Q,231.40,234.70,229.65,232.65,232.65,231.30,524,44363,10334767.00,
500106,IFCI LTD    ,A ,Q,10.78,11.10,10.25,10.43,10.43,10.76,2809,669076,7188739.00,
500108,MAHA.TELE   ,B ,Q,15.60,15.60,15.00,15.10,15.30,15.35,728,287487,4381197.00,
500109,MRPL        ,A ,Q,37.30,37.30,36.05,37.00,36.70,35.70,412,87523,3197636.00,
500110,CHENNAI PET.,A ,Q,95.00,97.10,95.00,96.05,96.20,94.60,507,44496,4275541.00,
500111,REL.CAP.    ,B ,Q,9.59,9.94,9.56,9.71,9.72,9.59,609,256189,2496697.00,
500112,STATE BANK  ,A ,Q,335.00,339.80,326.55,329.60,329.60,331.25,29634,2784525,928226537.00,
500113,STEEL AUTH. ,A ,Q,90.40,92.15,87.70,88.90,88.90,89.20,9444,3008852,271624544.00,
500114,TITAN       ,A ,Q,1520.00,1560.00,1510.00,1522.85,1523.80,1518.70,2518,52110,80156935.00,
500116,IDBI BANK L ,A ,Q,34.45,34.75,33.65,33.95,33.95,33.85,1306,661729,22649814.00,
500117,DCW LTD.    ,B ,Q,31.40,32.40,30.65,30.95,30.95,31.35,1292,307689,9661349.00,
500119,DHAMPUR SUGA,A ,Q,198.25,213.60,198.25,206.05,206.55,198.35,2387,116934,24140871.00,
500120,DIAMINES&CHM,X ,Q,298.00,309.00,298.00,300.35,300.00,297.40,211,8175,2485765.00,
500123,ELANTAS     ,A ,Q,3501.00,3545.00,3420.00,3456.30,3458.00,3500.90,187,1101,3806532.00,
500124,DR.REDDY'S  ,A ,Q,5100.00,5209.20,5076.90,5153.95,5153.95,4970.55,23504,229068,1183165189.00,
500125,E.I.D.PAR   ,A ,Q,312.00,321.15,312.00,313.65,313.65,314.70,313,7688,2437910.00,
500126,PGHL        ,A ,Q,6345.00,6380.00,6250.00,6289.35,6270.00,6344.90,352,566,3563115.00,
500128,ELEC.CASTING,B ,Q,29.25,30.75,29.15,29.65,30.00,28.90,547,108306,3246118.00,
500133,ESAB INDIA  ,A ,Q,1828.00,1850.00,1808.95,1823.75,1820.90,1816.15,78,459,838021.00,
500135,EPL         ,A ,Q,206.85,210.90,206.85,210.60,210.85,208.70,479,10212,2140656.00,
500136,ESTER INDUS.,B ,Q,127.00,127.00,118.50,119.65,118.50,122.10,585,24192,2936968.00,
500142,FGP LTD.    ,XT,Q,1.58,1.58,1.58,1.58,1.58,1.61,5,2900,4582.00,
500143,P.H.CAPITAL ,X ,Q,26.55,26.55,26.55,26.55,26.55,25.35,1,23,610.00,
500144,FINOL. CABLE,A ,Q,364.45,368.00,356.30,358.90,358.55,360.25,297,5134,1854703.00,
500147,COCKERILL   ,X ,Q,809.00,814.00,795.05,795.40,795.05,812.50,33,477,384678.00,
500148,UFLEX LTD   ,A ,Q,361.90,367.15,360.00,361.85,362.00,358.50,833,25500,9275917.00,
500150,FOSECO INDIA,B ,Q,1265.00,1265.00,1200.00,1207.00,1200.00,1210.00,35,66,80152.00,
500151,GOLDEN TOB  ,B ,Q,39.30,40.00,39.10,39.90,39.90,39.05,43,655,25815.00,
500153,GANESH BENZO,X ,Q,64.00,64.00,62.50,62.95,62.75,61.40,150,73740,4665076.00,
500159,METROGLOBL  ,X ,Q,54.00,56.00,54.00,55.15,55.15,55.00,6,158,8791.00,
500160,GTL LTD.    ,B ,Q,5.20,5.39,5.20,5.30,5.30,5.23,87,15815,83163.00,
500163,GODFREY PH  ,A ,Q,854.00,863.25,854.00,861.55,862.80,843.10,172,1771,1522420.00,
500164,GODREJ IND  ,A ,Q,515.50,527.90,510.30,516.20,511.20,523.20,607,9809,5086361.00,
500165,KANSAI NERO ,A ,Q,540.00,553.45,540.00,548.25,549.90,542.00,611,8475,4633028.00,
500166,GOODRICKE   ,X ,Q,203.00,205.00,201.00,203.20,203.50,202.35,57,2956,600307.00,
500168,GOODYEAR (I),A ,Q,890.00,894.35,867.15,880.75,886.00,875.50,271,1645,1447226.00,
500170,GTN INDUS   ,X ,Q,9.55,9.55,9.00,9.01,9.01,9.51,10,561,5284.00,
500171,GHCL LTD    ,A ,Q,225.00,231.70,224.35,228.25,230.00,224.00,436,12752,2899892.00,
500173,GFLLIMITED  ,A ,Q,70.50,75.65,68.85,70.35,72.70,66.35,351,10188,739136.00,
500174,GUJ.LEASE   ,B ,Q,2.11,2.11,2.11,2.11,2.11,2.34,3,744,1569.00,
500179,HCL INFOSYS ,B ,Q,8.26,8.42,7.96,7.99,8.01,8.20,203,98580,803496.00,
500180,HDFC BANK   ,A ,Q,1429.50,1429.50,1384.40,1390.75,1390.75,1411.90,9547,311966,438446625.00,
500182,HEROMOTOCO  ,A ,Q,2820.05,2847.85,2800.00,2824.20,2824.20,2786.55,3423,34223,96769348.00,
500183,HFCL        ,A ,Q,24.55,24.70,23.90,24.05,24.05,24.20,1044,2346139,57136915.00,
500184,HSCL        ,A ,Q,42.65,42.65,41.30,41.80,41.80,41.55,1699,1932317,81171426.00,
500185,HIND.CONSTN.,A ,Q,7.70,7.70,7.39,7.41,7.45,7.40,202,132481,990187.00,
500186,HIND.OIL EXP,A ,Q,96.00,96.30,94.50,95.00,95.00,94.30,955,64016,6092094.00,
500187,HSIL        ,B ,Q,148.00,150.50,143.50,145.10,147.00,146.30,444,12027,1781986.00,
500188,HINDUS.ZI   ,A ,Q,288.50,290.00,281.15,283.55,283.55,282.80,1015,40815,11635150.00,
