SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,8919.05,8919.05,8520.00,8541.45,8550.00,8866.30,3487,13403,115783458.00,
500003,AEGIS LOGIS ,A ,Q,835.05,843.20,790.05,804.30,806.20,833.40,2762,44281,35765326.00,
500008,ARE&M       ,A ,Q,1380.10,1418.40,1353.90,1398.25,1398.25,1372.00,16906,323802,451999158.00,
500009,A.SARABHAI  ,X ,Q,44.60,44.93,44.00,44.40,44.40,44.17,290,56865,2523496.00,
500012,ANDHRA PETRO,X ,Q,116.65,118.00,112.00,116.65,116.65,115.45,3694,523203,60448630.00,
500013,ANSAL INFRAS,Z ,Q,9.69,9.97,9.03,9.04,9.04,9.50,104,47914,463076.00,
500014,UTIQUE      ,X ,Q,8.61,8.61,8.27,8.38,8.42,8.44,181,15870,133046.00,
500016,ARUNAHTEL   ,XT,Q,11.01,11.29,10.80,11.10,11.10,10.80,62,7004,76926.00,
500020,BOM DYEING  ,A ,Q,175.00,175.85,170.10,171.35,171.95,174.90,2548,140107,24152820.00,
500023,ASIANHOTNR  ,T ,Q,139.20,141.50,136.30,141.50,141.50,139.20,5,255,35495.00,
500027,ATUL LTD.   ,A ,Q,6258.50,6320.00,6189.15,6227.25,6208.20,6284.40,742,1872,11711598.00,
500028,ATV PROJECTS,XT,Q,26.25,26.90,25.00,25.88,25.86,26.16,144,33924,868804.00,
500031,BAJAJ ELECT.,A ,Q,1070.00,1080.00,1046.55,1050.50,1049.00,1063.45,413,2663,2811828.00,
500032,BAJAJHIND   ,A ,Q,40.50,43.95,38.68,42.55,42.55,40.36,29225,10536637,442522786.00,
500033,FORCE MOTR  ,A ,Q,8950.05,9113.60,8881.35,8924.35,8924.35,9074.90,257,890,8021323.00,
500034,BAJFINANCE  ,A ,Q,7333.00,7345.00,7181.00,7232.45,7236.95,7331.25,2937,14232,103238791.00,
500038,BALRAM.CHINI,A ,Q,430.90,444.00,422.25,440.85,440.85,429.05,12348,466923,204702310.00,
500039,BANCO PROD. ,B ,Q,609.25,614.15,600.90,602.10,602.50,609.25,875,12439,7532553.00,
500040,CENTURY TEXT,A ,Q,2379.95,2379.95,2271.10,2288.90,2295.00,2359.35,2735,17329,39909417.00,
500041,BANNARI AMAN,B ,Q,2950.05,3133.00,2950.05,3100.65,3133.00,2921.10,499,2875,8775071.00,
500042,BASF INDIA  ,A ,Q,4989.05,5071.75,4880.00,4921.70,4884.90,4978.75,605,1766,8802579.00,
500043,BATA INDIA  ,A ,Q,1454.35,1468.00,1446.50,1449.60,1452.55,1456.95,2886,24785,36035797.00,
500048,BEML LTD    ,A ,Q,4733.15,4733.15,4471.25,4524.15,4526.60,4702.25,6195,33040,151306418.00,
500049,BHARAT ELECT,A ,Q,320.15,320.15,304.00,309.30,309.30,318.25,88360,6670990,2074082005.00,
500052,BHANSALI ENG,B ,Q,107.00,120.00,107.00,119.38,119.38,106.97,9514,1047930,120599900.00,
500058,BIHAR SPONGE,XT,Q,14.26,14.26,14.22,14.23,14.23,14.48,45,34584,493016.00,
500059,BINANI IND. ,T ,Q,15.85,16.85,15.56,16.53,16.68,16.19,13,4176,68451.00,
500060,BIRLACABLE  ,B ,Q,249.50,249.50,242.00,243.60,245.95,249.50,1346,27486,6745282.00,
500067,BLUE STAR   ,A ,Q,1743.05,1753.80,1693.55,1705.70,1705.70,1728.45,1329,10225,17561661.00,
500068,DISA INDIA  ,B ,Q,15900.00,16273.00,15805.10,15946.95,15978.90,16075.50,26,123,1968931.00,
500069,QUESTCAP    ,X ,Q,403.00,404.00,387.00,395.30,398.00,385.60,67,7066,2794024.00,
500074,BPL LTD.    ,B ,Q,104.11,106.69,102.50,105.11,105.62,105.01,272,16262,1704279.00,
500078,OAL         ,B ,Q,399.40,399.40,381.00,391.30,381.00,394.30,231,4023,1564111.00,
500083,CENTURY EXT ,B ,Q,21.10,21.48,20.80,21.11,21.10,21.33,393,44618,939280.00,
500084,CESC LTD.   ,A ,Q,151.80,152.75,146.60,149.15,149.15,151.35,3275,265587,39527527.00,
500085,CHAMBAL FERT,A ,Q,450.05,475.40,449.35,467.75,467.75,438.55,22684,1089909,508514482.00,
500086,EXIDE IND.  ,A ,Q,567.60,567.60,549.30,559.95,559.95,564.75,15999,461029,257436431.00,
500087,CIPLA LTD.  ,A ,Q,1576.15,1581.70,1553.10,1559.30,1559.30,1574.25,3382,29906,46826253.00,
500089,DIC INDIA   ,B ,Q,513.00,525.40,506.00,519.45,522.50,511.35,257,3096,1601671.00,
500092,CRISIL LTD  ,A ,Q,4092.15,4167.80,4075.10,4111.55,4111.80,4093.00,888,3967,16308622.00,
500093,CGPOWER     ,A ,Q,686.90,688.50,673.40,675.20,679.25,685.65,3058,48553,32994597.00,
500096,DABUR (I)   ,A ,Q,600.20,603.25,593.95,598.40,598.00,600.05,2224,39791,23843615.00,
500097,DALMIASUG   ,B ,Q,422.05,443.20,411.35,432.20,432.50,420.70,2953,70136,30396803.00,
