SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2690.00,2717.00,2643.95,2667.90,2667.90,2670.30,756,6450,17283253.00,
500003,AEGIS LOGIS ,A ,Q,274.50,276.30,260.10,267.80,267.80,271.85,3586,124663,33907980.00,
500008,AMAR RAJA BA,A ,Q,509.90,509.90,496.30,505.25,505.25,505.65,1068,21250,10738070.00,
500009,A.SARABHAI  ,X ,Q,30.55,30.65,29.70,29.80,29.80,30.10,466,109099,3274522.00,
500010,HDFC        ,A ,Q,2370.60,2385.00,2331.00,2360.40,2351.15,2367.20,1942,18001,42538787.00,
500012,ANDHRA PETRO,B ,Q,91.00,92.40,88.15,89.70,89.70,90.35,820,86338,7774061.00,
500013,ANSAL INFRAS,B ,Q,16.65,17.10,16.20,16.60,16.60,16.65,42,8067,134176.00,
500014,UTIQUE      ,X ,Q,4.95,5.10,4.95,4.98,4.98,5.02,149,21203,106742.00,
500016,ARUNAHTEL   ,X ,Q,14.54,14.90,14.35,14.72,14.72,14.48,122,46622,679206.00,
500020,BOM DYEING  ,A ,Q,101.90,102.50,98.55,100.45,100.45,101.10,2248,226212,22715878.00,
500023,ASIANHOTNR  ,B ,Q,84.55,84.55,83.90,83.90,83.90,82.55,4,109,9150.00,
500027,ATUL LTD.   ,A ,Q,9378.35,9520.00,9261.60,9387.60,9386.00,9418.65,759,1404,13205227.00,
500028,ATV PROJECTS,XT,Q,10.10,10.10,9.25,9.83,9.51,9.73,91,20613,200178.00,
500031,BAJAJ ELECT.,A ,Q,1132.20,1154.40,1113.80,1142.20,1142.50,1126.60,1664,23684,26835950.00,
500032,BAJAJHIND   ,A ,Q,11.25,11.32,10.70,10.84,10.84,11.07,3716,1871843,20581810.00,
500033,FORCE MOTR  ,A ,Q,1056.55,1062.55,1028.10,1047.95,1045.10,1054.50,739,5154,5386691.00,
500034,BAJFINANCE  ,A ,Q,7348.95,7385.10,7207.85,7318.40,7318.40,7292.95,5136,40273,294342085.00,
500038,BALRAM.CHINI,A ,Q,382.50,386.00,358.10,364.85,364.85,379.70,7576,233818,86229306.00,
500039,BANCO PROD. ,B ,Q,192.20,194.60,190.30,192.60,191.30,192.20,3695,130261,25093629.00,
500040,CENTURY TEXT,A ,Q,849.90,856.90,825.00,847.05,848.00,844.70,870,5849,4947260.00,
500041,BANNARI AMAN,B ,Q,2432.40,2441.25,2396.20,2405.35,2402.00,2434.60,45,82,197786.00,
500042,BASF INDIA  ,A ,Q,2905.00,2981.00,2873.00,2916.20,2929.40,2866.20,1600,5443,15927339.00,
500043,BATA INDIA  ,A ,Q,1949.00,1952.95,1891.10,1913.35,1913.35,1979.10,3765,26803,51345415.00,
500048,BEML LTD    ,A ,Q,1441.30,1449.75,1402.00,1434.90,1430.00,1430.10,781,7188,10313697.00,
