SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3910.45,3947.80,3875.70,3918.70,3918.70,3910.45,874,3377,13208981.00,
500003,AEGIS LOGIS ,A ,Q,368.00,370.65,365.70,369.20,368.50,367.40,1819,17973,6622344.00,
500008,AMAR RAJA BA,A ,Q,626.40,653.05,626.40,648.55,648.55,626.10,2707,60296,38912417.00,
500009,A.SARABHAI  ,X ,Q,22.01,22.40,21.52,21.74,21.74,22.01,201,27305,596612.00,
500010,HDFC        ,A ,Q,2725.05,2727.00,2689.00,2706.40,2706.40,2722.60,1826,20072,54320969.00,
500012,ANDHRA PETRO,X ,Q,63.60,64.00,62.60,63.57,63.57,63.33,311,35689,2264295.00,
500013,ANSAL INFRAS,T ,Q,9.75,9.80,9.52,9.75,9.75,9.72,14,2202,21485.00,
500014,UTIQUE      ,X ,Q,5.32,5.59,5.32,5.48,5.49,5.47,129,58574,322857.00,
500016,ARUNAHTEL   ,XT,Q,20.90,20.90,19.91,20.12,20.70,20.79,53,12689,262243.00,
500020,BOM DYEING  ,B ,Q,84.10,85.12,83.23,83.49,83.49,84.49,974,108513,9102050.00,
500023,ASIANHOTNR  ,T ,Q,161.00,161.00,158.35,161.00,161.00,161.30,4,227,36504.00,
500027,ATUL LTD.   ,A ,Q,6821.65,6828.70,6650.00,6720.00,6720.00,6815.35,476,1341,9043290.00,
500028,ATV PROJECTS,XT,Q,9.78,9.78,8.87,9.44,9.44,9.32,189,96674,922441.00,
500031,BAJAJ ELECT.,A ,Q,1162.05,1190.35,1159.85,1173.85,1180.05,1160.90,343,2204,2583629.00,
500032,BAJAJHIND   ,A ,Q,13.71,13.82,13.44,13.54,13.54,13.71,2142,1118042,15215548.00,
500033,FORCE MOTR  ,B ,Q,1397.65,1412.95,1387.55,1402.80,1406.00,1389.50,548,3309,4620911.00,
500034,BAJFINANCE  ,A ,Q,6795.00,6809.95,6665.45,6708.05,6718.00,6789.45,7770,45645,306847364.00,
500038,BALRAM.CHINI,A ,Q,381.00,382.45,375.20,380.30,380.30,379.00,2053,55255,20961406.00,
500039,BANCO PROD. ,B ,Q,269.70,272.80,266.95,270.10,269.35,270.65,673,13805,3731967.00,
500040,CENTURY TEXT,A ,Q,801.25,809.15,796.15,805.25,809.10,801.20,656,10595,8505162.00,
500041,BANNARI AMAN,B ,Q,2740.00,2765.00,2719.40,2736.10,2754.60,2749.90,52,348,954675.00,
500042,BASF INDIA  ,A ,Q,2445.55,2533.30,2421.20,2489.85,2496.75,2462.85,894,3694,9098254.00,
500043,BATA INDIA  ,A ,Q,1531.05,1549.55,1521.55,1530.55,1532.00,1543.45,1815,14266,21888840.00,
500048,BEML LTD    ,A ,Q,1428.90,1435.80,1404.80,1421.00,1421.00,1425.10,1613,108643,154581512.00,
500049,BHARAT ELECT,A ,Q,108.50,109.75,107.90,108.25,108.25,108.45,5562,640974,69779889.00,
500052,BHANSALI ENG,A ,Q,125.85,132.95,125.00,130.25,130.25,123.85,2527,153458,20018853.00,
500058,BIHAR SPONGE,XT,Q,8.75,9.14,8.75,9.08,9.08,8.87,50,12148,110226.00,
500059,BINANI IND. ,B ,Q,22.19,22.80,21.65,22.80,22.80,21.72,56,3934,88245.00,
500060,BIRLACABLE  ,B ,Q,151.05,153.55,151.05,153.00,153.15,151.40,468,15294,2334461.00,
500067,BLUE STAR   ,A ,Q,1423.40,1430.00,1401.45,1405.60,1405.60,1420.55,250,985,1394009.00,
500068,DISA INDIA  ,B ,Q,7965.00,8010.00,7953.00,8000.00,8000.00,7969.75,29,130,1038920.00,
500069,QUESTCAP    ,X ,Q,238.00,240.00,238.00,240.00,240.00,240.00,5,356,85328.00,
500074,BPL LTD.    ,B ,Q,58.10,60.25,58.10,59.73,60.25,59.41,139,12126,723369.00,
500078,OAL         ,B ,Q,374.25,379.25,362.50,374.75,372.00,374.00,211,1908,708977.00,
500083,CENTURY EXT ,B ,Q,11.19,11.19,10.08,10.28,10.20,10.37,340,21801,224236.00,
500084,CESC LTD.   ,A ,Q,70.09,72.08,69.49,69.70,69.70,70.09,1103,209068,14774343.00,
500085,CHAMBAL FERT,A ,Q,297.75,304.95,295.15,301.45,301.45,295.45,1835,70144,21109740.00,
500086,EXIDE IND.  ,A ,Q,196.00,207.30,195.70,205.45,205.45,194.60,9375,1174949,239866682.00,
500087,CIPLA LTD.  ,A ,Q,925.00,932.00,917.20,923.45,923.00,922.00,2500,33749,31207241.00,
500089,DIC INDIA   ,B ,Q,394.35,400.15,389.25,399.80,395.60,391.00,37,300,118100.00,
500092,CRISIL LTD  ,A ,Q,3544.00,3600.00,3514.70,3577.25,3561.30,3536.45,225,624,2229001.00,
500093,CGPOWER     ,A ,Q,339.90,340.00,332.55,336.40,336.40,338.20,944,27559,9257323.00,
500096,DABUR (I)   ,A ,Q,529.65,530.25,519.85,523.70,523.70,530.75,3139,45457,23866000.00,
500097,DALMIASUG   ,A ,Q,363.90,368.50,361.30,362.25,361.45,364.25,412,4946,1805450.00,
500101,ARVIND Ltd  ,A ,Q,107.00,112.70,106.60,112.35,112.35,108.15,2492,197776,21946972.00,
500102,BALARPUR IND,Z ,Q,0.68,0.69,0.66,0.68,0.68,0.67,50,233290,157716.00,
500103,BHEL        ,A ,Q,81.68,83.15,80.25,82.30,82.30,81.56,4850,1399207,114495113.00,
500104,HIND.PETRO  ,A ,Q,260.50,264.10,257.50,258.20,258.45,261.15,2132,102231,26617385.00,
500106,IFCI LTD    ,A ,Q,11.61,12.08,11.61,11.66,11.66,11.73,2346,2756491,32556754.00,
500108,MAHA.TELE   ,B ,Q,19.57,19.76,19.42,19.58,19.62,19.52,578,142466,2792624.00,
500109,MRPL        ,A ,Q,63.20,65.99,63.13,64.57,64.57,63.24,3879,993147,64241336.00,
500110,CHENNAI PET.,A ,Q,316.90,337.45,314.25,331.70,331.70,313.80,10022,614790,201157194.00,
500111,REL.CAP.    ,T ,Q,8.90,8.99,8.81,8.82,8.82,8.90,224,70786,627927.00,
500112,STATE BANK  ,A ,Q,585.35,590.45,579.65,586.50,586.50,586.20,8454,435714,254820236.00,
500113,STEEL AUTH. ,A ,Q,83.52,83.68,82.33,82.85,82.85,84.04,3143,1203895,99552219.00,
500114,TITAN       ,A ,Q,2775.05,2789.95,2748.60,2762.50,2762.50,2790.95,4986,30686,84859507.00,
500116,IDBI BANK L ,A ,Q,53.34,56.90,53.26,56.65,56.65,53.34,6673,2010121,111515766.00,
500117,DCW LTD.    ,B ,Q,46.37,46.90,45.00,45.15,45.15,46.16,950,113730,5202085.00,
500119,DHAMPUR SUGA,A ,Q,247.95,254.45,247.95,249.05,249.20,251.80,507,9757,2447739.00,
500120,DIAMINES&CHM,X ,Q,516.80,555.00,513.00,540.30,541.50,508.15,1607,62848,33763631.00,
500123,ELANTAS     ,B ,Q,5880.05,6023.55,5806.20,5984.65,5981.00,5973.00,1054,1496,8875851.00,
500124,DR.REDDY'S  ,A ,Q,4516.10,4545.70,4451.00,4478.15,4478.15,4516.10,2961,12765,57348497.00,
500125,E.I.D.PAR   ,A ,Q,497.05,508.50,497.05,503.00,502.65,499.85,700,8414,4232497.00,
500126,PGHL        ,A ,Q,4832.55,4990.00,4810.35,4977.60,4967.60,4820.80,356,1043,5134022.00,
500128,ELEC.CASTING,B ,Q,48.47,48.65,46.25,46.51,46.51,48.03,1612,400916,19128851.00,
500133,ESAB INDIA  ,A ,Q,3619.00,3670.00,3587.15,3647.00,3650.00,3618.80,202,538,1950023.00,
500135,EPL         ,A ,Q,200.00,204.35,192.50,196.60,196.60,199.25,2035,80172,15876141.00,
500136,ESTER INDUS.,B ,Q,133.50,134.95,131.70,132.80,132.45,133.10,378,13819,1841026.00,
500142,FGP LTD.    ,X ,Q,5.14,5.15,5.14,5.15,5.15,5.14,6,332,1708.00,
500143,P.H.CAPITAL ,X ,Q,66.00,68.94,66.00,67.99,67.99,67.95,4,200,13602.00,
500144,FINOL. CABLE,A ,Q,895.00,907.40,891.65,902.80,902.50,889.70,335,4166,3742934.00,
500147,COCKERILL   ,X ,Q,2100.00,2270.00,2100.00,2198.35,2198.35,2213.85,228,3132,6947162.00,
500148,UFLEX LTD   ,A ,Q,444.65,444.85,434.95,443.30,442.30,436.20,667,7656,3370762.00,
500150,FOSECO INDIA,B ,Q,2645.00,2645.00,2548.20,2593.05,2574.00,2642.40,230,858,2220498.00,
500153,GANESH BENZO,B ,Q,146.70,150.55,145.25,149.20,149.20,147.45,641,21351,3140252.00,
500159,METROGLOBL  ,X ,Q,90.00,91.80,88.16,90.99,90.99,89.83,70,2185,196619.00,
500160,GTL LTD.    ,B ,Q,5.26,5.50,5.26,5.45,5.46,5.36,217,131124,714537.00,
500163,GODFREY PH  ,A ,Q,1710.75,1736.95,1705.55,1734.40,1736.00,1712.40,692,4709,8138929.00,
500164,GODREJ IND  ,A ,Q,468.00,473.15,460.10,468.10,467.50,469.05,842,9922,4630314.00,
500165,KANSAI NERO ,A ,Q,414.00,414.00,406.75,408.65,408.65,410.45,567,9598,3934780.00,
500166,GOODRICKE   ,X ,Q,187.60,188.45,181.30,184.10,184.25,186.35,88,3942,725468.00,
500168,GOODYEAR (I),B ,Q,1215.00,1228.45,1186.70,1206.60,1210.00,1212.00,360,2737,3281017.00,
500170,GTN INDUS   ,X ,Q,32.62,34.50,32.00,32.23,32.00,33.16,123,7267,237155.00,
500171,GHCL LTD    ,A ,Q,510.00,513.00,506.95,511.40,509.55,511.60,732,16422,8391303.00,
500173,GFLLIMITED  ,B ,Q,57.54,58.39,56.35,57.19,57.15,57.65,42,1628,92799.00,
500174,GUJ.LEASE   ,B ,Q,3.00,3.00,3.00,3.00,3.00,3.00,2,30,90.00,
500179,HCL INFOSYS ,B ,Q,13.16,14.35,13.16,14.00,14.00,13.19,1680,559688,7783411.00,
500180,HDFC BANK   ,A ,Q,1647.10,1649.65,1625.40,1638.65,1638.65,1646.75,4193,82489,135087274.00,
500182,HEROMOTOCO  ,A ,Q,2678.35,2765.40,2678.35,2724.20,2718.60,2685.80,3806,27016,73673570.00,
500183,HFCL        ,A ,Q,67.01,67.78,65.90,66.36,66.36,67.27,1124,189156,12603204.00,
500184,HSCL        ,A ,Q,118.40,122.05,118.25,119.50,119.50,118.75,2442,264397,31787973.00,
500185,HIND.CONSTN.,A ,Q,16.35,16.60,16.01,16.14,16.14,16.30,2163,2702030,43879720.00,
500186,HIND.OIL EXP,A ,Q,166.80,169.35,163.50,163.85,164.75,166.25,802,27720,4596126.00,
500187,AGI         ,A ,Q,573.60,588.65,565.05,572.55,572.55,573.60,1471,29000,16610815.00,
500188,HINDUS.ZI   ,A ,Q,312.90,313.50,310.40,312.45,311.95,310.35,845,19649,6132275.00,
500189,NDLVENTURE  ,B ,Q,126.80,135.30,119.10,120.75,120.75,123.00,800,60333,8033573.00,
500191,HMT LTD.    ,Z ,Q,25.70,26.30,25.20,25.49,25.45,25.70,16,611,15548.00,
500192,PRAG BOSIMI ,XT,Q,2.57,2.60,2.51,2.52,2.51,2.48,23,12697,32746.00,
500193,HLVLTD      ,B ,Q,11.35,11.40,10.93,11.30,11.32,11.13,330,20999,234450.00,
500199,I.G.PETRO   ,B ,Q,483.00,496.95,467.35,473.35,474.00,488.45,238,2271,1085935.00,
500201,IND.GLYCOLS ,A ,Q,624.75,634.00,617.65,621.80,621.80,624.80,1417,15948,9943603.00,
500202,IND.LEAS.DEV,X ,Q,5.55,5.55,5.55,5.55,5.55,5.74,1,1,5.00,
500206,MARGO FIN   ,X ,Q,29.50,29.99,29.50,29.99,29.99,29.06,8,505,14907.00,
500207,INDO RAMA   ,B ,Q,44.01,45.00,42.60,43.43,43.31,45.22,248,34369,1494923.00,
500209,INFOSYS LTD ,A ,Q,1264.45,1264.45,1242.35,1247.45,1247.45,1264.15,13615,508975,634816140.00,
500210,INGERSOLL   ,A ,Q,2488.50,2516.65,2460.00,2483.85,2483.85,2496.15,386,1060,2639355.00,
500213,INTER.TRAVEL,X ,Q,303.00,304.95,293.80,300.80,301.95,298.95,278,18815,5595319.00,
500214,ION EXCHANGE,A ,Q,3902.80,3948.25,3819.95,3830.25,3830.25,3902.80,420,1377,5312160.00,
500215,AGRO TECH FO,B ,Q,765.90,769.85,751.65,754.55,753.00,755.25,81,335,256053.00,
500219,JAIN IRRIG  ,A ,Q,38.70,38.77,37.68,38.30,38.20,38.23,826,277212,10555951.00,
500220,JASCH INDUST,X ,Q,168.30,172.00,167.00,171.70,172.00,168.30,88,3814,651575.00,
500223,JCT LTD     ,XT,Q,2.24,2.26,2.15,2.17,2.17,2.21,366,201958,440020.00,
500227,JINDAL POLYF,A ,Q,709.00,722.00,690.60,709.90,709.90,691.55,2485,27731,19771689.00,
500228,JSWSL       ,A ,Q,702.00,702.00,691.90,695.50,695.50,702.35,1692,35533,24751233.00,
500231,UMANG DAIR  ,B ,Q,59.05,59.46,58.92,59.46,59.46,59.00,13,201,11865.00,
500233,KAJARIA CER.,A ,Q,1172.15,1189.60,1172.15,1184.50,1187.45,1184.65,364,4071,4818423.00,
500234,KAKATIYA CEM,B ,Q,222.85,227.00,202.45,205.40,205.35,204.75,139,2346,494911.00,
500235,KALYANI STEL,B ,Q,339.00,341.25,325.85,333.40,331.80,338.95,213,3888,1298760.00,
500236,KANELIND    ,XT,Q,1.84,1.84,1.68,1.68,1.68,1.76,26,4000,6822.00,
500238,WHIRLPOOL   ,A ,Q,1369.00,1369.00,1330.70,1351.55,1348.75,1363.10,1214,7701,10359061.00,
500239,KG DENIM    ,XT,Q,29.95,29.95,27.75,28.25,28.25,28.55,13,5801,161532.00,
500240,KINETIC ENG.,X ,Q,92.91,94.00,90.05,90.66,90.66,92.91,134,6170,562673.00,
500241,KIRL.BROS.  ,B ,Q,542.00,554.05,525.00,530.40,532.90,541.55,2008,46939,25189460.00,
500243,KIRL INDUS  ,B ,Q,2571.00,2587.75,2503.95,2515.25,2503.95,2570.55,63,1147,2927677.00,
500245,KIRL.FERROUS,A ,Q,442.35,449.70,438.15,440.00,445.00,444.00,454,6863,3032504.00,
500246,ENVAIN ELECT,X ,Q,75.73,80.99,75.73,79.43,79.43,78.92,11,600,47006.00,
500247,KOTAK MAH.BK,A ,Q,1945.20,1950.50,1896.50,1909.10,1909.85,1944.85,3322,45590,87381855.00,
500248,KRIFILIND   ,X ,Q,3.24,3.24,2.94,2.94,2.94,3.09,3,368,1162.00,
500249,KSB         ,A ,Q,2176.90,2206.75,2174.65,2189.00,2182.30,2157.80,169,1027,2253111.00,
500250,L.G.BALKRISH,A ,Q,789.90,812.00,789.90,799.85,798.65,788.05,519,4023,3205496.00,
500251,TRENT LTD.  ,A ,Q,1499.05,1511.30,1486.65,1505.30,1506.20,1499.05,1613,8179,12250897.00,
500252,LAXMIMACH   ,A ,Q,11300.10,11480.00,11224.85,11265.85,11248.00,11307.20,209,424,4809673.00,
500253,LIC HOUS.FIN,A ,Q,393.00,393.00,365.80,370.35,370.35,395.10,12045,636307,236728064.00,
500257,LUPIN LTD.  ,A ,Q,793.45,793.45,775.95,781.20,781.25,790.10,1069,19003,14882442.00,
500259,LYKA LABS   ,B ,Q,98.50,100.00,98.50,99.55,99.50,99.45,162,7529,747025.00,
500260,RAMCOCEM    ,A ,Q,773.10,792.25,771.90,788.20,789.90,771.10,1761,21827,17101690.00,
500262,HYBRIDFIN   ,T ,Q,11.00,11.40,10.67,10.69,11.35,11.15,16,1034,11567.00,
500264,MAFATLAL IND,X ,Q,54.90,55.95,53.76,54.00,53.85,54.50,84,7710,420512.00,
500265,MAH.SEAMLESS,A ,Q,455.80,457.15,437.80,440.15,439.25,453.45,1139,19703,8716303.00,
500266,MAH.SCOOTER ,A ,Q,4950.10,4984.30,4875.60,4885.75,4875.60,4943.15,160,216,1060453.00,
500267,MAJESTIC AUT,X ,Q,142.25,145.50,140.15,140.60,140.15,145.15,60,2537,361060.00,
500268,MANALI PETRO,A ,Q,71.56,74.25,71.56,73.21,73.10,72.72,228,11547,843940.00,
500270,BARODA RAYON,XT,Q,203.00,203.00,184.35,194.25,194.25,194.05,201,4333,839485.00,
