SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3199.95,3237.65,3124.50,3135.25,3143.80,3188.90,2333,13666,43580103.00,
500003,AEGIS LOGIS ,A ,Q,341.35,352.35,341.30,348.70,348.45,340.90,1757,34309,11947558.00,
500008,AMAR RAJA BA,A ,Q,601.75,607.75,596.55,604.90,604.90,602.30,2233,30475,18334495.00,
500009,A.SARABHAI  ,X ,Q,23.00,23.25,22.90,23.00,23.00,23.05,205,124297,2860676.00,
500010,HDFC        ,A ,Q,2684.05,2699.40,2669.10,2691.00,2691.00,2701.20,5315,100478,269545781.00,
500012,ANDHRA PETRO,X ,Q,61.40,61.95,60.50,61.60,61.60,61.25,482,42490,2613131.00,
500013,ANSAL INFRAS,T ,Q,10.05,10.50,10.05,10.07,10.05,10.57,65,60171,606922.00,
500014,UTIQUE      ,X ,Q,5.49,5.49,5.01,5.17,5.23,5.32,176,48489,247234.00,
500016,ARUNAHTEL   ,X ,Q,13.93,14.44,13.11,13.95,13.95,13.91,29,5153,71520.00,
500020,BOM DYEING  ,B ,Q,71.40,72.05,69.90,70.15,70.30,71.40,569,51299,3647042.00,
500023,ASIANHOTNR  ,B ,Q,74.40,75.85,73.50,74.00,74.00,74.40,141,7546,565828.00,
500027,ATUL LTD.   ,A ,Q,7419.95,7473.60,7229.45,7282.70,7280.00,7396.90,674,1452,10643314.00,
500028,ATV PROJECTS,XT,Q,8.97,8.97,8.48,8.68,8.69,8.79,33,2721,23669.00,
500031,BAJAJ ELECT.,A ,Q,1125.05,1138.45,1119.45,1121.35,1125.80,1131.95,2054,7877,8886917.00,
500032,BAJAJHIND   ,A ,Q,13.51,13.85,13.42,13.48,13.48,13.74,1059,562424,7652107.00,
500033,FORCE MOTR  ,B ,Q,1293.70,1302.60,1279.00,1283.20,1280.00,1294.10,590,2558,3297909.00,
500034,BAJFINANCE  ,A ,Q,6420.00,6475.00,6370.00,6425.65,6425.65,6436.30,3814,35943,230872794.00,
