SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4295.65,4295.90,4166.05,4186.10,4187.25,4275.50,1160,7022,29566979.00,
500003,AEGIS LOGIS ,A ,Q,332.05,337.00,330.50,331.60,331.00,330.35,456,10304,3427593.00,
500008,AMAR RAJA BA,A ,Q,640.30,643.50,633.00,635.35,635.70,640.10,1591,18033,11477682.00,
500009,A.SARABHAI  ,XT,Q,35.63,36.75,35.00,36.63,36.75,35.00,461,247486,8964879.00,
500012,ANDHRA PETRO,X ,Q,79.70,79.80,77.41,77.65,77.60,78.51,581,86888,6809240.00,
500013,ANSAL INFRAS,T ,Q,11.64,12.22,11.06,12.22,12.22,11.64,189,127326,1490973.00,
500014,UTIQUE      ,X ,Q,6.31,6.54,6.15,6.20,6.20,6.31,176,59935,379537.00,
500016,ARUNAHTEL   ,XT,Q,17.96,17.96,17.12,17.50,17.50,17.11,84,40856,715483.00,
500020,BOM DYEING  ,A ,Q,139.25,146.85,138.35,146.15,146.15,139.00,3617,300666,43215656.00,
500023,ASIANHOTNR  ,T ,Q,144.80,144.80,138.00,143.40,143.40,140.00,10,743,102899.00,
500027,ATUL LTD.   ,A ,Q,7071.05,7139.95,7038.05,7060.30,7047.00,7093.50,305,687,4873927.00,
500028,ATV PROJECTS,XT,Q,11.52,11.52,11.50,11.52,11.52,11.73,74,38721,445897.00,
500031,BAJAJ ELECT.,T ,Q,1100.00,1109.00,1085.00,1090.00,1086.60,1103.30,194,1327,1451993.00,
500032,BAJAJHIND   ,A ,Q,25.72,26.24,24.90,25.80,25.80,25.67,3090,1333898,34129946.00,
500033,FORCE MOTR  ,B ,Q,3642.05,3780.00,3630.00,3713.85,3721.10,3642.75,559,1658,6163082.00,
500034,BAJFINANCE  ,A ,Q,7447.05,7575.05,7447.05,7472.50,7468.00,7479.15,2545,10121,76164597.00,
500038,BALRAM.CHINI,A ,Q,420.25,423.55,405.80,414.25,414.25,420.95,4224,152503,63081811.00,
500039,BANCO PROD. ,B ,Q,459.40,470.00,452.50,464.30,462.90,450.35,2164,21874,10185124.00,
500040,CENTURY TEXT,A ,Q,1023.10,1109.10,1011.00,1085.95,1084.10,1018.30,4014,55407,59816780.00,
500041,BANNARI AMAN,B ,Q,2652.20,2771.95,2571.90,2605.15,2625.00,2696.50,419,1081,2878814.00,
500042,BASF INDIA  ,A ,Q,2622.05,2623.90,2576.10,2579.55,2581.80,2620.95,203,706,1828668.00,
500043,BATA INDIA  ,A ,Q,1653.65,1661.55,1627.00,1634.55,1634.55,1657.15,1667,11215,18418413.00,
500048,BEML LTD    ,A ,Q,2361.55,2415.45,2340.00,2349.95,2349.95,2362.20,2406,20157,47981805.00,
500049,BHARAT ELECT,A ,Q,134.75,136.90,134.05,136.05,136.05,135.20,3585,367816,49851526.00,
500052,BHANSALI ENG,B ,Q,89.87,90.85,88.06,88.51,88.60,89.86,1058,33966,3025785.00,
