SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2039.45,2050.40,1982.45,1989.70,1989.70,2040.05,1699,9024,18160113.00,
500003,AEGIS LOGIS ,A ,Q,203.00,205.60,201.20,202.30,202.30,201.90,790,35278,7148973.00,
500008,AMAR RAJA BA,A ,Q,569.50,571.00,555.50,556.75,556.75,567.75,1733,34862,19576300.00,
500009,A.SARABHAI  ,X ,Q,33.10,33.10,31.50,31.85,31.85,32.85,662,153253,4941524.00,
500010,HDFC        ,A ,Q,2330.00,2334.00,2286.95,2304.20,2304.20,2310.90,14470,212446,488528537.00,
500012,ANDHRA PETRO,B ,Q,100.95,103.00,99.10,100.45,100.45,99.85,1057,165078,16580219.00,
500013,ANSAL INFRAS,B ,Q,16.00,16.00,14.50,14.50,14.50,15.25,238,975159,15291812.00,
500014,UTIQUE      ,XT,Q,5.76,6.36,5.76,6.36,6.36,6.06,344,72170,452747.00,
500016,ARUNAHTEL   ,X ,Q,9.50,9.59,8.80,9.39,9.39,9.24,36,35503,329111.00,
500020,BOM DYEING  ,A ,Q,100.00,102.25,98.65,98.80,98.80,99.25,3220,389668,38993552.00,
500023,ASIANHOTNR  ,B ,Q,78.75,83.05,78.45,80.50,80.50,78.25,110,4311,347233.00,
500027,ATUL LTD.   ,A ,Q,9938.80,10279.60,9735.05,10112.10,10112.10,9884.80,2055,3909,38872633.00,
500028,ATV PROJECTS,XT,Q,9.40,9.87,8.95,9.87,9.87,9.40,89,24837,233624.00,
500031,BAJAJ ELECT.,A ,Q,1061.60,1072.00,1033.30,1039.80,1043.65,1061.70,1281,12659,13269751.00,
500032,BAJAJHIND   ,A ,Q,15.00,15.25,14.51,14.67,14.67,15.02,3064,1840989,27103868.00,
500033,FORCE MOTR  ,A ,Q,1078.75,1089.00,1068.40,1071.40,1074.00,1078.35,687,4686,5048213.00,
500034,BAJFINANCE  ,A ,Q,7060.00,7066.80,6940.00,6972.55,6972.55,6998.15,6357,41728,291889097.00,
500038,BALRAM.CHINI,A ,Q,496.00,496.60,467.35,478.70,478.70,489.70,2944,129272,62116903.00,
500039,BANCO PROD. ,B ,Q,138.10,142.00,137.00,137.20,137.50,140.15,499,14192,1968627.00,
500040,CENTURY TEXT,A ,Q,869.00,888.75,841.15,846.75,848.00,864.80,2363,29863,25859086.00,
500041,BANNARI AMAN,A ,Q,2321.05,2349.00,2251.20,2272.90,2289.90,2296.75,156,436,997704.00,
500042,BASF INDIA  ,A ,Q,2933.00,2948.00,2897.90,2905.10,2921.65,2929.30,353,1203,3518047.00,
500043,BATA INDIA  ,A ,Q,1919.45,1954.70,1916.55,1935.95,1942.50,1914.50,742,9334,18071915.00,
500048,BEML LTD    ,A ,Q,1519.90,1553.80,1511.50,1536.80,1532.00,1509.45,641,4141,6328458.00,
500049,BHARAT ELECT,A ,Q,207.60,208.10,204.90,205.90,205.90,207.55,4896,267555,55142967.00,
500052,BHANSALI ENG,A ,Q,135.75,135.75,130.20,131.15,131.15,133.05,1282,51236,6800689.00,
500058,BIHAR SPONGE,XT,Q,10.50,11.25,10.50,10.76,10.76,10.89,146,39356,429776.00,
500060,BIRLACABLE  ,B ,Q,166.00,168.75,156.60,158.65,158.00,165.10,414,10654,1727089.00,
500067,BLUE STAR   ,A ,Q,1007.25,1007.70,987.30,993.85,993.00,999.30,986,8243,8242999.00,
500068,DISA INDIA  ,X ,Q,6398.90,6400.00,6202.75,6296.55,6300.00,6190.55,37,174,1099772.00,
500069,BNK CAPITAL ,X ,Q,278.00,278.00,256.00,257.35,262.00,268.50,73,1762,460654.00,
500074,BPL LTD.    ,B ,Q,69.00,69.00,64.00,64.80,64.80,66.80,1126,64892,4237188.00,
500078,OAL         ,B ,Q,760.30,763.80,731.45,733.35,733.50,750.15,247,1370,1024393.00,
500083,CENTURY EXT ,B ,Q,11.99,11.99,11.30,11.54,11.45,11.86,218,52799,614573.00,
500084,CESC LTD.   ,A ,Q,76.30,78.40,75.70,77.45,77.45,75.65,3423,403861,31245298.00,
500085,CHAMBAL FERT,A ,Q,419.00,419.90,406.40,409.40,409.00,415.20,1208,46761,19284774.00,
500086,EXIDE IND.  ,A ,Q,157.30,157.30,153.00,153.45,153.45,154.20,4853,254963,39400951.00,
500087,CIPLA LTD.  ,A ,Q,1031.00,1034.00,1006.30,1013.35,1013.35,1029.10,2916,50427,51187864.00,
500089,DIC INDIA   ,B ,Q,359.40,360.75,356.00,359.05,360.75,357.70,14,227,81503.00,
500092,CRISIL LTD  ,A ,Q,3050.00,3093.70,3030.00,3080.60,3080.60,3057.45,488,1848,5665247.00,
500093,CGPOWER     ,B ,Q,186.50,187.00,181.80,184.55,184.45,183.15,1438,103491,19081752.00,
500096,DABUR (I)   ,A ,Q,525.00,527.00,518.00,519.85,519.85,523.80,5795,154367,80834335.00,
500097,DALMIASUG   ,A ,Q,519.40,522.20,495.00,497.60,496.75,511.00,1323,13552,6869027.00,
500101,ARVIND Ltd  ,A ,Q,117.30,118.35,115.20,115.50,115.95,116.40,780,43540,5072570.00,
500102,BALARPUR IND,Z ,Q,1.06,1.10,1.02,1.03,1.02,1.07,742,4866544,5033060.00,
500103,BHEL        ,A ,Q,51.40,52.40,51.30,51.65,51.65,51.35,6690,2440722,126248814.00,
500104,HIND.PETRO  ,A ,Q,279.90,279.90,270.95,271.55,271.55,275.10,4357,271549,74469660.00,
500106,IFCI LTD    ,A ,Q,11.90,12.20,11.62,11.70,11.70,11.86,1429,1145385,13644462.00,
500108,MAHA.TELE   ,A ,Q,23.05,23.25,22.65,22.70,22.70,22.95,1016,159159,3644583.00,
500109,MRPL        ,A ,Q,42.20,42.65,41.50,41.60,41.55,42.15,1090,127477,5347287.00,
500110,CHENNAI PET.,A ,Q,130.00,134.35,127.90,133.70,133.70,130.60,2438,160424,21143348.00,
500111,REL.CAP.    ,B ,Q,13.90,14.58,13.90,14.15,14.15,13.89,1570,795129,11454538.00,
500112,STATE BANK  ,A ,Q,491.30,493.15,486.75,490.35,490.35,487.00,8817,511009,250380812.00,
500113,STEEL AUTH. ,A ,Q,104.60,105.10,102.90,103.10,103.10,103.95,6107,1385428,144425405.00,
500114,TITAN       ,A ,Q,2625.00,2632.70,2519.50,2524.60,2524.60,2618.70,13963,123239,313945061.00,
500116,IDBI BANK L ,A ,Q,45.75,46.50,44.95,45.10,45.10,45.15,2474,998473,45414883.00,
500117,DCW LTD.    ,B ,Q,42.25,43.00,40.60,40.95,40.95,42.15,1488,115570,4828694.00,
500119,DHAMPUR SUGA,A ,Q,550.50,550.75,520.00,525.50,525.50,545.45,3402,38373,20404336.00,
500120,DIAMINES&CHM,X ,Q,276.00,277.90,271.00,272.05,272.05,273.35,155,7442,2033011.00,
