SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,8560.05,8660.00,8391.60,8542.90,8542.90,8541.45,1792,7129,60912887.00,
500003,AEGIS LOGIS ,A ,Q,803.10,845.95,803.10,818.60,816.00,804.30,1579,17808,14746802.00,
500008,ARE&M       ,A ,Q,1408.60,1432.65,1382.10,1400.40,1398.00,1398.25,4113,82422,116512676.00,
500009,A.SARABHAI  ,X ,Q,44.16,46.90,44.00,45.26,45.27,44.40,678,207839,9434477.00,
500012,ANDHRA PETRO,X ,Q,116.90,119.30,116.60,119.00,119.00,116.65,2336,404106,47750566.00,
500013,ANSAL INFRAS,Z ,Q,9.04,9.34,8.70,9.18,9.15,9.04,115,95694,847919.00,
500014,UTIQUE      ,X ,Q,8.52,8.84,8.11,8.45,8.50,8.38,252,73877,617631.00,
500016,ARUNAHTEL   ,XT,Q,11.40,11.40,10.90,11.00,11.00,11.10,68,13383,148527.00,
500020,BOM DYEING  ,A ,Q,172.25,183.50,170.15,177.20,178.00,171.35,5097,478592,85568563.00,
500023,ASIANHOTNR  ,T ,Q,141.00,141.00,136.50,140.95,140.95,141.50,10,126,17264.00,
500027,ATUL LTD.   ,A ,Q,6285.00,6543.80,6216.05,6514.35,6514.35,6227.25,1302,4772,30667157.00,
500028,ATV PROJECTS,XT,Q,25.86,26.25,25.05,25.67,26.15,25.88,171,40675,1046674.00,
500031,BAJAJ ELECT.,A ,Q,1030.05,1074.40,1030.05,1058.80,1064.00,1050.50,1115,12585,13364605.00,
500032,BAJAJHIND   ,A ,Q,42.67,44.40,42.00,42.94,42.94,42.55,16251,5251098,226975505.00,
500033,FORCE MOTR  ,A ,Q,8887.95,9080.00,8857.00,8973.35,8974.00,8924.35,424,1011,9070863.00,
500034,BAJFINANCE  ,A ,Q,7220.00,7261.70,7115.00,7208.85,7207.30,7232.45,3570,20346,145978983.00,
500038,BALRAM.CHINI,A ,Q,443.70,447.25,437.30,442.15,440.95,440.85,2949,148748,65907141.00,
500039,BANCO PROD. ,B ,Q,603.00,648.50,601.95,636.90,636.90,602.10,1789,23915,15150932.00,
500040,CENTURY TEXT,A ,Q,2299.90,2310.00,2258.00,2272.45,2278.00,2288.90,1575,12044,27526840.00,
500041,BANNARI AMAN,B ,Q,3189.00,3277.00,3182.05,3203.90,3200.00,3100.65,312,862,2767706.00,
500042,BASF INDIA  ,A ,Q,4949.95,5270.00,4870.05,5235.85,5245.30,4921.70,2551,8230,42238887.00,
500043,BATA INDIA  ,A ,Q,1448.00,1475.00,1444.95,1466.15,1465.00,1449.60,2883,201578,294216501.00,
500048,BEML LTD    ,A ,Q,4525.00,4608.30,4420.35,4452.55,4452.55,4524.15,8345,50138,226307858.00,
500049,BHARAT ELECT,A ,Q,310.30,313.35,302.10,312.05,312.05,309.30,16612,1724873,534075576.00,
500052,BHANSALI ENG,B ,Q,119.56,129.80,119.56,125.75,125.75,119.38,13349,1326705,166027986.00,
500058,BIHAR SPONGE,XT,Q,13.95,13.96,13.95,13.95,13.95,14.23,68,76849,1072055.00,
500059,BINANI IND. ,T ,Q,16.50,16.50,16.01,16.05,16.05,16.53,5,1156,18636.00,
500060,BIRLACABLE  ,B ,Q,244.05,257.80,243.25,251.50,251.50,243.60,1504,31370,7888893.00,
500067,BLUE STAR   ,A ,Q,1706.00,1707.50,1656.80,1669.00,1675.00,1705.70,1069,5783,9719323.00,
500068,DISA INDIA  ,B ,Q,16177.00,16177.00,15900.00,15913.50,15900.00,15946.95,28,111,1770667.00,
500069,QUESTCAP    ,X ,Q,400.00,400.00,385.00,394.50,390.00,395.30,106,13275,5261985.00,
500074,BPL LTD.    ,B ,Q,105.00,121.90,105.00,116.46,116.10,105.11,3990,296676,34781201.00,
500078,OAL         ,B ,Q,393.00,404.40,384.05,391.85,390.60,391.30,484,4865,1904062.00,
500083,CENTURY EXT ,B ,Q,21.50,22.75,21.28,22.21,22.18,21.11,706,88235,1941886.00,
500084,CESC LTD.   ,A ,Q,149.20,151.20,147.95,150.10,150.30,149.15,1357,148716,22227731.00,
500085,CHAMBAL FERT,A ,Q,472.00,561.30,465.15,558.50,558.50,467.75,47591,3233258,1702648091.00,
500086,EXIDE IND.  ,A ,Q,561.80,576.20,559.00,572.20,572.00,559.95,5839,300047,171273408.00,
500087,CIPLA LTD.  ,A ,Q,1545.40,1558.70,1540.00,1544.45,1547.95,1559.30,2484,21019,32505809.00,
500089,DIC INDIA   ,B ,Q,531.95,577.75,524.85,553.80,555.00,519.45,830,8717,4821767.00,
500092,CRISIL LTD  ,A ,Q,4050.05,4160.00,4050.05,4155.75,4158.00,4111.55,896,3944,16319711.00,
500093,CGPOWER     ,A ,Q,676.00,685.50,668.20,680.00,679.05,675.20,2759,41818,28325230.00,
500096,DABUR (I)   ,A ,Q,600.00,604.65,595.15,600.70,600.70,598.40,1404,28194,16965801.00,
500097,DALMIASUG   ,B ,Q,437.45,439.00,427.80,432.20,434.15,432.20,619,8679,3767511.00,
500101,ARVIND Ltd  ,A ,Q,371.00,375.70,367.00,368.15,368.15,371.25,2277,34682,12861907.00,
500103,BHEL        ,A ,Q,298.80,298.80,291.55,293.40,293.40,297.00,12585,1176093,344982439.00,
500104,HIND.PETRO  ,A ,Q,521.85,525.50,514.25,523.90,523.90,515.70,8988,432807,225736377.00,
500106,IFCI LTD    ,A ,Q,62.67,64.49,61.83,62.52,62.52,62.67,13068,3616010,228549064.00,
500108,MAHA.TELE   ,B ,Q,42.13,43.12,41.71,41.90,41.71,42.13,1856,309412,13084825.00,
500109,MRPL        ,A ,Q,216.65,216.65,212.10,212.60,212.60,214.60,3190,157737,33756191.00,
500110,CHENNAI PET.,A ,Q,965.15,978.95,965.15,968.50,969.75,973.70,1032,23754,23107364.00,
500112,STATE BANK  ,A ,Q,853.95,853.95,842.40,843.80,843.80,852.60,13183,513158,434836916.00,
500113,STEEL AUTH. ,A ,Q,150.05,154.20,150.05,153.95,153.95,150.00,26181,2424774,371278427.00,
500114,TITAN       ,A ,Q,3484.35,3490.00,3418.00,3433.45,3433.45,3461.65,4152,28230,97237401.00,
500116,IDBI BANK L ,A ,Q,87.00,88.45,86.61,86.81,86.81,86.50,1939,377762,32982591.00,
500117,DCW LTD.    ,B ,Q,58.00,61.40,57.67,61.20,61.20,58.06,6692,1436747,86613991.00,
500119,DHAMPUR SUGA,A ,Q,242.80,245.80,241.25,242.00,241.75,242.10,1163,38615,9408495.00,
500120,DIAMINES&CHM,B ,Q,505.00,525.60,505.00,515.30,515.30,506.20,463,3312,1699519.00,
500123,ELANTAS     ,B ,Q,12000.05,12600.00,11925.10,12016.60,12016.60,12133.15,214,1017,12487910.00,
500124,DR.REDDY'S  ,A ,Q,5953.95,5994.85,5889.00,5963.25,5973.00,5954.80,2044,9732,57900137.00,
500125,E.I.D.PAR   ,A ,Q,819.75,823.75,792.10,802.95,800.50,815.20,7177,182903,146938308.00,
500126,PGHL        ,A ,Q,4984.80,5043.40,4964.55,4995.35,4992.00,4984.75,155,380,1900084.00,
500128,ELEC.CASTING,A ,Q,164.55,178.80,164.55,177.50,177.50,165.60,6181,426007,74627061.00,
500133,ESAB INDIA  ,A ,Q,6090.75,6244.95,5995.95,6170.20,6210.05,6096.80,508,1085,6661024.00,
500135,EPL         ,A ,Q,194.45,194.45,191.50,192.05,191.85,192.80,791,30051,5792461.00,
500136,ESTER INDUS.,B ,Q,114.00,122.40,114.00,119.20,119.50,115.20,635,32101,3871275.00,
500142,FGP LTD.    ,X ,Q,7.02,7.30,7.02,7.30,7.30,7.01,22,1286,9090.00,
500143,P.H.CAPITAL ,X ,Q,199.90,199.90,190.00,190.85,191.00,192.45,122,5691,1096151.00,
500144,FINOL. CABLE,A ,Q,1555.00,1574.30,1509.20,1569.15,1560.05,1566.10,2632,18399,28360341.00,
500147,COCKERILL   ,B ,Q,4349.95,4500.00,4301.00,4476.90,4480.00,4335.60,665,5805,25682510.00,
500148,UFLEX LTD   ,A ,Q,512.05,538.75,512.05,526.80,526.80,511.90,4050,69623,36691079.00,
500150,FOSECO INDIA,B ,Q,4097.80,4235.00,4092.10,4184.65,4187.00,4085.10,197,452,1894257.00,
500151,GOLDEN TOB  ,Z ,Q,49.50,49.70,46.02,47.39,47.01,47.48,16,4069,195262.00,
500153,GANESH BENZO,B ,Q,154.00,159.90,154.00,157.05,157.95,155.45,821,22867,3600786.00,
500159,METROGLOBL  ,X ,Q,160.00,163.90,151.95,159.95,159.00,156.45,310,16527,2627777.00,
500160,GTL LTD.    ,T ,Q,12.16,12.16,12.10,12.11,12.11,11.93,108,70429,854690.00,
500163,GODFREY PH  ,A ,Q,4185.05,4350.00,4135.00,4274.85,4281.70,4186.50,2182,10744,45808902.00,
500164,GODREJ IND  ,A ,Q,821.25,831.25,816.10,822.30,822.15,813.10,708,4357,3586058.00,
500165,KANSAI NERO ,A ,Q,280.65,284.55,280.40,283.00,282.75,279.90,989,30596,8666673.00,
500166,GOODRICKE   ,X ,Q,208.95,208.95,200.05,202.95,203.00,205.80,201,31216,6388831.00,
500168,GOODYEAR (I),B ,Q,1187.50,1187.50,1155.00,1185.70,1185.00,1184.45,822,9069,10683099.00,
500170,GTN INDUS   ,XT,Q,32.88,33.74,32.08,33.26,33.69,32.61,41,5580,181983.00,
500171,GHCL LTD    ,A ,Q,520.40,566.00,518.50,561.55,561.55,519.80,6335,121820,66566862.00,
500173,GFLLIMITED  ,B ,Q,76.10,76.10,73.00,73.18,73.18,72.61,111,4998,372429.00,
500174,GUJ.LEASE   ,T ,Q,7.10,7.38,7.10,7.10,7.10,7.24,17,3248,23118.00,
500179,HCL INFOSYS ,T ,Q,17.63,17.65,17.10,17.30,17.25,17.46,386,82282,1424180.00,
500180,HDFC BANK   ,A ,Q,1663.05,1681.20,1651.50,1669.00,1669.00,1658.00,34476,987496,1645967910.00,
500182,HEROMOTOCO  ,A ,Q,5679.95,5679.95,5496.35,5505.25,5513.20,5644.40,2276,10131,56336614.00,
500183,HFCL        ,A ,Q,127.00,129.50,123.80,124.55,124.55,126.90,12350,2200944,279425973.00,
500184,HSCL        ,A ,Q,390.80,402.20,390.75,402.20,402.20,383.05,8848,718972,288342790.00,
500185,HIND.CONSTN.,A ,Q,47.61,51.85,47.52,49.96,49.96,47.52,24716,11714862,591917294.00,
500186,HIND.OIL EXP,A ,Q,196.60,201.00,194.90,196.00,196.00,197.40,1171,58857,11667718.00,
500187,AGI         ,A ,Q,712.00,720.70,694.40,712.45,714.60,697.45,1283,13145,9358160.00,
500188,HINDUS.ZI   ,A ,Q,635.00,673.70,634.85,647.65,647.65,633.15,4883,114021,75272071.00,
500189,NDLVENTURE  ,B ,Q,102.96,102.96,98.00,98.70,98.72,97.78,197,3331,332321.00,
500191,HMT LTD.    ,Z ,Q,58.00,58.40,56.60,57.30,57.00,57.80,93,8365,481767.00,
500192,PRAG BOSIMI ,X ,Q,3.22,3.30,3.07,3.14,3.14,3.16,55,14895,47113.00,
500193,HLVLTD      ,T ,Q,26.15,27.00,26.15,26.58,26.75,26.50,153,65661,1753775.00,
500199,I.G.PETRO   ,B ,Q,573.40,617.70,571.35,607.60,604.45,570.25,1955,26225,15757350.00,
500201,IND.GLYCOLS ,B ,Q,923.00,923.00,904.00,916.60,913.55,907.15,1026,6635,6051347.00,
500202,IND.LEAS.DEV,X ,Q,9.84,10.48,9.10,9.31,9.63,9.58,34,4720,44880.00,
500206,MARGO FIN   ,XT,Q,56.23,56.23,56.23,56.23,56.23,59.18,10,586,32950.00,
500207,INDO RAMA   ,B ,Q,42.79,47.45,42.78,46.61,46.50,42.71,556,40993,1870130.00,
500209,INFOSYS LTD ,A ,Q,1513.05,1517.10,1499.25,1515.30,1515.30,1511.35,7015,242401,366003340.00,
500210,INGERSOLL   ,A ,Q,4649.75,4771.00,4649.15,4709.15,4691.00,4601.00,542,1049,4952777.00,
500213,INTER.TRAVEL,X ,Q,611.00,611.00,592.05,604.00,606.60,607.10,148,2667,1610565.00,
500214,ION EXCHANGE,A ,Q,521.95,521.95,511.00,514.70,515.75,512.80,1977,31471,16199869.00,
500215,AGRO TECH FO,B ,Q,750.00,755.00,737.30,745.00,749.00,741.80,1319,20006,14935791.00,
500219,JAIN IRRIG  ,A ,Q,76.80,84.10,76.80,81.80,81.80,76.51,4344,1196764,97470195.00,
500220,JASCH INDUST,XT,Q,172.50,172.50,169.05,169.05,169.05,172.50,71,3276,554524.00,
500227,JINDAL POLYF,B ,Q,610.00,645.00,609.55,625.65,623.00,613.25,1117,14104,8882537.00,
500228,JSWSL       ,A ,Q,915.95,937.70,911.65,929.50,930.45,915.20,5900,104121,96768002.00,
500231,UMANG DAIR  ,B ,Q,96.36,97.56,94.67,94.90,94.73,96.63,224,13342,1279931.00,
500233,KAJARIA CER.,A ,Q,1361.00,1375.05,1329.70,1342.30,1348.60,1334.95,1789,15177,20518087.00,
500234,KAKATIYA CEM,B ,Q,229.35,231.55,223.20,229.10,228.00,228.20,105,2526,578332.00,
500235,KALYANI STEL,B ,Q,845.00,855.00,834.45,847.05,836.55,839.10,360,4271,3609999.00,
500236,KANELIND    ,XT,Q,1.51,1.51,1.42,1.51,1.51,1.44,43,21881,32364.00,
500238,WHIRLPOOL   ,A ,Q,1832.25,1836.65,1810.00,1819.85,1815.60,1832.25,1515,44768,81645474.00,
500239,KG DENIM    ,X ,Q,27.30,28.50,26.57,28.12,28.16,26.95,136,27359,756066.00,
500240,KINETIC ENG.,X ,Q,174.50,178.50,174.10,177.20,176.55,176.35,133,9432,1661766.00,
500241,KIRL.BROS.  ,A ,Q,2126.95,2132.35,2062.05,2101.50,2104.00,2126.95,2270,11244,23590286.00,
500243,KIRL INDUS  ,B ,Q,6110.35,6178.35,5972.20,6080.15,6103.95,6133.40,171,410,2503876.00,
500245,KIRL.FERROUS,A ,Q,708.90,712.40,687.20,708.10,708.10,699.35,2527,121130,85586040.00,
500246,ENVAIN ELECT,X ,Q,212.00,213.00,204.50,212.00,212.00,203.20,21,294,61521.00,
500247,KOTAK MAH.BK,A ,Q,1757.00,1789.90,1757.00,1765.05,1765.05,1748.25,11345,217261,385524510.00,
500248,KRIFILIND   ,XT,Q,3.39,3.39,3.39,3.39,3.39,3.23,3,53,179.00,
500249,KSB         ,A ,Q,4706.75,4706.75,4603.80,4640.25,4649.25,4614.45,385,877,4074258.00,
500250,L.G.BALKRISH,A ,Q,1277.70,1277.70,1245.15,1253.70,1257.15,1251.10,204,2297,2909848.00,
500251,TRENT LTD.  ,A ,Q,5393.95,5420.00,5307.00,5337.10,5344.40,5355.75,2845,14250,76408556.00,
500252,LAXMIMACH   ,A ,Q,16625.05,16800.00,16540.00,16685.00,16800.00,16636.65,276,506,8424544.00,
500253,LIC HOUS.FIN,A ,Q,745.95,746.00,734.60,739.30,738.50,736.05,1708,42503,31476384.00,
500257,LUPIN LTD.  ,A ,Q,1575.00,1575.05,1552.00,1555.10,1555.10,1572.65,3181,24623,38365712.00,
500259,LYKA LABS   ,B ,Q,107.50,108.60,107.05,107.80,107.80,106.20,187,3951,426531.00,
500260,RAMCOCEM    ,A ,Q,859.40,875.10,853.05,868.10,867.30,859.00,655,7356,6378930.00,
500262,HYBRIDFIN   ,B ,Q,12.20,12.21,11.68,11.73,11.73,12.29,155,18380,218068.00,
500264,MAFATLAL IND,X ,Q,167.90,185.00,167.90,184.10,184.10,166.65,4304,578799,103714939.00,
500265,MAH.SEAMLESS,A ,Q,674.90,696.00,671.55,685.10,684.60,676.45,3038,46057,31439215.00,
500266,MAH.SCOOTER ,A ,Q,8055.00,8079.05,7972.00,8001.70,8010.00,8040.50,89,219,1755571.00,
500267,MAJESTIC AUT,X ,Q,374.00,374.00,363.40,366.45,366.45,366.95,117,4235,1560083.00,
500268,MANALI PETRO,B ,Q,93.99,96.67,93.67,95.89,95.89,93.36,3824,378477,36233311.00,
500270,BARODA RAYON,X ,Q,165.95,167.05,165.40,165.85,166.55,166.55,91,1485,246729.00,
500271,MFSL        ,A ,Q,996.95,1004.50,983.30,988.55,991.45,987.10,1192,15912,15818212.00,
500277,MID INDIA IN,XT,Q,9.58,9.60,9.58,9.60,9.60,9.77,23,5579,53462.00,
500279,MIRC ELECT  ,B ,Q,20.52,21.40,20.52,20.87,20.87,20.64,498,93450,1960546.00,
500280,CENTURY ENKA,B ,Q,621.75,646.40,621.25,637.55,636.55,618.95,413,2306,1472788.00,
500282,MODTHREAD   ,T ,Q,59.30,60.52,59.30,60.52,60.52,59.34,14,6911,418036.00,
500284,LORDS CHLORO,T ,Q,133.55,135.15,133.55,135.15,135.15,136.25,30,3777,505592.00,
500285,SPICEJET LTD,B ,Q,53.70,55.80,53.10,54.89,54.89,53.55,6690,2046266,111269315.00,
500288,MOREPEN LAB.,A ,Q,54.99,55.26,54.01,54.15,54.09,54.33,1665,340468,18567104.00,
500290,MRF LTD.    ,A ,Q,125050.00,126650.00,124583.35,126359.65,126351.70,124962.85,568,779,98269650.00,
500292,HEIDEL CEM  ,A ,Q,213.15,217.90,213.15,216.20,216.40,215.20,587,15836,3421030.00,
500294,NCC         ,A ,Q,316.95,328.15,314.45,326.65,326.65,314.95,5371,322120,103865519.00,
500295,VEDL        ,A ,Q,450.00,478.80,449.10,470.25,470.25,448.45,24947,1538285,721475753.00,
