SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,6715.00,6721.70,6501.35,6527.55,6527.55,6697.05,1506,5614,37245787.00,
500003,AEGIS LOGIS ,A ,Q,435.45,445.55,433.30,439.75,439.75,434.45,2115,110405,48449697.00,
500008,ARE&M       ,A ,Q,880.85,920.25,872.30,897.60,897.60,869.35,11060,279501,251086288.00,
500009,A.SARABHAI  ,X ,Q,52.34,52.34,50.20,51.17,50.62,51.95,2447,87304,4478850.00,
500012,ANDHRA PETRO,X ,Q,91.89,92.75,91.02,92.20,92.17,91.89,494,147803,13553522.00,
500014,UTIQUE      ,X ,Q,8.02,8.02,7.70,7.74,7.70,7.86,233,67249,528069.00,
500016,ARUNAHTEL   ,XT,Q,13.45,13.45,12.29,12.29,12.50,12.93,108,35502,443100.00,
500020,BOM DYEING  ,A ,Q,171.95,175.40,168.35,170.80,170.80,170.85,2460,155043,26760797.00,
500023,ASIANHOTNR  ,T ,Q,154.25,154.25,154.25,154.25,154.25,151.25,15,3204,494217.00,
500027,ATUL LTD.   ,A ,Q,5998.45,5998.45,5871.65,5882.55,5888.00,5923.50,305,644,3806348.00,
500028,ATV PROJECTS,XT,Q,21.00,21.00,20.07,20.13,20.25,20.47,102,29994,611141.00,
500031,BAJAJ ELECT.,A ,Q,994.55,999.95,983.45,994.50,995.00,982.65,372,2284,2261226.00,
500032,BAJAJHIND   ,A ,Q,32.51,33.55,31.35,33.23,33.23,32.39,3998,1490581,48580957.00,
500033,FORCE MOTR  ,A ,Q,8668.70,8872.00,8420.60,8614.35,8665.00,8582.90,3381,12508,108681444.00,
500034,BAJFINANCE  ,A ,Q,7215.00,7234.75,7125.00,7192.90,7200.00,7178.60,5663,32314,232218610.00,
500038,BALRAM.CHINI,A ,Q,388.95,395.60,383.00,393.35,393.35,386.30,4440,159030,62144613.00,
500039,BANCO PROD. ,B ,Q,620.70,628.65,611.00,616.55,617.70,622.20,2226,32769,20265844.00,
500040,CENTURY TEXT,A ,Q,1747.60,1848.00,1739.45,1832.40,1823.10,1744.90,4834,82048,148753983.00,
500041,BANNARI AMAN,B ,Q,2678.00,2678.00,2605.00,2618.00,2655.00,2628.00,47,68,178279.00,
500042,BASF INDIA  ,A ,Q,3630.90,3806.65,3610.00,3715.90,3683.50,3618.35,1139,4534,16818818.00,
500043,BATA INDIA  ,A ,Q,1355.00,1366.50,1338.35,1343.65,1343.65,1346.25,3744,34967,47252065.00,
500048,BEML LTD    ,A ,Q,3435.00,3460.00,3387.00,3447.30,3435.90,3421.75,2330,15367,52707341.00,
500049,BHARAT ELECT,A ,Q,225.00,228.90,221.20,228.15,228.15,223.50,12526,999049,225393282.00,
500052,BHANSALI ENG,B ,Q,103.85,107.45,102.84,104.51,104.82,103.50,1287,94201,9937526.00,
500058,BIHAR SPONGE,XT,Q,16.91,16.91,16.91,16.91,16.91,17.25,47,23395,395609.00,
500059,BINANI IND. ,T ,Q,15.85,15.89,15.30,15.30,15.30,15.52,10,336,5178.00,
500060,BIRLACABLE  ,B ,Q,251.20,280.00,251.20,267.40,268.85,252.70,2577,63814,17043899.00,
500067,BLUE STAR   ,A ,Q,1434.90,1434.90,1395.20,1399.85,1401.75,1406.75,934,11591,16366406.00,
500068,DISA INDIA  ,B ,Q,14000.00,14120.00,13850.05,13974.70,13850.05,14012.65,28,61,855537.00,
500069,QUESTCAP    ,X ,Q,348.60,350.00,340.00,349.00,349.00,350.95,8,273,95285.00,
500074,BPL LTD.    ,B ,Q,102.08,104.33,99.41,99.83,100.99,103.53,530,36621,3721151.00,
500078,OAL         ,B ,Q,329.65,331.10,326.05,326.35,326.90,325.40,115,919,302398.00,
500083,CENTURY EXT ,T ,Q,21.69,22.57,21.69,21.69,21.69,22.13,34,12324,274729.00,
500084,CESC LTD.   ,A ,Q,141.95,145.10,140.90,142.75,142.75,140.85,10292,901891,129147221.00,
500085,CHAMBAL FERT,A ,Q,378.70,381.55,372.15,374.20,374.05,377.15,992,41231,15544090.00,
500086,EXIDE IND.  ,A ,Q,379.00,398.05,374.45,383.80,383.80,377.00,35296,2589678,1001413333.00,
500087,CIPLA LTD.  ,A ,Q,1464.05,1467.00,1448.00,1450.20,1448.90,1461.80,837,8252,12036962.00,
500089,DIC INDIA   ,B ,Q,437.95,437.95,436.00,436.00,436.00,438.35,4,8,3495.00,
500092,CRISIL LTD  ,A ,Q,4907.05,4935.80,4884.55,4894.55,4900.45,4890.15,274,1478,7267808.00,
500093,CGPOWER     ,A ,Q,509.35,509.35,497.45,501.90,500.00,504.60,6480,186962,93996237.00,
500096,DABUR (I)   ,A ,Q,506.80,508.40,502.50,503.10,503.10,503.00,1720,45497,22992087.00,
500097,DALMIASUG   ,B ,Q,378.95,387.50,375.00,382.55,383.50,378.90,601,6286,2389160.00,
500101,ARVIND Ltd  ,A ,Q,296.05,303.05,293.40,296.55,296.70,296.60,651,9286,2770721.00,
500103,BHEL        ,A ,Q,257.15,259.85,253.50,255.75,255.75,256.30,4496,500490,128648352.00,
500104,HIND.PETRO  ,A ,Q,464.45,464.45,456.90,458.85,458.85,462.30,1332,49634,22816565.00,
500106,IFCI LTD    ,A ,Q,48.09,48.09,46.00,46.48,46.48,47.70,8069,2321717,108739788.00,
500108,MAHA.TELE   ,B ,Q,39.65,40.70,38.50,39.02,39.02,39.32,2446,410115,16196298.00,
500109,MRPL        ,A ,Q,233.95,235.35,225.00,227.10,227.10,233.15,4310,247289,56664347.00,
500110,CHENNAI PET.,A ,Q,936.35,936.35,900.60,903.35,903.00,926.10,3203,47756,43553755.00,
500112,STATE BANK  ,A ,Q,768.00,772.45,761.10,764.15,764.15,768.40,10708,1047810,803295089.00,
500113,STEEL AUTH. ,A ,Q,146.75,153.40,144.90,151.20,151.20,146.20,17570,2416670,364098423.00,
500114,TITAN       ,A ,Q,3763.85,3763.85,3665.00,3679.70,3679.70,3747.70,2646,23508,86944292.00,
500116,IDBI BANK L ,A ,Q,90.15,91.00,88.15,88.41,88.41,89.42,5629,1124285,100578319.00,
500117,DCW LTD.    ,B ,Q,59.28,59.28,56.90,57.27,57.18,58.41,962,145640,8452817.00,
500119,DHAMPUR SUGA,A ,Q,229.40,236.50,226.30,234.70,236.25,230.55,1772,28932,6725114.00,
500120,DIAMINES&CHM,B ,Q,582.40,588.25,565.25,570.90,571.90,582.25,190,1453,838940.00,
500123,ELANTAS     ,B ,Q,8974.85,8995.00,8574.50,8729.05,8601.00,8974.90,119,467,4127104.00,
500124,DR.REDDY'S  ,A ,Q,6178.65,6229.00,6155.50,6168.05,6170.00,6171.40,435,2386,14745591.00,
500125,E.I.D.PAR   ,A ,Q,596.65,622.35,589.00,609.35,609.35,587.05,628,8204,4933173.00,
500126,PGHL        ,A ,Q,4802.60,4834.90,4786.15,4825.25,4818.00,4771.00,82,149,716437.00,
500128,ELEC.CASTING,A ,Q,188.90,194.90,186.35,191.45,191.45,187.90,2725,220624,42208050.00,
500133,ESAB INDIA  ,A ,Q,5197.00,5220.95,5102.25,5138.75,5102.25,5213.40,183,451,2328052.00,
500135,EPL         ,A ,Q,190.90,190.95,186.20,186.55,186.50,189.80,1214,37160,6987460.00,
500136,ESTER INDUS.,B ,Q,97.00,97.00,93.90,95.17,94.97,95.90,245,16417,1561263.00,
500142,FGP LTD.    ,X ,Q,6.21,6.72,6.21,6.50,6.50,6.90,7,583,3672.00,
500143,P.H.CAPITAL ,XT,Q,147.00,147.00,147.00,147.00,147.00,150.00,11,613,90111.00,
500144,FINOL. CABLE,A ,Q,1008.00,1008.00,989.10,997.85,994.35,1004.55,425,5123,5104502.00,
500147,COCKERILL   ,B ,Q,3440.15,3456.85,3299.95,3381.60,3400.00,3436.70,185,2656,8926261.00,
500148,UFLEX LTD   ,A ,Q,450.00,451.85,441.50,445.20,451.85,447.25,166,2886,1286823.00,
500150,FOSECO INDIA,B ,Q,3280.00,3337.00,3266.20,3276.70,3270.10,3314.75,95,357,1179413.00,
500153,GANESH BENZO,B ,Q,176.65,178.40,173.30,175.50,175.95,174.65,1084,41319,7275523.00,
