SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4799.95,4817.65,4689.05,4720.65,4704.35,4789.80,1452,5359,25333836.00,
500003,AEGIS LOGIS ,A ,Q,389.80,397.00,383.40,386.90,386.90,389.85,1502,42543,16649167.00,
500008,ARE&M       ,A ,Q,760.05,767.25,752.40,755.20,755.20,759.40,4006,67028,50929070.00,
500009,A.SARABHAI  ,XT,Q,40.70,40.70,39.95,39.95,39.95,40.76,95,35284,1413960.00,
500012,ANDHRA PETRO,X ,Q,82.60,82.60,80.20,81.07,81.07,81.76,516,71848,5850789.00,
500014,UTIQUE      ,X ,Q,6.74,6.81,6.51,6.56,6.55,6.65,244,38303,257201.00,
500016,ARUNAHTEL   ,X ,Q,15.81,16.59,15.77,16.24,16.25,15.85,68,13328,215773.00,
500020,BOM DYEING  ,A ,Q,157.05,159.00,151.65,152.70,153.20,156.60,2773,175112,27060848.00,
500023,ASIANHOTNR  ,T ,Q,233.00,233.15,230.00,230.00,230.00,222.05,8,169,39219.00,
500027,ATUL LTD.   ,A ,Q,6805.00,6900.00,6770.00,6802.40,6785.00,6793.20,474,1472,10076217.00,
500028,ATV PROJECTS,XT,Q,15.09,15.09,14.85,14.85,14.85,15.09,37,11861,177750.00,
500031,BAJAJ ELECT.,A ,Q,1014.00,1014.00,999.20,1000.65,1000.60,1006.70,497,2369,2382381.00,
500032,BAJAJHIND   ,A ,Q,29.19,29.30,28.00,28.17,28.17,28.39,6624,3223256,91774709.00,
500033,FORCE MOTR  ,B ,Q,3800.00,3839.90,3671.05,3683.80,3683.80,3791.55,2560,21934,82354643.00,
500034,BAJFINANCE  ,A ,Q,7267.65,7353.00,7267.65,7312.15,7312.15,7292.95,4108,21554,157782868.00,
500038,BALRAM.CHINI,A ,Q,400.85,401.00,388.00,389.80,389.80,396.80,2987,102118,40284512.00,
500039,BANCO PROD. ,B ,Q,561.70,581.95,561.70,576.85,576.85,564.20,2484,32294,18594072.00,
500040,CENTURY TEXT,A ,Q,1296.35,1308.00,1281.00,1288.00,1287.10,1290.65,489,3792,4896773.00,
500041,BANNARI AMAN,B ,Q,2500.05,2500.05,2477.00,2481.10,2477.00,2499.45,55,148,368230.00,
500042,BASF INDIA  ,A ,Q,3009.95,3033.00,2925.85,2938.80,2944.00,2999.75,546,2432,7238610.00,
500043,BATA INDIA  ,A ,Q,1675.20,1686.40,1647.15,1654.85,1657.80,1668.20,774,4724,7877691.00,
500048,BEML LTD    ,A ,Q,2472.70,2543.20,2470.00,2500.75,2500.75,2449.60,1189,9621,24195852.00,
500049,BHARAT ELECT,A ,Q,162.95,163.00,159.95,160.60,160.60,161.20,8096,716211,115455326.00,
500052,BHANSALI ENG,B ,Q,94.65,96.40,93.93,94.28,94.50,94.41,2427,97312,9242013.00,
500058,BIHAR SPONGE,XT,Q,9.90,10.48,9.90,10.02,9.92,10.00,172,82311,831864.00,
500059,BINANI IND. ,T ,Q,15.70,15.75,15.70,15.70,15.70,15.70,12,5702,89609.00,
500060,BIRLACABLE  ,B ,Q,273.25,276.90,264.50,271.05,271.05,264.55,1018,21305,5810278.00,
