SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2050.15,2090.00,2013.50,2033.25,2030.00,2042.90,1720,10922,22209879.00,
500003,AEGIS LOGIS ,A ,Q,224.00,225.90,217.30,218.25,218.25,223.45,2360,62625,13909380.00,
500008,AMAR RAJA BA,A ,Q,600.05,606.80,593.45,600.05,600.05,591.80,4554,90334,54283901.00,
500009,A.SARABHAI  ,X ,Q,32.50,37.70,32.50,36.60,36.60,33.10,1393,382249,13687909.00,
500010,HDFC        ,A ,Q,2341.05,2404.00,2341.05,2370.00,2370.00,2339.90,8872,110712,262868353.00,
500012,ANDHRA PETRO,B ,Q,110.00,114.65,110.00,114.65,114.65,109.20,2239,232325,26339869.00,
500013,ANSAL INFRAS,B ,Q,16.55,17.50,16.10,17.50,17.50,16.70,173,59575,1015211.00,
500014,UTIQUE      ,XT,Q,7.10,7.26,6.58,7.16,7.24,6.92,553,101316,713401.00,
500016,ARUNAHTEL   ,XT,Q,10.02,10.02,9.11,9.76,9.76,9.55,42,7335,70134.00,
500020,BOM DYEING  ,A ,Q,109.70,116.20,109.70,112.90,112.90,109.85,5189,553538,62854404.00,
500023,ASIANHOTNR  ,B ,Q,79.00,79.00,78.60,78.60,78.60,79.15,12,680,53656.00,
500027,ATUL LTD.   ,A ,Q,9661.00,9700.00,9277.90,9311.30,9299.00,9594.65,986,1875,17677296.00,
500028,ATV PROJECTS,XT,Q,12.30,13.50,12.30,13.20,12.90,12.90,232,58091,739124.00,
500031,BAJAJ ELECT.,A ,Q,1191.00,1200.00,1174.10,1176.10,1177.30,1175.70,803,4899,5798027.00,
500032,BAJAJHIND   ,A ,Q,15.10,15.45,14.85,15.30,15.30,14.80,2577,1444643,21835530.00,
500033,FORCE MOTR  ,A ,Q,1119.70,1139.95,1108.25,1115.05,1115.05,1101.05,604,2348,2642485.00,
