SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4320.40,4328.75,4246.00,4298.85,4300.55,4291.10,758,4985,21370661.00,
500003,AEGIS LOGIS ,A ,Q,373.95,373.95,355.50,359.80,360.45,368.70,2248,57260,20767122.00,
500008,AMAR RAJA BA,A ,Q,625.75,629.80,623.80,624.90,624.90,625.65,5782,89423,55948105.00,
500009,A.SARABHAI  ,X ,Q,32.50,35.50,32.00,35.36,35.36,32.64,1956,648280,22420479.00,
500012,ANDHRA PETRO,X ,Q,83.45,84.95,81.00,82.39,82.39,82.49,1228,181703,15091042.00,
500013,ANSAL INFRAS,T ,Q,9.10,9.45,9.10,9.37,9.45,9.29,111,40825,382023.00,
500014,UTIQUE      ,X ,Q,5.45,5.55,5.31,5.48,5.53,5.36,240,41490,225348.00,
500016,ARUNAHTEL   ,XT,Q,22.06,22.06,20.71,20.85,21.34,21.10,66,63460,1335788.00,
500020,BOM DYEING  ,A ,Q,138.85,139.60,135.45,135.85,135.85,137.15,1515,125957,17323383.00,
500023,ASIANHOTNR  ,T ,Q,158.60,158.60,150.10,158.00,158.00,151.05,23,674,106521.00,
500027,ATUL LTD.   ,A ,Q,7355.80,7423.75,7270.05,7311.00,7311.00,7355.80,1586,4524,33137999.00,
500028,ATV PROJECTS,XT,Q,12.74,12.74,12.74,12.74,12.74,12.99,55,18647,237562.00,
500031,BAJAJ ELECT.,A ,Q,1178.00,1197.95,1174.00,1180.20,1180.20,1177.95,977,6227,7388309.00,
500032,BAJAJHIND   ,A ,Q,25.44,28.50,25.34,28.33,28.33,25.11,15650,7849463,214102844.00,
500033,FORCE MOTR  ,B ,Q,3505.05,3559.90,3457.40,3481.70,3471.10,3500.75,941,4157,14620477.00,
500034,BAJFINANCE  ,A ,Q,7360.00,7369.55,7260.00,7268.00,7268.00,7317.00,2101,14021,102545475.00,
500038,BALRAM.CHINI,A ,Q,395.80,408.95,395.75,407.35,407.35,395.75,6521,1145832,460542843.00,
500039,BANCO PROD. ,B ,Q,525.25,541.45,523.40,535.60,535.60,514.90,1491,18738,10000176.00,
500040,CENTURY TEXT,A ,Q,1072.05,1089.00,1048.50,1051.10,1054.75,1071.60,1246,12325,13189398.00,
