SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4825.70,4900.00,4803.40,4831.00,4820.80,4824.80,1314,6035,29295668.00,
500003,AEGIS LOGIS ,A ,Q,347.75,347.75,332.00,333.55,333.55,343.80,1964,51173,17309732.00,
500008,ARE&M       ,A ,Q,818.15,842.40,818.15,834.90,834.95,816.60,2811,58761,48861806.00,
500009,A.SARABHAI  ,XT,Q,43.99,44.00,41.45,42.31,42.99,42.51,537,209299,8992825.00,
500012,ANDHRA PETRO,X ,Q,94.95,95.50,92.00,93.68,93.68,94.12,1829,417280,39105095.00,
500014,UTIQUE      ,X ,Q,8.25,8.39,7.65,7.68,7.68,8.00,667,261751,2086011.00,
500016,ARUNAHTEL   ,X ,Q,15.66,15.88,15.21,15.84,15.88,15.34,112,35206,549923.00,
500020,BOM DYEING  ,A ,Q,162.00,164.30,158.25,160.30,160.30,161.05,3747,240786,39000678.00,
500023,ASIANHOTNR  ,T ,Q,227.30,227.30,217.10,217.10,217.10,217.10,3,41,9115.00,
500027,ATUL LTD.   ,A ,Q,7151.95,7151.95,7001.30,7031.05,7031.05,7073.10,298,964,6827778.00,
500028,ATV PROJECTS,XT,Q,16.21,16.47,15.50,15.99,15.99,15.72,196,60864,982744.00,
500031,BAJAJ ELECT.,A ,Q,1017.05,1046.00,1017.05,1026.05,1026.05,1022.30,1110,10636,10982259.00,
500032,BAJAJHIND   ,A ,Q,28.69,29.24,28.34,28.58,28.58,28.54,6501,3220017,92806915.00,
500033,FORCE MOTR  ,A ,Q,3675.05,3690.00,3585.00,3603.55,3603.55,3664.35,2132,16714,60793278.00,
500034,BAJFINANCE  ,A ,Q,7727.10,7788.00,7675.00,7710.55,7704.75,7704.25,14377,327621,2525003996.00,
500038,BALRAM.CHINI,A ,Q,410.00,410.00,401.60,403.45,403.45,407.35,3611,125421,50835215.00,
500039,BANCO PROD. ,B ,Q,655.25,655.25,633.45,640.15,641.20,650.70,820,10944,7042474.00,
500040,CENTURY TEXT,A ,Q,1392.65,1500.65,1376.80,1413.20,1419.00,1397.65,6939,80775,116789804.00,
500041,BANNARI AMAN,B ,Q,2563.00,2563.00,2510.00,2526.35,2513.05,2526.10,45,78,197550.00,
500042,BASF INDIA  ,A ,Q,3072.00,3082.20,3032.70,3043.80,3047.40,3064.70,441,1520,4644594.00,
500043,BATA INDIA  ,A ,Q,1611.90,1637.05,1607.30,1621.00,1621.00,1608.00,2364,28597,46361288.00,
500048,BEML LTD    ,A ,Q,2946.50,3147.15,2919.95,3090.45,3090.45,2888.60,8355,90982,275453550.00,
500049,BHARAT ELECT,A ,Q,187.95,188.60,184.05,185.95,185.95,186.95,13832,1423238,265876209.00,
500052,BHANSALI ENG,B ,Q,110.15,113.55,110.15,112.15,112.05,109.90,1966,177255,19847048.00,
500058,BIHAR SPONGE,XT,Q,10.66,10.75,10.35,10.64,10.64,10.45,232,111631,1180792.00,
500059,BINANI IND. ,T ,Q,17.50,17.74,17.50,17.74,17.74,16.90,58,30353,537513.00,
500060,BIRLACABLE  ,B ,Q,282.50,283.05,273.00,277.55,277.60,280.60,676,10902,3021148.00,
500067,BLUE STAR   ,A ,Q,940.00,950.65,930.05,943.75,944.80,935.70,1007,8259,7784456.00,
500068,DISA INDIA  ,B ,Q,15895.00,15895.00,15540.05,15591.90,15643.95,15783.90,35,47,741137.00,
500069,QUESTCAP    ,X ,Q,385.05,399.00,385.05,390.65,394.00,399.10,46,1232,480358.00,
500074,BPL LTD.    ,T ,Q,90.00,94.93,90.00,94.93,94.93,90.41,313,71078,6710574.00,
500078,OAL         ,B ,Q,392.70,400.85,383.65,385.15,384.00,392.70,188,1049,411258.00,
500083,CENTURY EXT ,B ,Q,21.30,21.40,20.75,20.94,20.94,20.88,919,173546,3655374.00,
500084,CESC LTD.   ,A ,Q,134.85,139.90,134.85,138.55,138.55,134.85,10860,1295846,178661810.00,
500085,CHAMBAL FERT,A ,Q,388.00,388.05,368.00,372.80,372.80,386.90,11058,501705,188958534.00,
500086,EXIDE IND.  ,A ,Q,325.85,331.10,321.05,329.45,329.45,324.65,3694,185547,60629994.00,
